year,trois_DET âges_NOUN,trois_DET ages_NOUN,trois_DET sages_NOUN
1881,1.10862873159423e-07,1.3945015142624584e-09,3.486253841167297e-09
1882,7.187816208897857e-08,1.3310770263785798e-09,1.3310770263785798e-09
1883,8.973461484984568e-08,0.0,1.1374809816278031e-08
1884,8.978308052576267e-08,0.0,6.601696966868076e-09
1885,4.640857836912815e-08,0.0,5.80107206715752e-09
1886,6.259859780533006e-08,6.453463874400711e-10,6.453463874400711e-10
1887,6.985949202453767e-08,0.0,9.140494194870286e-09
1888,7.672143609305238e-08,1.268122939990235e-09,5.07249175996094e-09
1889,8.645888804892365e-08,6.265136742733546e-10,5.01210956072029e-09
1890,7.275368840709007e-08,0.0,6.554386478008212e-10
1891,4.079500948162007e-08,0.0,8.92390827900158e-09
1892,5.955086734843462e-08,1.8805537127519756e-09,2.4447198931909497e-08
1893,4.6188123659085534e-08,1.2316833108982905e-09,5.542574843531156e-09
1894,6.616616277099752e-08,6.301539290376468e-10,4.411077725308132e-09
1895,6.078800729447664e-08,0.0,3.611168697403855e-09
1896,3.0074846835148605e-08,1.179405795248556e-09,2.3588115349859606e-09
1897,5.2440423559119154e-08,5.826713556089658e-10,1.3984112201548271e-08
1898,4.9793524414809553e-08,1.13167097914868e-09,6.7900258748920805e-09
1899,5.140647907353468e-08,0.0,1.4371703827009696e-08
1900,7.838489946010441e-08,1.038210628578895e-09,1.1939422339679595e-08
1901,6.25938768594736e-08,0.0,5.029865024486213e-09
1902,3.7318156398402635e-08,1.9641135939885146e-09,4.419255628107521e-09
1903,3.888158772724637e-08,5.400220270956879e-10,5.400220270956879e-09
1904,3.117282432185675e-08,0.0,8.061937784020756e-09
1905,4.231822520184281e-08,5.160759042333041e-10,4.644683193610888e-09
1906,4.4754404626701216e-08,2.0576738091193647e-09,5.144184633820714e-09
1907,4.16570322125942e-08,5.142843373384665e-10,4.114274698707732e-09
1908,6.384805750769829e-08,1.4734167219643268e-09,5.893666665812702e-09
1909,3.6306492035009796e-08,1.1001967115120692e-09,0.0
1910,4.382203400155049e-08,2.137660271017694e-09,5.344150677544235e-10
1911,5.3203741856577835e-08,5.320374141248863e-10,5.852411444351446e-09
1912,1.000208846302364e-07,5.209421227725386e-10,7.2931897743266916e-09
1913,4.8787506479186504e-08,5.30298971401777e-10,4.772690798127144e-09
1914,4.085013571852869e-08,0.0,2.0090231145353243e-09
1915,2.3561524065129902e-08,0.0,0.0
1916,2.6369909367218725e-08,0.0,0.0
1917,3.289927263949721e-08,0.0,3.2899273305631027e-09
1918,1.4932290071101306e-08,1.1486376294556067e-09,0.0
1919,2.7623545728605592e-08,0.0,7.366278698128781e-09
1920,6.73928637340282e-08,7.572231730534895e-10,2.2716695191604686e-09
1921,7.042655436606537e-08,1.5145494858259667e-09,4.543648568500203e-09
1922,1.9920425642361295e-08,1.4755870969551665e-09,1.2542490324118916e-08
1923,4.140219900250486e-08,1.0615948120573648e-09,3.1847844361720945e-09
1924,4.769901096324247e-08,0.0,2.578324886925998e-09
1925,5.279125470103452e-08,0.0,5.499088961968823e-09
1926,5.015762383209221e-08,0.0,5.573069339348535e-09
1927,6.020581289067906e-08,0.0,8.919380123373344e-09
1928,4.6846768242403414e-08,0.0,7.998228745975666e-09
1929,4.2333544891803854e-08,1.1140406375176326e-09,3.342121912552898e-09
1930,3.886333144187404e-08,1.0503603542488804e-09,3.1510811737689437e-09
1931,3.5356607419601005e-08,0.0,0.0
1932,5.808554437436442e-08,1.0959536611565568e-09,6.575721855917038e-09
1933,7.685343916818965e-08,0.0,1.1470662641954732e-08
1934,6.949316855298093e-08,0.0,2.3963160344919743e-09
1935,6.103825000991492e-08,0.0,1.555876938397205e-08
1936,4.607391579369846e-08,2.424942913137329e-09,8.487299751891442e-09
1937,6.169647903675468e-08,3.777335333410292e-09,7.554670666820584e-09
1938,4.2785208265172514e-08,0.0,3.889564337278273e-09
1939,3.058810094103137e-08,0.0,6.117620188206274e-09
1940,6.339457314652464e-08,0.0,5.0715658339584024e-09
1941,5.017554371988808e-08,0.0,8.854508237732261e-09
1942,3.3376331032286544e-08,0.0,1.8205270846394228e-08
1943,2.6129116648121453e-08,2.9032352077962287e-09,2.9032352077962287e-09
1944,2.8918675454292497e-08,0.0,6.4263723231761105e-09
1945,4.1391575500426825e-08,0.0,8.714016175304096e-09
1946,5.290019533532586e-08,2.7842208538686464e-09,1.3921104269343232e-08
1947,4.52993091926146e-08,0.0,9.536696765621855e-09
1948,7.066726936955092e-08,0.0,1.0871887834440486e-09
1949,5.006674363983166e-08,1.9634016634739737e-09,8.83530737461058e-09
1950,8.082874680681584e-08,1.0635361480382244e-09,7.444752814222966e-09
1951,6.183612955013018e-08,1.0661401761424827e-09,9.595261696304647e-09
1952,6.959570697517847e-08,0.0,1.1599283977759e-08
1953,3.44762476345295e-08,0.0,8.619061908632375e-09
1954,5.570345606997762e-08,9.772536113672459e-10,1.074978994708431e-08
1955,5.9129327656393116e-08,0.0,9.385607846468247e-09
1956,7.3257590216258e-08,1.744228317335228e-09,1.0465369681966763e-08
1957,4.8592708079553404e-08,0.0,8.8350378124602e-09
1958,3.970676876186019e-08,0.0,9.926691912909291e-09
1959,6.200598257066758e-08,0.0,2.712761748568937e-08
1960,5.190625018691719e-08,6.920833350854139e-10,1.52258331498345e-08
1961,5.975417138870398e-08,0.0,1.3896318540318475e-08
1962,5.5175019220143895e-08,0.0,1.3952303978825853e-08
1963,6.013429554307947e-08,0.0,1.0992290189193454e-08
1964,5.9014492737041735e-08,0.0,1.4601523767865388e-08
1965,5.6362045031121966e-08,5.472043373977442e-10,1.3132903875501256e-08
1966,6.36993591207613e-08,2.215629901769489e-09,2.3264113968579636e-08
1967,6.360133064653439e-08,4.930335584241163e-10,1.8735275553183328e-08
1968,7.635406973349745e-08,4.4914158503495116e-10,1.7067380286839295e-08
1969,5.677197068010287e-08,0.0,1.40794489122964e-08
1970,5.74840612888039e-08,0.0,1.2876429755781515e-08
1971,6.885452741300924e-08,5.138397485282553e-10,9.762954888969944e-09
1972,6.874396518696813e-08,1.5390440588625154e-09,1.1799337729101467e-08
1973,6.726108470189729e-08,1.102640756478479e-09,7.1671650836435674e-09
1974,5.1755260965791194e-08,1.1251143350321513e-09,8.438357568252286e-09
1975,7.025120840609134e-08,0.0,2.8557401332562904e-08
1976,6.799097262977227e-08,0.0,1.3141111976366915e-08
1977,6.17062094754317e-08,2.3507127355770763e-09,1.0578207476630297e-08
1978,6.831679888463782e-08,2.3762365408686037e-09,2.257424691620713e-08
1979,7.783124411631093e-08,1.7555920051037788e-09,2.6919077855680484e-08
1980,6.765329052527136e-08,2.2740602734216964e-09,2.160357320812878e-08
1981,8.602747514352416e-08,6.325549528618524e-10,1.3916208518871542e-08
1982,8.938803386371319e-08,6.207502289967692e-10,8.690502983910164e-09
1983,6.315316047889041e-08,1.8945948143667124e-09,1.5788289786655696e-08
1984,4.871166991993192e-08,1.7397025486864948e-09,1.913672786901799e-08
1985,5.053068874438793e-08,2.4062232206745193e-09,1.2031116214394899e-08
1986,6.294209686785734e-08,5.994485463567401e-10,1.3187867797803676e-08
1987,6.171924971098974e-08,6.110816852533674e-10,2.2610021632729627e-08
1988,8.515106397766203e-08,5.996553809062277e-10,8.994830547059962e-09
1989,5.982053341568871e-08,0.0,7.134558943633351e-09
1990,8.336436341238596e-08,0.0,1.2531897630729816e-08
1991,5.978694606056933e-08,5.861465202094962e-10,1.3481369798284959e-08
1992,8.705711485035295e-08,1.65298330578878e-09,1.8733810280835428e-08
1993,6.81322518403249e-08,5.539207426075166e-10,9.970573366935298e-09
1994,6.435410404570518e-08,0.0,1.3187316738605404e-08
1995,7.42875778669827e-08,5.422450821690461e-10,1.7894088322201185e-08
1996,8.11390012955826e-08,2.135236876199542e-09,2.2953797085278893e-08
1997,8.247218641344034e-08,1.438468344439059e-09,7.671831392386252e-09
1998,8.058138689648331e-08,0.0,1.0489884072484301e-08
1999,8.409170426659784e-08,9.140402323914998e-10,1.508166380670417e-08
2000,7.775735744175449e-08,8.836062992401139e-10,1.4579504270528787e-08
2001,8.149053876138623e-08,4.3812117822561447e-10,1.6648604939106804e-08
2002,8.149071906160543e-08,4.38122149670761e-10,1.2267419691180947e-08
2003,8.792207317753764e-08,0.0,7.083768960303161e-09
2004,7.972671944855847e-08,4.404791253964646e-10,1.1892936080393213e-08
2005,7.92659893278369e-08,0.0,1.5763123473178098e-08
2006,8.153421759971025e-08,4.1178899179428186e-10,1.8118716305082216e-08
2007,8.268572182501543e-08,1.1983438685803094e-09,1.1983438436002913e-08
2008,7.280221758776406e-08,1.7029758714315335e-09,5.960415688788245e-09
2009,8.105927240542599e-08,9.53638501499654e-10,1.1443662017995848e-08
2010,9.116920285379138e-08,0.0,9.447586379884854e-09
2011,6.15659501157495e-08,0.0,6.883149605840799e-09
2012,4.5276560389773124e-08,0.0,7.489355913214979e-09
2013,4.4347087557738973e-08,5.578250084070646e-10,8.088462566391286e-09
2014,5.4136128024850905e-08,0.0,9.52795864428424e-09
2015,5.2976153241957036e-08,0.0,9.974589376682275e-09
2016,6.276160546825338e-08,0.0,5.799752372803724e-09
2017,4.1256027261127315e-08,0.0,6.792150786250062e-09
2018,4.7498985633609436e-08,2.5814667070633845e-10,7.486253450483815e-09
2019,4.030560507573e-08,2.55098775436835e-10,4.8468767888110165e-09
