year,suis_VERB à_ADP,suis_VERB a_ADP,suis_VERB çà_ADJ
1962,2.8367571758280974e-06,1.395230431189276e-08,0.0
1963,2.5793085569603136e-06,2.327779202726532e-08,0.0
1964,3.12411771119514e-06,2.190228565179808e-08,0.0
1965,2.448739451210713e-06,5.855086282480215e-08,5.472043373977442e-10
1966,2.5025540253409417e-06,2.6587558710211567e-08,0.0
1967,2.525317995605292e-06,2.9582013283402375e-08,4.930335584241163e-10
1968,2.744255198194878e-06,2.6948495185363797e-08,0.0
1969,2.2904084744368447e-06,2.4525491859606063e-08,4.5417578031781147e-10
1970,2.292924364155624e-06,2.1154134721701467e-08,0.0
1971,2.5938629732991103e-06,2.312278823968228e-08,0.0
1972,2.2998449367150897e-06,2.8728822876189497e-08,1.0260293725750103e-09
1973,2.338701051485259e-06,1.8744892471556085e-08,0.0
1974,1.9121318928227993e-06,2.3064843146514136e-08,0.0
1975,1.9950200567109277e-06,1.9990180621931586e-08,0.0
1976,1.9774515749304555e-06,4.627956828873181e-08,0.0
1977,1.909954107759404e-06,1.7630345294783467e-08,0.0
1978,2.1118801214470295e-06,4.039602119476626e-08,0.0
1979,2.185711991842254e-06,2.8089472303705065e-08,0.0
1980,2.2069755232223542e-06,2.6720207546571118e-08,0.0
1981,2.198760967075941e-06,2.84649726012276e-08,0.0
1982,2.1173789264139486e-06,2.917526009671434e-08,6.207502289967692e-10
1983,2.19394087253022e-06,3.5997300584789116e-08,0.0
1984,2.0922823296132265e-06,2.087643063974909e-08,0.0
1985,2.2353813164954772e-06,6.075713665509852e-08,0.0
1986,2.4067858248599805e-06,2.5776287104761764e-08,0.0
1987,2.191339035562123e-06,2.3221104594739472e-08,0.0
1988,2.1431683308037464e-06,3.238139062444745e-08,0.0
1989,2.365380623814417e-06,3.018467154003446e-08,0.0
1990,2.2050689949537627e-06,2.1794604121438965e-08,0.0
1991,2.4952257717814064e-06,1.582595621218985e-08,1.1722930404189924e-09
1992,2.0386794403748354e-06,3.4712649199519774e-08,5.509944167592096e-10
1993,2.5757315142982407e-06,1.6617622222714346e-08,0.0
1994,2.4887103791115806e-06,2.848460389781593e-08,0.0
1995,2.4249200123449555e-06,4.934430175573823e-08,0.0
1996,2.35463244280254e-06,3.256236347226604e-08,0.0
1997,2.212364279330359e-06,2.733089854434212e-08,4.79489448146353e-10
1998,2.4765663511061575e-06,2.0026142966145244e-08,0.0
1999,2.4852754449966596e-06,2.5136106140966064e-08,0.0
2000,2.4727721665840363e-06,2.8275401131594435e-08,0.0
2001,2.5459221433266066e-06,1.708672603406569e-08,0.0
2002,2.508249281163444e-06,2.9354183750385232e-08,4.38122149670761e-10
2003,2.758502887445502e-06,3.000184461976474e-08,0.0
2004,2.7366968424757943e-06,2.730970624642559e-08,0.0
2005,2.76665332421544e-06,2.8823997633153908e-08,0.0
2006,2.934408257715404e-06,2.6766283744983355e-08,0.0
2007,3.358957883392577e-06,2.6763012805908204e-08,0.0
2008,3.492377800284885e-06,3.3633772655861094e-08,0.0
2009,3.872725756082218e-06,2.3364143508786128e-08,0.0
2010,4.885346697847126e-06,2.5980861351193596e-08,4.723793023408973e-10
2011,5.297730695019709e-06,2.3708625701557295e-08,0.0
2012,6.149782620923361e-06,1.8042539268181557e-08,3.404252713057332e-10
2013,6.793192824261496e-06,1.3387799757680341e-08,0.0
2014,7.560435278719524e-06,1.2343037703033133e-08,2.1654451842767486e-10
2015,7.886796993261669e-06,1.2412822214535879e-08,0.0
2016,8.289916877401993e-06,1.4913648760384035e-08,2.0713400439298368e-10
2017,8.984254236565903e-06,1.559679052576257e-08,2.515611330355938e-10
2018,9.595570190867875e-06,1.8070266172287575e-08,0.0
2019,9.51365382206859e-06,1.5305926248654345e-08,0.0
