year,suis_VERB à_ADP,suis_VERB a_ADP,suis_VERB çà_ADJ
1800,1.983967877094983e-06,1.2576657937302116e-08,0.0
1801,2.971715957755805e-06,2.3811825844433088e-09,0.0
1802,2.5735162125783972e-06,2.2378401354217203e-08,0.0
1803,2.238989509351086e-06,2.5354409238786957e-08,0.0
1804,2.867347120627528e-06,1.9774807569206132e-08,0.0
1805,2.282830791955348e-06,1.990014397712514e-08,0.0
1806,3.0257526759669418e-06,1.729001475325731e-08,0.0
1807,1.631305281080131e-06,3.4163461393177386e-08,0.0
1808,1.8672449186851736e-06,3.172503504345059e-08,0.0
1809,1.893067519631586e-06,1.3554183109221185e-08,0.0
1810,2.819852852553595e-06,9.360507036149102e-09,0.0
1811,1.7699961745165638e-06,2.0056614147279106e-08,0.0
1812,2.4404955638601677e-06,5.067695729721322e-08,0.0
1813,1.9785102267633192e-06,8.627224934443234e-09,0.0
1814,1.84080613507831e-06,3.1466770522570187e-08,0.0
1815,1.753195306264388e-06,2.697223555614414e-09,0.0
1816,2.157689323212253e-06,9.270415546325239e-09,0.0
1817,3.119974280707538e-06,2.0239354192597148e-08,0.0
1818,3.540589659678517e-06,1.0729059418679299e-08,0.0
1819,2.3393372430291492e-06,4.8649936634781454e-08,0.0
1820,3.6952221762476256e-06,1.5426425470366212e-08,0.0
1821,5.238422545517096e-06,3.352905997289213e-08,0.0
1822,3.994205144408625e-06,2.0051231786055723e-08,0.0
1823,3.350230826981715e-06,6.226092852390508e-08,0.0
1824,3.1107590530154994e-06,2.778967189698278e-08,0.0
1825,2.7816395231639035e-06,2.3774695989686734e-08,0.0
1826,2.392248461546842e-06,1.5854371593349015e-08,0.0
1827,2.5015679057105444e-06,1.6591091611672937e-08,0.0
1828,2.9644877486134646e-06,2.476521365757378e-08,0.0
1829,2.323330818398972e-06,1.1145128653300418e-08,5.143905745796928e-09
1830,3.3262194847338833e-06,2.400472309815882e-08,0.0
1831,3.5579132600105368e-06,2.0268567268999504e-08,0.0
1832,3.816804564849008e-06,1.7588960510295237e-08,0.0
1833,2.8982237836316926e-06,1.737544297331084e-08,0.0
1834,2.851699264283525e-06,2.42697808516823e-08,0.0
1835,2.8807801299990388e-06,3.327758690829796e-08,0.0
1836,3.2111743166751694e-06,1.949017558455779e-08,0.0
1837,2.8026383915857878e-06,2.0177884252348122e-08,0.0
1838,2.1322482552932343e-06,3.15608092993358e-08,0.0
1839,2.4358298560400726e-06,3.845311391525996e-08,0.0
1840,2.1338457827368984e-06,2.9300567638834707e-08,0.0
1841,2.46677473114687e-06,3.9165346077396634e-08,0.0
1842,2.2841643385618227e-06,2.2808100741400494e-08,0.0
1843,2.5618273866712116e-06,3.248801100363963e-08,0.0
1844,2.058759264400578e-06,2.579623747944737e-08,0.0
1845,2.212560275438591e-06,1.6182660877994692e-08,0.0
1846,2.3716584109934047e-06,3.219975663881769e-08,0.0
1847,1.6632701544949668e-06,1.6718993300912643e-08,0.0
1848,2.1440516775328433e-06,2.0113055110293487e-08,0.0
1849,1.9012892380487756e-06,2.513824481908955e-08,0.0
1850,2.1100199774082284e-06,1.6293590476834652e-08,0.0
1851,1.9961012185376603e-06,2.3217980205103572e-08,0.0
1852,2.135458998964168e-06,3.64590551082955e-08,0.0
1853,2.34816366173618e-06,3.224843125870791e-08,0.0
1854,2.176463794967276e-06,3.273268706083243e-08,0.0
1855,2.933674750238424e-06,3.237231638308913e-08,1.5920811335945473e-09
1856,2.5554606963851256e-06,2.3815069694066437e-08,0.0
1857,2.3792474621586734e-06,3.661131847687571e-08,0.0
1858,3.1999747989175376e-06,4.061751113226819e-08,0.0
1859,2.8429603844415396e-06,3.309912677273985e-08,0.0
1860,2.758210939646233e-06,5.126445934422463e-08,4.577183909670879e-10
1861,2.8130723421782022e-06,4.291527133659656e-08,6.13075279431996e-09
1862,3.146777544316137e-06,4.4276266236709105e-08,0.0
1863,3.0781848181504756e-06,3.096664996649068e-08,0.0
1864,3.1755482723383466e-06,3.164520401277571e-08,0.0
1865,2.9780203476548195e-06,3.341859527994373e-08,0.0
1866,2.5641779757279437e-06,3.1626483321112175e-08,0.0
1867,2.6957368390867487e-06,2.426405742994575e-08,0.0
1868,2.3666937067901017e-06,3.309715523869272e-08,1.4819622196071691e-09
1869,2.982853402500041e-06,3.8091449106048e-08,0.0
1870,2.817711674651946e-06,2.8096838189384243e-08,0.0
1871,2.7158350803802023e-06,4.779529705345453e-08,0.0
1872,2.8730908070428995e-06,4.4145575639475965e-08,0.0
1873,3.0349042390298564e-06,3.052862318497773e-08,0.0
1874,2.9681857540708734e-06,2.6885740689319704e-08,0.0
1875,3.375128926563775e-06,4.1194996247551074e-08,0.0
1876,3.1040240173751954e-06,3.264847947548333e-08,0.0
1877,3.2383695725002326e-06,2.4120782149417153e-08,0.0
1878,2.476630243108957e-06,3.925407654481461e-08,0.0
1879,2.8677172849711496e-06,4.948553466999073e-08,0.0
1880,3.2621912851027446e-06,7.187987627332859e-08,0.0
1881,3.2979960451484658e-06,3.625704092513615e-08,0.0
1882,3.0455041724053444e-06,6.455723600140573e-08,0.0
1883,2.8576050681294873e-06,4.739504311235265e-08,0.0
1884,2.5264694158977363e-06,3.30084857225188e-08,0.0
1885,2.4345165456907125e-06,2.6427106392112876e-08,0.0
1886,2.147067334590247e-06,3.872078385702693e-08,0.0
1887,2.3993798095034435e-06,3.9173548849191775e-08,0.0
1888,2.2534545678354334e-06,4.3116179737623384e-08,0.0
1889,2.3268717086466495e-06,3.508476542624095e-08,0.0
1890,2.2835481559013715e-06,3.473824922162194e-08,0.0
1891,2.167872253266978e-06,4.46195412839856e-08,0.0
1892,2.449107796564931e-06,2.1312942743989538e-08,0.0
1893,2.1634516542690108e-06,3.8182183526025426e-08,0.0
1894,2.1494549855560763e-06,2.3315696040526745e-08,0.0
1895,2.439946229060297e-06,3.250051894276851e-08,0.0
1896,2.2373328647518065e-06,3.243365909177953e-08,0.0
1897,2.1879309315409046e-06,3.4377610647062795e-08,0.0
1898,2.3335055630013812e-06,3.055511632599206e-08,0.0
1899,2.3182662971521495e-06,3.150719685152126e-08,0.0
1900,2.23526740228408e-06,3.633737222230593e-08,0.0
1901,2.1203675260039745e-06,3.4650181890416576e-08,0.0
1902,1.866889874690969e-06,4.419255578147485e-08,0.0
1903,2.0877250790363178e-06,3.7261521201870096e-08,0.0
1904,2.1912346710450947e-06,3.278521365501774e-08,0.0
1905,2.2635088043898577e-06,3.5093161820931584e-08,0.0
1906,2.2032543256500503e-06,2.2634412455424524e-08,0.0
1907,2.333307975277421e-06,2.468564819224639e-08,0.0
1908,2.5244539756386075e-06,2.9959472680474164e-08,0.0
1909,2.4176822535082465e-06,3.245580249000568e-08,0.0
1910,2.9376797101576813e-06,4.221879024157715e-08,0.0
1911,2.397360503891832e-06,2.500575924102577e-08,0.0
1912,2.4426976779068355e-06,3.5424062572175785e-08,1.0418842455450772e-09
1913,2.2664978587272344e-06,4.0302721660001595e-08,0.0
1914,2.2594813344767317e-06,4.218948657097599e-08,0.0
1915,1.9237984361097915e-06,2.0027295377644805e-08,0.0
1916,2.1601349544653203e-06,2.52711618298207e-08,0.0
1917,2.2875960894452874e-06,2.851270441972531e-08,0.0
1918,2.128425421688007e-06,3.9053678513312207e-08,0.0
1919,2.1555572402576217e-06,3.6831393046554695e-08,0.0
1920,2.17095885091112e-06,3.483226640454973e-08,0.0
1921,2.311959860890056e-06,1.8174594496045415e-08,0.0
1922,2.5704728159325896e-06,2.8036154786637013e-08,0.0
1923,2.652925331858569e-06,5.6264525483129546e-08,0.0
1924,2.6002405775216175e-06,2.5783248314148466e-08,0.0
1925,2.973907385239727e-06,2.749544458779951e-08,0.0
1926,2.7330331704433775e-06,1.0031524499964917e-08,0.0
1927,3.3469973459432367e-06,2.0068604555945058e-08,0.0
1928,2.302347411387018e-06,1.7139062169491126e-08,0.0
1929,2.8530580493679736e-06,3.676334170421569e-08,0.0
1930,2.567080628068652e-06,3.2561171536826805e-08,0.0
1931,2.49891354542342e-06,1.596749932275543e-08,0.0
1932,2.2916390207683435e-06,2.0823119339929974e-08,0.0
1933,2.354926891712239e-06,2.2941323951641834e-08,0.0
1934,2.354380512770149e-06,1.677421224144382e-08,0.0
1935,2.416396455373615e-06,2.154291145473053e-08,0.0
1936,2.1266748717607697e-06,1.2124714565686645e-08,0.0
1937,2.166931380997994e-06,1.76275650742852e-08,0.0
1938,2.154818730559782e-06,5.186085638708704e-08,0.0
1939,1.9086974134552293e-06,2.2941075705773528e-08,0.0
1940,1.6634735402476508e-06,2.028626333583361e-08,0.0
1941,2.370056563449907e-06,5.312704765003673e-08,0.0
1942,2.3757877443131292e-06,3.034211815133858e-08,0.0
1943,2.6042018816951895e-06,2.322588210645904e-08,0.0
1944,2.6026807518064743e-06,1.2852744646352221e-08,0.0
1945,2.5423141778446734e-06,1.089252021913012e-08,0.0
1946,2.8580027446878375e-06,2.3665878146061914e-08,0.0
1947,3.453476210779627e-06,2.622591566137089e-08,0.0
1948,2.595119667603285e-06,2.8266909479768287e-08,0.0
1949,2.3904415229480946e-06,8.933477502193199e-08,0.0
1950,2.9438681394822197e-06,3.6160229255344234e-08,0.0
1951,2.948943802039139e-06,1.4925962688039363e-08,0.0
1952,2.7753924314311007e-06,2.0035126779838208e-08,0.0
1953,2.4553553430450847e-06,1.4005975490505307e-08,0.0
1954,2.7666048936225707e-06,2.443134050622575e-08,0.0
1955,2.582919250926352e-06,2.7218262754757916e-08,0.0
1956,2.6695413453126093e-06,1.3953826316637219e-08,0.0
1957,2.4579073851782596e-06,2.3854602404504988e-08,0.0
1958,2.427903382340446e-06,2.1507833292133682e-08,0.0
1959,2.570147898950381e-06,2.7902691490666598e-08,0.0
1960,2.5759341042430606e-06,2.214666650068864e-08,0.0
1961,2.7764845071942545e-06,1.8065213658324808e-08,0.0
