year,serais_VERB en_PRON,serais_VERB sans_ADP
1800,0.0,4.087413785214267e-08
1801,0.0,1.4287095950749062e-08
1802,0.0,2.2378401354217203e-08
1803,0.0,7.801356893821776e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,1.421438877713399e-08
1806,2.881669125542885e-09,2.5935023018064385e-08
1807,0.0,1.4234775136401367e-08
1808,0.0,4.5321479902327155e-09
1809,0.0,8.358412628695078e-08
1810,1.6380887757350138e-08,1.4040760554223652e-08
1811,0.0,8.774768645025688e-08
1812,0.0,1.0668832928217853e-08
1813,0.0,1.1790540810352468e-07
1814,0.0,5.034683425719777e-08
1815,0.0,6.203614333344376e-08
1816,0.0,2.0858434979231788e-08
1817,7.784366928831332e-09,3.7364962679475866e-08
1818,0.0,7.033494853203592e-08
1819,9.315945348475907e-09,6.107119787657211e-08
1820,0.0,8.42520151422832e-08
1821,1.97229765852569e-09,4.7335142028259725e-08
1822,0.0,5.514088741165324e-08
1823,9.882686891060644e-10,2.9648060007048116e-08
1824,5.894778887238772e-09,4.29476756380609e-08
1825,2.641632912414593e-09,2.993850500843109e-08
1826,0.0,4.580151724553616e-08
1827,2.7651818612639545e-09,3.410390903013649e-08
1828,4.586150570418113e-09,6.053718948351161e-08
1829,8.57317605795771e-10,1.0373543091191095e-07
1830,2.0873671680021744e-09,7.931995327226105e-08
1831,3.1182412207897414e-09,5.456922025359745e-08
1832,1.3529969367098715e-09,5.411987658021644e-08
1833,2.3167257001688313e-09,7.066013552048389e-08
1834,4.667265685043276e-09,5.3206825612051034e-08
1835,4.5378527602224494e-09,4.764745398233572e-08
1836,1.3441500135158435e-09,3.427582484505365e-08
1837,9.045257876039159e-09,5.98378591121218e-08
1838,1.2624323808552163e-09,6.312161815458239e-08
1839,6.9914751765765e-10,4.894032556990169e-08
1840,1.2739377330817092e-09,6.688173215252391e-08
1841,0.0,4.55858959469424e-08
1842,6.708265054555795e-10,3.7566284305512454e-08
1843,0.0,8.092467851383844e-08
1844,3.2931368743049916e-09,3.622450606144412e-08
1845,2.7901139176833567e-09,4.575786860527842e-08
1846,1.1709002656346001e-09,4.27378594736183e-08
1847,5.393223645455691e-10,3.5055954583640414e-08
1848,8.045221711050488e-10,7.884317199113866e-08
1849,8.379414939696517e-10,6.703531596485846e-08
1850,2.0366988096043315e-09,2.9192683825840504e-08
1851,6.449438760824933e-10,2.3862924081186065e-08
1852,3.2552727180501506e-09,3.2552726736412296e-08
1853,5.971931837933653e-10,4.359510086260343e-08
1854,2.0782657816909023e-09,4.72805474771576e-08
1855,1.5920811335945473e-09,7.058226003664458e-08
1856,0.0,3.520488789376941e-08
1857,1.4644527812635033e-09,4.393358210563747e-08
1858,4.893676019968041e-10,5.872411179552728e-08
1859,1.018434669930457e-09,7.027199444564758e-08
1860,1.373155145145688e-09,6.545373310018476e-08
1861,9.431927461278633e-10,6.177912581506462e-08
1862,4.517986262886353e-10,5.2860439581081664e-08
1863,4.994620828036034e-10,3.8958042125614156e-08
1864,0.0,5.513937040291239e-08
1865,0.0,5.036323358353911e-08
1866,2.919367858567057e-09,5.7900795269461014e-08
1867,0.0,3.0572714138088486e-08
1868,0.0,4.4952855660085334e-08
1869,4.883519144627257e-10,6.153234011208042e-08
1870,1.1468097582678638e-09,6.307453759291093e-08
1871,0.0,7.541035529357032e-08
1872,1.2094678591978436e-09,5.624025689598966e-08
1873,1.1972008939764578e-09,4.8486636927691507e-08
1874,1.1949218281515073e-09,4.779687401423871e-08
1875,0.0,6.579756473001908e-08
1876,1.209202959984168e-09,4.232210315535667e-08
1877,6.184815992682502e-10,5.566334237983028e-08
1878,3.0195443923020093e-09,5.254007007238215e-08
1879,1.221865053580018e-09,5.742765907257308e-08
1880,6.417846254436199e-10,3.8507078414795615e-08
1881,1.3945015142624584e-09,4.322954794133693e-08
1882,0.0,6.721938916598447e-08
1883,3.159669414998234e-09,3.728409936343269e-08
1884,0.0,3.8289840631478e-08
1885,1.2891271383708158e-09,3.996294140051759e-08
1886,6.453463874400711e-10,4.7755634113855194e-08
1887,0.0,1.7628096316002484e-08
1888,0.0,3.804368731152863e-08
1889,0.0,3.696430539434914e-08
1890,6.554386478008212e-10,3.47382496102e-08
1891,1.2748440081367107e-09,3.505821055682645e-08
1892,6.268512375839919e-10,2.820830502514582e-08
1893,0.0,4.434059874824925e-08
1894,0.0,3.906954404442331e-08
1895,0.0,4.4537745935713247e-08
1896,0.0,2.5357223876198987e-08
1897,0.0,3.96216535136773e-08
1898,1.6975064687230201e-09,2.8857609635224435e-08
1899,2.2110313580014918e-09,2.5979618456517528e-08
1900,5.191053142894475e-10,4.5162163786471865e-08
1901,0.0,3.856229824350521e-08
1902,2.9461704187383475e-09,3.731815567675767e-08
1903,3.7801539676252105e-09,3.456140973412403e-08
1904,1.0749250378694342e-09,3.9772224624812225e-08
1905,3.6125313851442797e-09,3.354493216534138e-08
1906,5.658602919567102e-09,3.961022088105892e-08
1907,1.028568674676933e-09,3.239991386294605e-08
1908,9.822778146428846e-10,5.1569585934885254e-08
1909,1.6502950117569526e-09,3.5206294768386215e-08
1910,1.068830135508847e-09,5.825124205216525e-08
1911,1.0640748282497725e-09,4.62872549178428e-08
1912,4.688478938419394e-09,5.157327009897017e-08
1913,3.71209285532359e-09,3.712092677687906e-08
1914,0.0,4.68772043404897e-08
1915,0.0,4.123266705846618e-08
1916,1.0987462051303964e-09,3.076489463182952e-08
1917,0.0,5.9218692172180454e-08
1918,0.0,1.722956355365568e-08
1919,9.207848372660976e-10,5.4326307008523145e-08
1920,7.572231730534895e-10,7.496509368820625e-08
1921,6.815472630705699e-09,4.392193631019836e-08
1922,7.377935484775833e-10,5.2383342108441866e-08
1923,0.0,8.811237250938575e-08
1924,0.0,5.414482373566898e-08
1925,0.0,5.169143690864075e-08
1926,1.1146138456652466e-09,5.127223801082437e-08
1927,0.0,7.91594985116717e-08
1928,0.0,8.226749770301467e-08
1929,0.0,7.686880110213679e-08
1930,0.0,6.407198327451624e-08
1931,0.0,4.334035708097872e-08
1932,2.1919073223131136e-09,4.055028668403793e-08
1933,1.1470662197865522e-09,5.276504566609219e-08
1934,0.0,5.032263672433146e-08
1935,0.0,5.864459140525469e-08
1936,1.2124714565686645e-09,6.062357016389797e-08
1937,1.2591118148108649e-09,3.399602022113868e-08
1938,0.0,4.148868626430158e-08
1939,0.0,3.8235125288110794e-08
1940,0.0,3.296517903095264e-08
1941,0.0,4.132103725851266e-08
1942,0.0,3.6410540360520827e-08
1943,2.9032352077962287e-09,6.967764676346633e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,2.178504043826024e-09,6.971212940243277e-08
1946,1.3921104269343232e-09,5.568441707737293e-08
1947,2.3841741914054637e-09,1.0132740158041997e-07
1948,8.697510267552389e-09,5.870819563824625e-08
1949,0.0,5.693864935096826e-08
1950,1.0635361480382244e-09,6.38121662177582e-08
1951,0.0,6.929911222641749e-08
1952,4.2179215675730575e-09,3.585233443459401e-08
1953,2.1547654771580937e-09,6.8952495269059e-08
1954,1.9545072227344917e-09,8.013479657620337e-08
1955,0.0,6.476069103200643e-08
1956,8.72114158667614e-10,7.412970148834575e-08
1957,2.6505113659425206e-09,5.1243219445495924e-08
1958,2.4816730892496253e-09,7.941353885598801e-08
1959,3.100299128533379e-09,4.417926291466756e-08
1960,1.3841666701708277e-09,6.090333215524879e-08
1961,6.948159270159238e-10,6.322824930293791e-08
1962,1.9025869768540815e-09,7.483508568384423e-08
1963,1.939815863494232e-09,7.500621990175205e-08
1964,1.8251904432275978e-09,6.814044439806821e-08
1965,0.0,4.870118530675427e-08
1966,2.769537488234164e-09,6.646889971761993e-08
1967,1.9721342336964653e-09,7.050380190776195e-08
1968,3.5931326802796093e-09,6.647295691664112e-08
1969,2.2708788183223305e-09,6.040537670060075e-08
1970,1.3796175313274261e-09,5.2425466634531404e-08
1971,1.0276794970565106e-09,5.0356295133724416e-08
1972,2.565073486948677e-09,4.2580218462262565e-08
1973,1.102640756478479e-09,4.5759591671412636e-08
1974,5.625571675160757e-10,5.2880373857533414e-08
1975,2.2845920710778955e-09,4.968987710185502e-08
1976,1.142705374768127e-09,5.5421210731765314e-08
1977,1.1753563677885381e-09,4.2312830572655e-08
1978,1.7821774056514528e-09,5.346532105932056e-08
1979,2.3407893401383717e-09,4.7986180362613595e-08
1980,1.7055452605774235e-09,4.661823638230089e-08
1981,5.060439622894819e-09,5.123695245856652e-08
1982,2.483000915987077e-09,4.717701784784367e-08
1983,6.946847541655643e-09,4.925946583966834e-08
1984,5.799008495621649e-10,6.088959025873919e-08
1985,1.8046674155058895e-09,5.2936911743017845e-08
1986,2.3977941854269602e-09,5.934540681096223e-08
1987,1.2221633705067347e-09,5.255302326645506e-08
1988,1.1993107618124554e-09,5.996553653631054e-08
1989,5.488122178931576e-10,5.81740948746301e-08
1990,1.6345953479657283e-09,6.974273247806195e-08
1991,4.10302547493302e-09,6.388997064732393e-08
1992,5.509944167592096e-10,5.67524232053529e-08
1993,1.661762283333701e-09,5.317639306667843e-08
1994,5.274926606624319e-10,5.116678636341021e-08
1995,2.1689803286761844e-09,6.56116583286348e-08
1996,5.338092190498855e-10,5.658377588702024e-08
1997,1.917957792585412e-09,6.616954095761685e-08
1998,2.3840645013706308e-09,5.721755158560882e-08
1999,2.7421207526856506e-09,5.529943436499707e-08
2000,2.2090156370779823e-09,5.080736187323964e-08
2001,1.7524847129024579e-09,6.177508282689814e-08
2002,3.504977197366088e-09,6.878517666564221e-08
2003,3.333538334260311e-09,6.917092321145901e-08
2004,1.3214374039449694e-09,6.915522021699871e-08
2005,4.5037495954858286e-10,6.395324447794337e-08
2006,8.235779835885637e-10,8.812284590931085e-08
2007,1.1983438685803094e-09,9.70658504684252e-08
2008,2.1287198670449925e-09,9.792110944317756e-08
2009,4.76819250749827e-10,1.1395979981898563e-07
2010,3.3066551718974324e-09,1.516337562179615e-07
2011,2.6767803529281764e-09,1.498997050930484e-07
2012,5.1063788752969685e-09,1.7906369009779155e-07
2013,4.462600067256517e-09,2.239667367121001e-07
2014,3.681256854903836e-09,2.529239964133012e-07
2015,4.654808538617772e-09,2.2054925352676946e-07
2016,3.935546111222266e-09,2.3613276312062226e-07
2017,5.282783988036499e-09,2.4627834704915585e-07
2018,1.058401366549333e-08,2.870590947168239e-07
2019,7.1427654901867754e-09,2.451499199196405e-07
