year,quelques_DET eaux_NOUN,quelques_DET sots_NOUN
1800,7.074370231840987e-07,3.458580977167003e-08
1801,4.5242469548512076e-07,5.9529565277216534e-08
1802,2.215461734067503e-07,4.699464284385613e-08
1803,3.58862413563088e-07,5.851017448321727e-09
1804,1.9527622896475805e-07,6.42681232676523e-08
1805,2.4164460610265337e-07,1.0234360026117884e-07
1806,1.671368039524168e-07,4.3225035994964855e-08
1807,5.209927849136875e-07,4.555128185756985e-08
1808,3.8296650961555656e-07,2.2660739951163578e-08
1809,2.6882463544097845e-07,4.9698672066611493e-08
1810,1.8955026881428694e-07,2.3401267590372754e-09
1811,1.6546706893549867e-07,1.228467603198169e-07
1812,2.827240734859515e-07,2.6672083208723052e-08
1813,2.5594101771275746e-07,2.5881674581285097e-08
1814,1.2272040805783035e-07,4.405347908686963e-08
1815,1.3755840200246894e-07,3.506390555685357e-08
1816,2.827476599520651e-07,5.5622493277951435e-08
1817,3.0826092256575066e-07,4.6706200684809573e-08
1818,1.4663048819585356e-07,3.2187179144216316e-08
1819,2.411794675083456e-07,4.7614829412623294e-08
1820,1.6494408328071586e-07,4.509262918617196e-08
1821,2.2188348380858258e-07,1.281993444735008e-07
1822,9.223566621585633e-08,4.411270992932259e-08
1823,1.1661570775700625e-07,3.755421185136498e-08
1824,1.7515914407795208e-07,7.15794579164708e-08
1825,1.0654586324321258e-07,3.081904931256929e-08
1826,1.2771577084791375e-07,3.2589542620087286e-08
1827,2.3135354698666788e-07,4.977327483501881e-08
1828,1.797770985412228e-07,3.0268593853577386e-08
1829,1.6803425140210493e-07,7.287199754735241e-08
1830,1.5863990387998683e-07,3.1310507075943406e-08
1831,1.8709446880649239e-07,2.494592887813951e-08
1832,2.597754102939831e-07,4.870788850031005e-08
1833,2.0618858442844612e-07,3.359252254142575e-08
1834,1.54953209374753e-07,2.8937046536725575e-08
1835,1.4218605315363675e-07,5.067268915581735e-08
1836,1.5726554947192994e-07,2.822714967321005e-08
1837,1.315041417981888e-07,3.6181031948245845e-08
1838,8.39517539930057e-08,4.670999675937537e-08
1839,1.2514740621583087e-07,1.5381245166423696e-08
1840,1.1338045879938363e-07,2.7389661649834807e-08
1841,1.585875448739671e-07,3.467096121312352e-08
1842,6.708265187782558e-08,1.609983613093391e-08
1843,9.982679527453797e-08,1.476727812255163e-08
1844,1.158086453401097e-07,1.920996528514962e-08
1845,8.705155485344562e-08,7.254296385816872e-09
1846,1.042101231973902e-07,1.7563503540429792e-08
1847,1.429204301572895e-07,1.1325769655456952e-08
1848,1.5044565060406967e-07,1.689496492707221e-08
1849,1.080944542763973e-07,2.9327951622803994e-08
1850,1.7108270089494226e-07,1.6972490080036096e-08
1851,1.0706068653831835e-07,2.06382047007736e-08
1852,8.593920131083621e-08,1.822952655494703e-08
1853,1.3616004856942254e-07,3.165123918513757e-08
1854,1.3560684219982022e-07,2.390005660046768e-08
1855,9.287139945968192e-08,1.751289246954002e-08
1856,1.0561466279312981e-07,3.054541508618058e-08
1857,1.2740739041561255e-07,2.8312752198278446e-08
1858,2.1091743818146824e-07,2.7893953813418193e-08
1859,1.3341493776408697e-07,3.208069188076479e-08
1860,1.1122556919929139e-07,3.844834592370283e-08
1861,1.4289369998365942e-07,2.169343282787395e-08
1862,1.897554264829182e-07,1.9879140111811466e-08
1863,8.940371343246767e-08,3.296449779810473e-08
1864,1.3377291452343343e-07,3.5480987703451206e-08
1865,7.578019678433634e-08,4.1420231466915425e-08
1866,9.244664234131506e-08,1.1677470823645564e-08
1867,7.76449837758264e-08,2.717574432153924e-08
1868,1.1411109124281893e-07,1.333765986544222e-08
1869,1.0353060631018707e-07,1.1720445725060813e-08
1870,1.272958884968034e-07,2.121598097204469e-08
1871,7.647247701747517e-08,3.3987767267262825e-08
1872,7.377753852289004e-08,2.4794092001734214e-08
1873,1.1493128937445363e-07,1.6162211458059517e-08
1874,1.0754296697612631e-07,1.792382703369455e-08
1875,9.040012827199462e-08,1.888103962066623e-08
1876,7.738899010512057e-08,2.9020871705753848e-08
1877,6.555904719096617e-08,2.0409892775852256e-08
1878,6.280652220524985e-08,1.3285995359435532e-08
1879,6.598071577990083e-08,4.581993884311686e-08
1880,7.380522948352564e-08,2.2462461890526697e-08
1881,6.554156950500101e-08,1.1853263259808955e-08
1882,5.790185153564664e-08,3.8601233320889605e-08
1883,8.341527646393843e-08,7.58320695126713e-09
1884,6.007544151032107e-08,2.178559910248623e-08
1885,7.541393554078013e-08,1.3535834730848961e-08
1886,6.517998230037847e-08,2.194177767256278e-08
1887,8.226445036285668e-08,1.6322312001992856e-08
1888,7.989174743983085e-08,1.5851536749877937e-08
1889,6.515742168033967e-08,5.012109394186837e-09
1890,7.340912944187039e-08,8.520702365899524e-09
1891,9.816298707221449e-08,6.3742202627281586e-09
1892,7.647584965297938e-08,1.4417578020342603e-08
1893,7.698020798585503e-08,1.4164357686752282e-08
1894,1.0334524347399565e-07,1.2603078136663726e-08
1895,4.754705296150519e-08,1.3240951446391591e-08
1896,3.715128193970685e-08,6.486732040400511e-09
1897,4.486569560313569e-08,1.8062811801833334e-08
1898,5.658354917947861e-08,1.4711722617910539e-08
1899,1.1442086922386352e-07,1.2160672469008205e-08
1900,7.786579825364015e-08,1.4015843596837385e-08
1901,4.470991055161022e-08,1.1177477665658131e-08
1902,3.83002145554201e-08,2.7497590426861507e-08
1903,7.020286130199338e-08,5.940242298052567e-09
1904,5.96583396017536e-08,7.524475265086039e-09
1905,8.463644651790503e-08,1.3934049469810361e-08
1906,1.0597020061453577e-07,1.800464666246171e-08
1907,5.3485572137912385e-08,9.257117961070094e-09
1908,6.286578191350145e-08,2.2101251717643322e-08
1909,5.721023033089523e-08,2.310413166339842e-08
1910,9.459147021217973e-08,1.710128261223076e-08
1911,6.065226587637085e-08,1.9153346908495905e-08
1912,7.03271836322017e-08,2.4484279492753558e-08
1913,9.33326214092034e-08,1.6439268613055447e-08
1914,4.2859159776753586e-08,1.8081208807974036e-08
1915,3.2986132936230206e-08,2.00272951556002e-08
1916,2.966614687238689e-08,1.0987462051303964e-09
1917,3.728584241358135e-08,1.754627876326964e-08
1918,8.270190932080368e-08,1.8378202071289707e-08
1919,3.867296449744373e-08,1.1049418269237776e-08
1920,4.694783628522714e-08,1.2872794385998532e-08
1921,4.998013158896697e-08,1.5902769323616894e-08
1922,4.500540740082215e-08,1.8444837990294616e-08
1923,4.671017039825642e-08,1.8047111804975202e-08
1924,9.668718092825657e-08,1.8048273764392775e-08
1925,5.1691434688194704e-08,2.639562701745035e-08
1926,3.6782256351841625e-08,1.3375366592072169e-08
1927,5.0171511389862644e-08,2.89879845682961e-08
1928,3.5420727240165206e-08,1.9424270192303084e-08
1929,4.0105462062456354e-08,2.1166771890790415e-08
1930,6.932378404655992e-08,7.352522590764465e-09
1931,4.676196230235519e-08,3.4216069977333063e-09
1932,5.808554537356514e-08,1.8631212239661465e-08
1933,2.8676655050574595e-08,1.4911860191091364e-08
1934,3.235026646564165e-08,1.7972370258689807e-08
1935,6.223507398317452e-08,9.574627313213568e-09
1936,3.394919900756577e-08,8.487299751891442e-09
1937,3.9032466037092206e-08,7.554670666820584e-09
1938,6.223302762009553e-08,9.075650453382877e-09
1939,4.282334220562234e-08,1.6823455517567254e-08
1940,4.564409294971483e-08,2.0286263113789005e-08
1941,4.132103725851266e-08,2.3612021227137348e-08
1942,3.034211815133858e-08,1.517105907566929e-08
1943,2.6129116648121453e-08,1.7419411246777372e-08
1944,1.2852744646352221e-08,2.2492303131116387e-08
1945,4.574858669670334e-08,2.6142049414090707e-08
1946,4.5939645865189505e-08,3.062642939255511e-08
1947,2.26496545963073e-08,1.549713246618012e-08
1948,4.5661929126694645e-08,6.523132700664291e-09
1949,3.828633132751946e-08,1.276211036849162e-08
1950,4.2541447031752e-08,1.1698897850465073e-08
1951,3.624876598884441e-08,1.8124382883399903e-08
1952,5.4832980267427445e-08,1.0544803918932644e-08
1953,3.878578014315792e-08,1.1851209791302608e-08
1954,4.49536656788041e-08,1.172704333640695e-08
1955,4.6928038788252024e-08,6.569925492527773e-09
1956,6.017587583784234e-08,8.72114114258693e-09
1957,3.887416544223754e-08,1.501956425897788e-08
1958,1.5717262880077243e-08,1.5717262380476882e-08
1959,2.945284249822322e-08,1.9376869886400527e-08
1960,1.6609999708983025e-08,1.1073333139322017e-08
1961,3.265634873628187e-08,9.03260666262895e-09
1962,2.156265105357491e-08,1.4586499563762345e-08
1963,2.392439757414877e-08,1.2932106940866106e-08
1964,2.433587364958356e-08,2.5552667315409394e-08
1965,2.462419479432043e-08,1.2038495533772675e-08
1966,1.994066989308152e-08,1.3847687219126215e-08
1967,2.3665610304757223e-08,2.5144710980029572e-08
1968,3.5482185967161683e-08,2.6948494435963255e-08
1969,2.4525491804094912e-08,5.904285060864822e-09
1970,2.897196688111947e-08,1.2876429894559394e-08
1971,2.980270608077262e-08,1.798439097644433e-08
1972,2.7189778206704318e-08,4.617132176587546e-09
1973,1.1577727720979425e-08,9.923766697284009e-09
1974,1.6876714303837304e-08,1.0688586071783135e-08
1975,2.8557400888473694e-08,9.138368284311582e-09
1976,2.3996813203197576e-08,3.4281160132820787e-09
1977,1.5279633114317903e-08,8.22749424145286e-09
1978,1.603959731699689e-08,1.1287123347081263e-08
1979,3.043026075566502e-08,1.2289144146748754e-08
1980,2.728872261492654e-08,7.390695833109362e-09
1981,3.858585273519566e-08,4.427884725544118e-09
1982,1.8001756529884005e-08,6.2075020679230875e-09
1983,1.7682884490000106e-08,1.0104505676622466e-08
1984,1.5657322549600394e-08,8.118611560803402e-09
1985,2.5265344372193965e-08,8.421781050316213e-09
1986,2.098069995515317e-08,1.0190625454598035e-08
1987,2.1998940669121225e-08,4.888653315493485e-09
1988,2.5185526497661925e-08,7.195864737408186e-09
1989,1.6464365870660913e-08,8.780995153223614e-09
1990,2.451892872068484e-08,4.903785877363731e-09
1991,1.6412102177287835e-08,9.378343990285032e-09
1992,1.8733810946969243e-08,7.162927362358573e-09
1993,2.271075000281897e-08,1.1632335372713243e-08
1994,1.7407257413282196e-08,7.384897027229442e-09
1995,1.1929391419140956e-08,5.422450655157007e-09
1996,1.6548085124412637e-08,6.4057106285986265e-09
1997,1.054876763717516e-08,7.671831059319345e-09
1998,1.4781201040925396e-08,8.105819682135973e-09
1999,1.7366764026860437e-08,5.484241505371301e-09
2000,9.71966962470816e-09,1.1486882001143783e-08
2001,1.5772362249588667e-08,7.886181485616817e-09
2002,2.1029863794819192e-08,7.886198527540245e-09
2003,7.500461418619153e-09,5.416999959706459e-09
2004,1.2773894830786503e-08,6.166707949839534e-09
2005,1.7564622756260917e-08,5.404499514582994e-09
2006,1.1530091881262194e-08,1.194188103958993e-08
2007,1.2782334662952977e-08,8.388406774750834e-09
2008,9.366367237362283e-09,2.9802078027607593e-09
2009,8.105927484791664e-09,8.105927484791664e-09
2010,5.196172492283324e-09,7.085689646135762e-09
2011,1.0707121411712706e-08,5.7359579308524644e-09
2012,1.3957436095779485e-08,4.085103255668798e-09
2013,7.2517249982695375e-09,5.5782499175371925e-09
2014,6.712880029624557e-09,6.2797911315470856e-09
2015,9.087958829923082e-09,9.531274436369586e-09
2016,1.4913648649361733e-08,1.3877978544130087e-08
2017,1.0565567670761666e-08,4.024978128569501e-09
2018,8.776986804015507e-09,5.162933303104467e-09
2019,1.0203950906451098e-08,5.35707450621814e-09
