year,mêmes_ADJ hommes_NOUN,mêmes_ADJ sommes_NOUN
1800,1.8707778508542106e-06,4.087413785214267e-08
1801,2.1025841761002084e-06,3.333655484993869e-08
1802,1.2330499430390773e-06,3.1329761895904085e-08
1803,1.6343842617061455e-06,4.6808139586573816e-08
1804,1.7154645775008248e-06,2.9662210465630778e-08
1805,1.4185959571477724e-06,1.7057265822018053e-08
1806,1.0806259069795487e-06,4.034336598124355e-08
1807,1.4377122852238244e-06,3.9857372513552036e-08
1808,9.834760703597567e-07,3.3991110370834576e-08
1809,9.939734582076198e-07,4.292158095609011e-08
1810,8.307450229949609e-07,3.510190182964834e-08
1811,8.699556133251463e-07,1.2535384286138651e-08
1812,1.03487684555148e-06,3.467370746079723e-08
1813,1.1157877679579542e-06,2.5881675469463516e-08
1814,2.611742047520238e-06,4.090680150170556e-08
1815,2.9183959213696653e-06,4.8550024445148665e-08
1816,1.9004352225238108e-06,3.244645441213834e-08
1817,2.259023403894389e-06,2.0239355080775567e-08
1818,2.787171297313762e-06,8.821671571013212e-08
1819,2.3041436634230195e-06,6.314140676977331e-08
1820,2.7150508685735986e-06,5.102586797534059e-08
1821,2.121206080119009e-06,4.930744168518686e-08
1822,1.7314238220933476e-06,3.60922172149003e-08
1823,1.745282474985288e-06,1.2847492847356534e-08
1824,1.9562244233384263e-06,2.0210670470532932e-08
1825,1.4960447742851102e-06,2.993850500843109e-08
1826,1.6779209772721515e-06,5.372870504061211e-08
1827,1.952218326550792e-06,1.6591091167583727e-08
1828,2.3646191493753577e-06,3.0268594741755805e-08
1829,1.5448863450728822e-06,3.429270378774163e-08
1830,1.5947484826028813e-06,4.383471008395645e-08
1831,1.9535780211299425e-06,5.6128342862393765e-08
1832,1.641185235712328e-06,3.6530916958099624e-08
1833,1.679626166151138e-06,5.21263281427764e-08
1834,1.9471831365081016e-06,7.28093425550469e-08
1835,1.6767365877967677e-06,2.7983425354705105e-08
1836,1.642551296754391e-06,2.1506400216253496e-08
1837,1.5989232906576945e-06,2.2265250976261086e-08
1838,1.4517972886096686e-06,2.398621568033832e-08
1839,1.5611964272466139e-06,4.894032556990169e-08
1840,1.8586752048577182e-06,3.885510224677091e-08
1841,1.492135424996377e-06,5.714288064950779e-08
1842,1.5395468153656111e-06,4.561620414733625e-08
1843,1.4985832876845961e-06,2.2446261738195972e-08
1844,1.5439322851307224e-06,3.841993034825464e-08
1845,1.433002580597531e-06,4.9664027557128065e-08
1846,1.516901306786167e-06,3.5127008857216424e-08
1847,1.670820665822248e-06,3.937053350000497e-08
1848,1.4835388810752193e-06,4.34441957963827e-08
1849,1.6993453755276278e-06,1.2150151462719805e-07
1850,1.507836032033083e-06,9.572484316322516e-08
1851,1.5723732076367014e-06,7.352360142931502e-08
1852,1.2597905652000918e-06,5.078225484567156e-08
1853,1.1919976259378018e-06,4.001194398028929e-08
1854,1.114470023821923e-06,2.7017454939937124e-08
1855,1.0948210729111452e-06,5.413075854221461e-08
1856,1.063912350218743e-06,5.539592606851329e-08
1857,1.2101261290808907e-06,1.610898081594314e-08
1858,1.1876951475642272e-06,5.4809170535463636e-08
1859,1.3718314448851743e-06,2.64793023063703e-08
1860,1.235839704349928e-06,3.753290656050012e-08
1861,1.4751534536117106e-06,2.169343282787395e-08
1862,1.2451570228222408e-06,5.421583537668084e-08
1863,1.1547563190106302e-06,2.8469338886338846e-08
1864,1.1982025398538099e-06,2.828889478223573e-08
1865,1.1249358067288995e-06,3.247722446531043e-08
1866,1.2480296618377906e-06,4.2330832172865485e-08
1867,1.008414187708695e-06,2.6690463172940326e-08
1868,9.88468855211977e-07,3.556709415875048e-08
1869,1.2272283811398665e-06,3.564969119906891e-08
1870,1.2305268910495215e-06,2.408300403544672e-08
1871,1.496523850619269e-06,3.3987767267262825e-08
1872,1.1876974213009817e-06,3.084143074261192e-08
1873,1.0864598607440712e-06,3.052862140862089e-08
1874,8.764751555645489e-07,3.4652732239237594e-08
1875,1.220401713908359e-06,2.9179789251543298e-08
1876,9.286678732678411e-07,4.53451107773617e-08
1877,7.613508614667808e-07,3.277952487223956e-08
1878,9.52968207457161e-07,3.5026715750063886e-08
1879,8.711897976354521e-07,3.604501941367744e-08
1880,8.336782002515974e-07,3.8507078414795615e-08
1881,8.952699772635242e-07,5.159655458442103e-08
1882,7.513929745073256e-07,3.394246306243076e-08
1883,7.406265467579942e-07,3.6652167523243406e-08
1884,8.476578727822925e-07,3.895001299270007e-08
1885,7.986142804838892e-07,3.7384687345820566e-08
1886,6.827764877925802e-07,3.355801325710672e-08
1887,6.763966098333185e-07,3.1991731930247624e-08
1888,7.164894668676425e-07,5.389522428345117e-08
1889,7.211172601273574e-07,3.257871128425904e-08
1890,7.458891673195467e-07,5.767860145056147e-08
1891,6.495330353573081e-07,3.6970476458009216e-08
1892,7.641316415174515e-07,3.447681962143179e-08
1893,7.636436407665315e-07,5.234653954744317e-08
1894,6.156603831186658e-07,8.444062871149072e-08
1895,7.089927862580225e-07,1.9259566386153892e-08
1896,6.993876127125986e-07,2.7716035688740703e-08
1897,5.919940804233192e-07,3.6708296846654775e-08
1898,7.135185455808823e-07,4.809601605870739e-08
1899,6.577818112418754e-07,2.8743407654019393e-08
1900,6.712031677125196e-07,3.945200433008722e-08
1901,6.890915074109216e-07,5.085752263767063e-08
1902,5.990546014800202e-07,6.13785502423525e-08
1903,6.334458362289297e-07,4.3201762167655033e-08
1904,6.793526381443371e-07,4.5146851590516235e-08
1905,6.533521172968904e-07,5.676835002077496e-08
1906,6.301626171989483e-07,3.0865106026567446e-08
1907,6.413125674953335e-07,3.5485619775954547e-08
1908,5.466375796459033e-07,5.549869541709995e-08
1909,6.414146582756075e-07,4.1807474815414025e-08
1910,7.059622930682963e-07,2.6186338430989053e-08
1911,5.118200192555378e-07,3.8838731342139e-08
1912,6.30339968665794e-07,3.229841283314272e-08
1913,5.340110647011898e-07,4.18936174639839e-08
1914,5.672142151524895e-07,4.3528835647066444e-08
1915,5.572300665335206e-07,4.830112487752558e-08
1916,7.097900720509642e-07,4.724608615447323e-08
1917,6.897881235090608e-07,5.15421945124217e-08
1918,7.397226227112697e-07,3.101321510712296e-08
1919,7.485980972887774e-07,2.5781975665495338e-08
1920,6.337958211588557e-07,4.694783584113793e-08
1921,5.338786763786629e-07,4.619375815195781e-08
1922,5.112909207127814e-07,5.2383342108441866e-08
1923,5.286742066346051e-07,4.352538596208433e-08
1924,6.110630010880413e-07,3.0939897754933554e-08
1925,5.037165351495787e-07,2.639562701745035e-08
1926,4.93773939069797e-07,3.566764306128789e-08
1927,4.805315825251455e-07,3.6792442870137165e-08
1928,4.638972654902318e-07,7.312666383541e-08
1929,4.6678303533553844e-07,4.0105462062456354e-08
1930,5.06273693190451e-07,3.361153133596417e-08
1931,4.322630218211998e-07,3.763767608688795e-08
1932,4.986588919564383e-07,4.822195975862087e-08
1933,5.127386089043284e-07,2.982372038218273e-08
1934,4.864521656600118e-07,4.672816089623666e-08
1935,4.631725971648848e-07,3.590485420090772e-08
1936,4.946883791490109e-07,2.7886843056990074e-08
1937,4.6083491156423406e-07,3.777335422228134e-08
1938,5.004573040423566e-07,3.630260181353151e-08
1939,4.6340971948666265e-07,3.5176316970364496e-08
1940,4.437620191310998e-07,2.7893612752905028e-08
1941,5.519310093404783e-07,2.3612020783048138e-08
1942,6.098765652495786e-07,2.4273694165799498e-08
1943,7.693573138567444e-07,4.935499831049128e-08
1944,6.876218208162754e-07,1.927911696952833e-08
1945,8.256530463768286e-07,3.267756198965799e-08
1946,7.893266342762217e-07,3.6194869323935563e-08
1947,5.948514854026143e-07,3.814678706248742e-08
1948,6.294823151620221e-07,4.4574740343250596e-08
1949,4.417653656219045e-07,3.043272656100271e-08
1950,6.14723887792934e-07,3.616023036556726e-08
1951,6.386179620676558e-07,4.584402901741669e-08
1952,4.903333774564089e-07,2.003512733494972e-08
1953,4.902091177427792e-07,3.44762476345295e-08
1954,5.150126298758551e-07,5.961246785091134e-08
1955,5.162084448784299e-07,3.9419553843345057e-08
1956,4.683253109760699e-07,3.226822542501395e-08
1957,4.417518937316345e-07,3.003912851795576e-08
1958,5.294235734254471e-07,3.6397871383542224e-08
1959,5.138745677868428e-07,3.4878365084978213e-08
1960,5.128337647875014e-07,1.7994166157109248e-08
1961,5.933728175477881e-07,2.570818935510033e-08
1962,6.329272537186625e-07,6.84931293903901e-08
1963,4.571499516714539e-07,4.78487933719407e-08
1964,5.633754653899814e-07,2.798625509115027e-08
1965,5.192969183553942e-07,3.720989383282358e-08
1966,5.095948836242314e-07,2.6033651678858405e-08
1967,6.21715344095719e-07,2.5637744371920235e-08
1968,6.526027505060483e-07,3.1439910230801615e-08
1969,6.685467610623164e-07,3.724241537383932e-08
1970,5.707017862732755e-07,3.724967356788511e-08
1971,4.76843297292362e-07,1.798439086542203e-08
1972,5.243010150479677e-07,2.8728821988011077e-08
1973,5.788863859379489e-07,1.3231689521830958e-08
1974,4.815489091924974e-07,3.09406438248061e-08
1975,4.791932042280678e-07,2.3988217634496323e-08
1976,5.176455601940688e-07,2.971033907783749e-08
1977,4.883605697614257e-07,3.173462204131283e-08
1978,4.5148493654778576e-07,2.198018833610149e-08
1979,4.839582175009127e-07,3.043026097770962e-08
1980,4.5310650875762803e-07,1.819248218737357e-08
1981,4.276071479125676e-07,2.6567308353264707e-08
1982,4.481816517909465e-07,2.9175261317959666e-08
1983,3.9597031786797743e-07,2.273513821648976e-08
1984,4.6044127088862297e-07,2.0296528902008504e-08
1985,4.012377132767142e-07,3.0679345286444004e-08
1986,3.638652685822308e-07,1.558566253834215e-08
1987,4.6381100560211053e-07,2.5054349706010726e-08
1988,4.1316255305900995e-07,2.6384837426007834e-08
1989,4.818571142095607e-07,3.6221607047082216e-08
1990,3.8957853121246444e-07,1.961514328741032e-08
1991,3.727891737526079e-07,1.875668864670388e-08
