year,mêmes_ADJ hommes_NOUN,mêmes_ADJ sommes_NOUN
1992,4.016749244328821e-07,2.644773289262048e-08
1993,4.4535227061714977e-07,1.883330469354405e-08
1994,3.866521183226723e-07,2.0572214154412904e-08
1995,4.2783136677826406e-07,2.9281235214284607e-08
1996,3.224207603125251e-07,2.3487604750016544e-08
1997,3.6057605257155956e-07,2.157702461147437e-08
1998,3.747749701688008e-07,2.6701524546979272e-08
1999,3.7292841170710744e-07,2.0565904534919355e-08
2000,3.631622007560509e-07,2.2973763336153752e-08
2001,3.8554662751266733e-07,2.0591695459870607e-08
2002,3.632032701261778e-07,1.7963008858146168e-08
2003,3.2543667316531355e-07,2.0001230893740285e-08
2004,3.567880924038036e-07,1.3654853248112886e-08
2005,3.918262052593491e-07,1.4411998705554652e-08
2006,3.561974892818398e-07,1.729513776638214e-08
2007,2.971892740788462e-07,1.2782334302130494e-08
2008,3.256941454310436e-07,1.2772319202269955e-08
2009,3.0802524975115375e-07,1.5735034608610476e-08
2010,2.720904888064979e-07,1.2281861749841028e-08
2011,2.6347166226514673e-07,1.2236710311697152e-08
2012,2.7438275651547883e-07,1.4978711604385353e-08
2013,3.0596700639762275e-07,1.589801357226861e-08
2014,3.783032695992006e-07,1.4725027419615344e-08
2015,3.482240060748154e-07,1.795426030071212e-08
2016,4.358099374712765e-07,1.5949318310504168e-08
2017,2.598626451799646e-07,1.5596789637584152e-08
2018,2.638259104514873e-07,1.7295826992835828e-08
2019,3.3953648426177097e-07,2.1683396411731337e-08
