year,grands_ADJ âges_NOUN,grands_ADJ ages_NOUN,grands_ADJ sages_NOUN
1800,3.144164484325529e-09,0.0,9.432493452976587e-09
1801,0.0,0.0,4.7623651688866175e-09
1802,0.0,0.0,4.475680270843441e-09
1803,4.095712213825209e-08,0.0,0.0
1804,0.0,0.0,0.0
1805,2.842877755426798e-08,2.842877711017877e-09,2.55858996212055e-08
1806,5.76333825108577e-09,0.0,0.0
1807,0.0,0.0,0.0
1808,0.0,2.2660739951163578e-09,0.0
1809,0.0,0.0,0.0
1810,0.0,0.0,0.0
1811,0.0,0.0,0.0
1812,0.0,0.0,2.6672082320544632e-09
1813,0.0,0.0,0.0
1814,0.0,0.0,3.1466771410748606e-09
1815,0.0,0.0,0.0
1816,0.0,0.0,1.8540831092650478e-08
1817,2.1796227045456362e-08,0.0,0.0
1818,4.172412104708201e-08,0.0,1.1921177378582115e-09
1819,0.0,0.0,0.0
1820,2.3732962262101864e-09,0.0,1.1866481131050932e-08
1821,0.0,0.0,9.86148829262845e-10
1822,1.0025615893027862e-09,0.0,0.0
1823,1.8777104315859106e-08,0.0,1.087095569118901e-08
1824,1.6842225392110777e-08,0.0,0.0
1825,1.0566531649658373e-08,0.0,0.0
1826,0.0,0.0,1.2331177856594877e-08
1827,9.217273166939322e-09,0.0,1.8434546111834038e-09
1828,1.3758452155343548e-08,0.0,1.2841221419535032e-08
1829,2.571952872898464e-09,0.0,0.0
1830,3.1310507520032616e-09,0.0,3.1310507520032616e-09
1831,1.5591206103948707e-09,0.0,1.5591206103948707e-09
1832,0.0,0.0,2.705993873419743e-09
1833,0.0,0.0,1.7375443306377747e-08
1834,4.667265685043276e-09,0.0,1.3068342852307069e-08
1835,2.2689263801112247e-09,0.0,3.025235173481633e-09
1836,8.736974699274924e-09,0.0,3.36037508930076e-09
1837,1.3915782304252389e-08,0.0,2.0873671680021744e-09
1838,6.943378316748294e-09,0.0,1.8936485712828244e-09
1839,8.38977065598101e-09,0.0,2.0974426639952526e-09
1840,1.9109065441114126e-09,0.0,1.8472096741106725e-08
1841,2.5682194149112547e-09,0.0,1.2841097074556274e-08
1842,8.720745015011744e-09,0.0,6.037438549100216e-09
1843,1.063243981747064e-08,0.0,1.2995204023980023e-08
1844,1.5916826967554698e-08,0.0,1.2074834465636286e-08
1845,7.254296274794569e-09,0.0,1.1160455670733427e-08
1846,1.5221703009160592e-08,0.0,8.196302303531411e-09
1847,7.550513103637968e-09,0.0,1.4561703842730367e-08
1848,1.6090443422100975e-09,0.0,0.0
1849,3.77073661184113e-08,0.0,0.0
1850,5.431196825611551e-09,0.0,4.073397619208663e-09
1851,2.8377531435808123e-08,0.0,0.0
1852,1.4323200403509873e-08,0.0,1.3021090872200602e-08
1853,1.3735443005202796e-08,0.0,1.6721408258035808e-08
1854,7.27393034694046e-09,0.0,7.79349651480743e-09
1855,1.0083180512765466e-08,0.0,2.5473298137512757e-08
1856,1.2425253714809514e-08,1.0354378465748937e-09,8.801221529353143e-09
1857,2.5383847912507917e-08,0.0,5.369659827891837e-09
1858,1.761723389392955e-08,0.0,9.297984382428126e-09
1859,5.601390462572908e-09,0.0,4.073738679721828e-09
1860,3.3413442679375294e-08,4.577183909670879e-10,1.4189270203246451e-08
1861,1.5562680033553988e-08,0.0,2.263662679524714e-08
1862,1.2198563048571032e-08,0.0,7.228778020618165e-09
1863,5.9935452156878455e-09,0.0,4.495158911765884e-09
1864,2.9247839705703882e-08,0.0,6.233146443435089e-09
1865,2.4946274379544775e-08,4.706844358715045e-10,1.4120533187167439e-08
1866,3.941146431429843e-08,9.731225825149181e-10,1.1677471434268227e-08
1867,1.067618526917613e-08,4.85281148598915e-10,6.79393608038481e-09
1868,1.9265508299781686e-08,0.0,2.0747471296544973e-08
1869,1.904572499711321e-08,0.0,1.2697149553986264e-08
1870,3.096386436141074e-08,0.0,4.587239033071455e-09
1871,2.1242354542039266e-09,0.0,1.0621177271019633e-09
1872,7.256807155187062e-09,0.0,1.0280476914203973e-08
1873,1.1373408881354408e-08,0.0,3.591602570907071e-09
1874,9.559374625212058e-09,0.0,1.1949218503559678e-08
1875,4.1194994082616176e-08,5.721527140956084e-10,9.7265964171811e-09
1876,1.9951848173604958e-08,0.0,1.0278224937820823e-08
1877,1.4225077116236662e-08,0.0,8.658742167710898e-09
1878,1.268208649207736e-08,0.0,6.6429977074733415e-09
1879,1.1607718342077078e-08,0.0,1.221865097988939e-08
1880,1.2835692508872398e-08,0.0,2.5671385017744797e-09
1881,1.8128519130300447e-08,0.0,2.091752326904839e-09
1882,2.6621540527571597e-08,0.0,1.0648615988984034e-08
1883,8.847074184359371e-09,0.0,1.0742875922176154e-08
1884,2.3766109080725073e-08,0.0,5.941527270181268e-09
1885,1.933690718658454e-08,0.0,1.0957580676151935e-08
1886,2.5168509054651622e-08,0.0,2.0651084398082276e-08
1887,2.285123557044244e-08,4.570247291724172e-09,7.834709436771448e-09
1888,1.3315291091942072e-08,0.0,7.60873763994141e-09
1889,1.1903759755682586e-08,0.0,1.8795409673089125e-09
1890,1.9663159989136147e-08,0.0,2.6217545912032847e-09
1891,3.824531802365527e-09,0.0,3.824532135432435e-09
1892,1.9432388143059143e-08,3.1342561879199593e-09,6.268512375839919e-09
1893,1.1700991287000306e-08,0.0,4.680396581413504e-08
1894,6.301539290376468e-09,6.301539290376468e-10,5.041231432301174e-09
1895,3.611168697403855e-09,6.018614495673091e-10,6.018614495673091e-09
1896,6.486732040400511e-09,0.0,3.5382172747233653e-09
1897,1.0488084178916779e-08,0.0,1.981082675683865e-08
1898,1.6975064909274806e-08,1.13167097914868e-09,2.2067583316243145e-08
1899,1.326618814800895e-08,0.0,8.844125432005967e-09
1900,1.1939421895590385e-08,5.191053142894475e-10,2.07642125715779e-09
1901,7.824234593556412e-09,5.588738916095792e-10,5.029864968975062e-09
1902,1.4730851205513318e-08,0.0,5.892340837476695e-09
1903,1.1880484152015924e-08,0.0,3.7801539676252105e-09
1904,2.1498500757388683e-09,0.0,1.3436562973367927e-08
1905,1.1353670004154992e-08,0.0,1.3417973399043603e-08
1906,8.230695236477459e-09,0.0,8.230695014432854e-09
1907,1.9542804707839423e-08,0.0,1.697138252154673e-08
1908,1.5225305460830896e-08,0.0,1.0805055739027125e-08
1909,6.0510818578052294e-09,0.0,1.3202360427122528e-08
1910,1.1222716089775986e-08,0.0,1.0153886287334046e-08
1911,1.1704822888702893e-08,0.0,1.755723477714355e-08
1912,1.5628263128064646e-08,0.0,9.897900277167082e-09
1913,1.2196876397752021e-08,0.0,1.2196876175707416e-08
1914,7.366418142140674e-09,0.0,1.0045115239609714e-08
1915,2.0027295377644805e-08,0.0,2.3561523843085297e-09
1916,3.2962386153911893e-09,0.0,4.394984820521586e-09
1917,7.676496771580332e-09,0.0,8.773139548168274e-09
1918,2.412139110674616e-08,0.0,1.033773866510046e-08
1919,2.025726608678724e-08,0.0,2.025726608678724e-08
1920,2.3473917920568965e-08,7.572231730534895e-10,2.1202248401408497e-08
1921,1.1359120755116692e-08,0.0,1.5145495080304272e-08
1922,1.475587119159627e-08,0.0,1.2542490601674672e-08
1923,2.0170300985000722e-08,0.0,2.2293490609115452e-08
1924,1.4180787211159895e-08,0.0,2.5783249313349188e-08
1925,1.3197813508725176e-08,0.0,7.698724768800957e-09
