year,vos_DET ombres_NOUN,vos_DET sombres_ADJ
1845,1.9530798311961917e-08,6.138250796539069e-09
1846,1.8148954339380907e-08,5.854501328173001e-10
1847,2.9123407685460734e-08,1.6179670936367074e-09
1848,4.263967617879061e-08,1.6090443422100975e-09
1849,1.005529792763582e-08,1.256912263158938e-08
1850,3.1229381747266416e-08,4.752297222410107e-09
1851,2.3862924081186065e-08,1.096404567135778e-08
1852,1.7578472677470813e-08,8.463708844885787e-09
1853,2.5679307347203917e-08,1.0749477752369785e-08
1854,2.0782657372819813e-08,1.2989160858012383e-08
1855,2.1227748447927297e-08,1.1675261646360013e-08
1856,2.692138423299184e-08,1.1389816201301528e-08
1857,2.880090299584026e-08,1.1715622250108026e-08
1858,2.9851424443450014e-08,1.565976326389773e-08
1859,1.2730433596175317e-08,6.110608019582742e-09
1860,1.6020143434047895e-08,1.0985241161165504e-08
1861,1.4619487231914974e-08,8.960331143725853e-09
1862,3.1625904006737926e-08,5.873382225018986e-09
1863,2.8469339163894603e-08,2.4973103585068657e-09
1864,3.7398877772432115e-08,7.671564716815737e-09
1865,1.6003271208209213e-08,6.118897832863013e-09
1866,1.0217786894362035e-08,2.432806400776144e-09
1867,2.9602150064533816e-08,1.94112459439566e-09
1868,1.2349685163393076e-08,2.4699371437009177e-09
1869,2.0022428159904848e-08,7.325278716940886e-09
1870,1.77755516972411e-08,1.1468097582678638e-08
1871,1.9118119309879944e-08,4.248470908407853e-09
1872,1.0280476581137066e-08,7.861540751719076e-09
1873,1.5563611011071288e-08,2.3944017324417644e-09
1874,2.091113165958447e-08,6.572069999322139e-09
1875,1.2587359599081083e-08,6.865832347102696e-09
1876,2.8416269781672554e-08,1.3905834261862537e-08
1877,1.6699003069220453e-08,6.80329748092845e-09
1878,2.2948537181655126e-08,5.4351798062235446e-09
1879,1.710611108318716e-08,3.665595160740054e-09
1880,3.850707597230496e-08,7.059630879879819e-09
1881,9.761510710859511e-09,4.183504487276224e-09
1882,1.9300617548623222e-08,4.6587693702804245e-09
1883,1.516641390253426e-08,3.159669414998234e-09
1884,1.4523733327109767e-08,1.9805090900604227e-09
1885,1.4824961702686323e-08,4.511945095320158e-09
1886,2.0651084398082276e-08,3.2267319372003556e-09
1887,1.4363633837888301e-08,1.9586774424595887e-09
1888,3.423931826951332e-08,3.804368819970705e-09
1889,1.8168896609438434e-08,1.1277245803853475e-08
1890,1.3764211659328396e-08,5.898947774696239e-09
1891,4.461953806433883e-09,5.099376032546843e-09
1892,1.3163875767219224e-08,1.2537024307590627e-08
1893,2.0322774685332945e-08,3.079208221734575e-09
1894,7.561847148451761e-09,2.520615716150587e-09
1895,1.384281334004811e-08,2.4074457982692365e-09
1896,7.076434938024789e-09,2.948514543632541e-09
1897,2.4472197490688075e-08,5.826713556089658e-10
1898,2.4330926717830437e-08,2.8291773368493978e-09
1899,8.291367592505594e-09,5.527578395003729e-10
1900,1.0901211489056095e-08,3.6337372000261325e-09
1901,1.4530721514915967e-08,7.265360424391076e-09
1902,5.401312397346203e-09,1.9641135384773634e-09
1903,1.296052865029651e-08,7.560307935250421e-09
1904,1.8811189050893518e-08,4.299700151477737e-09
1905,1.9094808956232612e-08,3.6125313851442797e-09
1906,2.263441140071265e-08,1.0288369045596824e-09
1907,1.9542804707839423e-08,1.0799970695529737e-08
1908,2.6521500773313278e-08,3.437972351250096e-09
1909,1.5952852705503062e-08,3.300590023513905e-09
1910,1.3360376582838285e-08,3.740905363258662e-09
1911,1.3832972989291648e-08,4.2562992019767876e-09
1912,3.021464323182954e-08,8.335073964360618e-09
1913,2.386345365756881e-08,1.3257474229533273e-08
1914,2.2099254703977778e-08,6.027069510139427e-09
1915,1.0602685729388384e-08,1.1780761921542648e-09
1916,1.7579939282086343e-08,4.394984820521586e-09
1917,1.8642921539857582e-08,7.676496771580332e-09
1918,3.2161853624756986e-08,3.44591288836682e-09
1919,5.985101569905282e-08,5.524709134618888e-09
1920,9.843901693784574e-09,6.815008557481406e-09
1921,2.4990066793684207e-08,1.2116395886607734e-08
1922,2.6560567523148393e-08,7.377935484775833e-10
1923,3.1847845249899365e-08,9.554353752605493e-09
1924,2.449408642579698e-08,2.578324886925998e-09
1925,2.1996356736053713e-08,1.0998177923937646e-09
1926,3.4553030214823366e-08,1.0031524944054127e-08
1927,2.6758139037852402e-08,8.919379901328739e-09
1928,1.82816659588525e-08,1.0283437212876834e-08
1929,1.6710609784809094e-08,7.798284684668033e-09
1930,1.6805766112071296e-08,7.352522590764465e-09
1931,1.1405356659111021e-08,3.4216069977333063e-09
1932,1.9727165900818022e-08,2.1919073223131136e-09
1933,1.032359597807897e-08,8.02946331646126e-09
1934,9.585264137967897e-09,8.38710612072191e-09
1935,1.9149255514605557e-08,8.377798899061872e-09
1936,2.182448577414675e-08,9.699771652549316e-09
1937,1.0072894629509221e-08,0.0
1938,5.186085783037697e-09,1.2965214679638848e-08
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0
1942,1.517105907566929e-08,0.0
1943,6.967764676346633e-08,2.9032352077962287e-09
1944,3.8558232162699824e-08,0.0
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,2.9234318965620787e-08,0.0
1947,3.099426493236024e-08,9.53669654357725e-09
1948,1.956939832403748e-08,1.0871887834440486e-09
1949,9.817007984302961e-09,1.9634016634739737e-09
1950,2.3397795700930146e-08,2.1270722960764488e-09
1951,1.0661401539380222e-08,5.3307008807124134e-09
1952,2.0035128001083535e-08,2.1089607837865287e-09
1953,6.464296653518886e-09,4.3095309543161875e-09
1954,1.172704333640695e-08,4.886268278880834e-09
1955,2.5341141629553476e-08,5.631364707880948e-09
1956,2.2674967681268754e-08,6.104799332717903e-09
1957,1.236905244894615e-08,1.7670075402875796e-09
1958,2.1507833736222892e-08,2.4816730892496253e-09
1959,2.7127618040800883e-08,1.5501495642666896e-09
1960,1.7994166157109248e-08,5.536666680683311e-09
1961,2.2928925591525484e-08,4.16889545107324e-09
1962,1.9660064687343493e-08,1.2683912808952869e-09
1963,2.069137117199915e-08,6.466053248388448e-10
1964,2.859465164650743e-08,1.2167936658258327e-09
1965,1.9699356201829943e-08,1.6416130677043839e-09
1966,1.495550172592175e-08,4.431259803538978e-09
1967,2.0707409342790584e-08,4.437302081328198e-09
1968,3.2338193234338064e-08,6.737123747768692e-09
1969,2.1346262479848832e-08,3.6334061870313406e-09
1970,1.241655775419126e-08,2.759235007143701e-09
1971,2.003974985953505e-08,2.569198631618974e-09
1972,2.5137720127688112e-08,1.0260293725750103e-09
1973,1.5436970424165253e-08,1.102640756478479e-09
1974,1.6876715247526874e-08,5.625571675160757e-10
1975,1.5420996035686585e-08,6.8537762132336866e-09
1976,1.8854638572651794e-08,7.427584991503977e-09
1977,9.990529292736028e-09,2.938390863960194e-09
1978,1.0693064322886414e-08,2.3762365408686037e-09
1979,1.2289143924704149e-08,2.925986564150662e-09
1980,1.9898028225107112e-08,3.97960553399912e-09
1981,8.223214220670627e-09,7.590659656386833e-09
1982,1.1794254684005523e-08,5.586751949948621e-09
1983,1.9577480414589843e-08,5.683784443100137e-09
1984,1.739702604197646e-08,6.378909400694965e-09
1985,1.3234227269620646e-08,1.8046674155058895e-09
1986,1.3787316177626963e-08,1.1988970927134801e-09
1987,1.1610552186347434e-08,5.49973533381376e-09
1988,1.3792074149421296e-08,1.7989661427186832e-09
1989,1.81108031904742e-08,3.2928733073589456e-09
1990,1.035243724079038e-08,3.2691906959314565e-09
1991,1.0550637086215175e-08,1.7584396161396398e-09
1992,9.366904696328504e-09,5.509944167592096e-10
1993,7.2009697094088665e-09,6.093128224193833e-09
1994,1.2659824244476425e-08,3.692448513614721e-09
1995,1.3556126887692699e-08,2.7112254663563817e-09
1996,8.007137841659073e-09,2.135236876199542e-09
1997,1.1987236203658824e-08,2.876936688878118e-09
1998,8.105819793158275e-09,2.3840645013706308e-09
1999,1.5995704150117973e-08,4.570201106446348e-09
2000,1.3254094266557104e-08,1.3254094488601709e-09
2001,1.226739296256163e-08,3.5049694258049158e-09
2002,1.0076809331405201e-08,5.257465574004527e-09
2003,1.041730723905232e-08,1.2500769308587678e-09
2004,1.1452457482352685e-08,1.3214374039449694e-09
2005,9.908248777001916e-09,9.007499190971657e-10
2006,1.0706513342562118e-08,2.4707340062768424e-09
2007,1.7975157057259494e-08,4.7933754743212376e-09
2008,1.1069342858993636e-08,5.5346713878634546e-09
2009,2.0980046366858573e-08,3.337734755248789e-09
2010,1.4171379292271524e-08,2.3618964561933353e-09
2011,1.9884653812418662e-08,4.206369030868018e-09
2012,1.7361688586792212e-08,5.106379208363876e-09
2013,2.063952569963945e-08,5.5782499175371925e-09
2014,2.2087540865745048e-08,3.8978013316981475e-09
2015,2.0614151663433944e-08,8.866302025900552e-09
2016,2.8170225374601898e-08,7.663958356829426e-09
2017,1.9621769098421282e-08,5.282783988036499e-09
2018,2.220061284807784e-08,4.3884935685412074e-09
2019,2.372418628215911e-08,6.377469219387422e-09
