year,mes_DET herbes_NOUN
1982,4.966001942996456e-09
1983,1.0104505454577861e-08
1984,8.118611560803402e-09
1985,4.812446441349039e-09
1986,4.7955883708539204e-09
1987,6.721898593298192e-09
1988,8.395175221664886e-09
1989,2.7440609784434855e-09
1990,7.628111475810329e-09
1991,8.7921980806982e-09
1992,4.958949695321735e-09
1993,1.0524494442609722e-08
1994,6.329912094482637e-09
1995,5.4224509327127635e-09
1996,3.736664533349199e-09
1997,7.671831392386252e-09
1998,5.244941925219848e-09
1999,2.285100553223174e-09
2000,2.6508187866980393e-09
2001,4.381211837767296e-09
2002,3.9430991805033955e-09
2003,2.083461403401543e-09
2004,8.369103632333008e-09
2005,9.45787370643103e-09
2006,7.823990955113658e-09
2007,5.192823504529542e-09
2008,6.811903652259588e-09
2009,3.337734755248789e-09
2010,1.0864724231396394e-08
2011,1.8737463081119898e-08
2012,1.4978712298274743e-08
2013,1.6455838192097616e-08
2014,1.104377074512275e-08
2015,1.440773989003219e-08
2016,1.5535050357229352e-08
2017,1.5596790803318328e-08
2018,1.34236268767296e-08
2019,1.4795729141869884e-08
