year,pouvais_VERB aider_VERB,pouvais_VERB céder_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,4.475680270843441e-09,8.951360541686881e-09
1803,0.0,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,3.840352036377226e-08,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,2.8320094713762956e-08
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,0.0
1818,4.768470951432846e-09,0.0
1819,0.0,0.0
1820,0.0,5.933240565525466e-09
1821,1.1833785507064931e-08,1.4792232327920374e-08
1822,0.0,3.0076847679083585e-09
1823,3.9530747564242574e-09,1.087095569118901e-08
1824,8.421112696055388e-10,8.421112696055388e-09
1825,8.805443041381977e-10,2.641632912414593e-09
1826,0.0,1.7615968683770689e-09
1827,4.608636583469661e-09,0.0
1828,2.7516904310687096e-09,9.172301251858528e-10
1829,2.571952872898464e-09,1.714635211591542e-09
1830,4.174734336004349e-09,0.0
1831,3.1182412207897414e-09,1.5591206103948707e-09
1832,1.7588959622116818e-08,4.058990921151917e-09
1833,0.0,1.1583628500844156e-09
1834,8.401078055442213e-09,9.334530925997342e-10
1835,3.781543966852041e-09,7.563087933704082e-09
1836,6.72075017860152e-09,6.720750067579218e-10
1837,2.7831563720326358e-09,1.3915781860163179e-09
1838,3.787297142565649e-09,2.5248647617104325e-09
1839,2.0974426639952526e-09,6.292327547896548e-09
1840,0.0,0.0
1841,5.1364388298225094e-09,1.926164561183441e-09
1842,2.683306021822318e-09,0.0
1843,1.1813822142769936e-09,8.269675610961258e-09
1844,2.7442805805577564e-09,3.841992946007622e-09
1845,1.1160455892778032e-09,7.254296274794569e-09
1846,2.9272506640865004e-09,1.1709002656346001e-09
1847,2.6966118227278457e-09,1.0786447290911383e-09
1848,8.045221711050488e-10,0.0
1849,1.6758829879393033e-09,0.0
1850,6.788996032014438e-10,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,5.971931837933653e-10,0.0
1854,1.558699391779328e-09,5.195664454227256e-10
1855,3.1841622671890946e-09,1.0613874223963649e-09
1856,1.0354378465748937e-09,1.0354378465748937e-09
1857,0.0,9.763017949637742e-09
1858,4.893676130990343e-09,1.9574704079872163e-09
1859,5.092173349652285e-10,0.0
1860,1.373155145145688e-09,9.154367819341758e-10
1861,5.659156698811785e-09,9.431927461278633e-10
1862,1.8071945051545413e-09,9.035972525772706e-10
1863,2.9967726078439227e-09,6.493007020935693e-09
1864,5.274200631788517e-09,9.589455896019672e-10
1865,4.706844247692743e-09,2.3534221238463715e-09
1866,4.865612801552288e-09,1.4596839292835284e-09
1867,2.426405742994575e-09,1.455843445796745e-09
1868,2.9639244392143382e-09,2.4699371437009177e-09
1869,1.4650557433881772e-09,4.883519144627257e-10
1870,1.1468097582678638e-09,4.013834153937523e-09
1871,8.496941816815706e-09,7.434824311758348e-09
1872,3.628403577593531e-09,9.675742873582749e-09
1873,2.3944017879529156e-09,2.9930022904522957e-09
1874,4.182226565063729e-09,1.7923826867161097e-09
1875,0.0,1.1443054281912168e-09
1876,2.418405919968336e-09,6.04601479992084e-10
1877,3.0924081073635534e-09,6.184815992682502e-10
1878,0.0,0.0
1879,0.0,0.0
1880,6.417846254436199e-09,0.0
1881,0.0,2.091752326904839e-09
1882,2.6621540527571597e-09,6.655385131892899e-10
1883,1.2638677882037541e-09,1.2638677882037541e-09
1884,2.6406787867472303e-09,5.281357573494461e-09
1885,5.156508553483263e-09,6.445635691854079e-10
1886,1.936039106809062e-09,0.0
1887,6.528924623161458e-10,6.528924623161458e-10
1888,0.0,3.1703073499755874e-09
1889,0.0,1.2530273485467092e-09
1890,6.554386478008212e-10,0.0
1891,1.2748440081367107e-09,3.824531802365527e-09
1892,6.268512375839919e-10,6.268512375839919e-10
1893,3.079208221734575e-09,1.847525021858587e-09
1894,0.0,8.192000855444803e-09
1895,6.018614495673091e-10,0.0
1896,2.948514543632541e-09,1.179405795248556e-09
1897,0.0,1.1653427112179315e-09
1898,3.3950129374460403e-09,4.52668391659472e-09
1899,1.1055156790007459e-09,5.527578395003729e-10
1900,5.191053142894475e-10,0.0
1901,0.0,1.676621730339889e-09
1902,4.910283846193408e-10,9.329538919189417e-09
1903,3.7801539676252105e-09,1.6200660812870638e-09
1904,0.0,4.837162670412454e-09
1905,0.0,1.5482277682110634e-09
1906,3.0865106026567446e-09,1.0288369045596824e-09
1907,1.028568674676933e-09,3.0857059130084963e-09
1908,0.0,0.0
1909,0.0,0.0
1910,5.344150677544235e-10,3.740905363258662e-09
1911,1.5961122423746588e-09,5.320374141248863e-10
1912,0.0,3.646594803896619e-09
1913,1.060597942803554e-09,5.30298971401777e-10
1914,4.018046340092951e-09,0.0
1915,1.4136913861761968e-08,0.0
1916,5.493730803607377e-09,2.197492410260793e-09
1917,0.0,0.0
1918,0.0,1.1486376294556067e-09
1919,0.0,4.603924352863942e-09
1920,7.572231730534895e-10,1.590168707821249e-08
1921,0.0,2.2718242842501013e-09
1922,1.4755870969551665e-09,7.377935595798135e-09
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,7.734974438733389e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,5.574612327308159e-09,0.0
1928,5.713020723163709e-09,0.0
1929,1.1140406375176326e-09,6.684243825105796e-09
1930,0.0,2.100720708497761e-09
1931,1.1405356659111021e-09,0.0
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,1.261772819560747e-08,0.0
1934,0.0,0.0
1935,1.0771455727365264e-08,8.377798899061872e-09
1936,0.0,2.424942913137329e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,0.0,0.0
1939,0.0,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,5.568441707737293e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,5.435944139264848e-09,0.0
1949,9.817008317369869e-10,2.945102384188658e-09
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,7.462981344019681e-09
1952,5.272402070488624e-09,6.326882129314981e-09
1953,1.2928593307037772e-08,1.0773827385790469e-09
1954,9.772536113672459e-10,0.0
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,0.0
1957,7.951533653738352e-09,2.6505113659425206e-09
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,3.460416619915918e-09,2.076250060767393e-09
1961,3.47407969059077e-09,4.16889545107324e-09
1962,5.7077609305622445e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,0.0
1964,6.083968440151466e-09,4.867174663303331e-09
1965,3.2832261354087677e-09,3.2832261354087677e-09
1966,4.431259803538978e-09,5.539074754423723e-10
1967,3.944268467392931e-09,3.451234853457663e-09
1968,6.737123747768692e-09,3.5931326802796093e-09
1969,9.083515606356229e-10,3.6334062425424918e-09
1970,4.598724956395017e-09,0.0
1971,6.166076982339064e-09,3.083038491169532e-09
1972,3.0780880067027283e-09,1.0260293725750103e-09
1973,4.410563025913916e-09,1.102640756478479e-09
1974,5.625571564138454e-09,2.812785782069227e-09
1975,7.4249242310031605e-09,5.711480177694739e-10
1976,3.9994687561772935e-09,1.7140580066410394e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,2.3762365408686037e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,5.116635559687666e-09,1.7055452605774235e-09
1981,3.795329828193417e-09,0.0
1982,7.449002747961231e-09,0.0
1983,1.89459470334441e-09,6.315316047889041e-10
1984,6.378909400694965e-09,5.799008495621649e-10
1985,5.414002135495366e-09,2.4062232206745193e-09
1986,7.792831269171074e-09,5.994485463567401e-10
1987,6.721898593298192e-09,0.0
1988,4.797243047249822e-09,1.1993107618124554e-09
1989,3.841685636274406e-09,2.7440609784434855e-09
1990,5.448650863826288e-09,2.724325431913144e-09
1991,4.68917216167597e-09,0.0
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,8.308811416668505e-09,1.1078414852150331e-09
1994,5.802419433820205e-09,1.0549853213248639e-09
1995,5.964695848348356e-09,5.422450821690461e-10
1996,6.4057106285986265e-09,1.067618438099771e-09
1997,5.274384040632185e-09,4.79489448146353e-10
1998,7.152193948201102e-09,4.768129224785866e-10
1999,6.8553016596695215e-09,9.140402323914998e-10
2000,9.277866475088103e-09,0.0
2001,4.8193329327261836e-09,1.7524847129024579e-09
2002,8.762443215459825e-09,8.76244299341522e-10
2003,1.12506919336397e-08,5.416999737661854e-09
2004,1.0571499231559756e-08,1.3214374039449694e-09
2005,8.106749049829887e-09,3.602999676388663e-09
2006,3.706100981659688e-09,4.1178899179428186e-10
2007,1.0385647009059085e-08,1.5977917877663117e-09
2008,8.940623352771127e-09,1.7029758714315335e-09
2009,1.907277002999308e-08,4.76819250749827e-10
2010,1.4171378737160012e-08,1.8895172093635892e-09
2011,1.9884653923440965e-08,3.4415748029203996e-09
2012,2.0425515501187874e-08,1.0212758416727752e-09
2013,2.5659950608769577e-08,2.5102124823206395e-09
2014,2.273717392142771e-08,3.681256854903836e-09
2015,2.438232904466986e-08,2.438232948875907e-09
2016,2.8170225263579596e-08,2.278474076078396e-09
2017,3.2954506679061524e-08,2.264050280587071e-09
2018,3.3559068413069326e-08,2.581466596041082e-09
2019,3.5458729286119706e-08,4.846876677788714e-09
