year,sois_VERB en_ADP,sois_VERB sans_ADP
1851,1.5994608304481517e-07,4.063146263888484e-08
1852,1.6927418755585677e-07,4.296959943417278e-08
1853,1.6124215562740574e-07,5.852493245583901e-08
1854,1.8860261263853317e-07,5.7152309551611324e-08
1855,2.3775078261678573e-07,6.315255518529739e-08
1856,2.0242809739556833e-07,4.970101485923806e-08
1857,1.493741734748255e-07,7.859229356199648e-08
1858,2.0308755210862728e-07,7.878818308881819e-08
1859,1.8077214747336257e-07,7.994712092340706e-08
1860,1.4967390882247855e-07,6.362285631666964e-08
1861,2.1268996874823642e-07,6.130753149591328e-08
1862,2.36742479842178e-07,5.602302977081308e-08
1863,1.6981711326025106e-07,9.389886912458678e-08
1864,1.6829494597914163e-07,6.616724590458034e-08
1865,2.1133730854216992e-07,5.6482132748669756e-08
1866,1.7175614175357623e-07,5.838735361862746e-08
1867,1.3345231764105847e-07,5.871901720411188e-08
1868,1.5313609935674322e-07,6.174842326345242e-08
1869,1.8508536925310182e-07,4.981189505315342e-08
1870,1.6972784067093016e-07,6.880858904878551e-08
1871,2.0711296144781954e-07,6.903765381593985e-08
1872,2.08028467341137e-07,5.926392532273894e-08
1873,1.676081211599012e-07,5.028243776905583e-08
1874,1.654966723663165e-07,6.034355237716227e-08
1875,1.882382463236354e-07,4.3483606049221635e-08
1876,1.6566080773827707e-07,5.985554452081487e-08
1877,2.0162499936304812e-07,8.287653230354408e-08
1878,1.5460067004369193e-07,4.9520526346213956e-08
1879,1.6983923956104263e-07,4.7041805117942204e-08
1880,2.002367978093389e-07,5.904418642899145e-08
1881,1.4363365608005552e-07,4.322954794133693e-08
1882,2.049858665031934e-07,9.650308641084848e-08
1883,1.7630955539971183e-07,5.624211496524367e-08
1884,1.386356416333001e-07,4.093052297093891e-08
1885,1.1731057014685575e-07,5.349877696403382e-08
1886,1.2261581616712647e-07,3.87207848007165e-08
1887,1.416776598262004e-07,6.137189245691843e-08
1888,1.204716824076968e-07,3.360525724360741e-08
1889,1.4723070762556745e-07,4.009687515349469e-08
1890,1.415747448163529e-07,4.260351360585446e-08
1891,1.1728565141311265e-07,6.119250883784844e-08
1892,1.5608596015681542e-07,3.949162774574688e-08
1893,9.91505046954444e-08,3.202376674948937e-08
1894,1.2792125403393584e-07,3.3398158905129094e-08
1895,1.1194622828725187e-07,4.995450098022047e-08
1896,1.0260830407560206e-07,3.066455178668548e-08
1897,1.1070756045228336e-07,5.7684463428131494e-08
1898,1.2391797099553514e-07,5.149102833001962e-08
1899,1.1939569333208055e-07,4.0351324059884064e-08
1900,1.256234867241801e-07,5.813979697677496e-08
1901,1.4363058653543703e-07,4.135666742399735e-08
1902,1.0949933226811481e-07,3.1425816615637814e-08
1903,1.4418587568343355e-07,3.6181475593366486e-08
1904,1.343656350627498e-07,4.998401337275027e-08
1905,1.0682771289793891e-07,5.1091515018697464e-08
1906,8.539346652014501e-08,3.0865106026567446e-08
1907,1.2497109480591462e-07,3.651418722938615e-08
1908,1.2867839416230709e-07,4.4202501214840595e-08
1909,1.2322203701842227e-07,4.510806661528477e-08
1910,9.779795817621562e-08,9.40570501484217e-08
1911,9.523469657324313e-08,3.511446777793026e-08
1912,1.1408632616394243e-07,4.115442919783163e-08
1913,1.2090816881027422e-07,4.030272293675807e-08
1914,1.3125617215337115e-07,5.558297289098846e-08
1915,8.010918151057922e-08,4.2410743361642744e-08
1916,9.668966782783173e-08,6.372727767711694e-08
1917,1.1295416868506436e-07,4.1672411299487067e-08
1918,8.959373332118048e-08,3.9053681177847466e-08
1919,9.484083562938395e-08,5.340552178267899e-08
1920,1.0525402416305951e-07,4.0890050456710014e-08
1921,8.330022183145047e-08,4.543648302046677e-08
1922,1.0476668421688373e-07,5.3858929760508545e-08
1923,1.5180805235104344e-07,3.927900849021171e-08
1924,1.9208520996016887e-07,5.9301473953610184e-08
1925,1.4957521443648147e-07,4.179307566687385e-08
1926,1.4601441478134802e-07,6.464760105018286e-08
1927,1.705831351728193e-07,3.9022285847067906e-08
1928,1.3368467932650674e-07,3.7705934374798744e-08
1929,1.5262357067058474e-07,5.3473950600846365e-08
1930,1.344461253438567e-07,4.8316575629314684e-08
1931,1.1519410492155657e-07,5.018356930008849e-08
1932,1.249387224788734e-07,2.9590749406338546e-08
1933,1.422362174707814e-07,3.555905436769535e-08
1934,1.4737344145032694e-07,2.995395220750652e-08
1935,1.2686381012372294e-07,3.351119559624749e-08
1936,1.0306007425242569e-07,3.031178508194898e-08
1937,1.44797851930889e-07,5.666003133342201e-08
1938,1.0890779833516717e-07,3.5006078036303734e-08
1939,1.0858775567612611e-07,2.2941076593951948e-08
1940,1.141102288215734e-07,2.5357829613881222e-08
1941,1.3576911328527785e-07,5.9030050181263505e-08
1942,1.061974117533282e-07,6.978687139280737e-08
1943,1.335488235554294e-07,6.096794180621146e-08
1944,1.0603514510876266e-07,6.42637232317611e-08
1945,1.524952892850706e-07,6.971212940243277e-08
1946,1.7122958695381385e-07,4.1763314584386535e-08
1947,2.0146272561305523e-07,5.602809238780537e-08
1948,1.2720109054953355e-07,4.566192757238241e-08
1949,1.3056620673523867e-07,4.22131343214005e-08
1950,1.4889505450810248e-07,6.7002780212988e-08
1951,1.5885488835465367e-07,2.6653504292539765e-08
1952,1.1177492353908747e-07,5.2724018928529404e-08
1953,1.6053002127591753e-07,3.770839640537815e-08
1954,1.417017756466521e-07,2.8340354063516315e-08
1955,1.389069979040869e-07,3.0972504561077585e-08
1956,1.5785266782586405e-07,5.05826207586324e-08
1957,1.510791491909913e-07,5.212672249399475e-08
1958,1.5138205355924583e-07,5.21151335419745e-08
1959,1.3408794075076003e-07,2.712761748568937e-08
1960,1.4256916358590388e-07,4.775375117560543e-08
1961,1.6606099961791188e-07,4.58578526263409e-08
1962,1.1415521328217437e-07,4.3759499135376245e-08
1963,1.868689452066974e-07,5.6254663149957196e-08
1964,1.8069385987473652e-07,3.8937397306426647e-08
1965,1.2749860900385102e-07,4.322914293197755e-08
1966,1.3459951730965258e-07,5.3729024784843205e-08
1967,1.4988219732003927e-07,4.683818843886911e-08
1968,1.4372530188211385e-07,4.2668450106475575e-08
1969,1.3670691600964346e-07,4.3146698658347304e-08
1970,1.200267263357091e-07,4.690699384468644e-08
1971,1.397644098233286e-07,3.494110245583215e-08
1972,1.4107904178217723e-07,4.052816038324636e-08
1973,1.2404709082147747e-07,3.418186267367673e-08
1974,1.2038722729812434e-07,2.193973003272731e-08
1975,1.0794697402616293e-07,3.8838066984681063e-08
1976,1.4626628797032026e-07,2.6853577139718254e-08
1977,8.521333683120247e-08,3.349765620441758e-08
1978,1.4019795457898e-07,3.6237608469491533e-08
1979,1.0592071930659586e-07,3.3941446986318624e-08
1980,1.3416955368938943e-07,3.524793257270176e-08
1981,1.201854473720232e-07,2.909752794266751e-08
1982,1.5394606123209087e-07,3.3520510811513304e-08
1983,1.3072704518890532e-07,3.915495838668903e-08
1984,1.0844146203226046e-07,3.885335786435462e-08
1985,1.2813138994260953e-07,3.609334697785016e-08
1986,1.2348640154868917e-07,3.11713250766843e-08
1987,1.4971500661431492e-07,2.9331921780340053e-08
1988,1.3792073616514244e-07,3.657897806874644e-08
1989,1.317149269652873e-07,2.9635859988275115e-08
1990,1.0842815356681967e-07,3.105731138930423e-08
1991,1.2895223733266903e-07,3.3996499837485317e-08
1992,1.239737486002923e-07,4.848750734254281e-08
1993,1.3072529725377535e-07,3.37891670199042e-08
1994,1.2396077408993733e-07,4.167192102499939e-08
1995,1.312233166572696e-07,2.8196744494835002e-08
1996,1.483989677808495e-07,4.110330920070737e-08
1997,1.5391611896120594e-07,3.308477047880842e-08
1998,1.4638156642376998e-07,3.9575471788566574e-08
1999,1.2750861344557052e-07,3.519054914136177e-08
2000,1.6346716336101963e-07,3.401884285381129e-08
2001,1.353794374381323e-07,3.592593600387772e-08
2002,1.71743877785957e-07,4.819343502049378e-08
2003,1.854280640145589e-07,5.250322843153299e-08
2004,1.4888193788920034e-07,3.876216325693349e-08
2005,1.7249361405902164e-07,3.2426996199319547e-08
2006,1.680099046552641e-07,4.406142295465543e-08
2007,2.404676706646569e-07,5.23276817432361e-08
2008,2.3799087500719907e-07,4.598035019398594e-08
2009,2.369791616274597e-07,6.103286409597786e-08
2010,3.7365202842920553e-07,6.471596236679034e-08
2011,3.747492485217663e-07,6.883149694658641e-08
2012,4.87488989620033e-07,8.136164098004883e-08
2013,5.567093808167556e-07,8.004789009419255e-08
2014,6.035095907463983e-07,9.02990606732601e-08
2015,6.414769018192601e-07,9.597771111202746e-08
2016,6.798138088015548e-07,1.0315273613059617e-07
2017,7.873863410168269e-07,7.16949202228534e-08
2018,8.061920766522235e-07,9.396539013550864e-08
2019,8.237139468292298e-07,1.0076401935066315e-07
