year,devons_VERB avoir_VERB,devons_VERB savoir_VERB
1856,8.469881436212745e-07,1.1752219819527454e-07
1857,5.730891530220106e-07,1.2887184652754513e-07
1858,6.15135093084973e-07,1.2723558029392734e-07
1859,4.5371265855465026e-07,9.165911762920587e-08
1860,5.195103653932165e-07,5.7214798232507746e-08
1861,7.309743637051724e-07,1.3864932668639085e-07
1862,5.968259984001634e-07,1.1294965673869228e-07
1863,5.783770689049561e-07,1.0688488316645817e-07
1864,6.026972982908774e-07,1.4048552543499682e-07
1865,6.608409535147075e-07,1.4967764627726865e-07
1866,7.600087315040582e-07,1.4548182036833168e-07
1867,5.221625087870052e-07,2.5137563852695166e-07
1868,5.453620701700856e-07,1.012674175626671e-07
1869,5.933475790698139e-07,1.8996890105427156e-07
1870,6.164102615002776e-07,1.381905718744747e-07
1871,5.8522687140794e-07,1.7100094851230097e-07
1872,5.484936878019653e-07,9.433849612605627e-08
1873,5.076131515124871e-07,1.4785430835217994e-07
1874,4.49290610049502e-07,1.6489920540152525e-07
1875,5.126488531459472e-07,1.035596426390839e-07
1876,3.8754956221964676e-07,9.431783354330037e-08
1877,4.731384137812711e-07,1.0637883463004982e-07
1878,5.163420837561716e-07,1.1413877842869624e-07
1879,5.431190288618382e-07,1.0813505468831863e-07
1880,4.806967126569361e-07,1.3156585509932484e-07
1881,4.099834427506721e-07,1.3038588519975747e-07
1882,5.171233965484134e-07,1.3044554236785189e-07
1883,4.6067981429587235e-07,1.2069936872194376e-07
1884,4.4099334672864643e-07,1.524991972701173e-07
1885,3.693349128752743e-07,1.0441929987337062e-07
1886,4.5496921075027785e-07,1.0970888553174518e-07
1887,5.458181249196059e-07,1.0511568859783438e-07
1888,3.9819059338697116e-07,1.0779044856690234e-07
1889,3.8029381244086835e-07,1.1778457320588132e-07
1890,3.788435378737631e-07,1.5861614599543827e-07
1891,3.9775133586772426e-07,1.281218260373862e-07
1892,5.365846504901128e-07,1.9745813517602073e-07
1893,3.9968122678146756e-07,1.4410694859634532e-07
1894,3.969969668560225e-07,1.2981170982584445e-07
1895,5.940372602708521e-07,1.0773320013868215e-07
1896,3.614878778535058e-07,1.515536496299319e-07
1897,4.305941274651559e-07,1.2003029326024262e-07
1898,5.465971071316744e-07,1.5843393441627995e-07
1899,4.880851633970451e-07,1.907014564039855e-07
1900,4.1216961221834936e-07,1.297763247976036e-07
1901,3.9735934365126013e-07,1.4195396147442807e-07
1902,4.0313429394700506e-07,1.2815840477742313e-07
1903,4.320176287819777e-07,1.5228620497964585e-07
1904,5.197262566980498e-07,1.5048951240714814e-07
1905,4.5311463736652513e-07,1.914641671874051e-07
1906,4.2336637307016645e-07,1.419794983803513e-07
1907,4.1605602518757223e-07,1.3988534419695497e-07
1908,4.6756423444094253e-07,1.3260751074994914e-07
1909,4.747348896216863e-07,1.2487232936564396e-07
1910,4.6173462919796293e-07,1.4322323238502577e-07
1911,5.155442295290413e-07,1.1864434412700575e-07
1912,4.474892705275124e-07,1.396124957864231e-07
1913,4.1681499851620174e-07,1.7605925961561297e-07
1914,4.2993093529730686e-07,1.3192584447097033e-07
1915,6.078873298065446e-07,1.5668413766434242e-07
1916,5.878292199668067e-07,1.8458936779097712e-07
1917,6.283761422309908e-07,1.6668964519794827e-07
1918,5.191841978557932e-07,2.0560614188980253e-07
1919,5.45104626326065e-07,1.2338516341969807e-07
1920,5.277845502860146e-07,1.620457652506957e-07
1921,4.998013309887028e-07,1.5145495524393482e-07
1922,5.031752152717672e-07,1.5050989077280974e-07
1923,5.26551048096735e-07,1.1465223792583856e-07
1924,5.001950285077328e-07,1.727477609847483e-07
1925,4.861194611294195e-07,1.3527758824238845e-07
1926,3.655933369373088e-07,1.4489980060261587e-07
1927,3.857631725168176e-07,1.5497423078159045e-07
1928,4.2504873931648035e-07,1.3825510336573643e-07
1929,3.8434401972153864e-07,1.1586022452547695e-07
1930,4.4640316332333896e-07,1.2709359964446776e-07
1931,4.24279278377071e-07,1.2659945980431075e-07
1932,4.0440690440846083e-07,1.3370635087994742e-07
1933,3.739435783245426e-07,1.2961848483428184e-07
1934,3.55852932898415e-07,1.317973783443449e-07
1935,4.093153052053822e-07,1.2686381012372294e-07
1936,3.964781569720799e-07,1.297344454087579e-07
1937,4.532802506673761e-07,1.3850230118350737e-07
1938,3.1894427365841693e-07,9.723910920911294e-08
1939,4.374098523385328e-07,8.870549095263414e-08
1940,3.854389944990544e-07,1.3693227174371714e-07
1941,3.158107801937149e-07,1.2101160962174617e-07
1942,3.853448902191303e-07,1.2136847260535433e-07
1943,4.209691155665496e-07,9.580676163523094e-08
1944,6.426372465284658e-07,1.5744612369417155e-07
1945,5.293765070746304e-07,1.0021118868053236e-07
1946,4.426911175414716e-07,1.6705325833754614e-07
1947,5.340550046639692e-07,1.3947419574833475e-07
1948,4.642296005386015e-07,1.30462652236929e-07
1949,4.869236249760434e-07,1.3841982138274034e-07
1950,5.051796847510559e-07,1.5421274213167635e-07
1951,4.360513230494689e-07,1.5672260644805647e-07
1952,4.080839062226005e-07,1.1915628306269355e-07
1953,4.923639380649547e-07,1.7453599809869047e-07
1954,4.329233433963964e-07,1.6124684520946175e-07
1955,3.829327965831908e-07,1.4735404363364069e-07
1956,3.9245136917998025e-07,1.848882078547831e-07
1957,4.4881991811962507e-07,1.5019564614249248e-07
1958,4.458739226720354e-07,1.629631896093997e-07
1959,4.77446064905962e-07,1.3873838611289102e-07
1960,4.180183452717756e-07,1.2872750687620282e-07
1961,5.051311973147676e-07,1.4104763579325663e-07
1962,4.965751827512577e-07,1.2113136449443118e-07
1963,3.5757273053604877e-07,1.3966675282972574e-07
1964,5.171373231860343e-07,2.5005110160236654e-07
1965,4.1149766616399575e-07,1.532172149154576e-07
1966,3.4729998787952354e-07,1.9608324919317965e-07
1967,4.708470555669919e-07,1.6615230435945705e-07
1968,4.3970962337880337e-07,1.4192873720730859e-07
1969,4.787012812812463e-07,1.3988614000481903e-07
1970,4.5803301418345654e-07,1.5129805319702427e-07
1971,4.42929859900687e-07,1.3668137910372025e-07
1972,3.406417476981005e-07,1.4518315083478228e-07
1973,3.6717938201036304e-07,1.2404709082147747e-07
1974,3.836640019017068e-07,1.5245299778143817e-07
1975,3.7010391906733275e-07,1.3250634367523162e-07
1976,3.0510233273162157e-07,1.256975963315199e-07
1977,3.767017062727973e-07,1.4163043715598178e-07
1978,3.005939106515143e-07,1.0396034610948846e-07
1979,3.476072265584662e-07,1.3459538195093046e-07
1980,3.5191081337870855e-07,1.31326984842417e-07
1981,2.941380614629452e-07,1.201854473720232e-07
1982,3.4824088857021707e-07,1.7567231225257274e-07
1983,3.3723787851158704e-07,1.1620181794569362e-07
1984,2.9980873250678997e-07,1.1482036654797412e-07
1985,3.0077791279836674e-07,1.0346759893309354e-07
1986,3.452823591487686e-07,9.591176564072157e-08
1987,2.92097041665329e-07,9.899522979139874e-08
1988,3.3280872457908117e-07,9.474555184851852e-08
1989,3.4684933325479506e-07,1.531186057945888e-07
1990,3.1929093324833957e-07,9.644111997886284e-08
1991,3.581355372261896e-07,1.2074617927737563e-07
1992,2.7715017836271727e-07,1.101988829077527e-07
1993,2.8914664085277764e-07,1.3958802469460352e-07
1994,3.713548437644931e-07,1.376755847104505e-07
1995,3.7577584066639247e-07,9.76041150124729e-08
1996,4.1583737697692413e-07,1.0195756061648353e-07
1997,4.1284042140432575e-07,1.4384683311163826e-07
1998,3.185110415415693e-07,1.1586553938514044e-07
1999,3.080315593706473e-07,1.2202437460473448e-07
2000,3.5476793414090935e-07,1.0779996983956153e-07
2001,3.198284730387968e-07,1.2048332109770854e-07
2002,3.075617485137627e-07,1.2793167059044208e-07
2003,3.26686745211191e-07,1.2167414809027832e-07
2004,3.2199022825807333e-07,1.3170325985356612e-07
2005,3.431857180657971e-07,1.2475386768073804e-07
2006,3.426084447255562e-07,1.4042004181646917e-07
2007,3.103710639607016e-07,1.2103272695185296e-07
2008,3.3676349175948417e-07,1.1111917785910919e-07
2009,3.380648365691741e-07,1.3160210698970332e-07
2010,3.292483654604439e-07,1.9273075224646163e-07
2011,3.246552182645246e-07,1.8355065378727886e-07
2012,3.4246781410729454e-07,1.8553177483227046e-07
2013,3.3190588055731496e-07,1.9579657362100988e-07
2014,3.220017106286832e-07,1.9683896823607938e-07
2015,3.7814777442690684e-07,2.0215168206050294e-07
2016,3.9438313592654595e-07,2.0796254318611318e-07
2017,3.8891352005521185e-07,1.8087244768594246e-07
2018,3.6088903243580717e-07,2.1271286243518261e-07
2019,3.9055623801687034e-07,2.2193593451902416e-07
