year,autres_ADJ hommes_NOUN,autres_ADJ sommes_NOUN
1895,3.41797112923814e-06,1.4745605247945548e-07
1896,3.47747800333309e-06,1.503742377284567e-07
1897,3.0864100608596345e-06,1.4333714659642283e-07
1898,3.472532398518524e-06,1.31273829584444e-07
1899,3.6935277876182226e-06,1.6306356975803737e-07
1900,3.330060508233146e-06,1.1212674877469908e-07
1901,3.297355988252093e-06,1.218345142550703e-07
1902,2.929475385826663e-06,1.6596759166986885e-07
1903,3.3940384582820116e-06,1.7334707536065252e-07
1904,3.19360219691589e-06,1.4887711419220295e-07
1905,3.1176145967037883e-06,1.4759771166383828e-07
1906,3.1981394386093598e-06,1.5021018384686613e-07
1907,3.2271341297018807e-06,1.6045671769049363e-07
1908,3.4974002574017504e-06,1.0068347933156474e-07
1909,3.2615330383123364e-06,1.3037330859333451e-07
1910,3.726476279553026e-06,1.04745353279867e-07
1911,3.427917135923053e-06,1.0321525834022793e-07
1912,3.5705372738448204e-06,1.5836640504529598e-07
1913,3.3042929317161907e-06,1.2037786906171632e-07
1914,3.334308757985127e-06,1.1250529263762132e-07
1915,2.9793545763823204e-06,1.0838301278681683e-07
1916,3.267671218054602e-06,1.7250314954253554e-07
1917,3.600277068471769e-06,1.0418103357778818e-07
1918,3.1208485324896174e-06,1.0567465835720213e-07
1919,3.114094397460576e-06,2.0073110068574707e-07
1920,3.469596549621201e-06,1.5371630013305548e-07
1921,3.270669594712672e-06,1.1889213702431789e-07
1922,3.3031017210305436e-06,1.320650513392252e-07
1923,3.4523063732194714e-06,9.872831441271046e-08
1924,3.5116784147248836e-06,1.1086797258030856e-07
1925,3.670091928142938e-06,1.1218141215962874e-07
1926,3.448615188972326e-06,1.159198381728288e-07
1927,3.799655814873404e-06,1.3156085287846508e-07
1928,3.3889639325934695e-06,1.2340123922705004e-07
1929,3.2875339002202963e-06,1.2922871750475906e-07
1930,3.262419340899214e-06,7.142450186847782e-08
1931,3.0748842618777417e-06,9.580499504835416e-08
1932,3.0851094834360993e-06,1.3041848490047414e-07
1933,3.0316959964693524e-06,1.0782422155131144e-07
1934,3.0600956506532384e-06,1.0184343501862259e-07
1935,3.145265054627089e-06,8.617164226620844e-08
1936,3.060278004340944e-06,9.457277627689109e-08
1937,2.8846252462244593e-06,9.695160718692364e-08
1938,3.230931497455458e-06,8.42738905326712e-08
1939,3.2316329452442005e-06,9.329370698196726e-08
1940,2.7082162432634505e-06,1.293249303202515e-07
1941,3.875322818203131e-06,1.2101160962174617e-07
1942,3.874688445648644e-06,3.3376331032286544e-08
1943,4.247433025739156e-06,4.935499831049128e-08
1944,4.376359356683679e-06,6.7476911169706e-08
1945,5.298121777741471e-06,7.189063211399116e-08
1946,4.737351900985232e-06,7.378185529205439e-08
1947,4.824376446777023e-06,4.8875572700168846e-08
1948,4.253082352079218e-06,7.501602294901488e-08
1949,3.7000304473622236e-06,7.657266820615405e-08
1950,4.030801846965915e-06,1.106077576196185e-07
1951,3.743218258023262e-06,7.143139413301469e-08
1952,3.556762294465443e-06,7.065018681196022e-08
1953,3.7126608276594197e-06,7.649417455013463e-08
1954,3.907060090568848e-06,1.2508846536363194e-07
1955,3.8133723592181923e-06,7.883910813077932e-08
1956,3.6088083561480744e-06,4.098936656760088e-08
1957,3.4385966500849463e-06,5.4777232361136186e-08
1958,3.7001746022724546e-06,5.873292918678885e-08
1959,3.7482616335182684e-06,6.045583289537859e-08
1960,3.7877721297263633e-06,5.190624868811611e-08
1961,3.931963419745443e-06,5.3500827545960306e-08
1962,4.259892193658743e-06,4.5027889694626566e-08
1963,4.102064394828631e-06,4.720218960141409e-08
1964,4.4437306314648595e-06,5.779770079206159e-08
1965,4.184471436019521e-06,7.441978883138134e-08
1966,3.853534508380108e-06,4.98516725677689e-08
1967,4.347569756646408e-06,7.198289825316451e-08
1968,4.3876639210793655e-06,4.6710724177501106e-08
1969,3.8436896829807665e-06,7.448482447491855e-08
1970,4.039060058858013e-06,8.415666885586148e-08
1971,3.7941927075735293e-06,4.2648700682157425e-08
1972,3.494143129501026e-06,4.8736395530379895e-08
1973,3.2075820399768418e-06,6.174788325097325e-08
1974,2.9939292289782315e-06,8.494613390475081e-08
1975,2.850028522516368e-06,6.910890704148187e-08
1976,2.971605226775864e-06,5.8277974390730236e-08
1977,2.9660118343599606e-06,5.112800072204493e-08
1978,3.057028379771509e-06,8.257421724167102e-08
1979,3.3262615488638403e-06,6.846808986438191e-08
1980,3.1160311664280016e-06,5.514596179700959e-08
1981,3.1627748739992967e-06,4.5543955384808044e-08
1982,3.257697244407609e-06,5.6488269173371464e-08
1983,2.9871443985030055e-06,5.746937747908021e-08
1984,3.0960907224653056e-06,7.364741050341905e-08
1985,3.0853798307362013e-06,9.745203755073817e-08
1986,2.943891786344466e-06,7.253327538592202e-08
1987,3.0364649319380987e-06,6.477466174548141e-08
1988,2.8051879326085327e-06,5.097070843174123e-08
1989,3.1809156553208595e-06,6.640627892018358e-08
1990,2.977687699967646e-06,5.394164404037838e-08
1991,2.8269846552575473e-06,6.271767460930278e-08
1992,3.009531610587146e-06,4.7936513924984325e-08
1993,3.132421852569678e-06,4.763718541855866e-08
1994,3.14913108923065e-06,3.534200837540524e-08
1995,3.043079459530418e-06,4.392185148915928e-08
1996,3.202855396011728e-06,5.551615944732191e-08
1997,3.0212629553716397e-06,5.3702817415235415e-08
1998,3.1503029731538845e-06,4.6250853480422904e-08
1999,3.2919158456934383e-06,4.524499042091179e-08
2000,3.207490863132989e-06,4.771473882669852e-08
2001,3.248668463129434e-06,4.512648188459423e-08
2002,3.4164766020694515e-06,7.14139106738898e-08
2003,3.4264608075318392e-06,4.958638299967788e-08
2004,3.428689524298534e-06,4.360743433018399e-08
2005,3.3323242405458586e-06,4.053374769164009e-08
2006,3.4903234791272553e-06,3.706100881739616e-08
2007,3.799149453698192e-06,7.869124241111081e-08
2008,3.503021389406058e-06,4.470311765203405e-08
2009,3.91802359445137e-06,4.196009228962794e-08
2010,4.077578068972798e-06,4.062462011233947e-08
2011,4.085149157617707e-06,2.676780305743698e-08
2012,4.424166945682373e-06,1.702126400937587e-08
2013,4.68405642095604e-06,2.9843638282844864e-08
2014,5.3070730245963205e-06,3.3780946040451454e-08
2015,5.121397407492623e-06,4.078498605508685e-08
2016,5.264103492663708e-06,3.4384243008389603e-08
2017,4.581431312544737e-06,3.320606781209712e-08
2018,5.20449520990951e-06,2.813798793965816e-08
2019,5.1305464694451075e-06,2.704047064039372e-08
