year,ils_PRON ont_VERB,ils_PRON sont_VERB
1841,8.752106441534124e-05,9.933744149748236e-05
1842,8.530900777259376e-05,9.542440238874406e-05
1843,8.818073183647357e-05,9.757981024449691e-05
1844,8.041126602620352e-05,9.491094897384755e-05
1845,8.014044033188839e-05,9.456756197323557e-05
1846,8.678302947373595e-05,9.516667705611326e-05
1847,8.400161823374219e-05,9.15445780265145e-05
1848,8.913220699469093e-05,9.78532261797227e-05
1849,8.199843978218269e-05,9.1296238679206e-05
1850,8.547685320081655e-05,9.221085565513931e-05
1851,8.470434841001406e-05,9.472999954596162e-05
1852,8.203547440643888e-05,9.416331704414915e-05
1853,8.77862057677703e-05,0.00010256554014631547
1854,8.090740448096767e-05,9.170503290079068e-05
1855,7.944325261632912e-05,9.015106115839444e-05
1856,7.998291584954131e-05,9.208977462549228e-05
1857,8.086805792117957e-05,8.992032599053346e-05
1858,7.828902562323492e-05,8.499777140968945e-05
1859,8.252681982412469e-05,8.928667921281885e-05
1860,8.315415834658779e-05,8.897862608137075e-05
1861,8.276941116491798e-05,9.099781709664967e-05
1862,8.240038914664183e-05,8.852181053953245e-05
1863,8.302158494188916e-05,8.824596261547413e-05
1864,8.401226477872115e-05,9.201658394886181e-05
1865,7.91517086327076e-05,8.920976142690051e-05
1866,8.03254333732184e-05,8.769148007559124e-05
1867,7.93677299952833e-05,9.098973168875091e-05
1868,7.974290747370105e-05,9.116784349316731e-05
1869,8.09692337497836e-05,9.192785546474624e-05
1870,8.242408330261242e-05,9.133021194429602e-05
1871,9.273668729292694e-05,9.575946933182422e-05
1872,8.768702173256315e-05,9.291736932937056e-05
1873,7.918226583569776e-05,9.383121687278617e-05
1874,7.655386252736207e-05,9.119643436861224e-05
1875,8.010309829842299e-05,9.129955469688866e-05
1876,8.40523025544826e-05,9.682148265710566e-05
1877,8.036921099119354e-05,9.249763024854474e-05
1878,8.037302177399397e-05,9.280026279157028e-05
1879,8.543341755284928e-05,9.32942857616581e-05
1880,7.975008156790864e-05,8.947504829848185e-05
1881,8.394829637836665e-05,9.434499770577531e-05
1882,7.899742558947764e-05,9.120406866713893e-05
1883,8.078895916696638e-05,9.168539509119e-05
1884,8.297078784380574e-05,9.627056897443254e-05
1885,8.321702625835314e-05,9.483206304139458e-05
1886,8.092579264484812e-05,9.391338790010195e-05
1887,8.383074055018369e-05,9.845422391663305e-05
1888,8.264293683168944e-05,9.3167727754917e-05
1889,8.535183405911084e-05,9.806317575566936e-05
1890,8.552950021112338e-05,9.820174818742089e-05
1891,8.345383503183257e-05,9.674600005382672e-05
1892,8.444250306638423e-05,9.500682426732965e-05
1893,8.31349279906135e-05,9.73460882960353e-05
1894,8.333344521815889e-05,9.716343083709944e-05
1895,8.49882526381407e-05,9.651931395637803e-05
1896,8.417478056799155e-05,9.507956565357745e-05
1897,8.492318556818645e-05,9.742090514919255e-05
1898,8.368933413294144e-05,9.699381917016581e-05
1899,8.433094990323298e-05,9.581615086062811e-05
1900,8.407689165323973e-05,9.45140218391316e-05
1901,8.242272269853856e-05,9.525279165245593e-05
1902,7.420862857543398e-05,9.295462223235518e-05
1903,8.242409967351705e-05,9.567462620907463e-05
1904,8.335398706549313e-05,9.464285176363774e-05
1905,8.367344889848027e-05,9.521910033072345e-05
1906,8.329823322128505e-05,9.538346967019606e-05
1907,8.319577318616211e-05,9.426214819541201e-05
1908,8.317584615724627e-05,9.434286948817316e-05
1909,8.133149094646797e-05,9.339240205008537e-05
1910,8.202309436455835e-05,9.322175901615992e-05
1911,7.98960572865326e-05,9.231434705725405e-05
1912,8.129562047543004e-05,9.103932643483859e-05
1913,8.117816469166428e-05,9.19130070542451e-05
1914,8.695520591572858e-05,9.202397632179782e-05
1915,0.00011588381676119752,9.761303590494208e-05
1916,0.00011181170702911913,9.864213825494517e-05
1917,0.00010581173773971386,9.681378833192866e-05
1918,0.00010230341285932809,9.444098941457924e-05
1919,9.548630805511493e-05,9.245692672266159e-05
1920,8.309464101330377e-05,8.993766823550686e-05
1921,7.929499588499311e-05,8.72872697073035e-05
1922,8.049475036386866e-05,8.747501669859048e-05
1923,7.52585783629911e-05,8.517068636137992e-05
1924,7.413715320581105e-05,8.478563722746912e-05
1925,7.409582576656248e-05,8.473656271235086e-05
1926,7.12661803845549e-05,8.404300024267286e-05
1927,7.235289376694709e-05,8.242287549364846e-05
1928,6.936635509191547e-05,8.311416786455084e-05
1929,7.009209366515279e-05,8.234765664383303e-05
1930,7.049073246889748e-05,8.166026600520127e-05
1931,6.930351082701236e-05,7.995611122169066e-05
1932,6.71907291689422e-05,7.628166167705785e-05
1933,6.627175025641918e-05,7.757723506074399e-05
1934,6.655648030573502e-05,7.942589400045108e-05
1935,6.62492420815397e-05,8.060280197241809e-05
1936,6.77286534482846e-05,8.117738980217837e-05
1937,6.619025043619331e-05,7.811529576429166e-05
1938,6.779121758881956e-05,8.035969585762359e-05
1939,6.696958735119551e-05,8.052164594118949e-05
1940,6.702327846141998e-05,7.920264579297509e-05
1941,6.993880379013717e-05,8.555520616937429e-05
1942,7.303044367290568e-05,8.80255192896584e-05
1943,7.285958963620942e-05,8.576156687922776e-05
1944,7.53749209252419e-05,9.016521471494343e-05
1945,7.636963891854975e-05,8.498562056047376e-05
1946,7.24788369552698e-05,8.383010572288185e-05
1947,7.136906242521945e-05,8.185585284081753e-05
1948,7.001169615250546e-05,8.644346780783962e-05
1949,6.818894144089427e-05,8.290659934573341e-05
1950,6.801420022384264e-05,8.076599806372542e-05
1951,6.698238939861767e-05,8.210132182284724e-05
1952,6.398903315130156e-05,8.145755600708071e-05
1953,6.694317744404543e-05,8.22721776785329e-05
1954,6.58131448290078e-05,8.099086880974937e-05
1955,6.330498763418291e-05,8.050223732425366e-05
1956,6.497512185887899e-05,8.181739030987956e-05
1957,6.3163452068693e-05,7.938458111311775e-05
1958,6.468977153417654e-05,8.153371527441777e-05
1959,6.393591866071802e-05,7.89018358773319e-05
1960,6.314083839242812e-05,8.110801354632713e-05
1961,6.607282557524741e-05,8.247464938904159e-05
1962,6.815700362494681e-05,8.426937893091235e-05
1963,6.632683471252676e-05,8.272474588011391e-05
1964,6.905547343194485e-05,8.083038665063214e-05
1965,6.695537740597501e-05,8.162045014614705e-05
1966,6.63974424242042e-05,8.232505206251517e-05
1967,6.923769069544505e-05,8.013619481062051e-05
1968,7.070611536619253e-05,8.293354585475754e-05
1969,7.398705020023044e-05,8.337213876075111e-05
1970,6.807124736951664e-05,8.118221012409776e-05
1971,6.596417551918421e-05,8.099758815660607e-05
1972,6.573154496436473e-05,8.098757643892895e-05
1973,6.475478403444868e-05,7.961893061292358e-05
1974,6.560598194482736e-05,7.982742499734741e-05
1975,6.172111170599237e-05,7.804109372955281e-05
1976,6.429831591958646e-05,7.882953104854096e-05
1977,6.465223850682378e-05,7.849382382119074e-05
1978,6.412808943423443e-05,8.035956670937594e-05
1979,6.519800626847427e-05,7.984841977304313e-05
1980,6.55480835121125e-05,8.218340008170344e-05
1981,6.462750752689317e-05,8.041734326980077e-05
1982,6.687342283839826e-05,8.361940126633272e-05
1983,6.396152093657292e-05,8.10867622931255e-05
1984,6.606462557101622e-05,8.248741505667567e-05
1985,6.49981047899928e-05,8.271572733065113e-05
1986,6.66670712234918e-05,8.227910984714981e-05
1987,6.505209057650063e-05,8.082899694272783e-05
1988,6.685437983833253e-05,8.143679951899685e-05
1989,7.077317604853306e-05,8.394302312808577e-05
1990,6.851951002317946e-05,8.354689089173917e-05
1991,6.873974780319259e-05,8.185184378817212e-05
1992,6.694747389701661e-05,8.281060399895068e-05
1993,6.89780899847392e-05,8.37140396470204e-05
1994,7.033639849396423e-05,8.402799903706182e-05
1995,6.879029751871713e-05,8.366624570044223e-05
1996,6.651849980698898e-05,8.333829646289814e-05
1997,7.048782572383061e-05,8.615753904450685e-05
1998,7.158487642300315e-05,8.813410022412427e-05
1999,7.010551598796155e-05,8.806274854578078e-05
2000,7.373385233222507e-05,9.102249532588758e-05
2001,7.1178919824888e-05,8.780999996815808e-05
2002,7.184721107478254e-05,8.991580943984445e-05
2003,7.421456393785775e-05,9.10180970095098e-05
2004,7.428195931424852e-05,9.141087139141746e-05
2005,7.419161738653202e-05,9.395857341587543e-05
2006,7.437609383487143e-05,9.33966257434804e-05
2007,7.412914965243544e-05,9.404282900504768e-05
2008,7.432595702994149e-05,9.528533337288536e-05
2009,7.475906022591516e-05,9.494949335930869e-05
2010,7.869366891100071e-05,9.906975174089894e-05
2011,7.837650991859846e-05,9.967221194528975e-05
2012,8.379670180147514e-05,0.00010192808986175805
2013,8.419113510171883e-05,9.970899191102944e-05
2014,8.517064270563424e-05,0.00010024127186625265
2015,7.945137258502655e-05,9.596286690793931e-05
2016,8.181296288967133e-05,9.678129208623432e-05
2017,8.666130088386126e-05,0.00010040961933555081
2018,8.45902759465389e-05,9.885210238280706e-05
2019,8.214359331759624e-05,9.701585076982155e-05
