year,voulons_VERB aider_VERB,voulons_VERB céder_VERB
1850,5.431196825611551e-09,1.3577992064028876e-09
1851,5.159551008659946e-09,7.739326512989919e-09
1852,9.765818376195057e-09,1.3021090872200602e-09
1853,1.3735443005202796e-08,7.166318205520383e-09
1854,8.832629738719788e-09,0.0
1855,6.8990182455763716e-09,2.653468555990912e-09
1856,5.177189232874468e-10,2.0708756931497874e-09
1857,4.881508974818871e-09,9.763018171682347e-10
1858,1.2723557318849998e-08,4.893676019968041e-10
1859,5.601390462572908e-09,3.055304009791371e-09
1860,5.492620580582752e-09,4.119465657481669e-09
1861,7.545541969022906e-09,1.4147891747029462e-09
1862,0.0,3.162590411776023e-09
1863,2.9967726078439227e-09,4.495158911765884e-09
1864,8.151037178549814e-09,2.8768367688059016e-09
1865,4.706844247692743e-09,2.8241067262513297e-09
1866,2.919367858567057e-09,1.4596839292835284e-09
1867,5.338092634588065e-09,1.455843445796745e-09
1868,1.975949626142892e-09,3.951899252285784e-09
1869,5.860222973552709e-09,1.4650557433881772e-09
1870,1.1468097582678638e-09,1.7202146374017957e-09
1871,0.0,0.0
1872,5.442605477412599e-09,1.2094678591978436e-09
1873,1.1972008939764578e-09,1.1972008939764578e-09
1874,1.7923826867161097e-09,1.1949218281515073e-09
1875,1.1443054281912168e-09,1.716458086775674e-09
1876,4.836811839936672e-09,6.04601479992084e-10
1877,8.658742167710898e-09,6.184815992682502e-10
1878,1.6305540029293297e-08,6.039088673581716e-10
1879,2.443730107160036e-09,3.665595160740054e-09
1880,2.5671385017744797e-09,0.0
1881,6.2752567586699115e-09,6.972507571312292e-10
1882,1.9966155395678697e-09,4.6587693702804245e-09
1883,3.791603475633565e-09,0.0
1884,1.9805090900604227e-09,5.941527270181268e-09
1885,2.5782542767416317e-09,0.0
1886,4.5174246565693466e-09,6.453463874400711e-10
1887,4.570247291724172e-09,0.0
1888,2.53624587998047e-09,6.340614699951175e-10
1889,6.265136742733546e-10,4.385595886446936e-09
1890,3.2771931834929546e-09,0.0
1891,1.1473596295275001e-08,0.0
1892,2.5074049503359674e-09,2.5074049503359674e-09
1893,8.005941687372342e-09,2.463366621796581e-09
1894,8.192000855444803e-09,6.301539290376468e-10
1895,1.2639090662958097e-08,0.0
1896,8.845543852942228e-09,0.0
1897,9.905413378419325e-09,0.0
1898,8.487532454637403e-09,0.0
1899,7.738609753005221e-09,2.2110313580014918e-09
1900,1.0901211489056095e-08,5.191053142894475e-10
1901,3.353243460679778e-09,1.1177477832191585e-09
1902,8.838511256215043e-09,4.419255628107521e-09
1903,5.400220270956879e-09,1.6200660812870638e-09
1904,8.599400302955473e-09,5.374625189347171e-10
1905,1.5482277682110634e-09,1.0321518084666081e-09
1906,6.6874399351490865e-09,0.0
1907,4.6285588695127444e-09,1.5428529565042481e-09
1908,1.2278472460991452e-08,4.911389073214423e-10
1909,9.901770070541716e-09,5.500983557560346e-10
1910,1.2825961626106164e-08,1.068830135508847e-09
1911,7.980561100850991e-09,0.0
1912,9.376957876838787e-09,3.125652625612929e-09
1913,1.1666577037772186e-08,0.0
1914,1.6072185360371805e-08,6.696743715117748e-10
1915,1.295883844676382e-08,0.0
1916,1.8678685265172135e-08,0.0
1917,1.6449636319748606e-08,2.1932848870420685e-09
1918,4.135095466040184e-08,1.1486376294556067e-09
1919,1.9336480860943084e-08,0.0
1920,3.028892692213958e-08,2.2716695191604686e-09
1921,9.844571380313027e-09,1.5145494858259667e-09
1922,3.6889677978990676e-09,3.6889677978990676e-09
1923,7.431163684401554e-09,0.0
1924,1.1602462102189293e-08,1.289162443462999e-09
1925,1.2097995494286806e-08,0.0
1926,1.671920735191179e-08,0.0
1927,5.574612327308159e-09,0.0
1928,6.8556245125250825e-09,3.4278122562625413e-09
1929,1.5596569369336066e-08,0.0
1930,1.2604324695075775e-08,1.0503603542488804e-09
1931,9.124285327288817e-09,0.0
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,1.1470662641954732e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,4.787313656606784e-09,0.0
1936,1.33371855781661e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,1.6854778905894818e-08,0.0
1939,1.070583532936098e-08,0.0
1940,2.028626333583361e-08,0.0
1941,8.854508237732261e-09,0.0
1942,3.3376331032286544e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,1.927911696952833e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,2.1457568166738383e-08,1.1920870957027319e-09
1948,2.8266908813634473e-08,0.0
1949,2.5524220959027843e-08,1.9634016634739737e-09
1950,1.808011518278363e-08,1.0635361480382244e-09
1951,1.3859822622919182e-08,0.0
1952,2.4253049346611988e-08,1.0544803918932644e-09
1953,1.6160740301529586e-08,0.0
1954,1.9545073115523337e-08,0.0
1955,1.6894095011821264e-08,2.815682353940474e-09
1956,1.3081712602058815e-08,0.0
1957,1.1485549400447326e-08,0.0
1958,1.6544486669545222e-08,0.0
1959,2.8677767716089875e-08,0.0
1960,2.7683332959327345e-08,2.076250060767393e-09
1961,1.598076693198891e-08,1.3896318540318475e-09
1962,1.4586500007851555e-08,0.0
1963,1.681173777967615e-08,1.939815863494232e-09
1964,1.8251904876365188e-08,6.083968329129164e-10
1965,1.586892572902343e-08,0.0
1966,1.3293779410616935e-08,5.539074754423723e-10
1967,1.7749208325312793e-08,4.930335584241163e-10
1968,1.4372530721118437e-08,8.982831700699023e-10
1969,2.2254612375149918e-08,2.7250546263957176e-09
1970,3.127133041402885e-08,0.0
1971,1.4387513402880359e-08,1.0276794970565106e-09
1972,1.539044092169206e-08,0.0
1973,1.7090931336838366e-08,0.0
1974,2.3627400480563665e-08,0.0
1975,1.770558810676448e-08,5.711480177694739e-10
1976,2.2282755196556536e-08,0.0
1977,2.52701610747863e-08,0.0
1978,1.7227714366185864e-08,0.0
1979,1.521513048885481e-08,3.5111840102075575e-09
1980,2.1603572264439208e-08,1.7055452605774235e-09
1981,2.4037088763861902e-08,0.0
1982,2.2347007799794483e-08,0.0
1983,2.273513821648976e-08,0.0
1984,3.421414973558967e-08,0.0
1985,2.285912081845254e-08,2.4062232206745193e-09
1986,3.1770774455708306e-08,1.1988970927134801e-09
1987,1.3443797186596385e-08,6.110816852533674e-10
1988,3.358070088665954e-08,1.1993107618124554e-09
1989,4.116091645300912e-08,1.0976244357863152e-09
1990,1.7435683119515488e-08,5.44865097484859e-10
1991,3.458264430378222e-08,0.0
1992,2.975369817193041e-08,0.0
1993,3.0465642453236796e-08,1.1078414852150331e-09
1994,4.2199413741172975e-08,0.0
1995,2.982347879765257e-08,0.0
1996,2.2419987644184403e-08,1.067618438099771e-09
1997,4.219507232505748e-08,4.79489448146353e-10
1998,2.193339376788117e-08,0.0
1999,4.707307255102933e-08,1.8280804647829996e-09
2000,1.7230322058026104e-08,1.7672125984802278e-09
2001,2.1467938537966802e-08,4.3812117822561447e-10
2002,3.1106672793157486e-08,8.76244299341522e-10
2003,2.2918076325595393e-08,0.0
2004,2.026203915761471e-08,8.809582507929292e-10
2005,2.1617998058331978e-08,9.007499190971657e-10
2006,2.3471972809829822e-08,1.2353669198716943e-09
2007,2.077129401811817e-08,0.0
2008,1.575252639440805e-08,4.257439678578834e-10
2009,2.098004614481397e-08,9.53638501499654e-10
2010,1.6060896612657416e-08,9.447586046817946e-10
2011,1.7972668686638826e-08,2.6767803529281764e-09
2012,1.838296448397614e-08,0.0
2013,1.7013663367038134e-08,0.0
2014,1.8189739492413537e-08,2.1654451842767486e-10
2015,1.7067630864175953e-08,6.649726325136385e-10
2016,1.3463710146766061e-08,6.214020409345267e-10
2017,1.9873329648589788e-08,1.7609279590047322e-09
2018,2.5298373174109656e-08,7.744400121190154e-10
2019,1.9387506711154856e-08,2.55098775436835e-10
