year,plusieurs_DET eaux_NOUN,plusieurs_DET sauts_NOUN
1800,4.4647134433972724e-07,4.087413785214267e-08
1801,4.905236004049129e-07,5.2386017301842e-08
1802,2.6854081625060644e-07,7.161088433349505e-08
1803,7.489302760177452e-07,2.7304748684287006e-08
1804,2.7190359297435407e-07,5.19088700912107e-08
1805,3.3261667908845993e-07,5.401467717547348e-08
1806,1.7578181132904547e-07,1.152667650217154e-08
1807,3.1031811431603273e-07,2.8469550272802735e-08
1808,3.0818605356586204e-07,2.4926814390369145e-08
1809,3.930713194932878e-07,3.840352036377226e-08
1810,1.825298880930859e-07,2.3401266702194334e-08
1811,3.058633719632553e-07,2.5070768572277302e-08
1812,1.787029546562735e-07,2.6672082320544632e-09
1813,2.013019202440347e-07,4.3136125782439194e-08
1814,2.0138733702879108e-07,0.0
1815,2.7781403844073793e-07,5.394447111228828e-09
1816,2.549364239712304e-07,2.0858434979231788e-08
1817,2.5999784725172503e-07,1.2454987263765815e-08
1818,2.718028302428621e-07,7.152706427149269e-09
1819,2.4739009951701973e-07,8.280840013696888e-09
1820,1.8630375020478596e-07,4.390598107306687e-08
1821,1.3806084253609185e-07,3.4515210245444905e-08
1822,1.3233812978796777e-07,1.2030739071633434e-08
1823,1.8777105204037525e-07,3.9530747564242574e-09
1824,1.6842225214475093e-07,7.57900142644985e-09
1825,1.7698941112698208e-07,2.289415235168235e-08
1826,1.1714619407854343e-07,2.025836387531399e-08
1827,1.8711064875276406e-07,3.6869092223668076e-09
1828,1.6051527507165986e-07,1.1006761724274838e-08
1829,1.294549552000035e-07,1.714635211591542e-09
1830,1.4298465633721946e-07,1.7742621594152297e-08
1831,2.1671776728737768e-07,0.0
1832,2.9495332221074477e-07,1.2176972319366541e-08
1833,2.281974778028939e-07,1.6217079235048004e-08
1834,2.0162586711336417e-07,1.773560920348416e-08
1835,8.546289365085613e-08,7.563087933704082e-10
1836,1.592817713280681e-07,8.064899859050456e-09
1837,1.607272839265761e-07,9.045257876039159e-09
1838,1.1614377637414464e-07,3.787297142565649e-09
1839,2.286212446023228e-07,2.027527834513876e-08
1840,8.216898661483896e-08,3.821813088222825e-09
1841,1.3033714019172749e-07,0.0
1842,6.37285153537448e-08,0.0
1843,1.4826347272123286e-07,1.4767278067040479e-08
1844,6.696044607679141e-08,1.6465684371524958e-09
1845,1.2946129324120648e-07,5.580227835366713e-09
1846,1.0830827568142354e-07,7.025401593807601e-09
1847,1.0948244177910738e-07,7.550513103637968e-09
1848,9.010648227558704e-08,1.930853166243196e-08
1849,1.1312210324021521e-07,1.6758829879393033e-09
1850,1.1948632838709727e-07,0.0
1851,1.199595587308977e-07,1.9348316282474798e-09
1852,1.1653876130779395e-07,3.2552727180501506e-09
1853,1.510898699486063e-07,4.777545248302317e-09
1854,1.7041779409865399e-07,4.156531674404107e-09
1855,1.2630509971245374e-07,5.306937111981824e-09
1856,1.5169164357953235e-07,8.28350277259915e-09
1857,1.6255425805411505e-07,4.881508974818871e-09
1858,1.8204475304983703e-07,8.808616946964776e-09
1859,1.7618919923023668e-07,4.073738679721828e-09
1860,9.612086060428737e-08,9.154367819341758e-10
1861,1.466664747984403e-07,7.073945429425521e-09
1862,1.644546971935057e-07,9.487771457372673e-09
1863,1.573305503654865e-07,5.494082966350788e-09
1864,1.448007906912352e-07,1.4384183844029508e-09
1865,1.0543331430135083e-07,3.294791106611683e-09
1866,6.90917041357153e-08,7.784980660119345e-09
1867,8.73506067478047e-08,1.3102591012170706e-08
1868,6.273639874265768e-08,9.385760613156435e-09
1869,6.788091344578362e-08,1.3185501579471293e-08
1870,9.403839706934036e-08,5.160643912205387e-09
1871,5.629224020253787e-08,2.2304472935275044e-08
1872,6.773019978201233e-08,3.628403577593531e-09
1873,1.8915773869476737e-07,1.7958012854535355e-09
1874,1.0933534699830716e-07,1.1949218281515073e-09
1875,7.609631325067312e-08,8.010137886316215e-09
1876,9.189942318243993e-08,4.232210137899983e-09
1877,7.978412686071579e-08,1.0514186854493346e-08
1878,6.703388133466603e-08,4.831270938865373e-09
1879,5.1929266220440695e-08,4.887460214320072e-09
1880,1.0268554273551445e-07,4.492492600149944e-09
1881,8.924809402621747e-08,6.972507682334594e-09
1882,9.583754456699012e-08,5.324308105514319e-09
1883,4.73950407808843e-08,8.21514056781325e-09
1884,8.780256610663173e-08,3.300848483434038e-09
1885,8.37932674357944e-08,1.9336907075562237e-09
1886,7.679621916167889e-08,9.034849313138693e-09
1887,7.508263166755569e-08,3.264462256069578e-09
1888,8.686642227750951e-08,2.53624587998047e-09
1889,8.583237531833987e-08,1.8795409673089125e-09
1890,1.0552562201837645e-07,4.5880703680722945e-09
1891,9.115134491644028e-08,1.9122659011827636e-09
1892,7.835640758457885e-08,1.191017329205124e-08
1893,7.266931634219986e-08,3.695050043717174e-09
1894,8.507078064212692e-08,3.150769645188234e-09
1895,7.703826376825873e-08,1.5046536461227333e-08
1896,3.892039046604623e-08,2.358811590497112e-09
1897,4.952706478267288e-08,7.574727511894253e-09
1898,6.563691667960114e-08,5.6583548957434e-10
1899,5.969784488968344e-08,9.949641111006713e-09
1900,7.630847831396892e-08,4.15284251431558e-09
1901,7.433023085923196e-08,2.235495566438317e-09
1902,5.450415019314647e-08,2.9461704187383475e-09
1903,4.8061958635159385e-08,9.720396931811592e-09
1904,5.912087619464046e-08,2.6873125946735854e-09
1905,4.2318223258952514e-08,5.676835002077496e-09
1906,6.533114205176105e-08,6.173021205313489e-09
1907,6.171411826016993e-08,5.142843484406967e-09
1908,5.8445528861028606e-08,3.929111258571538e-09
1909,4.1807473483146396e-08,1.6502950672681038e-09
1910,3.954671612405036e-08,5.878565634276356e-09
1911,5.1607629170113967e-08,3.1922244847493175e-09
1912,4.271725284610284e-08,3.125652792146383e-09
1913,7.052976025434532e-08,5.833288740930698e-09
1914,3.8171439342704616e-08,1.3393487430235496e-09
1915,1.5314990164938536e-08,1.4136913861761968e-08
1916,2.6369908923129515e-08,1.4283700444650549e-08
1917,4.057576963312215e-08,7.676496771580332e-09
1918,4.5945505178224266e-08,2.2972752589112133e-09
1919,2.3940405213807026e-08,0.0
1920,3.48322650722821e-08,6.815008557481406e-09
1921,5.2251958815308086e-08,3.0290989716519334e-09
1922,2.4347187377316004e-08,2.2133805899215986e-09
1923,3.927900849021171e-08,8.492758496458919e-09
1924,1.4180787211159895e-08,6.445812106292692e-09
1925,2.1996355625830688e-08,1.979672092922158e-08
1926,6.687682940764716e-08,4.458455382660986e-09
1927,4.7941668412931904e-08,3.3447675740205796e-09
1928,2.170947854818195e-08,4.570416489713125e-09
1929,4.790374674712439e-08,6.684243825105796e-09
1930,2.941009036305786e-08,1.0503603542488804e-08
1931,3.9918746530531735e-08,5.7026783295555106e-09
1932,2.849479585620429e-08,4.383814644626227e-09
1933,2.408838994938378e-08,3.4411986593596566e-09
1934,1.677421224144382e-08,4.7926320689839486e-09
1935,1.795242621227544e-08,1.555876849579363e-08
1936,3.394919900756577e-08,1.33371855781661e-08
1937,2.895957251780601e-08,2.5182236296217297e-09
1938,3.1116513810047763e-08,7.779128452511941e-09
1939,2.5999884911698246e-08,4.588215141154706e-09
1940,4.564409294971483e-08,7.607348528892999e-09
1941,3.836953510472085e-08,2.9515025978810172e-09
1942,3.9444752131245764e-08,6.068423541449874e-09
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,3.062642850437669e-08,1.2528993842408909e-08
1947,3.337843779149807e-08,5.960435700558264e-09
1948,2.6092530802657166e-08,8.697510267552389e-09
1949,1.570721330779179e-08,6.8719057111366055e-09
1950,1.701657836861159e-08,7.444753036267571e-09
1951,2.0256663901818683e-08,5.330700769690111e-09
1952,1.4762725264461096e-08,3.1634410646574906e-09
1953,1.723812381726475e-08,1.0773827385790469e-09
1954,1.1727043114362345e-08,4.886268278880834e-09
1955,1.9709776921672528e-08,3.754243138587299e-09
1956,1.831439710997529e-08,2.616342476002842e-09
1957,2.297109880089465e-08,1.3252556385623393e-08
1958,2.978007690446205e-08,8.272243334772611e-09
1959,3.952881399982289e-08,5.425523585955716e-09
1960,1.5917916873497973e-08,9.689166802218097e-09
1961,1.6675582137359868e-08,3.474079635079619e-09
1962,2.029426049432459e-08,5.707760764028791e-09
1963,2.0691370394843034e-08,9.69907976156037e-09
1964,1.4601523545820783e-08,3.6503808864551957e-09
1965,2.407699106754535e-08,1.6416130677043839e-09
1966,1.495550172592175e-08,7.754704434148607e-09
1967,2.465167803222812e-08,4.437302081328198e-09
1968,1.9762229602759973e-08,4.491415683816058e-09
1969,1.2262746151847637e-08,5.904285060864822e-09
1970,4.092865424354386e-08,1.2876429700270364e-08
1971,1.0790634386026454e-08,4.1107179882260425e-09
1972,2.103360258187692e-08,5.130146973897354e-09
1973,2.59120574996885e-08,7.718485406371656e-09
1974,1.2938814464291681e-08,3.937900228123681e-09
1975,1.8847885030481848e-08,3.4268881066168433e-09
1976,9.712995741040231e-09,5.142174241967723e-09
1977,1.0578207476630297e-08,7.639816779203557e-09
1978,3.3267311683182754e-08,5.940591241149207e-09
1979,3.5697038214266286e-08,5.266775904289034e-09
1980,2.1603572264439208e-08,4.548120546843393e-09
1981,4.4278845257039734e-08,8.223214109648325e-09
1982,1.7381006189864934e-08,8.690503427999374e-09
1983,1.8314416649900522e-08,7.57837881337764e-09
1984,2.2616132966390978e-08,1.449752107252067e-08
1985,1.8046674932215012e-08,6.015557829641693e-09
1986,2.517683839187157e-08,9.591176963752446e-09
1987,1.711028652096047e-08,9.777306964053878e-09
1988,3.17817343553628e-08,1.2592763054541933e-08
1989,1.0976244468885454e-08,5.488121956886971e-09
1990,1.1987032477733806e-08,4.90378582185258e-09
1991,1.5825955934634095e-08,7.033758464558559e-09
1992,1.597883780846132e-08,5.509944056569793e-09
1993,1.2186256448387667e-08,5.539207315052863e-09
1994,2.7429617632801495e-08,1.3714808844156323e-08
1995,4.337960540778951e-08,6.506940763983948e-09
1996,1.441284891434691e-08,6.4057106285986265e-09
1997,2.0618046936426992e-08,4.794894259418925e-09
1998,1.0966697439052098e-08,1.0013071261028017e-08
1999,2.8335246704536132e-08,7.3123217758652714e-09
2000,1.1928684817696933e-08,9.277866475088103e-09
2001,1.70867264781549e-08,6.133696661692056e-09
2002,1.3581786362237835e-08,5.257465574004527e-09
2003,1.7501075477710515e-08,4.166922806803086e-09
2004,1.938108110111081e-08,8.80958239690699e-09
2005,1.4411999038621559e-08,9.90824944313573e-09
2006,1.4412615101377924e-08,4.529678854225949e-09
2007,1.677681460421354e-08,3.994479413904628e-09
