year,ses_DET hommes_NOUN,ses_DET sommes_NOUN
1882,3.5599654317763907e-06,4.658769592325029e-09
1883,3.2904798814570313e-06,4.423537369735442e-09
1884,3.5787798609021593e-06,1.650424152899177e-08
1885,3.246022103553514e-06,5.80107206715752e-09
1886,3.983723466660649e-06,8.38950281467632e-09
1887,3.583726794431641e-06,7.83470954779375e-09
1888,3.5386970225204095e-06,1.6485598219873054e-08
1889,4.2039068972599125e-06,9.397704836544563e-09
1890,3.865121620094669e-06,5.898947996740844e-09
1891,3.343915878417647e-06,5.0993759215245404e-09
1892,3.3304607001127806e-06,5.014809900671935e-09
1893,3.2448696209996797e-06,1.847525021858587e-09
1894,3.895611520476905e-06,2.520615716150587e-09
1895,3.610566913891944e-06,1.2639090662958097e-08
1896,3.5217057003933405e-06,5.307326078618502e-09
1897,3.1598266829746535e-06,5.244042200480692e-09
1898,3.466308250210659e-06,1.3580051749784161e-08
1899,3.456947432312063e-06,1.0502398950507086e-08
1900,3.3534203041085675e-06,7.267474400052265e-09
1901,3.701980645587355e-06,7.265360424391076e-09
1902,2.879881527917405e-06,9.820567470342212e-09
1903,3.053284508780507e-06,1.1880484596105134e-08
1904,2.9200338858004216e-06,1.5586413049106795e-08
1905,3.1702543346057155e-06,8.773290538499623e-09
1906,3.019636423573502e-06,7.201858387428928e-09
1907,2.947363441307971e-06,6.68569621886661e-09
1908,2.7528334740622995e-06,1.178733355367001e-08
1909,3.018939835897072e-06,6.60118004702781e-09
1910,2.7351363556249453e-06,6.947395880807505e-09
1911,3.378437604339979e-06,7.980561322895596e-09
1912,2.9589511925109946e-06,8.335073964360618e-09
1913,3.0067952465628878e-06,1.2196876009173963e-08
1914,4.928133513715238e-06,1.0714789944188396e-08
1915,1.0943149987951983e-05,2.3561523843085297e-09
1916,1.1116015031120696e-05,1.2086207812345151e-08
1917,1.1906247380011337e-05,5.483212217605171e-09
1918,1.0616857338163754e-05,4.594550517822427e-09
1919,8.508051593025812e-06,7.366278920173386e-09
1920,5.425503943001786e-06,1.3630017559052021e-08
1921,4.483823758505423e-06,1.2116395997630036e-08
1922,3.4897634577646386e-06,7.377935595798135e-09
1923,2.96078803785349e-06,2.0170300985000722e-08
1924,3.6083657590779694e-06,1.1602461880144688e-08
1925,3.1080851314868596e-06,5.499088961968823e-09
1926,3.361675446456047e-06,8.916910987366578e-09
1927,3.0838757041351528e-06,1.3379069518926201e-08
1928,2.6051373893665186e-06,2.2852082781632532e-08
1929,3.0747521009288903e-06,2.2280812750352652e-09
1930,3.021886648468808e-06,1.575540542475551e-08
1931,3.2744779545623715e-06,1.1405356659111021e-08
1932,3.0653823230863964e-06,1.3151443711834077e-08
1933,3.295521239010668e-06,4.588264879146209e-09
1934,3.3824001377524837e-06,8.38710612072191e-09
1935,3.3379544603917566e-06,1.3165112555668657e-08
1936,3.20456204860875e-06,7.274828739411987e-09
1937,3.6602380575345705e-06,1.0072894407464617e-08
1938,3.4461540963093285e-06,1.555825734911309e-08
1939,3.196456574983131e-06,1.070583532936098e-08
1940,6.89479371374091e-06,1.5214697723919812e-08
1941,5.5252128703386916e-06,1.1806010391524069e-08
1942,4.463325296910625e-06,2.1239483061208375e-08
1943,5.829696291925757e-06,0.0
1944,9.925532410193227e-06,1.2852744646352221e-08
1945,7.036568234752849e-06,1.089252066321933e-08
1946,4.925286503976167e-06,4.1763312808029696e-09
1947,4.179457334885228e-06,2.145756705651536e-08
1948,4.2052463129493844e-06,8.697510267552389e-09
1949,3.230777402052354e-06,1.668891380646187e-08
1950,3.0938266277757975e-06,2.3397794812751727e-08
1951,4.246436219546013e-06,1.0661401761424827e-08
1952,3.7845301505967655e-06,9.490323193972472e-09
1953,3.3204936116248973e-06,1.6160741300730308e-08
1954,3.363707023140705e-06,2.9317608341017376e-09
1955,3.335645011759425e-06,1.0324168631115072e-08
1956,2.8936748250885103e-06,5.232684952005684e-09
1957,3.1514580598468456e-06,1.5019564092444426e-08
1958,3.125253464020261e-06,1.6544487113634432e-08
1959,3.085572657823832e-06,1.6276570535822543e-08
1960,3.7718542529319166e-06,1.2457499698470542e-08
1961,4.116089726835526e-06,1.181187103682646e-08
1962,4.062022966877521e-06,1.0147129914095387e-08
1963,3.972743172653281e-06,1.745834288247039e-08
1964,3.7738855951374717e-06,1.155953976983426e-08
1965,3.5951324406369167e-06,1.969935603529649e-08
1966,3.9532378792728196e-06,9.416426971498026e-09
1967,3.8934861095185624e-06,8.381570104631919e-09
1968,4.204863600421049e-06,8.98283178396575e-09
1969,3.984030115589121e-06,1.3171097462683079e-08
1970,4.003190127832568e-06,9.197449912790034e-09
1971,3.4437540392673327e-06,5.138397263237948e-09
1972,3.7126872882708994e-06,6.669190977248718e-09
1973,3.2820101409924973e-06,1.3231689521830958e-08
1974,3.6588718401731057e-06,8.438357679274588e-09
1975,3.6821912274831448e-06,4.569184142155791e-09
1976,3.2869920403300057e-06,7.998937456843436e-09
1977,3.1740498016574747e-06,5.289103488514968e-09
1978,3.605939021156246e-06,3.564354700280603e-09
1979,3.344988009246208e-06,9.948355028654987e-09
1980,3.6731759536223763e-06,3.979605422976817e-09
1981,3.690325513616699e-06,1.1385989540091401e-08
1982,3.813889506432133e-06,1.3035754697909852e-08
1983,3.5296301135190333e-06,1.0104505565600164e-08
1984,4.1457112445186795e-06,4.059305891424003e-09
1985,3.878831847714537e-06,3.007779025843149e-09
1986,3.782520323625249e-06,4.196139935519483e-09
1987,3.8467593128643784e-06,7.94406207482723e-09
1988,3.810809900528511e-06,5.396898483667201e-09
1989,3.9240074727331375e-06,6.585746614717891e-09
1990,4.067962990461638e-06,3.814055737905164e-09
1991,3.6300055015203725e-06,7.6199047072123e-09
1992,4.014545453401297e-06,8.264916362410446e-09
1993,4.13169460955487e-06,4.4313659408601325e-09
1994,4.291680184564939e-06,5.802419378309054e-09
1995,4.073887296840439e-06,4.3379608238858225e-09
1996,4.0158467697892775e-06,3.2028553142993132e-09
1997,4.1020321646101365e-06,5.753873155711631e-09
1998,4.351871410790409e-06,1.3350762162467333e-08
1999,4.13009064459402e-06,7.312321692598545e-09
2000,4.311556793368254e-06,5.301637906462986e-09
2001,4.345285859130854e-06,1.0076787043677982e-08
2002,4.766768796571341e-06,6.571832411594869e-09
2003,4.5356957656395025e-06,9.167230530238157e-09
2004,4.832937108290025e-06,9.690540592188768e-09
2005,4.601030397566319e-06,8.557124120400772e-09
2006,4.757398414767522e-06,1.1118302889467913e-08
2007,5.4816240577793e-06,7.589511241690161e-09
2008,5.358839260338755e-06,8.940623574815731e-09
2009,5.913512410415933e-06,7.629107789952627e-09
2010,7.379509355587288e-06,9.447586268862551e-09
2011,8.12823500950799e-06,5.353560678100777e-09
2012,8.884419003152288e-06,6.127654827992046e-09
2013,9.781461329794183e-06,8.925200245535336e-09
2014,1.1139050172914722e-05,8.661780542817965e-09
2015,9.498247436567908e-06,6.428068743957738e-09
2016,9.374263299832819e-06,7.663958190295972e-09
2017,9.084627151878522e-06,7.798395401659164e-09
2018,9.832290800204646e-06,1.2391040304926548e-08
2019,9.163148121160702e-06,6.377469552454329e-09
