year,plusieurs_DET heures_NOUN,plusieurs_DET soeurs_NOUN
1974,1.36307605203001e-06,1.1251143350321513e-09
1975,1.2570967928837717e-06,2.2845920710778955e-09
1976,1.3061122903224032e-06,6.2848797277581525e-09
1977,1.1647781104073829e-06,2.938390863960194e-09
1978,1.305742010515587e-06,5.346532105932056e-09
1979,1.2874340882262914e-06,2.9259866751729646e-09
1980,1.283707034005488e-06,3.979605589510271e-09
1981,1.2682726939772238e-06,2.5302198114474095e-09
1982,1.3209565068450502e-06,2.483000915987077e-09
1983,1.3356893155958005e-06,3.1576580239445207e-09
1984,1.311735687181681e-06,8.118611560803402e-09
1985,1.336656961115068e-06,1.503889479614884e-08
1986,1.3487592553929062e-06,6.593933954412989e-09
1987,1.3333801884840568e-06,1.161055201981398e-08
1988,1.3840046602098255e-06,6.596209134457354e-09
1989,1.3187957144111806e-06,2.7440609784434855e-09
1990,1.3300157384321665e-06,7.083246156280865e-09
1991,1.2133232729638621e-06,4.689171995142516e-09
1992,1.2353294422950967e-06,4.407955389584828e-09
1993,1.3044833533371047e-06,7.754890452016383e-09
1994,1.3757009007520082e-06,6.329911872438032e-09
1995,1.3371763820657634e-06,4.880205906054869e-09
1996,1.2693982860412234e-06,1.3345230476247139e-08
1997,1.4355914395025593e-06,5.753873266733933e-09
1998,1.4099358196517642e-06,6.6753810257225155e-09
1999,1.3724314200658227e-06,6.3982814879626204e-09
2000,1.3810765935318159e-06,1.7672125984802278e-09
2001,1.3498513560250558e-06,7.448060029835446e-09
2002,1.4839197639560098e-06,2.1906108038649563e-09
2003,1.5300941242912813e-06,3.75023062604285e-09
2004,1.5905700969653935e-06,1.761916529341434e-09
2005,1.6470212642616389e-06,0.0
2006,1.7031592989269484e-06,4.1178899179428186e-10
2007,2.0144160473023476e-06,2.3966877371606188e-09
2008,2.1359574020607397e-06,4.257439678578834e-10
2009,2.3941094227097892e-06,4.291373256748443e-09
2010,2.791761716025576e-06,4.723793023408973e-10
2011,3.395687159013505e-06,3.82397197240536e-10
2012,3.883912029323255e-06,6.808505426114664e-10
2013,3.93071387350119e-06,5.578250084070646e-10
2014,4.012353400639768e-06,6.496335691608124e-10
2015,3.9678915300100925e-06,2.2165753954528356e-10
2016,4.223669435532429e-06,6.214020409345267e-10
2017,4.196039498083337e-06,0.0
2018,4.594752724074169e-06,0.0
2019,4.359127913744487e-06,2.55098775436835e-10
