year,ces_DET heures_NOUN,ces_DET soeurs_NOUN
1957,1.2545753076409483e-06,8.835037701437898e-10
1958,1.214365298096709e-06,8.272243445794913e-09
1959,1.1137824680318431e-06,5.4255236969780185e-09
1960,1.1578553991142826e-06,3.4604167309382206e-09
1961,1.288883572314603e-06,3.47407969059077e-09
1962,1.1459915487677108e-06,3.1709782577493684e-09
1963,1.3139020360597442e-06,3.879631838010766e-09
1964,1.2259195738550943e-06,6.692365273064382e-09
1965,1.1491291314058572e-06,7.660860945613024e-09
1966,1.0479929848372649e-06,4.985167390003653e-09
1967,1.1596149835924052e-06,3.944268467392931e-09
1968,1.3254167781084902e-06,5.838840411165336e-09
1969,1.1209057735328543e-06,6.358460702404756e-09
1970,1.0508086631944025e-06,4.138852427448825e-09
1971,1.2193417422423636e-06,1.5929031871309007e-08
1972,1.162491233053231e-06,3.5911027485013847e-09
1973,1.0403415382498338e-06,9.372446596600525e-09
1974,1.0249791462246804e-06,7.875800345225059e-09
1975,8.984158537117537e-07,9.138368284311582e-09
1976,1.0050093769420343e-06,9.141642831611563e-09
1977,8.815172822806971e-07,7.052138095708926e-09
1978,8.999995975145225e-07,1.1287123569125868e-08
1979,8.309802184136572e-07,7.022367909392813e-09
1980,9.329332386620592e-07,9.096240982664483e-09
1981,8.805164908309848e-07,5.692994686778974e-09
1982,8.349090627746136e-07,4.9660017209518514e-09
1983,1.0319226628752176e-06,1.136756822006646e-08
1984,9.643751179844173e-07,5.799008495621649e-09
1985,8.776698994239496e-07,6.617113856854928e-09
1986,9.489270205165212e-07,1.2588419640024995e-08
1987,9.447322879552189e-07,2.26100226874415e-08
1988,1.035604859644934e-06,5.996553809062277e-09
1989,9.198092989493034e-07,9.329807704183679e-09
1990,9.611420201949272e-07,1.2531897131129455e-08
1991,8.856674105217621e-07,1.2309076979910571e-08
1992,9.669951968049872e-07,1.5978837863972473e-08
1993,9.898563932964066e-07,1.3294098155647305e-08
1994,1.0660626710290444e-06,1.4242301948907965e-08
1995,9.033803305413812e-07,2.657000858219405e-08
1996,9.320309057869736e-07,2.2953796641189683e-08
1997,9.556224433993066e-07,2.3494983070193598e-08
1998,9.445663766705081e-07,1.287394846283263e-08
1999,9.45117571760079e-07,2.1022925095204315e-08
2000,9.352972600851217e-07,1.060327525781446e-08
2001,9.331980797000483e-07,1.1391150772643854e-08
2002,8.876354526954344e-07,7.00995456126563e-09
2003,9.875607522857877e-07,7.083769126836614e-09
2004,9.342562181657854e-07,2.2023955992267474e-09
2005,9.210167895012944e-07,1.0808999362232896e-08
2006,1.0241192098803253e-06,9.059358041518806e-09
2007,9.698596445950614e-07,2.3966877371606188e-09
2008,1.084369912751626e-06,6.8119035967484365e-09
2009,1.1581939896032623e-06,5.721831008997924e-09
2010,1.2655041992104543e-06,9.447586046817946e-10
2011,1.3628636437168495e-06,1.529588788962144e-09
2012,1.5101265361527894e-06,2.0425516000788235e-09
2013,1.654787880056574e-06,3.3469500504423877e-09
2014,1.948467519552466e-06,5.8467021224473115e-09
2015,1.825349870920867e-06,1.329945265027277e-09
2016,1.8229863938401536e-06,3.31414412579889e-09
2017,1.605211553012964e-06,5.031222660711876e-10
2018,1.916480867336645e-06,5.679226533494841e-09
2019,1.8451294394594697e-06,6.1223706659951915e-09
