year,trois_DET antennes_NOUN,trois_DET centaines_NOUN
1800,0.0,2.829747991484055e-08
1801,0.0,9.524730337773235e-09
1802,0.0,2.6854081625060644e-08
1803,0.0,3.1205427575287104e-08
1804,0.0,2.9662210465630778e-08
1805,0.0,5.685755422035754e-09
1806,0.0,5.76333825108577e-09
1807,0.0,3.9857372513552036e-08
1808,0.0,4.5321479902327155e-09
1809,0.0,2.259030518203531e-09
1810,0.0,4.680253518074551e-09
1811,0.0,1.0028307073639553e-08
1812,0.0,1.3336041604361526e-08
1813,0.0,5.751483289628823e-09
1814,0.0,0.0
1815,0.0,5.1247248222807684e-08
1816,0.0,6.721051448721482e-08
1817,0.0,3.113746815941454e-09
1818,1.0729059418679299e-08,8.344824387052086e-09
1819,1.1386155129855524e-08,4.140420006848444e-09
1820,0.0,2.3732962262101864e-09
1821,9.86148829262845e-10,3.94459531705138e-09
1822,0.0,1.2030739071633434e-08
1823,0.0,4.941343334508019e-09
1824,0.0,2.0210670470532932e-08
1825,0.0,2.1133063299316746e-08
1826,1.6735169694470642e-08,2.906634755106552e-08
1827,0.0,6.452091305675367e-09
1828,1.8344602503717056e-09,1.3758452155343548e-08
1829,7.715858174606183e-09,2.2290258527846163e-08
1830,0.0,8.349468672008697e-09
1831,0.0,1.2472964883158966e-08
1832,1.2176972319366541e-08,1.2176972319366541e-08
1833,1.1583628278799551e-08,1.50587169400751e-08
1834,8.401077833397608e-09,2.9870498963191494e-08
1835,0.0,1.2100940693926532e-08
1836,0.0,1.1425274948351216e-08
1837,2.0873671680021744e-09,1.948209416013924e-08
1838,4.418513555037862e-09,1.2624323586507558e-08
1839,0.0,4.894032734625853e-09
1840,0.0,1.3376346252869098e-08
1841,8.988767952189392e-09,9.630822361827995e-09
1842,6.708265054555795e-09,1.2074877098200432e-08
1843,0.0,2.3627643952472965e-08
1844,3.841992946007622e-09,1.0977122322231025e-08
1845,0.0,3.124927516751086e-08
1846,5.854501328173001e-10,1.1123552079439492e-08
1847,0.0,1.941560512364049e-08
1848,0.0,4.103063133698015e-08
1849,1.6758829879393033e-09,8.379414495607307e-09
1850,8.146795238417326e-09,1.5614690873633208e-08
1851,5.159551008659946e-09,3.4826967976187007e-08
1852,6.510545436100301e-10,5.859490670445666e-09
1853,1.7915795513800958e-09,1.0749477308280575e-08
1854,1.0391328908454511e-09,1.454786069388092e-08
1855,0.0,5.837630823180007e-09
1856,0.0,6.73034605824796e-09
1857,0.0,2.001418764052687e-08
1858,0.0,1.0276719919488642e-08
1859,0.0,4.582956236731661e-09
1860,1.8308735638683515e-09,1.8308735638683515e-09
1861,0.0,1.131831339762357e-08
1862,1.3553959066214816e-09,5.873382225018986e-09
1863,0.0,9.989241989138975e-09
1864,1.9658385363996445e-08,6.233146443435089e-09
1865,2.58876440284439e-08,1.4591217623038943e-08
1866,0.0,1.6543083347642096e-08
1867,4.367530337390235e-09,2.038180824115443e-08
1868,5.9278488784286765e-09,1.1361710683388537e-08
1869,9.767038289254515e-10,8.30198221279943e-09
1870,0.0,1.0321287380321564e-08
1871,1.0621177271019633e-09,9.559059321873065e-09
1872,1.2094678591978436e-09,1.2094679036067646e-08
1873,0.0,1.0774807712721213e-08
1874,5.974609251779839e-09,1.5533982988813477e-08
1875,2.0025344937835143e-08,2.1741803024610817e-08
1876,1.813804439976252e-09,1.6324239737741664e-08
1877,0.0,1.0514186854493346e-08
1878,6.039088673581716e-10,1.2078177569208037e-08
1879,0.0,6.720257794690099e-09
1880,0.0,8.343199908722454e-09
1881,0.0,1.9523021421719022e-08
1882,1.0648616211028639e-08,1.2645231528551903e-08
1883,8.847074184359371e-09,8.847074461915128e-09
1884,5.281357573494461e-09,1.2543224237049344e-08
1885,1.2891271383708158e-09,1.9981470700258797e-08
1886,7.227879755822286e-08,1.1616235084943582e-08
1887,6.528924623161458e-10,1.2404957061562527e-08
1888,5.07249175996094e-09,2.0924028731883482e-08
1889,4.385595886446936e-09,1.6915869593958632e-08
1890,6.554386478008212e-10,9.176140736144589e-09
1891,5.736798147637501e-09,1.5935549768641977e-08
1892,8.775917104131281e-09,1.4417578242387208e-08
1893,5.542574843531156e-09,2.0322774574310642e-08
1894,0.0,5.671385139294216e-09
1895,1.6852119699706236e-08,1.2037228991346183e-08
1896,2.6536630670648265e-08,5.8970289207316284e-09
1897,6.992056156285287e-09,3.204692333724779e-08
1898,0.0,1.5277558773618694e-08
1899,5.527578395003729e-09,1.5477219506010442e-08
1900,4.931500596772054e-08,1.142031713641245e-08
1901,9.500856101851696e-09,1.0059729937950124e-08
1902,8.347482705062248e-09,1.5221880644844532e-08
1903,5.400220270956879e-10,5.940242076007962e-09
1904,5.374625189347171e-10,5.912087708281888e-09
1905,9.28936660926638e-09,1.7030505006232488e-08
1906,1.1317206283223413e-08,1.6975809202790515e-08
1907,1.697138252154673e-08,2.6228502036929058e-08
1908,4.911389073214423e-10,1.3260750719723546e-08
1909,1.1552065082298668e-08,1.8153246017504898e-08
1910,5.878565634276356e-09,1.8170112525695004e-08
1911,5.3203743632934675e-09,1.3832972989291648e-08
1912,4.688478938419394e-09,2.1358627477763292e-08
1913,7.42418571064718e-09,1.590896836489719e-08
1914,2.0090231700464756e-09,1.875088173619588e-08
1915,1.1780761921542648e-09,3.534228554258334e-08
1916,9.888715624128963e-09,2.8567400889301098e-08
1917,3.289927441585405e-09,5.04455535121906e-08
1918,1.4932290071101306e-08,3.3310490366034173e-08
1919,1.8415696745321952e-09,6.4454939163738345e-09
1920,2.2716695191604686e-09,3.7861159540852896e-08
1921,3.0290989716519334e-09,1.6660044011018726e-08
1922,1.1804696553596727e-08,2.3609393551282665e-08
1923,2.017030231726835e-08,3.3971033541746465e-08
1924,1.4180787211159895e-08,1.804827443052659e-08
1925,5.499089184013428e-09,1.6497267552040284e-08
1926,1.7833821197577038e-08,2.4521503827479307e-08
1927,1.8953683067479687e-08,2.2298449309232637e-08
1928,1.1426041335305115e-08,1.5996457491951332e-08
1929,6.684243825105796e-09,1.7824650200282122e-08
1930,8.402882945013346e-09,2.7309368988426286e-08
1931,3.763767697506637e-08,2.737285687004487e-08
1932,8.767629400274757e-09,2.6302888755935783e-08
1933,3.4411986593596566e-09,2.638252261100149e-08
1934,4.7926320689839486e-09,2.3963160344919743e-08
1935,8.377798899061872e-09,2.393656917121234e-08
1936,0.0,2.3036957230715416e-08
1937,2.5182236296217297e-09,1.7627565185307503e-08
1938,3.8895642262559704e-09,3.7599123259290934e-08
1939,7.647025235257843e-09,1.5294050470515685e-08
1940,1.2678914806940611e-08,2.02862628917444e-08
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,2.123948195098535e-08
1943,0.0,8.709705845433291e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,6.535512131478072e-09,1.742803235060819e-08
1946,9.744772988540262e-09,2.5057988572996237e-08
1947,5.4836005958236456e-08,2.8610090296865565e-08
1948,1.5220642746172075e-08,1.956939832403748e-08
1949,2.0615717910565934e-08,2.7487622844546422e-08
1950,1.595304155443955e-08,2.7651939404904624e-08
1951,6.396841278899501e-09,1.5992102864181845e-08
1952,6.326882129314981e-09,2.4253049346611988e-08
1953,7.54167928107563e-09,2.2625038065271497e-08
1954,8.795282724349818e-09,1.3681550337096837e-08
1955,3.754243138587299e-09,1.783265446420046e-08
1956,1.3081712157969605e-08,1.744228228517386e-08
1957,1.3252556607667998e-08,1.2369053170591116e-08
1958,1.737171084759126e-08,1.6544486669545222e-08
1959,1.1626121954044777e-08,2.325224335297804e-08
1960,2.2838750002307506e-08,2.6991250345886897e-08
1961,1.3201502280235644e-08,1.528595028332802e-08
1962,1.2049717335038679e-08,2.4099433559854333e-08
1963,1.8104949428554562e-08,2.0044765847160306e-08
1964,1.9468698653213323e-08,1.8251904765342886e-08
1965,1.3132904541635071e-08,1.7510538796727815e-08
1966,5.539074976468328e-09,1.606331601067268e-08
1967,1.4297972805721315e-08,1.9721343169631922e-08
1968,1.5719955781534622e-08,2.8295920023735377e-08
1969,1.044604303057639e-08,2.815889921237158e-08
1970,1.2876429700270364e-08,2.299362514279757e-08
1971,5.652237344833111e-09,1.798439086542203e-08
1972,2.0520587451500205e-08,1.7955514408640738e-08
1973,1.8193572426383753e-08,2.8668659168840094e-08
1974,1.575160024636091e-08,1.856438669456395e-08
1975,1.77055889949429e-08,2.9128549350332378e-08
1976,1.1427053969725876e-08,1.9425991482080462e-08
1977,2.1744092415509897e-08,2.056873649181057e-08
1978,1.7227714366185864e-08,1.128712323605896e-08
1979,2.399308984823989e-08,2.9259866751729646e-08
1980,1.3075846239107847e-08,1.5349906234973787e-08
1981,8.223214109648325e-09,1.5813874654213578e-08
1982,9.311253101884631e-09,1.9864007883008128e-08
1983,1.5788289231544184e-08,2.336666926616715e-08
1984,1.6237224009785223e-08,2.3775934387959552e-08
1985,1.3835783629900789e-08,2.707001200974446e-08
1986,8.991728250862252e-09,2.09806990114636e-08
1987,1.4054878871849752e-08,2.0776777631681398e-08
1988,1.199310784016916e-08,2.3386560021876335e-08
1989,1.9757239844153673e-08,2.2501300045441042e-08
1990,1.6345953257612678e-08,2.0704874259536155e-08
1991,1.1136783939491579e-08,3.0479619661516466e-08
1992,2.0386794030713418e-08,3.085568700544883e-08
1993,1.2740176913439427e-08,3.046564123199147e-08
1994,8.43988251508776e-09,1.8989735894869852e-08
1995,1.1929392029763619e-08,2.3858783115837667e-08
1996,1.868332200061218e-08,2.1352368317906212e-08
1997,6.233362936924891e-09,2.7810388658622287e-08
1998,1.144351013948608e-08,1.8118890610097083e-08
1999,1.142550276611587e-08,2.376504681933511e-08
2000,1.0161472663305915e-08,1.9439339027371716e-08
2001,1.0953029233595757e-08,1.883921085799045e-08
2002,1.2705541951874011e-08,2.1906107761093807e-08
2003,7.500461585152607e-09,2.4168152479298044e-08
2004,1.5857248514272726e-08,2.5547789661573006e-08
2005,9.457873928475635e-09,1.8915748967174295e-08
2006,9.882936247151974e-09,3.006059756671675e-08
2007,1.9572949483404045e-08,2.1170741965059747e-08
2008,1.1920830988998432e-08,2.7247613304526297e-08
2009,1.3350939020995156e-08,2.9562793102400065e-08
2010,8.502827608669605e-09,2.5036102968556406e-08
2011,1.4148696325655408e-08,2.7532597424162475e-08
2012,1.8042539462470586e-08,2.8255297768176035e-08
2013,6.97281271611061e-09,2.1476263545316954e-08
2014,5.846702150202887e-09,2.9883144209152945e-08
2015,8.866301304255586e-09,2.19440964982498e-08
2016,7.249690292532307e-09,2.1127668947684697e-08
2017,7.043711836018929e-09,1.8867085060936262e-08
2018,1.161660012627408e-08,2.0651734433663194e-08
2019,6.122370499461738e-09,1.709161767671219e-08
