year,devez_VERB aider_VERB,devez_VERB céder_VERB
1800,3.144164484325529e-09,0.0
1801,0.0,3.095537337571841e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,9.751696339321825e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,3.1698359492793315e-08
1807,2.8469551160981155e-09,8.540865792383556e-09
1808,2.2660739951163578e-09,1.3596443970698147e-08
1809,0.0,0.0
1810,0.0,9.360507036149102e-09
1811,0.0,1.7549536934780008e-08
1812,0.0,1.8670457180292033e-08
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,5.394447111228828e-09,5.394447111228828e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,2.2650237241350624e-08
1819,0.0,6.210630232317271e-09
1820,0.0,2.3732962262101864e-08
1821,0.0,2.5639868894700157e-08
1822,0.0,1.0025615893027862e-09
1823,0.0,9.882686669016039e-09
1824,0.0,1.6842225392110777e-09
1825,8.805443041381977e-10,3.522177216552791e-09
1826,0.0,8.807984341885344e-10
1827,0.0,1.8434546111834038e-09
1828,0.0,5.503380862137419e-09
1829,0.0,2.571952872898464e-09
1830,4.174734336004349e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,3.1182412207897414e-09
1832,0.0,2.705993873419743e-09
1833,0.0,3.4750886612755494e-09
1834,0.0,1.8669061851994684e-09
1835,0.0,1.0588323107185715e-08
1836,3.36037508930076e-09,3.36037508930076e-09
1837,0.0,7.653680356156656e-09
1838,0.0,7.574594285131298e-09
1839,2.0974426639952526e-09,2.0974426639952526e-09
1840,5.095750932326837e-09,8.280594876453051e-09
1841,6.420548537278137e-10,1.0272877659645019e-08
1842,0.0,1.2074877098200432e-08
1843,1.1813822142769936e-09,2.3627644285539873e-09
1844,1.097712254427563e-09,4.9397050894128824e-09
1845,0.0,3.9061593959388574e-09
1846,0.0,4.6836010625384006e-09
1847,1.0786447290911383e-09,8.089835468183537e-09
1848,1.6090443422100975e-09,0.0
1849,0.0,7.54147322368226e-09
1850,0.0,1.3577992064028876e-09
1851,1.2898877521649865e-09,4.514607354622058e-09
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,5.971931837933653e-10,2.388772735173461e-09
1854,2.0782657816909023e-09,6.234797567117312e-09
1855,4.2455496895854594e-09,5.837630823180007e-09
1856,4.659470143053568e-09,4.141751386299575e-09
1857,1.4644527812635033e-09,4.881508974818871e-09
1858,4.404308473482388e-09,2.4468380654951716e-09
1859,5.092173349652285e-10,2.036869339860914e-09
1860,3.661747127736703e-09,7.323494255473406e-09
1861,8.017138064531082e-09,7.545541969022906e-09
1862,9.035972525772706e-10,1.3102160245637151e-08
1863,3.496234635136375e-09,3.496234635136375e-09
1864,9.589455896019672e-10,5.753673537611803e-09
1865,7.0602665935837194e-09,0.0
1866,0.0,9.731225825149181e-10
1867,3.396968040192405e-09,1.94112459439566e-09
1868,0.0,1.4819622196071691e-09
1869,8.30198221279943e-09,3.906815315701806e-09
1870,1.1468097582678638e-09,0.0
1871,1.0621177271019633e-09,3.18635318130589e-09
1872,6.047339295989218e-10,1.8142017887967654e-09
1873,1.1972008939764578e-09,0.0
1874,0.0,5.974609140757536e-10
1875,4.005069165202713e-09,8.010138330405425e-09
1876,0.0,0.0
1877,1.2369631985365004e-09,3.0924081073635534e-09
1878,2.4156354694326865e-09,4.831270938865373e-09
1879,0.0,3.0546627449723474e-09
1880,6.417846254436199e-10,2.5671385017744797e-09
1881,4.183504653809678e-09,3.4862537301449947e-09
1882,2.6621540527571597e-09,3.9932310791357395e-09
1883,6.319338941018771e-10,3.791603475633565e-09
1884,3.300848483434038e-09,4.621187876807653e-09
1885,6.445635691854079e-10,1.2891271383708158e-09
1886,0.0,1.2906927748801422e-09
1887,2.6115698492645834e-09,6.528924512139156e-09
1888,3.804368819970705e-09,1.9021844099853524e-09
1889,1.2530273485467092e-09,2.5060546970934183e-09
1890,1.3108772956016423e-09,0.0
1891,2.5496880162734215e-09,0.0
1892,1.2537024751679837e-09,3.761107425503951e-09
1893,0.0,2.463366621796581e-09
1894,1.8904617871129403e-09,6.301539290376468e-10
1895,4.213029924926559e-09,3.611168697403855e-09
1896,1.7691086373616827e-09,2.358811590497112e-09
1897,5.826713556089658e-10,5.826713556089658e-10
1898,1.13167097914868e-09,0.0
1899,3.8693048765026106e-09,1.6582735185011188e-09
1900,1.5573159428683425e-09,3.114631885736685e-09
1901,4.470991132876634e-09,2.794369402536745e-09
1902,5.4013122863239005e-09,9.820567692386817e-10
1903,2.1600881083827517e-09,0.0
1904,5.374625189347171e-10,3.2247751136083025e-09
1905,5.160759042333041e-10,0.0
1906,2.0576738091193647e-09,5.144184522798412e-10
1907,2.057137349353866e-09,0.0
1908,7.367083831866239e-09,3.929111258571538e-09
1909,1.6502950117569526e-09,0.0
1910,8.550641084070776e-09,2.137660271017694e-09
1911,1.5961122423746588e-09,5.320374141248863e-10
1912,5.730363294986773e-09,7.293189607793238e-09
1913,2.121195885607108e-09,0.0
1914,2.678697486047099e-09,0.0
1915,0.0,0.0
1916,3.2962386153911893e-09,0.0
1917,4.386569774084137e-09,0.0
1918,2.756730310693456e-08,0.0
1919,1.8415696745321952e-09,3.6831393490643904e-09
1920,0.0,7.572231730534895e-10
1921,6.058197943303867e-09,2.2718242842501013e-09
1922,2.2133805899215986e-09,2.2133805899215986e-09
1923,2.1231896241147297e-09,0.0
1924,6.445812328337297e-09,0.0
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,7.802296586589819e-09,5.57306911730393e-09
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,6.684243825105796e-09,0.0
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,3.590485242455088e-09
1936,2.424942913137329e-09,0.0
1937,0.0,5.0364472592434595e-09
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,7.647025235257843e-09,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,0.0
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,0.0,4.7683483828109274e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,3.190608444114673e-09,5.317680518146517e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,7.818028890937967e-09,0.0
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,0.0
1957,7.068030161150318e-09,0.0
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,6.975672928177801e-09,1.5501495642666896e-09
1960,1.3841666701708277e-09,0.0
