year,devez_VERB aider_VERB,devez_VERB céder_VERB
1961,2.779263708063695e-09,1.3896318540318475e-09
1962,8.8787386332001e-09,5.0735651235811474e-09
1963,5.1728425987107585e-09,9.052474325699222e-09
1964,1.2167936658258327e-09,3.041984220075733e-09
1965,3.830430195250756e-09,1.0944086747954884e-09
1966,7.754704434148607e-09,4.431259803538978e-09
1967,3.451234853457663e-09,4.437302081328198e-09
1968,6.287982134978165e-09,4.491415683816058e-09
1969,9.083515606356229e-10,2.2708788183223305e-09
1970,3.219107425067591e-09,4.1388523719376735e-09
1971,3.083038491169532e-09,2.0553589941130213e-09
1972,1.0260293725750103e-09,2.0520587451500205e-09
1973,4.9618833486420044e-09,3.859242703185828e-09
1974,3.937900228123681e-09,3.3753431161187564e-09
1975,3.4268881066168433e-09,0.0
1976,1.142705374768127e-09,2.285410749536254e-09
1977,2.3507127355770763e-09,2.3507127355770763e-09
1978,1.7821774056514528e-09,1.7821774056514528e-09
1979,2.925986564150662e-09,3.5111840102075575e-09
1980,5.116635559687666e-09,2.2740602734216964e-09
1981,1.2651099057237047e-09,1.8976649140967083e-09
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,5.052252838311233e-09,0.0
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,2.4062232206745193e-09,2.4062232206745193e-09
1986,6.593933843390687e-09,2.997242676272549e-09
1987,4.277571630240118e-09,3.0554083707556856e-09
1988,2.398621523624911e-09,2.99827696004229e-09
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,8.172976073694826e-09,1.6345953479657283e-09
1991,7.033758464558559e-09,2.344586080837985e-09
1992,7.713921945651236e-09,4.4079553340736766e-09
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,3.6924485691258724e-09,2.1099706426497278e-09
1995,7.0491861237087505e-09,2.1689803286761844e-09
1996,1.6014276571496566e-09,2.6690460952494277e-09
1997,2.876936688878118e-09,1.917957792585412e-09
1998,2.3840645013706308e-09,9.536258449571733e-10
1999,1.3710603763428253e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,0.0
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,5.257465574004527e-09,4.381221607729913e-09
2003,2.5001538617175356e-09,1.6667691671301554e-09
2004,1.3214373595360485e-08,3.523833003171717e-09
2005,5.404499514582994e-09,9.007498746882447e-09
2006,3.294311934354255e-09,3.294311934354255e-09
2007,4.7933754743212376e-09,1.1983438685803094e-09
2008,4.6831836186811415e-09,3.405951742863067e-09
2009,9.53638501499654e-09,1.907277002999308e-09
2010,1.4171378737160012e-08,2.3618964561933353e-09
2011,1.7207874236646603e-08,5.7359579308524644e-09
2012,1.4978711604385353e-08,5.7872298064864935e-09
2013,1.1993237514218436e-08,6.693900100884775e-09
2014,1.0827226226695075e-08,3.4647122948427977e-09
2015,1.2856137487915476e-08,1.0196246513771712e-08
2016,1.1392370602436586e-08,3.314144070287739e-09
2017,1.2074934829797712e-08,4.024978128569501e-09
2018,1.4456214003644163e-08,3.0977600484760615e-09
2019,1.6581420680950032e-08,4.3366790158927415e-09
