year,leurs_DET eaux_NOUN,leurs_DET sots_NOUN
1800,2.37384421630793e-06,2.2009151834367913e-08
1801,2.4002320841987057e-06,1.4287095950749062e-08
1802,2.9673759058823634e-06,1.1189200677108602e-08
1803,2.1278201174368405e-06,7.801356893821776e-09
1804,3.220821721328093e-06,4.943701892301533e-09
1805,2.1748014358280443e-06,2.842877711017877e-09
1806,1.948008243601862e-06,3.1698359492793315e-08
1807,2.334503134804322e-06,1.7081731584767113e-08
1808,2.0893201906346803e-06,1.3596443970698147e-08
1809,2.069272007076961e-06,2.259030518203531e-09
1810,2.2114197371081445e-06,4.212228077449254e-08
1811,1.9028712952007254e-06,6.769107585569145e-08
1812,2.02974537266698e-06,2.1337665856435706e-08
1813,1.9785103546610117e-06,8.627225156487839e-09
1814,1.9540865867639923e-06,3.1466771410748606e-09
1815,1.801745327156823e-06,1.0788894222457657e-08
1816,1.5921939109375671e-06,3.0128852301913867e-08
1817,1.3046598770216633e-06,1.71256075987003e-08
1818,1.6534673044077408e-06,1.9073883805731384e-08
1819,1.3715141626846616e-06,2.173720581311045e-08
1820,1.664867284034699e-06,3.20394981656591e-08
1821,1.3411623509540505e-06,2.1695274909916407e-08
1822,1.7695212051194176e-06,2.7069162911175226e-08
1823,1.4280482449890997e-06,2.2730180404550993e-08
1824,1.7524335866880847e-06,1.0105335235266466e-08
1825,1.8350543555811782e-06,7.044354433105582e-09
1826,1.8408687090243347e-06,1.76159691278599e-08
1827,1.3263655525008744e-06,1.6591091167583727e-08
1828,1.5528705574752166e-06,6.420610709767516e-09
1829,1.8449474730175552e-06,1.3717081692732336e-08
1830,1.7147720896559804e-06,1.1480519646056564e-08
1831,1.8849768714801485e-06,1.5591206103948707e-09
1832,1.4341768022063661e-06,1.2176972319366541e-08
1833,2.2703911355392847e-06,1.0425265983826648e-08
1834,1.9247802338639985e-06,9.334530925997342e-10
1835,1.8537128951834347e-06,2.117664621437143e-08
1836,1.6707784595837438e-06,2.016224964762614e-09
1837,1.6810264291677868e-06,6.262101948095733e-09
1838,1.8191650958954142e-06,6.943378316748294e-09
1839,1.5234424424193094e-06,1.2584655095793096e-08
1840,1.603250655790589e-06,1.0828470564661075e-08
1841,1.357303966997847e-06,2.3113974734201292e-08
1842,1.4758182649288187e-06,1.0062397137744483e-08
1843,1.3916682206627229e-06,1.1223130869097986e-08
1844,1.4314167691154012e-06,3.841992946007622e-09
1845,1.4346766352701934e-06,2.7901139176833567e-09
1846,1.3178481932385466e-06,1.9319854160926297e-08
1847,1.2911377176294536e-06,1.6179670936367074e-08
1848,1.242986698457571e-06,1.6090443422100975e-09
1849,1.4136072472581418e-06,3.3517659758786067e-09
1850,1.3306432302684357e-06,6.788996032014438e-10
1851,1.3118157955460674e-06,1.1608989325395669e-08
1852,1.3424744675916145e-06,5.208436348880241e-09
1853,1.461928928137013e-06,8.957897534855874e-09
1854,1.3550292843333978e-06,9.352196350675968e-09
1855,1.4100531942062844e-06,1.2736649068756378e-08
1856,1.3900753312867664e-06,4.141751386299575e-09
1857,1.4498081668534724e-06,1.4644527812635033e-09
1858,1.3071008506670978e-06,8.808616946964776e-09
1859,1.2455456204207849e-06,9.675129142294736e-09
1860,1.2436208720600916e-06,5.034902272882391e-09
1861,1.342634897483208e-06,1.2733101684148096e-08
1862,1.3874736257690756e-06,4.517986429419807e-09
1863,1.2971030667330297e-06,6.99246927027275e-09
1864,1.458556289080093e-06,1.965838514195184e-08
1865,1.2684945289720417e-06,5.6482134525026595e-09
1866,1.2431641103205493e-06,1.0217787504984699e-08
1867,1.1714686873887104e-06,3.88224918879132e-09
1868,1.3061026660210473e-06,6.915823469455518e-09
1869,1.3317356568620653e-06,1.1720445947105418e-08
1870,1.406562120109811e-06,8.601073631098188e-09
1871,1.1173478124959502e-06,3.080141297573391e-08
1872,1.1465755296313773e-06,1.269941218851045e-08
1873,1.2187505653571407e-06,1.496501056408306e-08
1874,1.3251683341763965e-06,3.5847653734322193e-09
1875,1.2764727213010474e-06,4.005069165202713e-09
1876,1.4395560707924915e-06,9.069021977836655e-09
1877,1.478171014923646e-06,4.9478527941460015e-09
1878,1.2029865033014175e-06,1.9928991790152395e-08
1879,1.3183924245652179e-06,1.221865097988939e-08
1880,1.2457039346713827e-06,8.343199908722454e-09
1881,1.3680059565146507e-06,1.4642266066289267e-08
1882,1.1893173095245402e-06,7.320923423037584e-09
1883,1.2802980187132107e-06,1.3902545781263598e-08
1884,1.1658596577035496e-06,3.300848483434038e-09
1885,1.3155542504250661e-06,4.511945039809007e-09
1886,1.0938621457512454e-06,1.936039106809062e-09
1887,1.1477849781726945e-06,6.528924512139156e-09
1888,1.0512739123669235e-06,1.4583413587843097e-08
1889,1.122712486534283e-06,4.385595886446936e-09
1890,1.1135903026371352e-06,4.5880703680722945e-09
1891,9.873666328985564e-07,5.099376032546843e-09
1892,1.2223599092919812e-06,6.268512375839919e-09
1893,1.1091308387278787e-06,6.774258043407144e-09
1894,1.182798868626378e-06,3.780923574225881e-09
1895,1.0255718585483464e-06,5.416753268150387e-09
1896,1.116897330177835e-06,5.307326134129653e-09
1897,9.142113661653184e-07,4.661370844871726e-09
1898,1.0864041177782724e-06,6.224190496340043e-09
1899,9.535072944544254e-07,2.2110313580014918e-09
1900,1.0812963360251615e-06,7.26747462209687e-09
1901,1.02273922308882e-06,2.235495566438317e-09
1902,8.376944222732163e-07,7.365425602756659e-09
1903,9.909404106167585e-07,3.7801539676252105e-09
1904,9.486213539133814e-07,4.299700151477737e-09
1905,1.0636324176971357e-06,1.0321518084666081e-09
1906,1.0067168751959343e-06,1.0288369045596824e-09
1907,1.030111567601466e-06,1.0799970695529737e-08
1908,1.0613511740587e-06,3.437972351250096e-09
1909,8.565031279772484e-07,3.850688656825696e-09
1910,1.091810023723383e-06,2.67207544979442e-09
1911,9.816089772129999e-07,9.576673676292558e-09
1912,8.710152243907032e-07,1.0418842677495377e-08
1913,8.452965651883915e-07,5.833288518886093e-09
1914,9.187932459298054e-07,3.3483718020477227e-09
1915,8.505709878647849e-07,0.0
1916,8.097759307545971e-07,1.4283700444650549e-08
1917,8.246751193041746e-07,1.4256351654751143e-08
1918,7.546549269932257e-07,1.1486376294556067e-09
1919,6.832223444774854e-07,1.8415696745321952e-09
1920,6.565124976987136e-07,6.815008557481406e-09
1921,7.345565116168018e-07,8.330022005509363e-09
1922,8.366578896357169e-07,7.377935595798135e-09
1923,7.484243660371703e-07,7.431163684401554e-09
1924,8.792087937692372e-07,2.578324886925998e-09
1925,9.579412996174597e-07,0.0
1926,7.612812815693815e-07,3.343841648018042e-09
1927,7.726413127073783e-07,1.0034302277972529e-08
1928,8.032506730870637e-07,7.998228745975666e-09
1929,8.656096017745085e-07,6.684243825105796e-09
1930,7.100435919227266e-07,0.0
1931,7.00288884658562e-07,4.5621426636444085e-09
1932,8.121016694673244e-07,7.6716757391182e-09
1933,6.744749416753848e-07,1.0323596200123575e-08
1934,6.110605959008808e-07,1.1981580172459871e-09
1935,6.259412757003702e-07,0.0
1936,7.068708445245875e-07,3.6374143697059935e-09
1937,7.013253018328669e-07,7.554670666820584e-09
1938,6.210337772927232e-07,2.5930428915188486e-09
1939,7.310556071615792e-07,1.5294050470515685e-09
1940,7.50591727438632e-07,5.0715658339584024e-09
1941,7.644391892824842e-07,0.0
1942,7.555187195862345e-07,1.517105907566929e-08
1943,6.067761706418651e-07,1.4516175816936538e-08
1944,5.815866721547991e-07,0.0
1945,5.315549813644793e-07,4.357008087652048e-09
1946,5.554520754458281e-07,0.0
1947,4.816031857757253e-07,3.5762612871081956e-09
1948,4.7510149592255857e-07,6.523132700664291e-09
1949,6.253434357006427e-07,1.0798709482173763e-08
1950,6.26422774985258e-07,6.381216888229346e-09
1951,6.51411619756459e-07,2.1322803522849654e-09
1952,6.35851671759724e-07,4.2179215675730575e-09
1953,6.572034489948919e-07,6.464296653518886e-09
1954,5.482392735345343e-07,9.772536113672459e-10
1955,5.302868579803999e-07,4.6928039232341234e-09
1956,5.119310024781498e-07,2.616342476002842e-09
1957,5.48655819443411e-07,5.301022731885041e-09
1958,5.931198465702892e-07,0.0
1959,5.138746086430501e-07,1.5501495642666896e-09
1960,4.830741744399347e-07,2.076250060767393e-09
1961,4.947089333739996e-07,2.08444772553662e-09
1962,4.718415551607791e-07,1.9025869768540815e-09
1963,4.972395082347703e-07,1.2932106496776896e-09
1964,5.305220174278702e-07,4.867174663303331e-09
1965,4.492547596157692e-07,2.188817349590977e-09
1966,4.7248308021607954e-07,3.8773522170743036e-09
1967,4.5457693609307626e-07,9.367637332502454e-09
1968,5.048351185976685e-07,7.186265360559219e-09
1969,5.068601822699748e-07,2.2708788183223305e-09
1970,4.796470083334725e-07,1.3796175313274261e-09
1971,4.83523194816371e-07,6.166076982339064e-09
1972,5.022413542832282e-07,8.721249500354133e-09
1973,4.972909701805861e-07,2.7566018356850464e-09
1974,4.7029780070317884e-07,3.937900228123681e-09
1975,4.2836102398524645e-07,3.4268881066168433e-09
1976,4.86221148676691e-07,1.7140580066410394e-09
1977,4.266543554010127e-07,4.11374712072643e-09
1978,4.556433665925397e-07,4.158414057542359e-09
1979,3.9149702502072614e-07,6.437170796402825e-09
1980,4.349140336756818e-07,1.7055452605774235e-09
1981,3.529656584788654e-07,1.2651099057237047e-09
1982,4.1714415122129367e-07,7.449002747961231e-09
1983,3.8333967289361226e-07,1.2630632095778083e-09
1984,4.0477079465972565e-07,1.739702604197646e-09
1985,3.9702681675635176e-07,6.015558051686298e-10
1986,3.3089560824706155e-07,2.3977941854269602e-09
1987,3.8375929101164274e-07,1.2221633705067347e-09
1988,3.1601838568207086e-07,0.0
1989,3.709970526344364e-07,2.1952488715726304e-09
1990,4.173666727780301e-07,2.724325431913144e-09
1991,3.1182993787126634e-07,0.0
1992,3.818391354215578e-07,0.0
