year,soyez_VERB en_ADP,soyez_VERB sans_ADP
1904,1.580139752377363e-07,1.0373026526622198e-07
1905,1.3727618863867974e-07,1.4037264861599397e-07
1906,1.208883304570918e-07,1.4866693121007302e-07
1907,1.2497109480591462e-07,1.2497109125320094e-07
1908,1.3064294535070076e-07,1.3064294890341444e-07
1909,1.6943029379490326e-07,1.2487232581293028e-07
1910,1.1383040998680372e-07,1.3841350465781943e-07
1911,1.0481137024953568e-07,1.4311806495470591e-07
1912,1.3440306645406963e-07,1.640967681737493e-07
1913,1.320444482644234e-07,1.5590789459452026e-07
1914,1.2857748288297444e-07,1.2054138665007486e-07
1915,1.425472220262236e-07,1.1545146705316256e-07
1916,1.4723198660249182e-07,1.3624453032434758e-07
1917,1.217273108977679e-07,1.3269373511093363e-07
1918,8.729645628591243e-08,1.2520150249883955e-07
1919,1.0957339213746309e-07,1.2522673742410007e-07
1920,1.476585254067686e-07,1.166123695384158e-07
1921,1.347949023511319e-07,8.860114242281725e-08
1922,1.416563577549823e-07,1.6452795748023163e-07
1923,1.2632978041438037e-07,1.4543849147230503e-07
1924,1.366512236700146e-07,1.1860294790722037e-07
1925,1.627730341624556e-07,1.627730341624556e-07
1926,1.2818058792163356e-07,1.4267057224515156e-07
1927,9.699825653797234e-08,1.951114327880532e-07
1928,1.1883082606800599e-07,1.2797166348832434e-07
1929,1.3702700130124867e-07,1.6822013293449345e-07
1930,8.507918636269096e-08,1.1343892225568197e-07
1931,1.1063195870519849e-07,1.3572374513159957e-07
1932,9.425201596968691e-08,1.2165085294668643e-07
1933,9.061822936473618e-08,1.0094182911757343e-07
1934,7.668211310374318e-08,1.0423974572404404e-07
1935,9.933675926276919e-08,1.1250187270661627e-07
1936,9.33602990471627e-08,1.115473722279603e-07
1937,9.569249925789336e-08,1.4102052148246003e-07
1938,1.1150084588962272e-07,1.0761127811065307e-07
1939,9.482311469355409e-08,1.0552894735837981e-07
1940,8.621661606866837e-08,1.1918179509962101e-07
1941,1.5052663115966425e-07,1.0625409174735978e-07
1942,1.1226583751522412e-07,1.3047110769548453e-07
1943,8.709705667797607e-08,1.3935528997421898e-07
1944,1.0924833304670756e-07,1.5423293575622665e-07
1945,7.406913482554955e-08,1.3071024795863195e-07
1946,1.0997672461598995e-07,1.1693727941519683e-07
1947,1.4066627329611947e-07,1.7404471464033122e-07
1948,1.0328293598149685e-07,1.4677048909561563e-07
1949,1.2173090624401084e-07,1.3056621028795234e-07
1950,1.063536174683577e-07,1.4783152124664412e-07
1951,1.0021717855579482e-07,1.641855860157193e-07
1952,1.4235484968594392e-07,1.4973621631497736e-07
1953,1.335954635806047e-07,1.1851210146573976e-07
1954,9.38163466912556e-08,1.0847514886336285e-07
1955,9.479463614070482e-08,1.0418024842806517e-07
1956,9.854890237193104e-08,1.4128249148370742e-07
1957,1.0867096023048362e-07,1.2104001712032186e-07
1958,9.264912392836777e-08,1.2242920277572011e-07
1959,1.3253779229671636e-07,1.3486301142506818e-07
1960,1.2249874714598263e-07,1.3357208317188451e-07
1961,1.5563877298063744e-07,1.3062539494512748e-07
1962,1.3825464861838554e-07,1.4713339169247774e-07
1963,1.2867445775555097e-07,1.1121611720454894e-07
1964,1.4540684389885428e-07,1.0768623681656209e-07
1965,1.242153899738696e-07,1.1874334404637921e-07
1966,1.0635023528493548e-07,1.5730972080518768e-07
1967,1.2276535699129454e-07,1.5924984353432592e-07
1968,1.2261564563686989e-07,1.1138711286662328e-07
1969,1.2898591705834406e-07,9.537691170180551e-08
1970,1.053108036330741e-07,8.829552200495527e-08
1971,1.4130593228856014e-07,1.1766930185785895e-07
1972,1.3851396829522855e-07,9.593374628025231e-08
1973,1.3066292581243033e-07,1.0419955032148209e-07
1974,9.5072159922438e-08,8.100823478685015e-08
1975,1.0851812248802162e-07,6.853776213233687e-08
1976,1.1027106694427857e-07,9.598725014825504e-08
1977,8.286262698220526e-08,6.934602581054605e-08
1978,1.1524747378643951e-07,9.14851092659319e-08
1979,1.3693617972876382e-07,7.54904565525294e-08
1980,1.0176420062180114e-07,7.959210890362556e-08
1981,1.0184134424662261e-07,1.0184134779933629e-07
1982,1.0490678903352091e-07,8.255978301008327e-08
1983,8.525676520321213e-08,8.588829913946938e-08
1984,8.52454249411494e-08,6.494889603914089e-08
1985,6.677269226429416e-08,7.699914306158462e-08
1986,1.0670184025229901e-07,7.852775851802107e-08
1987,1.1427227519789085e-07,7.332980445085013e-08
1988,1.0434003883119658e-07,7.195864704101496e-08
1989,9.49445109199587e-08,6.695509036092062e-08
1990,8.826814479334644e-08,7.628111475810329e-08
1991,1.0023105545542421e-07,9.495573749518371e-08
1992,9.256706334781484e-08,6.391535478655896e-08
1993,9.305868786668725e-08,8.530379602689209e-08
1994,1.1024596346942417e-07,7.332147866634386e-08
1995,1.203784023573462e-07,8.350574098869856e-08
1996,1.0142375117538904e-07,7.526709921990005e-08
1997,1.0117227589034883e-07,5.466179864299647e-08
1998,9.202489081872045e-08,7.247556510492359e-08
1999,1.1059886872999414e-07,8.683382191065903e-08
2000,9.984751159208827e-08,7.157211179276146e-08
2001,1.0383472215380607e-07,6.571817756650944e-08
2002,1.0383494952748151e-07,6.922329909286873e-08
2003,1.0917337789351222e-07,6.79208440601542e-08
2004,1.167269658708392e-07,8.501246995251677e-08
2005,1.0493736368744067e-07,8.782311766708517e-08
2006,1.2353669376352627e-07,9.759398977848832e-08
2007,1.4619794796999486e-07,1.206332811420907e-07
2008,1.8008969959737442e-07,1.396440190148951e-07
2009,1.7165493204629456e-07,1.0680751216796125e-07
2010,2.3996869913389673e-07,1.3557285782894724e-07
2011,3.372743151430768e-07,1.502820978771524e-07
2012,3.7821246223757043e-07,2.0902111685927593e-07
2013,3.6258626323615317e-07,2.1532045479943918e-07
2014,3.443057892127399e-07,2.1004817796210773e-07
2015,3.936637824608624e-07,2.3562196815873904e-07
2016,4.5030932938061596e-07,2.6306018696686806e-07
2017,4.1633367686699785e-07,2.0175203729877467e-07
2018,3.9548069707961986e-07,1.9722406108257928e-07
2019,3.887705304350675e-07,2.3596636822276196e-07
