year,mais_CONJ en_ADP,mais_CONJ cent_DET
1993,3.9444696085411124e-05,1.883330558172247e-08
1994,3.911674593837233e-05,1.318731657207195e-08
1995,3.8904457142052706e-05,1.9520823180130265e-08
1996,3.935348377126502e-05,1.868332244470139e-08
1997,4.002825789939379e-05,1.5343662340683295e-08
1998,3.9985054172575474e-05,1.3350761829400426e-08
1999,3.957885564886965e-05,1.416762351880152e-08
2000,4.0161231481761206e-05,2.2531961185734417e-08
2001,3.965960513596656e-05,1.577236274918903e-08
2002,3.9537018892588094e-05,1.4896153199828177e-08
2003,4.015913600596832e-05,1.0417307461096925e-08
2004,3.957881108362926e-05,1.8940602863892764e-08
2005,3.9799634578230325e-05,1.9366122927522156e-08
2006,4.0723873098613694e-05,1.2765458912156191e-08
2007,4.0764861296338495e-05,1.3980678392755408e-08
2008,3.991860558016924e-05,1.83069901460442e-08
2009,3.9848738197179046e-05,1.7165493026993772e-08
2010,4.097370765521191e-05,1.4643758206034363e-08
2011,3.980334076914005e-05,1.7207873792557393e-08
2012,4.028286275570281e-05,2.008509047968232e-08
2013,4.149381220486248e-05,2.4265388365307672e-08
2014,4.228183206578251e-05,2.5119163638009923e-08
2015,4.1576083276595455e-05,1.9284205787784003e-08
2016,4.2392460272822063e-05,2.941302845727023e-08
2017,4.194756729702931e-05,3.19482644783875e-08
2018,4.294295831641648e-05,1.884470623991774e-08
2019,4.274103412171826e-05,2.423438338894357e-08
