year,mais_CONJ en_ADP,mais_CONJ cent_DET
1800,4.232988521835068e-05,7.860410988769218e-08
1801,4.335419271228602e-05,2.6193007762742582e-08
1802,4.3935514440818224e-05,4.2518962573012686e-08
1803,4.2263849536539055e-05,4.4857802805609026e-08
1804,4.4184334910823964e-05,5.9324422263529186e-08
1805,4.080950839124853e-05,2.2743021688143017e-08
1806,3.795734482991975e-05,1.729001475325731e-08
1807,3.95726756323711e-05,2.8469552049159574e-08
1808,3.978999302489683e-05,1.1330369975581789e-08
1809,4.24855870733154e-05,1.3554183553310395e-08
1810,3.9676850065006875e-05,7.020380055067221e-08
1811,3.8027340451662894e-05,3.008491944456182e-08
1812,4.065092252858449e-05,2.6672081432366213e-08
1813,4.166374492342584e-05,9.489947139229571e-08
1814,4.03057883886504e-05,2.8320094713762956e-08
1815,3.842734349746024e-05,3.776112933451259e-08
1816,4.1480472646071576e-05,5.5622493277951435e-08
1817,3.943248975701863e-05,1.712560715461109e-08
1818,4.172650460532168e-05,5.483741416512089e-08
1819,3.858560921798926e-05,3.9333990287104825e-08
1820,4.1307219362352043e-05,4.9839218974057076e-08
1821,4.260951664036838e-05,2.3667572346397492e-08
1822,3.9572107198182493e-05,2.90742860897808e-08
1823,4.1117907130683307e-05,3.4589405117912975e-08
1824,3.748742483367096e-05,5.726356722135506e-08
1825,3.9875450056570116e-05,5.81159262935671e-08
1826,4.002612331532873e-05,2.9947146096276356e-08
1827,3.9010265027172863e-05,2.7651818612639545e-08
1828,4.048470327688847e-05,1.559291185060374e-08
1829,4.123269172850996e-05,4.20085635721712e-08
1830,4.313335648475913e-05,5.0096812032052185e-08
1831,3.981838290201267e-05,1.091384405071949e-08
1832,4.1164931644743774e-05,2.841293511579579e-08
1833,4.251307382219238e-05,6.02348677603004e-08
1834,4.029810406791512e-05,3.827157701863371e-08
1835,4.2000095163530204e-05,4.61348363955949e-08
1836,4.420573441166198e-05,6.115882378310289e-08
1837,4.3028990148741286e-05,4.0355767616517824e-08
1838,4.235460528434487e-05,2.4617432092810532e-08
1839,4.155453189014224e-05,5.033862215952922e-08
1840,4.2324670175730716e-05,1.528725279698051e-08
1841,4.269600594852818e-05,2.6966304300657384e-08
1842,4.0267702388518956e-05,2.1466448174578545e-08
1843,4.3151755562576e-05,3.721353980523645e-08
1844,4.4739457734976895e-05,3.841992901598701e-08
1845,4.234611969877733e-05,2.622707162558413e-08
1846,4.182455722911982e-05,1.5221703675294407e-08
1847,3.999560613010544e-05,1.7797638030003782e-08
1848,4.016576986032305e-05,1.609044320005637e-08
1849,3.961033235100331e-05,4.1897074254393374e-08
1850,3.901907621184364e-05,1.9009188889640427e-08
1851,4.003940466645872e-05,3.74067443686954e-08
1852,3.894673500326462e-05,1.8229527221080843e-08
1853,3.9432666198990773e-05,2.030456824897442e-08
1854,4.050176266900962e-05,2.286092337655532e-08
1855,4.091064693056978e-05,3.8209947206269135e-08
1856,4.2006677176686935e-05,3.36517302912398e-08
1857,4.1050561776501127e-05,1.4156376515472857e-08
1858,4.1669652091513854e-05,2.1532174265814774e-08
1859,4.197427551844157e-05,2.2914780739569096e-08
1860,4.180754058324965e-05,3.3871161875254074e-08
1861,4.327132410253398e-05,1.4147891302940252e-08
1862,4.282508871256141e-05,1.0843167363994155e-08
1863,4.154675389145268e-05,2.6970952582416885e-08
1864,4.346900368545903e-05,1.294576557064886e-08
1865,4.3037971408921294e-05,2.1180800224840368e-08
1866,4.237656958139269e-05,1.556996132023869e-08
1867,4.254993655194994e-05,2.4749338578544666e-08
1868,4.2454266804270446e-05,2.074747162961188e-08
1869,4.211204941384494e-05,3.369628132077196e-08
1870,4.398130113258958e-05,3.1537266576009415e-08
1871,4.177415212325286e-05,3.3987766379084405e-08
1872,4.291675850254251e-05,7.256807155187062e-09
1873,4.2318657506257296e-05,1.9155213859534115e-08
1874,4.082987925357884e-05,2.3898436118940936e-08
1875,4.0581646317150444e-05,2.0597497929486508e-08
1876,4.0218091271526646e-05,2.7811667635546655e-08
1877,3.9491285861004144e-05,2.535774612510977e-08
1878,3.8471410334750544e-05,3.200717069162806e-08
1879,3.9138170905062e-05,2.932476217409885e-08
1880,3.829528759524692e-05,2.0537108014195837e-08
1881,3.8357855373760685e-05,1.4642266066289267e-08
1882,3.877427207044093e-05,1.9300616216355593e-08
1883,3.782756357395556e-05,2.8437025179073316e-08
1884,3.881203883793205e-05,2.9047466654219534e-08
1885,3.828191984212026e-05,2.320428871271929e-08
1886,3.756948535738047e-05,1.677900574037494e-08
1887,3.790628306887811e-05,1.4363634504022116e-08
1888,3.733670973815606e-05,1.1413106459912115e-08
1889,3.7699206586694345e-05,2.7566601445982997e-08
1890,3.856863077089656e-05,1.3764211992395303e-08
1891,3.8323085391311906e-05,1.8485238229004608e-08
1892,3.802354240178829e-05,1.7551834652351772e-08
1893,3.823391307378188e-05,1.2316832942449452e-08
1894,3.773928801820148e-05,4.4110773700367645e-08
1895,3.7907039768469986e-05,2.1667012406467734e-08
1896,3.8062372368585784e-05,1.8870492279887685e-08
1897,3.771456886170199e-05,3.1464253424928756e-08
1898,3.8499446418427397e-05,2.6028432742464247e-08
1899,3.750296127691399e-05,1.879376654301268e-08
1900,3.671683862194186e-05,3.2703634467168285e-08
1901,3.732774712261744e-05,1.4530721070826758e-08
1902,3.452764303801814e-05,1.129365290175599e-08
1903,3.6597292819351424e-05,1.3500550455347593e-08
1904,3.6882291169604287e-05,1.666133808697623e-08
1905,3.694535917020403e-05,1.7030504562143278e-08
1906,3.7086998418089934e-05,2.9321851613417493e-08
1907,3.6170132261759136e-05,2.2114226894132116e-08
1908,3.6562835703080054e-05,2.161011192214346e-08
1909,3.731262040673755e-05,2.0903737851796222e-08
1910,3.706275401782477e-05,2.672075272158736e-08
1911,3.765281962841982e-05,2.6601871372378127e-08
1912,3.8093372495495714e-05,3.125652803248613e-08
1913,3.685524825414177e-05,1.3787773367468503e-08
1914,3.643899162852904e-05,2.0759905794420774e-08
1915,3.41241548085236e-05,3.062998121805549e-08
1916,3.621797168307239e-05,1.4283700222605944e-08
1917,3.632627976912772e-05,2.4126133979507358e-08
1918,3.5850129279424436e-05,1.8378202071289707e-08
1919,3.574947186280042e-05,2.2098835650297133e-08
1920,3.622328495112015e-05,2.0445026560622637e-08
1921,3.631738218246028e-05,2.0446418336206307e-08
1922,3.7313171560526825e-05,2.5084980315170924e-08
1923,3.665262283902848e-05,2.866305948145964e-08
1924,3.7591976251860615e-05,2.0626599095407983e-08
1925,3.6050927519681863e-05,1.2097995938376016e-08
1926,3.774194010475185e-05,1.5604594283402662e-08
1927,3.693515282066073e-05,1.8953682179301268e-08
1928,3.734601523319725e-05,1.5996457936040542e-08
1929,3.69170793419471e-05,2.785101571589621e-08
1930,3.916163495887304e-05,3.361153133596417e-08
1931,3.690089033625554e-05,2.3951249872311564e-08
1932,3.6573070246959105e-05,6.575721966939341e-09
1933,3.733815174200572e-05,2.064719151206873e-08
1934,3.698713862831937e-05,3.834105477551475e-08
1935,3.667082364700036e-05,2.992071124197082e-08
1936,3.8036440855648834e-05,1.6974600836050513e-08
1937,3.658475270640338e-05,1.3850229851897211e-08
1938,3.75874542442034e-05,7.779128452511941e-09
1939,3.731748347490793e-05,2.141167065872196e-08
1940,3.7060467548144516e-05,1.5214697057785997e-08
1941,3.7156467442400753e-05,1.4757512989405086e-08
1942,3.851021483569639e-05,2.1239482617119165e-08
1943,4.0595938116894104e-05,3.4838822493554744e-08
1944,3.940330225304933e-05,4.177142010064472e-08
1945,3.9910193663672544e-05,2.6142048970001497e-08
1946,4.040739804622717e-05,2.645009899993056e-08
1947,4.054288274346618e-05,2.62259161054601e-08
1948,3.914966691809241e-05,1.848220954059343e-08
1949,3.8599494473601226e-05,4.0249734212238764e-08
1950,3.8967964428593405e-05,2.4461330738745346e-08
1951,3.908576400135644e-05,2.4521224606388614e-08
1952,3.831559934042161e-05,2.003512733494972e-08
1953,3.9924572774907574e-05,2.693456746527545e-08
1954,3.9908105463837273e-05,4.397641362174909e-08
1955,3.9065715100150555e-05,2.7218262310668706e-08
1956,4.006841299997177e-05,2.3547082506070183e-08
1957,3.919046048395103e-05,2.1204090483450955e-08
1958,3.8575953112740535e-05,2.9780075738727874e-08
1959,3.998068223154405e-05,2.7902693489068042e-08
1960,3.995743190898793e-05,2.6991250123842292e-08
1961,4.137628820899408e-05,3.543561177821175e-08
1962,4.166411599726416e-05,2.5367825173816527e-08
1963,4.080532198713627e-05,1.6165133231993423e-08
1964,4.023936708108522e-05,1.8251905320454398e-08
1965,4.185784928267822e-05,1.5321721669181443e-08
1966,4.034052744827932e-05,2.547974364830452e-08
1967,4.165739028394455e-05,1.873527466500491e-08
1968,4.15276299463585e-05,2.2906220920049236e-08
1969,3.9802148421586026e-05,1.862120679874124e-08
1970,3.990451659774408e-05,2.1614007472692265e-08
1971,3.8900752770132385e-05,2.928886466690983e-08
1972,3.8544844755961094e-05,2.1033601527165047e-08
1973,3.8289750591502525e-05,1.6539611458199488e-08
1974,3.788147478189785e-05,2.5877629816761782e-08
1975,3.7509574212890584e-05,1.599214405345606e-08
1976,3.808408473560121e-05,1.5997875468798384e-08
1977,3.88167318305932e-05,1.469195520797939e-08
1978,3.942176408600062e-05,2.1980187447923072e-08
1979,3.93855352740502e-05,1.521513093294402e-08
1980,3.91854691770277e-05,2.2740602290127754e-08
1981,3.957643366447883e-05,1.3916208629893845e-08
1982,4.118491597182583e-05,1.738100685599875e-08
1983,3.9247795029950794e-05,2.2103606056589342e-08
1984,3.943673709727591e-05,1.681712458179163e-08
1985,3.926114095520461e-05,1.804667393301429e-08
1986,3.9072655454219785e-05,1.3787316621716172e-08
1987,3.91355051760911e-05,1.3443796853529477e-08
1988,3.87341397072305e-05,2.0987938498251424e-08
1989,3.833178925560787e-05,1.92084268491044e-08
1990,3.860042397718644e-05,1.6345953035568073e-08
1991,3.951155122194905e-05,1.2895223555631219e-08
1992,3.949307574657723e-05,2.314176494877529e-08
