year,leurs_DET orties_NOUN,leurs_DET sorties_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,3.333655596016172e-08
1802,0.0,4.699464284385613e-08
1803,0.0,5.460949736857401e-08
1804,0.0,2.7190360185613827e-08
1805,0.0,7.391481915419718e-08
1806,0.0,1.613734639249742e-07
1807,0.0,1.4234775846944103e-07
1808,0.0,4.985362878073829e-08
1809,1.581321384946932e-08,1.1295152546608733e-07
1810,0.0,6.084329839950442e-08
1811,0.0,1.0028307428910921e-07
1812,0.0,9.068507722531649e-08
1813,0.0,2.5881675469463516e-08
1814,0.0,9.125363931161701e-08
1815,0.0,7.552225866902518e-08
1816,0.0,3.7081662185300956e-08
1817,0.0,3.580808893843823e-08
1818,0.0,6.199012148044858e-08
1819,0.0,1.0972112818308233e-07
1820,0.0,2.0173018810965004e-08
1821,0.0,6.21273743561801e-08
1822,2.0051231786055723e-09,6.616906489398389e-08
1823,9.882686891060644e-10,1.3242800900314933e-07
1824,0.0,1.3136936161117774e-07
1825,0.0,8.541280038798504e-08
1826,0.0,1.2243097557984584e-07
1827,0.0,2.8573547083965423e-08
1828,0.0,5.044765671868845e-08
1829,0.0,1.0116347937128012e-07
1830,0.0,7.723258343972361e-08
1831,0.0,2.182768810143898e-08
1832,0.0,3.788391467196561e-08
1833,0.0,1.853380560135065e-08
1834,0.0,4.573920264761e-08
1835,0.0,6.050470346963266e-08
1836,6.720750067579218e-10,9.677880363767599e-08
1837,2.0873671680021744e-09,4.940102726891382e-08
1838,1.2624323808552163e-09,1.224559424972682e-07
1839,6.9914751765765e-10,6.641901251214222e-08
1840,0.0,7.51623288053338e-08
1841,0.0,2.0545754431111618e-08
1842,0.0,5.500777167100068e-08
1843,0.0,6.202256863652167e-08
1844,0.0,8.12307039410598e-08
1845,5.580227946389016e-10,7.198493978677334e-08
1846,1.1709002656346001e-09,5.1519611687922406e-08
1847,0.0,6.741529290366088e-08
1848,0.0,3.53989756951556e-08
1849,0.0,4.524884200662882e-08
1850,0.0,7.535785950807394e-08
1851,1.9348316282474798e-09,7.481349229010448e-08
1852,0.0,5.5339637761164795e-08
1853,0.0,6.389966955566706e-08
1854,5.195664454227256e-10,6.182840817103852e-08
1855,0.0,1.1038428837650827e-07
1856,0.0,5.694908278286448e-08
1857,4.881509085841174e-10,4.8326941115561795e-08
1858,4.893676019968041e-10,7.487324515942362e-08
1859,0.0,8.554851360642601e-08
1860,0.0,3.982150054149258e-08
1861,0.0,5.093240940112764e-08
1862,0.0,3.975828022362293e-08
1863,0.0,4.7948361725502764e-08
1864,0.0,3.7398878216521325e-08
1865,4.706844358715045e-10,5.695281757311932e-08
1866,0.0,5.546798809152875e-08
1867,0.0,4.707226963773792e-08
1868,2.4699371437009177e-09,4.495285244043856e-08
1869,0.0,6.055563817053411e-08
1870,0.0,6.250112960515253e-08
1871,0.0,5.629224020253787e-08
1872,6.047339295989218e-10,4.051717183983783e-08
1873,0.0,2.2746817762708815e-08
1874,0.0,3.764003930761817e-08
1875,0.0,4.8060828816698375e-08
1876,0.0,3.627608791134662e-08
1877,0.0,5.566334271289719e-08
1878,0.0,4.7104890654736664e-08
1879,0.0,6.781350947449027e-08
1880,0.0,4.299957012676714e-08
1881,0.0,2.7890029619115353e-08
1882,0.0,4.19289278852375e-08
1883,0.0,4.549924081942436e-08
1884,0.0,5.6114424218378645e-08
1885,0.0,6.63900492359204e-08
1886,0.0,6.517998740740438e-08
1887,2.6115698492645834e-09,5.288428855942939e-08
1888,0.0,5.009085568552507e-08
1889,0.0,5.70127436372303e-08
1890,0.0,6.292210974478962e-08
1891,6.374220040683554e-10,4.3344694944380535e-08
1892,0.0,6.456567547274972e-08
1893,0.0,5.788911394688512e-08
1894,0.0,5.419323856337144e-08
1895,0.0,5.476939080040211e-08
1896,0.0,5.1893854324802646e-08
1897,5.826713556089658e-10,6.467651880726066e-08
1898,5.6583548957434e-10,5.318853457669803e-08
1899,5.527578395003729e-10,5.859233098703953e-08
1900,0.0,5.9178006273086226e-08
1901,0.0,6.091725179846463e-08
1902,0.0,6.628882975867612e-08
1903,0.0,6.480264391761636e-08
1904,0.0,8.384415117745903e-08
1905,0.0,6.141303288131894e-08
1906,0.0,8.179253485618432e-08
1907,0.0,7.405694679718522e-08
1908,0.0,6.875944746909113e-08
1909,0.0,6.546170316923394e-08
1910,0.0,6.573305622037395e-08
1911,0.0,5.10755925331452e-08
1912,1.5628263128064646e-09,5.157327009897017e-08
1913,1.060597942803554e-09,4.825720584245019e-08
1914,0.0,5.6252647873122896e-08
1915,2.3561523843085297e-09,7.068457086312208e-08
1916,0.0,1.1097336516385781e-07
1917,0.0,5.592876350934972e-08
1918,1.1486376294556067e-09,5.6283244731503146e-08
1919,0.0,6.721729228775786e-08
1920,1.514446346106979e-09,1.0071067979566806e-07
1921,0.0,6.815472591847893e-08
1922,7.377935484775833e-10,7.599273893488245e-08
1923,0.0,4.989495439033931e-08
1924,0.0,3.3518222752881854e-08
1925,0.0,8.248633620588919e-08
1926,0.0,6.241837446907539e-08
1927,0.0,4.1252132376712325e-08
1928,0.0,6.055801715643128e-08
1929,0.0,4.233354333749162e-08
1930,0.0,6.722306622464203e-08
1931,0.0,4.904303274599897e-08
