year,leurs_DET orties_NOUN,leurs_DET sorties_NOUN
1932,0.0,4.383814555808385e-08
1933,0.0,2.638252261100149e-08
1934,0.0,4.912447870708547e-08
1935,0.0,5.984141981940638e-08
1936,1.2124714565686645e-09,5.819862813893906e-08
1937,0.0,7.176937255604088e-08
1938,0.0,5.963998483959898e-08
1939,0.0,5.6587986740908036e-08
1940,0.0,5.325144059042941e-08
1941,5.9030051957620344e-09,9.149658275475758e-08
1942,0.0,9.709477444275194e-08
1943,0.0,7.548411673496958e-08
1944,0.0,6.426372145540427e-08
1945,2.178504043826024e-09,5.446260242791823e-08
1946,0.0,7.935029522343484e-08
1947,2.3841741914054637e-09,6.914105021849082e-08
1948,0.0,6.849289246879664e-08
1949,0.0,7.264586310284926e-08
1950,0.0,8.401935791546578e-08
1951,0.0,8.848963517493758e-08
1952,0.0,8.963083675261885e-08
1953,1.0773827385790469e-09,6.033343513678346e-08
1954,0.0,8.11120495214368e-08
1955,0.0,7.039205573988738e-08
1956,0.0,7.849027716666512e-08
1957,0.0,5.919475115634398e-08
1958,0.0,7.445019145624343e-08
1959,0.0,6.665642793279858e-08
1960,3.460416619915918e-09,7.820541925163127e-08
1961,0.0,6.878677716315451e-08
1962,0.0,7.356669162739138e-08
1963,1.2932106496776896e-09,6.918677264433626e-08
1964,1.8251904432275978e-09,6.570685462392589e-08
1965,0.0,6.621172343734827e-08
1966,0.0,6.702280397341553e-08
1967,4.930335584241163e-10,7.543413160782109e-08
1968,2.245707841908029e-09,1.0285342200155867e-07
1969,9.083515606356229e-10,7.539318230831427e-08
1970,0.0,6.898087723250512e-08
1971,0.0,7.039604876801775e-08
1972,0.0,6.669190777408573e-08
1973,0.0,7.056900686031042e-08
1974,1.6876715580593782e-09,6.30064040940681e-08
1975,0.0,7.025120840609134e-08
1976,5.713526873840635e-10,5.484985954318233e-08
1977,0.0,6.64076325040952e-08
1978,5.940591352171509e-10,6.59405614555908e-08
1979,0.0,8.485361613352893e-08
1980,0.0,8.527725836593447e-08
1981,6.325549528618524e-10,8.729258521578132e-08
1982,2.483000915987077e-09,8.13182765568854e-08
1983,0.0,1.0104505565600164e-07
1984,1.739702604197646e-09,8.234592296929577e-08
1985,0.0,9.203804163249174e-08
1986,5.994485463567401e-10,9.711066106810051e-08
1987,0.0,6.905223148834239e-08
1988,0.0,7.735554374832532e-08
1989,5.488122178931576e-10,7.793133782740824e-08
1990,0.0,9.099246867094735e-08
1991,0.0,7.44406092323402e-08
1992,0.0,8.099617737622467e-08
1993,0.0,8.253419103709803e-08
1994,0.0,7.754142172800016e-08
1995,0.0,8.513247751196218e-08
1996,0.0,7.366567378319644e-08
1997,4.79489448146353e-10,9.206197293387675e-08
1998,4.768129224785866e-10,7.629006659737314e-08
1999,1.8280804647829996e-09,9.27750836154928e-08
2000,8.836062992401139e-10,1.0824177332224849e-07
2001,1.3143635069212678e-09,9.813914711442884e-08
2002,0.0,1.209217108666394e-07
2003,0.0,1.1542376299189527e-07
2004,0.0,1.2113175973382795e-07
2005,0.0,9.818174451226014e-08
2006,0.0,1.0788871485090112e-07
2007,0.0,1.202338288930349e-07
2008,1.2772318758180745e-09,1.0984193998808678e-07
2009,2.860915504498962e-09,1.2015845207713483e-07
2010,0.0,1.4879948384560748e-07
2011,0.0,1.5487086058030286e-07
2012,0.0,1.3753181171693996e-07
2013,5.578250084070646e-10,1.358303858278731e-07
2014,4.330890368553497e-10,1.5179770862516762e-07
2015,4.433150790905671e-10,1.3498943829404197e-07
2016,0.0,1.3795125042292966e-07
2017,0.0,1.4967887773664756e-07
2018,2.5814667070633845e-10,1.5127394847880282e-07
2019,7.65296326310505e-10,1.4795728864314128e-07
