year,petites_ADJ orties_NOUN,petites_ADJ sorties_NOUN
1800,0.0,3.144164439916608e-08
1801,0.0,4.286128785224719e-08
1802,0.0,1.3427040812530322e-08
1803,0.0,4.095712213825209e-08
1804,0.0,8.651478111687538e-08
1805,0.0,7.391481915419718e-08
1806,0.0,1.2679344330024378e-07
1807,0.0,5.693910232196231e-09
1808,0.0,2.7192887941396293e-08
1809,0.0,2.710836577435316e-08
1810,0.0,7.020380277111826e-09
1811,0.0,8.273353557797236e-08
1812,0.0,1.7336853375127248e-07
1813,0.0,2.8757416448144113e-09
1814,0.0,1.2586708386663759e-07
1815,0.0,5.394447111228828e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,3.113746815941454e-09
1818,0.0,1.3113295338484932e-08
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,1.1833786284221048e-08
1822,0.0,3.408709403629473e-08
1823,0.0,5.435477845594505e-08
1824,0.0,5.4737231636181605e-08
1825,0.0,2.3774695989686734e-08
1826,0.0,2.642395191543301e-09
1827,0.0,7.834682236307344e-08
1828,0.0,1.8344602503717056e-09
1829,0.0,1.2859763920403111e-08
1830,1.0436835840010872e-09,1.461157062010443e-08
1831,0.0,1.4032085493553836e-08
1832,0.0,2.570694190850986e-08
1833,0.0,2.548398292390175e-08
1834,4.667265685043276e-09,3.733812370398937e-09
1835,1.5126175867408165e-09,3.025235173481633e-09
1836,0.0,4.5701102013850914e-08
1837,0.0,4.24431350065646e-08
1838,8.2058102535143e-09,1.704283669745621e-08
1839,0.0,1.1885507689157748e-08
1840,0.0,8.917563742993906e-09
1841,0.0,4.3017674755674307e-08
1842,0.0,4.024959032733477e-09
1843,0.0,8.860366662588604e-09
1844,0.0,5.1592476069117765e-08
1845,0.0,3.348136878855712e-09
1846,0.0,8.840297116563534e-08
1847,0.0,1.4561703842730367e-08
1848,0.0,1.609044275596716e-08
1849,0.0,4.1059134758825167e-08
1850,0.0,6.245876704724651e-08
1851,0.0,3.5471913406581734e-08
1852,6.510545436100301e-10,8.463708844885787e-09
1853,0.0,5.3747388761848924e-09
1854,0.0,3.2213119116608624e-08
1855,0.0,7.429711956774554e-09
1856,1.0354378465748937e-09,3.209857268871019e-08
1857,1.8549734193129552e-08,2.147863931156735e-08
1858,0.0,6.557526055495089e-08
1859,0.0,3.258990899368541e-08
1860,4.577183909670879e-10,2.0597328287408345e-08
1861,4.715963730639317e-10,1.1789909770687501e-08
1862,3.162590411776023e-09,2.1686334505943705e-08
1863,4.994620828036034e-10,5.993545215687845e-08
1864,0.0,2.0137857603685916e-08
1865,1.882737743486018e-09,9.413688495385486e-09
1866,0.0,2.3841502994059738e-08
1867,0.0,1.164674756637396e-08
1868,2.4699371437009177e-09,7.903798504571569e-09
1869,0.0,1.7580669364747337e-08
1870,0.0,7.454262984651905e-09
1871,0.0,9.028000391708701e-08
1872,0.0,4.475031190054324e-08
1873,0.0,3.6514627765882324e-08
1874,0.0,6.512323746932225e-08
1875,5.721527140956084e-10,3.661777370211894e-08
1876,0.0,2.6602464231473277e-08
1877,1.2369631985365004e-09,6.80329748092845e-09
1878,0.0,2.7779808675632012e-08
1879,0.0,1.221865053580018e-09
1880,0.0,1.1552122813895949e-08
1881,0.0,1.3945014920579979e-08
1882,0.0,1.1979693681496428e-08
1883,0.0,2.1485751844352308e-08
1884,0.0,8.582206056928499e-09
1885,0.0,9.66845359329227e-09
1886,0.0,1.4197620856748472e-08
1887,0.0,1.0446279397058333e-08
1888,8.876860135842435e-09,1.775372027168487e-08
1889,6.265136742733546e-10,8.771191772893872e-09
1890,0.0,1.1142456735058204e-08
1891,6.374220040683554e-10,2.4859458491732767e-08
1892,0.0,1.4417578242387208e-08
1893,0.0,8.621783287310336e-09
1894,6.301539290376468e-10,1.0082462864602348e-08
1895,1.2037228991346183e-09,1.745398137131815e-08
1896,0.0,1.47425724961181e-08
1897,0.0,1.5732126712464378e-08
1898,0.0,2.2067583427265447e-08
1899,0.0,3.4823742112166656e-08
1900,0.0,1.0901211489056095e-08
1901,0.0,1.2854099118442264e-08
1902,0.0,1.6203935970793282e-08
1903,0.0,1.674068350610014e-08
1904,0.0,9.674325340824907e-09
1905,0.0,7.741138396966107e-09
1906,0.0,1.0802787109298606e-08
1907,0.0,1.131425531042396e-08
1908,3.437972351250096e-09,8.349361202419914e-09
1909,0.0,1.8153246017504898e-08
1910,0.0,2.2979847358328698e-08
1911,0.0,1.0640748726586935e-08
1912,0.0,2.135862686714063e-08
1913,0.0,7.42418571064718e-09
1914,0.0,7.366418142140674e-09
1915,0.0,2.1205371680821372e-08
1916,3.2962386153911893e-09,6.592477230782379e-09
1917,0.0,5.483212106582869e-09
1918,0.0,1.722956355365568e-08
1919,0.0,1.012863304339362e-08
1920,7.572231730534895e-10,9.843901693784574e-09
1921,1.5145494858259667e-09,1.4388220004324381e-08
1922,0.0,1.2542490601674672e-08
1923,0.0,1.1677542488541803e-08
1924,0.0,5.156649773851996e-09
1925,0.0,2.1996356736053713e-08
1926,1.1146138456652466e-09,1.7833821530643945e-08
1927,0.0,1.56089151603922e-08
1928,0.0,4.570416489713125e-09
1929,0.0,5.570202965543558e-09
1930,0.0,1.05036033204442e-08
1931,0.0,5.7026783295555106e-09
1932,0.0,3.287861094491973e-09
1933,0.0,9.176529758292418e-09
1934,0.0,9.585264137967897e-09
1935,0.0,1.6755596909945325e-08
1936,0.0,3.6374143697059935e-09
1937,0.0,1.76275650742852e-08
1938,0.0,6.482607339819424e-09
1939,0.0,1.5294050470515685e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,1.742803235060819e-08
1946,0.0,1.3921104269343232e-08
1947,0.0,1.0728783861324587e-08
1948,0.0,5.435944139264848e-09
1949,0.0,1.1780409536754632e-08
1950,0.0,5.317680518146517e-09
1951,0.0,9.595261474260042e-09
1952,0.0,4.2179215675730575e-09
1953,1.0773827385790469e-09,6.464296653518886e-09
1954,0.0,1.07497895029951e-08
1955,0.0,4.6928039232341234e-09
1956,0.0,9.593255967388359e-09
1957,0.0,1.1485549233913872e-08
1958,0.0,3.3088973783179654e-09
1959,0.0,7.750747599288843e-09
1960,0.0,1.038124963770315e-08
1961,0.0,1.042223907177231e-08
1962,0.0,1.585489073363533e-08
1963,0.0,9.69907976156037e-09
1964,0.0,5.475571551727398e-09
1965,0.0,7.1136563306595235e-09
1966,0.0,7.754704434148607e-09
1967,0.0,1.0846738618397467e-08
1968,0.0,1.122853987567396e-08
1969,0.0,1.3625273770356827e-08
1970,0.0,1.1956685419534097e-08
1971,0.0,1.798439086542203e-08
1972,0.0,9.234264020108185e-09
1973,1.6539611902288698e-09,9.923766697284009e-09
1974,0.0,7.875800456247362e-09
1975,0.0,7.996072248772634e-09
1976,1.7140580066410394e-09,8.570290255249802e-09
1977,0.0,8.815172591880582e-09
1978,2.3762365408686037e-09,1.6633656230169436e-08
1979,0.0,8.192762912528906e-09
1980,0.0,6.253665585376211e-09
1981,0.0,9.488323904349727e-09
1982,0.0,2.483000915987077e-09
1983,0.0,5.052252838311233e-09
1984,5.799008495621649e-10,5.799008662155103e-09
1985,0.0,1.0226449020933615e-08
1986,0.0,1.1988970705090196e-08
1987,0.0,7.944062296871834e-09
1988,0.0,1.199310784016916e-08
1989,2.1952488715726304e-09,1.7013178421620978e-08
1990,0.0,6.538381391862913e-09
1991,0.0,8.20605094986604e-09
1992,0.0,6.61193322315512e-09
1993,1.661762283333701e-09,8.308811416668505e-09
1994,5.274926606624319e-10,7.912389798914177e-09
1995,0.0,1.138714633697191e-08
1996,0.0,1.1209993822092201e-08
1997,0.0,1.4864173003559245e-08
1998,4.768129224785866e-10,1.4304387896402204e-08
1999,0.0,1.9651864940906094e-08
2000,0.0,1.369589786026637e-08
2001,0.0,9.20054432640427e-09
2002,0.0,1.2267419968736704e-08
