year,autres_ADJ herbes_NOUN,autres_ADJ serbes_NOUN
1849,4.1059134758825167e-08,0.0
1850,9.979824255879066e-08,0.0
1851,1.0061124555704737e-07,0.0
1852,1.0742400036178879e-07,4.557382027314816e-09
1853,1.3317408331658953e-07,1.1943863675867306e-09
1854,7.949366676029967e-08,1.558699391779328e-09
1855,1.3957244959783566e-07,8.491099379170919e-09
1856,9.784887566866018e-08,0.0
1857,7.908045063231839e-08,0.0
1858,5.334106845111819e-08,0.0
1859,9.114990007219603e-08,2.5460866748261424e-09
1860,7.18617840789193e-08,8.238931314963338e-09
1861,4.385846352761291e-08,3.3011746669586728e-09
1862,4.879425219428413e-08,1.8071945051545413e-09
1863,7.691716064073262e-08,1.4983863039219614e-09
1864,6.664672014267126e-08,0.0
1865,6.730787305286867e-08,0.0
1866,7.298419291146274e-08,0.0
1867,6.114542827617697e-08,4.85281148598915e-10
1868,4.9398739321304674e-08,6.421836395986702e-09
1869,4.8835190114004945e-08,9.767038733343725e-09
1870,7.396923251690168e-08,0.0
1871,5.735435593123839e-08,9.559059321873065e-09
1872,8.103434367967566e-08,0.0
1873,6.9437653849036e-08,3.591602570907071e-09
1874,7.647499700169647e-08,5.974609140757536e-10
1875,6.350894921069994e-08,6.293679799540541e-09
1876,3.688068872520489e-08,1.813804395567331e-08
1877,9.957553714912137e-08,8.040260901509555e-09
1878,8.394333406158694e-08,2.4156354694326865e-09
1879,5.437299321897626e-08,2.443730107160036e-09
1880,6.674559926977963e-08,2.5671385017744797e-09
1881,6.275256936305595e-08,6.9725074602899895e-09
1882,6.788492612486152e-08,0.0
1883,7.077659347487497e-08,0.0
1884,6.139578090369469e-08,6.601696966868076e-10
1885,8.766064496512627e-08,5.156508553483263e-09
1886,5.3563748991791726e-08,1.936039106809062e-09
1887,9.075205298358924e-08,6.528924623161458e-10
1888,6.340614544519951e-08,1.268122939990235e-09
1889,6.265136587302322e-08,0.0
1890,5.0468776102707835e-08,1.3108772956016423e-09
1891,4.9081492647928826e-08,6.374220040683554e-10
1892,5.7043461509920235e-08,1.8805537127519756e-09
1893,8.252278155262971e-08,3.079208221734575e-09
1894,5.293292915098391e-08,0.0
1895,4.032471778714353e-08,1.2037228991346183e-09
1896,6.014969577972096e-08,2.3588115349859606e-09
1897,7.283392022827684e-08,1.0488084178916779e-08
1898,5.3188536464077174e-08,1.13167097914868e-09
1899,7.351679620626328e-08,2.7637891975018647e-09
1900,5.710158390570541e-08,1.5573159428683425e-09
1901,5.532851687917173e-08,3.912117296778206e-09
1902,4.17374117489544e-08,1.9641135384773634e-09
1903,4.212171944573129e-08,2.1600881083827517e-09
1904,6.503296390292235e-08,5.374625189347171e-10
1905,5.160758931310738e-08,5.160759042333041e-10
1906,6.996091173050445e-08,3.0865106026567446e-09
1907,3.4971336049238744e-08,1.0285686746769329e-08
1908,5.893667065492991e-08,3.929111258571538e-09
1909,6.271121194556528e-08,7.151278680339601e-09
1910,4.5959694716657395e-08,1.6032452032632705e-09
1911,4.8415405018431557e-08,2.6601871816467337e-09
1912,6.928529927563432e-08,3.125652625612929e-09
1913,4.454511426388308e-08,2.0681659052002033e-08
1914,4.754688076591407e-08,2.0759906349532287e-08
1915,2.238344798399794e-08,6.597226587246041e-08
1916,2.197492321442951e-08,7.471474106068854e-08
1917,3.838248474608008e-08,6.141197861353476e-08
1918,4.2499593178035866e-08,9.303964443319046e-08
1919,3.1306683467846597e-08,7.918749350688259e-08
1920,4.164727585020955e-08,9.843901693784574e-09
1921,5.0737408163747943e-08,1.2873671018098776e-08
1922,5.2383342552531076e-08,0.0
1923,5.732611896291928e-08,1.2739137744688378e-08
1924,3.996403552530836e-08,2.707241186783449e-08
1925,6.70888880005549e-08,8.798542339150117e-09
1926,3.7896870752618383e-08,4.458455382660986e-09
1927,5.7975969913748315e-08,5.574612327308159e-09
1928,4.913197670930458e-08,2.2852082448565625e-09
1929,5.347394904653413e-08,1.3368487650211591e-08
1930,5.041729789212468e-08,3.4661892245324566e-08
1931,5.36051762978218e-08,1.1405356659111021e-08
1932,3.3974563717897865e-08,6.575722188983946e-09
1933,5.391211388428019e-08,2.523545639121494e-08
1934,6.230421689679133e-08,9.585264137967897e-09
1935,5.984141981940638e-08,2.2739740757060645e-08
1936,5.8198629027117477e-08,5.577368611398015e-08
1937,3.903246792447135e-08,2.895957251780601e-08
1938,8.816345964390848e-08,1.9447821131279852e-08
1939,2.5999885799876665e-08,0.0
1940,1.0396710248272711e-07,5.0715658339584024e-09
1941,5.017554549624492e-08,0.0
1942,7.282108560602296e-08,3.034211770724937e-09
1943,3.774205836748479e-08,0.0
1944,5.1410978585408884e-08,1.6065930807940276e-08
1945,7.189063611079405e-08,4.357008087652048e-09
1946,5.150808490839154e-08,4.1763312808029696e-09
1947,4.4107220986688844e-08,1.1920870957027319e-09
1948,3.80516074205417e-08,0.0
1949,6.871905711136606e-08,1.9634016634739737e-09
1950,4.892266103340148e-08,0.0
1951,5.757156806840413e-08,2.1322803522849654e-09
1952,4.8506098693223976e-08,2.1089607837865287e-09
1953,6.679773278950307e-08,2.1547654771580937e-09
1954,4.0067398288101685e-08,3.9090144454689835e-09
1955,2.7218262754757916e-08,0.0
1956,4.883839466174322e-08,0.0
1957,4.94762097957846e-08,1.7670075402875796e-09
1958,4.0533993272973134e-08,8.272243445794913e-10
1959,3.4878365084978213e-08,1.5501495642666896e-09
1960,3.737250153790228e-08,0.0
1961,4.029932298976746e-08,1.3896318540318475e-09
1962,3.9320131151043825e-08,1.2683912808952869e-09
1963,4.3322555987046485e-08,1.2932106496776896e-09
1964,3.528701597588224e-08,0.0
1965,2.3529786119524942e-08,3.2832261354087677e-09
1966,3.5450078428311826e-08,2.215629901769489e-09
1967,4.733121983235833e-08,4.930335584241163e-10
1968,3.503304313312583e-08,4.4914158503495116e-10
1969,4.2238348346712584e-08,2.2708788183223305e-09
1970,3.311082111268071e-08,9.197450023812337e-10
1971,3.134422499329048e-08,3.5968783507200897e-09
1972,4.5145291227566275e-08,8.20823486957778e-09
1973,3.0322620858669325e-08,1.102640756478479e-09
1974,3.6566216721212186e-08,2.0814614976050194e-08
1975,5.0832175357840015e-08,1.7134440533084216e-09
1976,4.4565507728577813e-08,3.9994687561772935e-09
1977,4.2900508478993515e-08,1.7630345516828072e-09
1978,6.594056389808145e-08,5.940591352171509e-10
1979,4.857137780867049e-08,2.3407893401383717e-09
1980,3.865902531430265e-08,1.1370301367108482e-09
1981,3.7320742940494256e-08,0.0
1982,5.152226822957573e-08,1.8622506869903077e-09
1983,3.915495838668903e-08,1.89459470334441e-09
1984,4.0593060468552267e-08,3.4794050973729895e-09
1985,4.3913573666287675e-08,1.2031116103372597e-09
1986,4.6756987615026446e-08,3.5966913891627428e-09
1987,2.3221103262471843e-08,3.6664902225425067e-09
1988,4.3175187813826454e-08,5.99655392008458e-09
1989,4.2258541221862345e-08,0.0
1990,3.487136585045292e-08,4.90378582185258e-09
1991,3.3996499837485317e-08,1.2309077312977479e-08
1992,4.7385519508225116e-08,8.264915862810085e-09
1993,3.434308715188905e-08,1.0524494165053966e-08
1994,3.850696472795789e-08,1.2132331583813993e-08
1995,4.392185104507007e-08,1.572510655023507e-08
1996,3.6299027783570637e-08,1.0142375606037035e-08
1997,4.938741327009666e-08,4.315404922294874e-09
1998,4.386678753576234e-08,8.582632382569955e-09
1999,3.656160885157078e-08,1.6909744382509473e-08
2000,3.4018841188476756e-08,1.2812291672048559e-08
2001,4.381211837767296e-08,8.762423675534592e-09
2002,4.8631559224077137e-08,2.6287327870022636e-09
2003,4.291930721933568e-08,7.5004612520857e-09
2004,3.479784993487556e-08,1.761916479381398e-08
2005,3.1976622238971686e-08,3.1526248278623825e-09
2006,3.5413854959642777e-08,2.8825228870488218e-09
2007,4.47381687251891e-08,1.1983438685803094e-09
2008,3.363377487630714e-08,3.405951742863067e-09
2009,5.292693572300777e-08,2.384096253749135e-09
2010,5.81026533552631e-08,6.140930985942816e-09
2011,5.0476430146773055e-08,5.735957875341313e-09
2012,7.319142980577453e-08,3.0638274417515987e-09
2013,5.466685237820457e-08,5.020424964641279e-09
2014,5.868356467431113e-08,3.2481677347817595e-09
2015,6.782720873843573e-08,1.5516027351836215e-09
2016,6.483294612280588e-08,1.8642060672924288e-09
2017,6.314184730626948e-08,2.0124890642847504e-09
2018,7.124847789530264e-08,2.8396134332808742e-09
2019,6.42848902998594e-08,2.295888978931515e-09
