year,mes_DET âges_NOUN,mes_DET sages_NOUN
1964,7.300761772910391e-09,6.083968440151466e-09
1965,1.094408652591028e-08,0.0
1966,7.200797291773142e-09,4.985167390003653e-09
1967,3.451234853457663e-09,3.4512349644799656e-09
1968,4.491415683816058e-09,1.3474247273492779e-09
1969,1.1808570121729645e-08,7.720988182136068e-09
1970,1.3336302728816918e-08,5.058597374318907e-09
1971,6.166076982339064e-09,2.5691987426412766e-09
1972,2.0520587451500205e-09,4.10411743478889e-09
1973,3.3079223804577396e-09,2.7566018911961976e-09
1974,1.2938814464291681e-08,5.625571675160757e-10
1975,6.282628195464213e-09,3.998036124386317e-09
1976,6.2848797277581525e-09,1.7140580066410394e-09
1977,8.22749424145286e-09,2.3507127910882275e-09
1978,1.3069301196821925e-08,4.75247319275951e-09
1979,8.192762912528906e-09,7.022367909392813e-09
1980,5.6851505725319385e-09,3.97960553399912e-09
1981,5.060439622894819e-09,1.897664858585557e-09
1982,4.345251713999687e-09,2.483000915987077e-09
1983,7.57837881337764e-09,6.315316047889041e-10
1984,4.639206796497319e-09,1.1598016991243298e-09
1985,1.4437339324047116e-08,3.6093347199894765e-09
1986,7.792831269171074e-09,2.3977941854269602e-09
1987,6.721898593298192e-09,3.6664902225425067e-09
1988,6.596209356501959e-09,2.398621523624911e-09
1989,4.939309850016116e-09,5.488122178931576e-10
1990,8.172976073694826e-09,2.7243255429354463e-09
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,6.060938417817852e-09,2.2039777225479895e-09
1993,5.539207315052863e-09,1.6617622278225497e-09
1994,6.329911705904578e-09,1.0549853213248639e-09
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,8.007138063703678e-09,1.067618438099771e-09
1997,3.835915585170824e-09,2.876936688878118e-09
1998,6.198567881199324e-09,1.9072516899143466e-09
1999,6.8553016596695215e-09,1.3710603485872497e-09
2000,4.418031274155965e-09,4.4180314962005696e-10
2001,7.886181485616817e-09,3.06684819206815e-09
2002,2.1906108038649563e-09,3.0668549366730247e-09
2003,7.500461585152607e-09,2.9168459869666208e-09
2004,4.404791198453495e-09,3.0833537945085254e-09
2005,9.908249332113428e-09,1.3511248786457486e-09
2006,5.7650457740976435e-09,8.235779835885637e-10
2007,1.5977917877663117e-09,2.3966876816494675e-09
2008,8.940623352771127e-09,2.1287198670449925e-09
2009,9.059565542202108e-09,4.291373256748443e-09
2010,8.97520635589899e-09,0.0
2011,1.3383901986685487e-08,7.647944000321871e-09
2012,1.5659562535574878e-08,5.787229695464191e-09
2013,1.0877587719448911e-08,3.068037435216553e-09
2014,1.7540106256319632e-08,5.197068470019772e-09
2015,1.0639562120218216e-08,9.974589709749182e-09
2016,9.113896304313585e-09,6.006886377196707e-09
2017,1.6603035390971854e-08,4.276539317116246e-09
2018,1.161660012627408e-08,6.711813327342497e-09
2019,1.198964216797549e-08,3.061185249730869e-09
