year,diverses_ADJ orties_NOUN,diverses_ADJ sorties_NOUN
1800,0.0,0.0
1801,0.0,7.143547975374531e-09
1802,0.0,8.951360541686881e-09
1803,0.0,1.950339223455444e-09
1804,0.0,4.943701892301533e-09
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,1.8128591960930862e-08
1809,0.0,2.0331274441787173e-08
1810,0.0,3.510190182964834e-08
1811,0.0,1.7549536934780008e-08
1812,0.0,8.00162425207418e-09
1813,0.0,0.0
1814,0.0,1.8880061958270744e-08
1815,0.0,0.0
1816,0.0,3.9399267848239106e-08
1817,0.0,3.113746771532533e-08
1818,0.0,1.0729059418679299e-08
1819,0.0,3.1053151161586356e-09
1820,0.0,7.119888678630559e-09
1821,0.0,3.254291058851777e-08
1822,4.010246357211145e-09,6.015369535816717e-09
1823,0.0,6.324919610278812e-08
1824,0.0,3.3684450784221553e-09
1825,0.0,2.641632912414593e-09
1826,0.0,2.6423952803611428e-08
1827,0.0,1.8434546333878643e-08
1828,0.0,2.2930752408001354e-08
1829,0.0,6.001223074036943e-09
1830,0.0,1.1480519646056564e-08
1831,0.0,4.677361609140007e-09
1832,0.0,5.411987746839486e-09
1833,0.0,4.6334514003376626e-09
1834,0.0,1.8669061851994684e-09
1835,0.0,9.075705520444899e-09
1836,0.0,3.091545153210973e-08
1837,0.0,1.1828414692161004e-08
1838,0.0,4.797243136067664e-08
1839,0.0,2.23727205650448e-08
1840,0.0,1.2102408852854296e-08
1841,0.0,5.778493683550323e-09
1842,0.0,1.542900918138912e-08
1843,5.906911071384968e-10,2.953455480181333e-09
1844,5.488561272137815e-10,1.701453911095996e-08
1845,5.580227946389016e-10,3.0691253982695343e-08
1846,0.0,2.3418005312692003e-08
1847,0.0,1.5640349459999925e-08
1848,0.0,2.413566457803995e-09
1849,0.0,3.351765798242923e-08
1850,4.073397619208663e-09,5.2275268558332755e-08
1851,6.449438760824933e-10,6.449438760824933e-09
1852,0.0,1.5625309046640723e-08
1853,2.388772735173461e-09,1.0152284346531815e-08
1854,0.0,1.3508727469968562e-08
1855,2.1227748447927297e-09,1.4328730202350926e-08
1856,2.0708756931497874e-09,3.1063134287023786e-09
1857,0.0,1.4156376515472857e-08
1858,4.893676019968041e-10,4.404308473482388e-09
1859,2.5460866748261424e-09,2.036869339860914e-09
1860,0.0,1.785101666484934e-08
1861,4.715963730639317e-10,2.8295783494058924e-09
1862,9.035972525772706e-10,3.162590411776023e-09
1863,0.0,5.9935452156878455e-09
1864,0.0,2.3973640850272204e-09
1865,0.0,8.001635576349031e-09
1866,4.865612912574591e-10,1.216403244796993e-08
1867,4.85281148598915e-10,2.038180824115443e-08
1868,2.4699371437009177e-09,0.0
1869,4.883519144627257e-10,8.30198221279943e-09
1870,5.734048791339319e-10,1.77755516972411e-08
1871,1.0621177271019633e-09,1.805600113868877e-08
1872,6.047339295989218e-10,2.1770421909650395e-08
1873,0.0,1.1972009161809183e-08
1874,3.5847653734322193e-09,1.0754296120296658e-08
1875,5.721527140956084e-10,8.58229043387837e-09
1876,6.04601479992084e-10,2.418405919968336e-09
1877,6.184815992682502e-10,1.0514186854493346e-08
1878,0.0,3.6234530931267273e-09
1879,0.0,7.94212251520321e-09
1880,0.0,7.701415505323439e-09
1881,0.0,1.3945015142624584e-09
1882,4.6587693702804245e-09,7.320923423037584e-09
1883,1.8958017378167824e-09,2.5277355764075082e-09
1884,0.0,1.386356363042296e-08
1885,1.933690763067375e-09,1.6114089618213256e-08
1886,1.936039106809062e-09,1.677900662855336e-08
1887,0.0,9.793386546164129e-09
1888,6.340614699951175e-10,1.0779045211961602e-08
1889,0.0,3.759081934617825e-09
1890,4.5880703680722945e-09,1.0487018364813139e-08
1891,1.2748440081367107e-09,5.736798147637501e-09
1892,0.0,3.761107425503951e-09
1893,1.2316833108982905e-09,4.926733243593162e-09
1894,6.301539290376468e-10,8.822155450616265e-09
1895,0.0,1.2639090662958097e-08
1896,0.0,4.1279202278587945e-09
1897,0.0,3.4960281336537946e-09
1898,5.6583548957434e-10,5.092519295146758e-09
1899,1.1055156790007459e-09,1.9346524382513053e-08
1900,0.0,1.038210628578895e-09
1901,0.0,1.620734302321125e-08
1902,0.0,7.856454153909453e-09
1903,0.0,5.400220270956879e-10
1904,0.0,2.6873125946735854e-09
1905,0.0,1.5482277682110634e-09
1906,0.0,3.0865106026567446e-09
1907,0.0,3.5999904168804164e-09
1908,0.0,1.080505640516094e-08
1909,5.500983557560346e-10,1.7053048750881317e-08
1910,0.0,2.3514262537105424e-08
1911,0.0,1.5961122423746588e-09
1912,0.0,4.167536982180309e-09
1913,0.0,4.242391771214216e-09
1914,0.0,1.808120764223986e-08
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,0.0,6.57985488317081e-09
1918,0.0,1.4932290071101306e-08
1919,9.207848372660976e-10,2.762354567309444e-09
1920,0.0,4.543339038320937e-09
1921,0.0,4.543648568500203e-09
1922,0.0,8.853522359686394e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,1.0313299436681689e-08
1925,0.0,5.499089184013428e-09
1926,2.229227691330493e-09,5.57306911730393e-09
1927,1.1149224876660924e-09,5.574612327308159e-09
1928,0.0,3.4278122562625413e-09
1929,0.0,2.5622934884950155e-08
1930,1.0503603542488804e-09,4.201441416995522e-09
1931,0.0,1.1405356659111021e-08
1932,0.0,2.082311922890767e-08
1933,0.0,5.735331320977366e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,2.393656828303392e-09
1936,0.0,6.0623572828433225e-09
1937,0.0,1.1332006000230876e-08
1938,0.0,6.482607117774819e-09
1939,0.0,1.070583532936098e-08
1940,0.0,0.0
1941,0.0,2.066051862925633e-08
1942,0.0,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,4.357008087652048e-09
1946,0.0,1.3921104269343232e-09
1947,0.0,3.5762612871081956e-09
1948,0.0,3.2615663503321457e-09
1949,0.0,3.9268033269479474e-09
1950,0.0,6.381216888229346e-09
1951,0.0,2.0256663901818683e-08
1952,0.0,1.2653764702719172e-08
1953,0.0,3.2321482157371406e-09
1954,0.0,1.0749790169128914e-08
1955,0.0,7.508486277174597e-09
1956,0.0,6.976913269340912e-09
1957,0.0,9.718541527092839e-09
1958,0.0,6.617794756635931e-09
1959,0.0,6.200598257066758e-09
1960,0.0,7.61291657491725e-09
1961,0.0,1.042223907177231e-08
1962,0.0,4.43936931660005e-09
1963,0.0,8.405868889838075e-09
1964,0.0,8.517555771803131e-09
1965,5.472043373977442e-10,7.1136563306595235e-09
1966,0.0,8.862519385033352e-09
1967,0.0,6.409436426046966e-09
1968,0.0,9.881115009546804e-09
1969,0.0,3.1792304344691047e-09
1970,0.0,2.7592349793881255e-09
