year,diverses_ADJ orties_NOUN,diverses_ADJ sorties_NOUN
1971,0.0,8.221436087474387e-09
1972,0.0,7.695220183290274e-09
1973,0.0,1.4334330278309437e-08
1974,0.0,7.875800511758513e-09
1975,0.0,9.138368284311582e-09
1976,0.0,9.141642998145016e-09
1977,0.0,4.113747231748732e-09
1978,0.0,7.128709622605811e-09
1979,0.0,8.192762912528906e-09
1980,0.0,8.527726080842513e-09
1981,1.2651099057237047e-09,1.0120879245789638e-08
1982,0.0,8.690503427999374e-09
1983,0.0,2.5261264191556165e-09
1984,0.0,5.799008384599347e-09
1985,0.0,5.4140022465176685e-09
1986,0.0,5.9944854635674005e-09
1987,0.0,7.944062296871834e-09
1988,0.0,7.795519729736355e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,5.448650919337439e-09
1991,0.0,3.5168792322792797e-09
1992,0.0,9.91789939064347e-09
1993,0.0,4.431365774326679e-09
1994,0.0,7.3848970827405935e-09
1995,0.0,4.337960657352369e-09
1996,0.0,1.6014276571496566e-09
1997,0.0,3.835915585170824e-09
1998,0.0,5.2449422582867555e-09
1999,4.570201161957499e-10,5.484241422104574e-09
2000,0.0,8.394259953803385e-09
2001,0.0,5.257454194218525e-09
2002,0.0,7.886198361006791e-09
2003,0.0,6.667076668520622e-09
2004,0.0,7.928623979580607e-09
2005,0.0,6.7556242822064405e-09
2006,0.0,6.58862386870851e-09
2007,0.0,7.589511158423434e-09
2008,0.0,5.960415355721338e-09
2009,1.430457752249481e-09,5.245011536203492e-09
2010,0.0,1.0864724231396394e-08
2011,0.0,1.3383901986685487e-08
2012,0.0,2.008509092377153e-08
2013,0.0,1.3387799813191492e-08
2014,2.1654451842767486e-10,1.0827225671583562e-08
2015,0.0,9.087959190745565e-09
2016,0.0,1.2428040485623626e-08
2017,0.0,1.3835862233690932e-08
2018,0.0,1.4456213337510349e-08
2019,0.0,1.403043281555938e-08
