year,des_DET âges_NOUN,des_DET ages_NOUN,des_DET sages_ADJ
1800,3.175606018146482e-07,2.829747991484055e-08,3.144164395507687e-08
1801,2.0001933620505952e-07,0.0,2.8574191013319705e-08
1802,2.1483265300048515e-07,0.0,4.4756802708434407e-08
1803,2.827991831821919e-07,7.801356893821776e-09,5.265916058760922e-08
1804,2.916784183071286e-07,4.943701892301533e-09,4.69651695311768e-08
1805,2.1037294750669844e-07,8.528632911009026e-09,1.9900143755080535e-08
1806,3.4003695859041727e-07,0.0,5.187004603612877e-08
1807,1.7935816742919997e-07,5.693910232196231e-09,3.131650672116848e-08
1808,2.243413206315381e-07,2.2660739951163578e-09,5.211970233176544e-08
1809,1.874995396722312e-07,0.0,3.388545621874073e-08
1810,2.129515372928381e-07,0.0,4.914266327205041e-08
1811,2.381722890021365e-07,0.0,3.008491944456182e-08
1812,3.440698632672934e-07,5.3344164641089264e-09,1.8670456736202823e-08
1813,2.933256553205865e-07,0.0,8.339650481303806e-08
1814,2.0453401816666883e-07,0.0,4.72001566720337e-08
1815,2.7781401268356376e-07,8.091670444798638e-09,4.315557666778602e-08
1816,4.1253348825875946e-07,9.270415546325239e-09,4.6352077731626196e-09
1817,4.919719917007015e-07,3.113746815941454e-09,7.005930380277192e-08
1818,3.516747337783954e-07,0.0,3.5763532579835555e-08
1819,1.8631890696951814e-07,3.105315005136333e-09,6.417650855183865e-08
1820,2.2427649515321946e-07,1.1866481131050932e-09,3.678608972990105e-08
1821,2.642878911274238e-07,5.9168929755770705e-09,3.944595206029078e-08
1822,3.0076847679083585e-07,5.012807946513931e-09,3.5089655625597516e-08
1823,2.520085287116558e-07,9.882686891060644e-10,3.557767347395213e-08
1824,2.467386028826013e-07,1.6000114122505238e-08,6.484256687144807e-08
1825,4.0152820579564263e-07,0.0,2.4655239849735722e-08
1826,2.686435358612016e-07,1.7615968683770689e-09,5.813269510213104e-08
1827,2.9126583012129004e-07,6.452091139141913e-09,4.608636672287503e-08
1828,3.558852768037468e-07,5.503380751115117e-09,2.0179061976932644e-08
1829,3.6435998440609296e-07,6.001223296081548e-09,3.6864657104729304e-08
1830,3.266729482476194e-07,8.349468894053302e-09,1.6698937788106605e-08
1831,3.3365182083855416e-07,4.677361831184612e-09,2.338680871183385e-08
1832,3.5177920232332127e-07,2.705993873419743e-09,2.1647950543268735e-08
1833,4.4133624044206954e-07,1.50587168290528e-08,4.749287718652795e-08
1834,4.648596432232921e-07,1.4001796166951408e-08,4.7606106390318814e-08
1835,3.335321636654953e-07,5.294161553592858e-09,5.142899794918776e-08
1836,2.6748584325275715e-07,8.064900081095061e-09,3.8980349170714135e-08
1837,3.6250612289734363e-07,3.478945576063097e-09,5.705470451644601e-08
1838,3.18764162177132e-07,1.0730675015224733e-08,3.976661888671629e-08
1839,3.523703604457751e-07,9.78806569129631e-09,3.9152260211672285e-08
1840,3.216692761043305e-07,4.45878195476368e-09,3.121147429396842e-08
1841,2.959872906771466e-07,3.852329122366882e-09,4.494383887276854e-08
1842,2.321059748844334e-07,2.0124795163667386e-09,4.092041550052272e-08
1843,3.9340026725120936e-07,1.1813822142769936e-09,3.6032156147669525e-08
1844,2.5631581213048094e-07,1.0977122766320235e-08,3.2931367854871496e-08
1845,3.242112533996533e-07,7.81231901392232e-09,3.0691253982695343e-08
1846,2.657943625195003e-07,4.0981509297211005e-09,3.5712458990033724e-08
1847,2.944699986073829e-07,2.6966118227278457e-09,3.128069714364301e-08
1848,3.8938873714311484e-07,1.2872354626658478e-08,4.424871846708811e-08
1849,4.2399840882723083e-07,8.379414939696517e-09,5.6980020701757894e-08
1850,2.9871581475049425e-07,9.504594444820214e-09,4.6844071732721204e-08
1851,3.250517224273608e-07,3.8696632564949596e-09,1.483370937194195e-08
1852,4.140706788557935e-07,1.9531636308300904e-09,3.580800012059626e-08
1853,3.6906537914660476e-07,7.166318205520383e-09,4.4192294046396796e-08
1854,3.746073944377315e-07,7.793496625829732e-09,3.792835201466005e-08
1855,4.2614705364485417e-07,5.837630823180007e-09,2.5473298137512757e-08
1856,3.240920398717151e-07,6.212627079449362e-09,2.5368226352906476e-08
1857,3.2510851433187327e-07,9.76301828270465e-09,3.3194262505364946e-08
1858,3.1025905933290687e-07,3.9149408159744326e-09,2.9851424443450014e-08
1859,3.3048206304897576e-07,2.5460866748261424e-09,1.629495471888731e-08
1860,4.2979756376126943e-07,1.098524138321011e-08,3.387116043196414e-08
1861,3.4285055017235777e-07,8.488734604128467e-09,1.9807048445841247e-08
1862,3.835770244764447e-07,3.162590467287174e-09,3.027050965442868e-08
1863,3.241508897966483e-07,4.495158911765884e-09,2.4473642945554985e-08
1864,4.5406074455911494e-07,8.63051052846231e-09,2.8768367243969806e-08
1865,4.2596942773087676e-07,6.589582213223366e-09,2.2592852255698403e-08
1866,3.712462679494877e-07,3.8924903300596725e-09,1.8975890470063206e-08
1867,4.624729292856955e-07,5.338092634588065e-09,3.785192959071537e-08
1868,3.986478418482875e-07,7.409810987013543e-09,4.939873965437158e-08
1869,4.0728549510760104e-07,1.3673853382911716e-08,1.6603965646844188e-08
1870,4.4553559774840323e-07,1.4335121978348297e-08,3.4977699403526685e-08
1871,3.621821509369738e-07,1.3807530674370128e-08,1.3807530230280918e-08
1872,4.4871257975920287e-07,7.861540973763681e-09,2.2979889102714424e-08
1873,4.830705586655881e-07,1.0176207598799891e-08,2.6338419445437466e-08
1874,3.6385369295288683e-07,8.364452408482492e-09,2.4495896866483235e-08
1875,3.432916315659895e-07,9.154443536552037e-09,4.291145216939185e-08
1876,3.9117715733283376e-07,1.3301232559825849e-08,3.204387777344664e-08
1877,3.469681831846927e-07,6.80329748092845e-09,2.5357746458176678e-08
1878,2.711550890488468e-07,7.246906463809211e-09,2.4156355138416075e-08
1879,3.683923210928697e-07,1.3440515811424802e-08,3.665595205148975e-08
1880,2.868777224662722e-07,4.492492378105339e-09,3.0805662021293756e-08
1881,3.806989061772015e-07,6.972507737845746e-09,2.1614773970668466e-08
1882,3.8601234564339393e-07,1.0648616211028639e-08,2.1297232200012672e-08
1883,3.090156823759571e-07,9.479008467039307e-09,1.64302811356265e-08
1884,2.9245518362586154e-07,9.242375753615306e-09,1.9805090900604227e-08
1885,3.551545315616522e-07,4.511944928786704e-09,1.740321664556177e-08
1886,2.9298726733628655e-07,6.453463763378409e-09,2.710454793941608e-08
1887,3.009834221856522e-07,3.2644623670918804e-09,2.0892558405538608e-08
1888,2.929364084636177e-07,6.34061447790657e-09,1.775372027168487e-08
1889,3.3455829218098643e-07,5.012109283164534e-09,1.8168897220061098e-08
1890,2.7659509638233715e-07,3.932631886804927e-09,1.1142456735058204e-08
1891,2.9576381299634136e-07,5.099376032546843e-09,2.103492668936724e-08
1892,2.676654853317473e-07,1.1283322276511853e-08,1.9432387698969933e-08
1893,3.362495424319434e-07,9.237624998270633e-09,2.2170299374124625e-08
1894,2.659249460634783e-07,6.301539290376468e-09,3.213785193523222e-08
1895,3.189865669384062e-07,7.824199066419624e-09,2.7083764564395096e-08
1896,3.3731006898740645e-07,5.897029087265082e-09,1.8870492723976895e-08
1897,2.9716237870403006e-07,9.322741911788057e-09,1.1653426668090106e-08
1898,3.4006713267586974e-07,6.790025763869778e-09,1.867257115595322e-08
1899,3.211522976442893e-07,7.738609753005221e-09,2.5979618456517528e-08
1900,3.1976888603679754e-07,1.1420316803345543e-08,1.8168686666264477e-08
1901,3.302944586724976e-07,8.941982154730965e-09,2.5708198236884527e-08
1902,2.2439996483214486e-07,1.0311596132517309e-08,2.356936246172836e-08
