year,des_DET âges_NOUN,des_DET ages_NOUN,des_DET sages_ADJ
1903,3.2671333904943367e-07,1.1880484818149739e-08,2.8081145408975772e-08
1904,3.4720078723182723e-07,6.449550227216605e-09,1.3436562973367927e-08
1905,3.4731907172513843e-07,9.289366387221776e-09,2.9932402889620846e-08
1906,3.786119856519221e-07,1.7490227210981146e-08,8.230695236477459e-09
1907,3.5382762630931097e-07,9.771402353919711e-09,1.8514235478050978e-08
1908,3.2120485471409665e-07,7.858222517143076e-09,2.553922229253658e-08
1909,3.7351679410546623e-07,9.901770570142077e-09,1.870334465081669e-08
1910,4.216534925660653e-07,8.550641084070776e-09,2.5651922586078513e-08
1911,3.15498193348418e-07,5.852411444351446e-09,2.340964555536118e-08
1912,3.8132964652604073e-07,6.772247651554153e-09,1.0939784189645252e-08
1913,2.8901293358529756e-07,9.545381318698531e-09,1.6969567084856862e-08
1914,3.7769634042561506e-07,1.1384464482233625e-08,2.1429579888376793e-08
1915,2.6035485234388034e-07,1.2958838002674611e-08,9.424609537234119e-09
1916,2.8347653202587253e-07,6.592477230782379e-09,2.7468654906215306e-08
1917,3.761483471365068e-07,1.3159709322252411e-08,2.3029491202919417e-08
1918,3.411453679547094e-07,9.189101035644853e-09,2.2972752589112133e-08
1919,3.5173981416392053e-07,8.287063535394878e-09,1.5653341733923298e-08
1920,3.47565449754228e-07,1.2115570768855832e-08,1.8930579770426448e-08
1921,3.407736244298576e-07,4.5436484574779e-09,1.3630945261411398e-08
1922,3.1872682515476924e-07,5.902348332309515e-09,1.1066902949607993e-08
1923,3.2378640835162287e-07,3.1847844361720945e-09,5.307974060286824e-09
1924,3.9319455380493196e-07,1.2891624212585384e-08,1.804827398643738e-08
1925,3.5304151979609344e-07,5.499088961968823e-09,1.0998178368026856e-08
1926,3.6224949173657706e-07,7.802296919656726e-09,1.671920735191179e-08
1927,4.058317810695655e-07,6.689534925996554e-09,1.6723836537835268e-08
1928,3.5192205749545735e-07,0.0,9.14083297942625e-09
1929,3.21957735138767e-07,6.684243825105796e-09,1.1140405931087116e-08
1930,3.613239645261501e-07,5.2518018822667045e-09,1.2604324695075775e-08
1931,3.3759855355697255e-07,1.0264820993199919e-08,1.596749932275543e-08
1932,3.934473569167096e-07,5.479768305782784e-09,1.753525857850491e-08
1933,3.257668148570758e-07,5.735331098932761e-09,2.1794258620033702e-08
1934,2.9354871422526685e-07,4.7926320689839486e-09,2.6359476379411717e-08
1935,2.7646736544539863e-07,1.196828414151696e-08,1.0771455727365264e-08
1936,3.72228728728885e-07,6.0623572828433225e-09,1.091224355320719e-08
1937,3.4877397103727503e-07,6.295559185076627e-09,1.0072894518486919e-08
1938,3.202407965474663e-07,1.0372171899142302e-08,1.0372171566075394e-08
1939,3.945864932575205e-07,1.5294050470515685e-08,6.117620188206274e-09
1940,4.0826105673907875e-07,1.01431314458722e-08,7.607348528892999e-09
1941,3.3056829140676314e-07,5.9030051957620344e-09,1.1806010391524069e-08
1942,4.09618593266714e-07,3.034211770724937e-09,1.2136847082899749e-08
1943,4.877435237915506e-07,0.0,2.6129116870166058e-08
1944,3.66303225973752e-07,1.6065930807940276e-08,6.4263723231761105e-09
1945,3.376681263489445e-07,8.714016175304096e-09,4.357008087652048e-09
1946,4.2877001238394996e-07,4.1763312808029696e-09,1.2528993842408909e-08
1947,3.3616855454887684e-07,3.5762612871081956e-09,1.907339353124371e-08
1948,4.18567668525327e-07,6.523132700664291e-09,1.195907639583993e-08
1949,4.0151565072754636e-07,8.83530737461058e-09,6.8719057111366055e-09
1950,4.2541446898525237e-07,6.381216888229346e-09,1.2762433776458693e-08
1951,4.872260674915196e-07,4.264560704569931e-09,3.1984206394497505e-09
1952,4.333914336296374e-07,1.687168627029223e-08,6.326882129314981e-09
1953,4.4172691504584805e-07,3.2321482157371406e-09,8.619061908632375e-09
1954,4.5930919156944583e-07,1.07497895029951e-08,8.795282724349818e-09
1955,4.833587965435981e-07,7.508486277174597e-09,1.0324168187025862e-08
1956,4.779185491798899e-07,7.849027205963921e-09,6.976913491385517e-09
1957,4.823930681574495e-07,4.417518850718949e-09,5.301022731885041e-09
1958,4.773084563147734e-07,7.4450192122377246e-09,9.099467845885556e-09
1959,4.789962222417898e-07,7.750748154400355e-09,8.525822714489095e-09
1960,4.75461239712871e-07,7.612916630428401e-09,4.152500121534786e-09
1961,4.988778501413549e-07,5.558527582660844e-09,1.3896318928896534e-08
1962,5.511160132698478e-07,3.805173953708163e-09,8.878739354845067e-09
1963,4.784879434893696e-07,1.0992290189193454e-08,4.526237162849611e-09
1964,5.195708929761622e-07,1.216793676928063e-08,2.0077095319592786e-08
1965,5.203913504558955e-07,7.66086077907957e-09,1.1491291473930687e-08
1966,5.649855978617779e-07,5.5390746434014204e-09,1.3293779743683842e-08
1967,4.496466043946157e-07,7.395503209828291e-09,1.7256173767687955e-08
1968,5.120214208176321e-07,7.186265277292492e-09,1.0779397818794223e-08
1969,4.977766669966854e-07,7.2668123463071055e-09,2.0892086283197386e-08
1970,4.3595913856719903e-07,4.1388523719376735e-09,1.149681222445409e-08
1971,6.24315299901923e-07,6.166076871316761e-09,1.541519289993687e-08
1972,6.186957293152773e-07,7.182205385980467e-09,9.234264020108185e-09
1973,5.882588371974862e-07,9.923766808306311e-09,4.410563025913916e-09
1974,5.653699677310442e-07,1.0688586071783135e-08,6.750686232237513e-09
1975,4.6662791675089466e-07,1.1422959911300268e-08,6.8537762132336866e-09
1976,6.239171250754794e-07,1.714058084356651e-08,1.199840671262109e-08
1977,6.993370149643852e-07,1.2928920212207373e-08,6.464459911814657e-09
1978,5.661383726263125e-07,7.128709511583509e-09,8.910887139279566e-09
1979,5.266775877643681e-07,6.437170685380522e-09,7.607565133405103e-09
1980,8.482244613361445e-07,1.3644361529507876e-08,1.193881615790815e-08
1981,5.579134603195257e-07,9.488324403950088e-09,5.69299452024552e-09
1982,6.126804512618378e-07,6.828252518964462e-09,1.8622506758880775e-08
1983,6.991054863902946e-07,1.0104505787644769e-08,7.57837881337764e-09
1984,6.175944289310564e-07,5.2191077015706355e-09,9.278413592994639e-09
1985,5.738842236979735e-07,2.4062232206745193e-09,8.421781494405423e-09
1986,6.108380539160407e-07,1.3187867908825979e-08,6.593933898901838e-09
1987,5.304188768207041e-07,7.944061963804927e-09,7.94406213033838e-09
1988,5.864629439855662e-07,7.195864681897035e-09,7.795519729736355e-09
1989,5.444216952810166e-07,1.2073868793649467e-08,1.0427432250992297e-08
1990,5.290640325839036e-07,1.3621627437121475e-08,1.2531897297662908e-08
1991,5.187396574513059e-07,9.378344267840788e-09,1.1136783939491579e-08
1992,5.779931546712191e-07,8.815910834680807e-09,9.917899890243831e-09
1993,5.566903613640761e-07,9.416652735350084e-09,8.862731881720265e-09
1994,6.034515811492724e-07,4.747433890450736e-09,9.494868002946077e-09
1995,5.15132850154032e-07,9.218166452384935e-09,7.0491861237087505e-09
1996,4.6815069154604316e-07,5.33809241254346e-09,1.1743803041142087e-08
1997,4.363353935943337e-07,6.233362603857984e-09,7.192341833217597e-09
1998,5.311696016363499e-07,3.814503379828693e-09,7.629006759657386e-09
1999,5.470530903828319e-07,4.1131810180061734e-09,9.140402212892695e-09
2000,4.3119988113460295e-07,2.2090157481002848e-09,1.1045078629479121e-08
2001,4.937625499579212e-07,3.5049694258049158e-09,1.0514908055370142e-08
2002,4.7010505888067655e-07,7.448076544402937e-09,7.886198361006791e-09
2003,4.308598207103387e-07,3.333538389771462e-09,7.083769126836614e-09
2004,4.770388866148778e-07,2.6428747801343633e-09,1.2333415538856585e-08
2005,5.652205476991412e-07,2.251874686720612e-09,1.261049931144953e-08
2006,4.5832115258548356e-07,4.941468012553685e-09,7.823991232669414e-09
2007,4.31803228728711e-07,1.5977918155218873e-09,8.38840730210677e-09
2008,3.857240251647909e-07,2.9802077194940324e-09,5.108927503272298e-09
2009,3.8765404219986976e-07,4.291373478793048e-09,1.0490023960585404e-08
2010,4.138042708490275e-07,0.0,8.030448306328708e-09
2011,3.8430918758436405e-07,7.64794394481072e-10,8.412738006224885e-09
2012,3.577869631676833e-07,2.382976926895708e-09,7.489355857703828e-09
2013,3.168445954493393e-07,1.3945625210176615e-09,5.0204250756635815e-09
2014,3.0532776129632566e-07,1.7323561474213989e-09,5.630157506875122e-09
2015,3.1342375672593903e-07,1.1082876977264178e-09,5.541438599654391e-09
2016,3.044869969492936e-07,2.0713400716854125e-09,7.663958495607304e-09
2017,3.041373997092478e-07,1.7609279590047322e-09,3.773417134311785e-09
2018,2.808635861661912e-07,1.8070266949443692e-09,5.162933303104467e-09
2019,2.831596424002214e-07,5.1019755087367e-10,7.14276571223138e-09
