year,ces_DET âges_NOUN,ces_DET ages_NOUN,ces_DET sages_ADJ
1800,1.0690159379933561e-07,2.2009151834367913e-08,9.58970190367836e-07
1801,9.28661236798689e-08,0.0,8.691316679687588e-07
1802,1.969299319171114e-07,0.0,9.39892885298832e-07
1803,2.418420654848319e-07,0.0,8.269438254160377e-07
1804,1.384236476553724e-07,0.0,1.065367705166409e-06
1805,3.0703080255989335e-07,8.528632911009026e-09,1.0262788627812824e-06
1806,1.0374009207225754e-07,2.881669125542885e-08,9.42305803164345e-07
1807,1.1957211620838848e-07,2.8469551160981155e-09,8.797091055612327e-07
1808,1.495608836776796e-07,4.5321479902327155e-09,8.021901933830122e-07
1809,1.9427662323323602e-07,0.0,8.245461202704973e-07
1810,1.708292529656319e-07,7.020380277111826e-09,9.10309296386913e-07
1811,1.6045291317823285e-07,3.5099073869560016e-08,7.872221061688833e-07
1812,1.4936365744233626e-07,0.0,9.201868493846632e-07
1813,1.4378707646756084e-07,0.0,8.88604162696538e-07
1814,9.754699448194515e-08,0.0,1.0541368453687028e-06
1815,2.0498899289123074e-07,0.0,1.0411283142275352e-06
1816,1.877259148130861e-07,2.3176038865813098e-09,9.432648084839457e-07
1817,1.696991948074711e-07,1.556873407970727e-09,8.858609561457342e-07
1818,1.4305413009729762e-07,2.384235475716423e-09,9.417730240102173e-07
1819,1.3663385911577564e-07,0.0,1.1562122779196216e-06
1820,1.3409123589269711e-07,1.1866481131050932e-09,9.754247400906024e-07
1821,1.5186691593171986e-07,4.930744257336528e-09,1.07095760881748e-06
1822,1.8547389402101544e-07,0.0,1.035646121749778e-06
1823,1.8678277591277492e-07,2.9648061783404955e-09,8.854887241227516e-07
1824,1.3557991263013491e-07,1.6842225392110777e-09,8.943221558865844e-07
1825,1.8843648152966352e-07,8.805443041381977e-10,1.08395005327111e-06
1826,9.336463513420767e-08,0.0,9.442159267791794e-07
1827,1.6130227820099208e-07,9.217273055917019e-10,8.369284074660754e-07
1828,1.8619770969507954e-07,9.172301251858528e-10,8.869615015782983e-07
1829,2.2204525473856762e-07,0.0,9.113285983630703e-07
1830,1.8055725981014348e-07,0.0,8.808689528905234e-07
1831,2.1359952118160663e-07,1.5591206103948707e-09,9.089672872164556e-07
1832,2.963063165939417e-07,2.705993873419743e-09,6.237315730572845e-07
1833,2.467312907317165e-07,2.3167257001688313e-09,6.996511601187194e-07
1834,2.8283629482928063e-07,8.401077833397608e-09,8.447750374784846e-07
1835,2.0722860938349186e-07,4.5378527602224494e-09,7.457204631577952e-07
1836,2.28505502519738e-07,1.3441500135158435e-09,7.527239915816608e-07
1837,3.1310508497028877e-07,3.478945576063097e-09,7.778922039847203e-07
1838,2.1776958192276652e-07,1.2624323808552163e-09,7.782895750096941e-07
1839,2.013544850854032e-07,6.9914751765765e-10,7.886383812660824e-07
1840,2.3567847851069246e-07,5.732719854378843e-09,8.987630621959397e-07
1841,2.619583892027322e-07,2.5682194149112547e-09,8.552170385200952e-07
1842,2.5424325444944884e-07,5.366612043644636e-09,8.854909623323692e-07
1843,3.2133596494787753e-07,4.725528968130277e-09,8.996225488999698e-07
1844,1.93197352338359e-07,1.6465684371524958e-09,9.544608303713176e-07
1845,3.024483472557904e-07,8.37034175305007e-09,9.664955058497071e-07
1846,3.0853222998672436e-07,3.5127007969038004e-09,8.178738397646157e-07
1847,3.0040256326913095e-07,4.314578916364553e-09,9.168480019638992e-07
1848,2.4135665288582686e-07,5.631655086713039e-09,7.465965978781242e-07
1849,2.2959596424065865e-07,3.3517659758786067e-09,8.287241186621941e-07
1850,2.864956236692251e-07,4.752297222410107e-09,7.983859191540432e-07
1851,3.708427320781027e-07,3.2247193804124663e-09,8.500360593188816e-07
1852,3.5677788634558283e-07,1.1718981784980542e-08,9.713733675198455e-07
1853,2.484323697871105e-07,5.3747386541402875e-09,9.68050130722986e-07
1854,2.3484403888218708e-07,1.143046168827766e-08,1.0360154902855356e-06
1855,3.269073260980804e-07,2.1227748447927297e-09,8.268208091521956e-07
1856,2.5989489271793786e-07,1.0354378243704332e-08,9.526028037498691e-07
1857,3.3975302082822623e-07,3.905207379695241e-09,8.962450550598078e-07
1858,2.8481194291885004e-07,2.4468380654951716e-09,8.872234502632637e-07
1859,2.2456483961263984e-07,2.036869339860914e-09,8.941856322053354e-07
1860,2.9522835820472437e-07,3.204028764525191e-09,8.161118927318967e-07
1861,2.8767377990845944e-07,3.301174722469824e-09,9.375335849881594e-07
1862,2.7830795268357633e-07,4.969785083464018e-09,9.017900737262607e-07
1863,2.9618101571315947e-07,3.496234635136375e-09,9.055247858213988e-07
1864,3.52891981414416e-07,5.7536736486341056e-09,1.0006597079836865e-06
1865,2.847640931946671e-07,6.118897666329559e-09,9.531359950187834e-07
1866,3.0896643288258474e-07,4.865612968085742e-09,8.626731471395033e-07
1867,3.741517797806182e-07,4.85281148598915e-09,7.774204107136029e-07
1868,4.021057513625692e-07,3.951899252285784e-09,8.121153030060668e-07
1869,4.2730792237932747e-07,5.371871170112286e-09,8.668246636034382e-07
1870,4.117047027740739e-07,7.454263428741115e-09,9.271956571410556e-07
1871,2.729642671894794e-07,1.0621177271019633e-09,7.700353563677709e-07
1872,3.9005337448827504e-07,2.4189357183956872e-09,7.057245028363468e-07
1873,4.0824549341067495e-07,3.5916026819293734e-09,6.62052080713238e-07
1874,4.050785111786581e-07,8.364452686038248e-09,7.755042474855145e-07
1875,2.8149914577113577e-07,5.1493745933939294e-09,7.992973252157753e-07
1876,3.4220444256050087e-07,1.209202959984168e-09,7.884003565550302e-07
1877,3.383094333564429e-07,3.710889595609501e-09,7.223865026162457e-07
1878,3.1524042753972026e-07,3.6234532041490297e-09,7.307297096303955e-07
1879,2.9324760930649063e-07,4.276527687530063e-09,8.736334820014235e-07
1880,3.3693691925407165e-07,1.9253538763308597e-09,6.411428330466151e-07
1881,3.249188660348068e-07,2.7890030285249168e-09,6.37287193683278e-07
1882,2.5756339816496165e-07,6.655385131892899e-10,6.575520785645494e-07
1883,2.1928106086477328e-07,6.951272724098345e-09,5.794833839445346e-07
1884,2.9179500060649843e-07,4.621187876807653e-09,6.331027222472585e-07
1885,2.739395252859822e-07,5.1565086089944145e-09,6.007332231661167e-07
1886,1.7424353160322426e-07,4.517424767591649e-09,6.369568694708505e-07
1887,2.0174376391679516e-07,4.570247291724172e-09,5.93479256849605e-07
1888,2.10508408038379e-07,3.804368819970705e-09,6.549854845161462e-07
1889,2.744129936615991e-07,2.506054641582267e-09,6.221280912654947e-07
1890,2.4972213630292117e-07,3.932631886804927e-09,5.879284898924197e-07
1891,2.4349520533206714e-07,3.1871099093194744e-09,5.30335114490299e-07
1892,2.0560719926621118e-07,3.1342561879199593e-09,5.516290997320539e-07
1893,1.7120397943770627e-07,4.310891532632866e-09,5.838179006900646e-07
1894,2.4323942460213743e-07,5.671385361338821e-09,5.620973055897593e-07
1895,1.8838262771936343e-07,4.213030146971164e-09,5.958428559438289e-07
1896,1.7867998147735875e-07,4.127920338881097e-09,5.838058569906934e-07
1897,1.4217181543152435e-07,4.661370844871726e-09,3.5659486030681364e-07
1898,2.1218831403047034e-07,2.26334195829736e-09,5.273586864973367e-07
1899,2.1833934837900415e-07,6.080336234504102e-09,4.770300208178924e-07
1900,1.8480149055477568e-07,4.1528424032932776e-09,4.500643129290438e-07
1901,1.6877992004005193e-07,2.794369458047896e-09,4.4318699821133123e-07
1902,1.4681748350398038e-07,2.455141923096704e-09,3.667982149124782e-07
1903,1.6740683417282298e-07,4.860198243861191e-09,4.5469855791679947e-07
1904,2.0154844637687575e-07,3.2247751136083025e-09,4.315824071454699e-07
1905,2.2294478885243052e-07,5.160759153355343e-09,4.2576261449767117e-07
1906,2.201711006843965e-07,7.201858442940079e-09,4.4239988028493826e-07
1907,1.6097100075107562e-07,3.5999904168804164e-09,4.05256059821113e-07
1908,1.9645556825764743e-07,7.367083387777029e-09,4.223794576319051e-07
1909,1.7548137432044086e-07,1.6502950672681038e-09,4.411788694369534e-07
1910,1.9185500654828047e-07,5.878565745298658e-09,4.0562103720276355e-07
1911,1.6546363301728206e-07,5.3203741412488625e-09,4.07008617031579e-07
1912,2.2869359872501605e-07,6.251305251225858e-09,4.5165683104642085e-07
1913,1.7128657470166786e-07,4.772690798127144e-09,3.8552736469910087e-07
1914,1.6139152236860355e-07,2.0090231700464756e-09,4.125194053017367e-07
1915,1.9202642276283655e-07,0.0,3.38107852826397e-07
1916,1.3514578811602007e-07,6.592477230782379e-09,4.977320386956308e-07
1917,1.5572322809020989e-07,4.3865698851064394e-09,3.487323105844098e-07
1918,1.2979605212848355e-07,2.2972752589112133e-09,3.3310492142391013e-07
1919,1.3995928999088747e-07,4.603924352863942e-09,3.996206245915346e-07
1920,1.2721349218480782e-07,1.514446346106979e-09,4.089004974616728e-07
1921,1.893186833967775e-07,3.786373770076068e-09,3.2714268982658723e-07
1922,1.4165636075258448e-07,3.6889677978990676e-09,3.600432592065772e-07
1923,1.380073242351898e-07,8.492758496458919e-09,4.2145314438357673e-07
1924,1.534103367673012e-07,3.867487219366694e-09,3.6998962826828574e-07
1925,1.6607248753963688e-07,5.499088961968823e-09,3.9153513142764496e-07
