year,ces_DET âges_NOUN,ces_DET ages_NOUN,ces_DET sages_ADJ
1926,2.441004323117113e-07,2.229227691330493e-09,3.2546724071380595e-07
1927,1.9065174816645936e-07,3.344767462998277e-09,3.411662952146344e-07
1928,1.73675829273634e-07,1.1426041224282812e-09,2.9479186736125484e-07
1929,1.7156225795567082e-07,2.2280812750352652e-09,3.041330813857712e-07
1930,1.7015838249534454e-07,1.0503603542488804e-09,2.867483779311897e-07
1931,1.562533826771073e-07,4.5621426636444085e-09,2.8285283804052597e-07
1932,1.6110518430423326e-07,0.0,3.233063239349576e-07
1933,1.1585368664412954e-07,2.2941324395731044e-09,2.902077476107934e-07
1934,1.6294948679274057e-07,7.188948103475923e-09,2.7557635817743176e-07
1935,1.4840673046023767e-07,0.0,3.0519124294414723e-07
1936,1.612587050559e-07,3.6374143697059935e-09,2.437067649907476e-07
1937,1.0324717214515999e-07,3.777335444432595e-09,2.4300858214587606e-07
1938,1.4909996326473163e-07,2.5930428915188486e-09,2.1262951577227795e-07
1939,1.605875254995226e-07,1.5294050470515685e-09,2.2329313864588585e-07
1940,1.293249303202515e-07,2.5357829169792012e-09,3.3725912373938627e-07
1941,3.0990776522799024e-07,1.1806010835613279e-08,3.1285926382906837e-07
1942,1.6688165294098667e-07,3.034211770724937e-09,2.488053709726046e-07
1943,2.5838794304178236e-07,5.806470415592457e-09,2.2645234665219505e-07
1944,2.3134940363433998e-07,3.2131861615880553e-09,3.534504706692587e-07
1945,1.3506725338174874e-07,0.0,2.156718927892598e-07
1946,2.0603234407445825e-07,2.7842208538686464e-09,2.3665877790790546e-07
1947,1.7881306302314215e-07,1.1920870957027319e-09,2.574908180008606e-07
1948,2.076530543071442e-07,5.435944139264848e-09,2.326584045420077e-07
1949,1.4921852553584358e-07,1.9634016634739737e-09,1.8946826330079602e-07
1950,1.893094410121421e-07,2.1270722960764488e-09,2.637569664898365e-07
1951,1.7484699288417005e-07,3.198420528427448e-09,2.04698910266643e-07
1952,1.5922654372779732e-07,4.2179215675730575e-09,1.9296991382589113e-07
1953,1.4221451571927446e-07,3.2321482157371406e-09,2.445658893179825e-07
1954,2.04246004997799e-07,8.795282502305213e-09,1.9935973583073974e-07
1955,1.670638241080269e-07,9.385607846468247e-09,1.7175662847535023e-07
1956,1.4564306560771456e-07,5.232684952005684e-09,2.2326122639526602e-07
1957,2.1292440699482995e-07,8.835037701437898e-09,1.7051622158703594e-07
1958,2.03497190653934e-07,2.481673033738474e-09,1.9853383825818582e-07
1959,1.7516690142826974e-07,3.8753737996444215e-09,1.8911825350187428e-07
1960,1.6540791136776534e-07,2.0762500052562416e-09,1.7094457760435944e-07
1961,2.2650999831341778e-07,6.948159270159238e-10,2.417959485967458e-07
1962,2.4797050102165485e-07,4.4393695941558065e-09,2.0865036098882683e-07
1963,2.153195772791605e-07,4.526237051827309e-09,1.9462820510796064e-07
1964,1.6183356343901778e-07,5.4755713296827935e-09,1.6791753054690162e-07
1965,2.1395689309144927e-07,3.2832260243864653e-09,2.0739044614970226e-07
1966,1.8555900282990478e-07,4.431259803538978e-09,2.2710205982434672e-07
1967,1.538264706724135e-07,1.9721342336964653e-09,2.4454464764289696e-07
1968,2.2142680222714262e-07,4.9405573798733116e-09,2.3579933738915315e-07
1969,2.0165405345551335e-07,3.1792303789579535e-09,2.752305263697963e-07
1970,1.991247877697333e-07,1.3796175035718505e-09,2.3499484669287085e-07
1971,2.3328324338933726e-07,5.6522372338108084e-09,2.23520292053081e-07
1972,2.6676764974808975e-07,6.15617617993891e-09,1.682688139936772e-07
1973,2.2824663759024588e-07,4.410563025913916e-09,1.6760139587290723e-07
1974,2.509004985995489e-07,2.8127858930915295e-09,1.5301555222890784e-07
1975,2.615857894738838e-07,8.567220266542108e-09,1.3650437935552873e-07
1976,2.1654267001736116e-07,1.0855700893763753e-08,1.434095242558442e-07
1977,2.92076059338342e-07,5.876782005476144e-09,1.3692901568163052e-07
1978,2.2871276783575922e-07,1.1881182704343018e-09,1.360395440741513e-07
1979,2.4753847505110116e-07,1.7555920051037788e-09,1.509809184341293e-07
1980,2.8368901894282317e-07,1.1370301367108482e-09,1.267788594105923e-07
1981,2.5428709626851287e-07,6.325549528618524e-10,1.347342042379296e-07
1982,2.53886838663675e-07,4.345251602977385e-09,1.340820467987669e-07
1983,2.589279581854953e-07,5.68378455412244e-09,9.40982127772827e-08
1984,2.1862261689875595e-07,8.118611782848006e-09,1.351168990026963e-07
1985,2.27388099460768e-07,1.8046674155058895e-09,1.2091271894831834e-07
1986,2.2479320804791314e-07,4.196139768986029e-09,1.5525716889897012e-07
1987,2.322110361774321e-07,5.499735167280306e-09,1.3077147897888608e-07
1988,3.16618038453953e-07,5.396898372644898e-09,1.313245316936218e-07
1989,1.7507109717485037e-07,5.4881220679092735e-09,1.5641148287670603e-07
1990,2.1849090714454178e-07,3.8140557934163155e-09,1.3022275879848166e-07
1991,2.1687420748150998e-07,2.344586136349136e-09,9.671417977585861e-08
1992,2.573143866868577e-07,5.509944167592096e-10,1.1019888646046638e-07
1993,2.6366627281504407e-07,1.6617622278225497e-09,1.4180370477845372e-07
1994,2.210194320895198e-07,0.0,1.4031304651496157e-07
1995,2.0930659871964963e-07,5.422450821690461e-10,1.2905433166565672e-07
1996,2.1512511771959453e-07,3.2028553142993132e-09,1.2651278780140274e-07
1997,1.9083679525522257e-07,1.917957792585412e-09,1.1555695600407034e-07
1998,2.1981076159249824e-07,2.3840646123929332e-09,1.249249859114343e-07
1999,1.82351023170213e-07,2.7421206971744994e-09,1.4121921765308798e-07
2000,1.6346716869009015e-07,4.4180314962005696e-10,1.3033192658440385e-07
2001,2.234417948443479e-07,2.628727069353687e-09,1.4939932313495774e-07
2002,1.7481074365832683e-07,3.5049772528772394e-09,1.1741673766607619e-07
2003,1.9292853004060362e-07,2.5001538617175356e-09,1.1750723061254575e-07
2004,1.7707260546728776e-07,1.3214374039449694e-09,1.1848888625820564e-07
2005,2.3194309939356117e-07,0.0,1.4411998527918968e-07
2006,1.7336316293636855e-07,2.0589450144825605e-09,1.3465500181553125e-07
2007,1.3541285959206562e-07,7.988958938831558e-10,1.4380126067692345e-07
2008,1.468816628324987e-07,4.257439678578834e-10,1.1793107557167559e-07
2009,1.5925763108270985e-07,1.907277002999308e-09,1.4686032656641146e-07
2010,1.388795185519598e-07,0.0,1.270700309419226e-07
2011,1.3077984428733203e-07,0.0,1.246614864669482e-07
2012,1.262977757932049e-07,0.0,1.463828702696901e-07
2013,1.1602760352502628e-07,5.578250084070646e-10,1.5284404852877742e-07
2014,1.2039875141311995e-07,4.330890368553497e-10,1.7886576664238873e-07
2015,1.440774077821061e-07,4.433150790905671e-10,1.8486239383719294e-07
2016,1.2510894187300892e-07,2.0713400439298368e-10,2.5622475519071486e-07
2017,9.785728272149186e-08,2.515611330355938e-10,1.300571099704939e-07
2018,1.1022862711485004e-07,2.5814667070633845e-10,1.507576534720556e-07
2019,1.576510459955216e-07,5.1019755087367e-10,1.6938558999868292e-07
