year,ses_DET airs_NOUN,ses_DET cerfs_NOUN
1800,3.018397904952508e-07,0.0
1801,4.143257559263702e-07,4.7623651688866175e-09
1802,2.4616241489638924e-07,2.2378401354217203e-09
1803,4.21273259831878e-07,0.0
1804,7.464990119387949e-07,0.0
1805,3.098736751638853e-07,5.685755422035754e-09
1806,5.503988118604752e-07,0.0
1807,2.4768510797912313e-07,0.0
1808,3.512414803452657e-07,0.0
1809,2.868968715930009e-07,0.0
1810,4.422839516848853e-07,4.680253518074551e-09
1811,5.114436874009698e-07,0.0
1812,6.134579066952028e-07,0.0
1813,7.620715223310981e-07,0.0
1814,2.832009533548785e-07,3.1466771410748606e-09
1815,1.7531953111493692e-07,2.697223555614414e-09
1816,3.569109896517375e-07,0.0
1817,3.3939841515007174e-07,0.0
1818,3.6598014663269396e-07,1.9073883805731384e-08
1819,3.0949639295840825e-07,0.0
1820,3.548077778248171e-07,0.0
1821,2.504818059634317e-07,0.0
1822,4.661911532366503e-07,1.0025615893027862e-09
1823,5.297120146963152e-07,0.0
1824,2.5937027459121964e-07,0.0
1825,3.2492083512636327e-07,8.805443041381977e-10
1826,2.1051082210732375e-07,0.0
1827,2.2213627737244224e-07,1.3825909306319772e-08
1828,2.5315550056248526e-07,8.255071293206129e-09
1829,2.9491725683783443e-07,4.286587973467704e-09
1830,4.039055490068222e-07,7.305785310052215e-09
1831,2.8064169654840043e-07,1.5591206103948707e-09
1832,2.273034804822771e-07,1.3529969367098715e-09
1833,2.8495726667188137e-07,4.6334514003376626e-09
1834,2.174945723520949e-07,0.0
1835,2.8134687113379186e-07,1.0588323107185715e-08
1836,3.461186359743351e-07,1.3441500135158435e-09
1837,2.1847777098571441e-07,0.0
1838,2.3165634388533363e-07,2.5248647617104325e-09
1839,2.929428202236295e-07,0.0
1840,2.3695241679888568e-07,2.5478754661634184e-09
1841,3.017657759230019e-07,6.420548537278137e-10
1842,3.474881253850981e-07,6.708265054555795e-10
1843,3.904468250937043e-07,1.7720733769266417e-09
1844,3.534633599144854e-07,5.488561272137815e-10
1845,2.812434836130251e-07,5.580227946389016e-10
1846,2.8452876144058337e-07,1.1709002656346001e-09
1847,1.9361672976003774e-07,5.393223645455691e-10
1848,2.856053598065955e-07,2.413566457803995e-09
1849,3.0584863974780774e-07,9.217356655710773e-09
1850,2.0910107512150944e-07,9.504594444820214e-09
1851,2.1154158513780885e-07,5.159551008659946e-09
1852,2.975319315368097e-07,0.0
1853,3.3084501804836464e-07,4.777545470346922e-09
1854,3.205725054300501e-07,7.79349651480743e-09
1855,4.24554979616687e-07,3.714855978387277e-09
1856,3.6861587382475136e-07,3.6240324075009767e-09
1857,3.6220798094177553e-07,1.9526036343364694e-09
1858,3.9002598661852517e-07,5.3830435664536935e-09
1859,3.890420323671151e-07,1.5276520048956854e-09
1860,3.972995692436143e-07,4.57718396518203e-09
1861,3.2634468283276874e-07,1.6977468875190027e-08
1862,3.117410560804501e-07,6.325180823552046e-09
1863,3.6310894024893514e-07,1.9978483312144135e-09
1864,3.605635559011944e-07,7.1920918109924514e-09
1865,3.652511124663249e-07,4.706844358715045e-10
1866,3.14805156165221e-07,3.8924903300596725e-09
1867,3.799751358002368e-07,1.649955905236311e-08
1868,3.5171902101893693e-07,1.975949626142892e-09
1869,3.731008497709354e-07,3.4184634012390802e-09
1870,3.635387013645186e-07,2.2936195165357276e-09
1871,3.2500803737178785e-07,1.6993883633631413e-08
1872,3.2837051566758646e-07,8.466274903362603e-09
1873,4.477531332369722e-07,4.788803575905831e-09
1874,3.172517573091227e-07,4.779687479139483e-09
1875,3.341371748177835e-07,4.005069165202713e-09
1876,3.766667333593432e-07,9.673623679873344e-09
1877,3.3892790440859244e-07,9.895705588292003e-09
1878,4.1971667208429153e-07,1.0266450578555464e-08
1879,3.8366562193914433e-07,3.0546627449723474e-09
1880,3.529815550962212e-07,4.492492600149944e-09
1881,4.0440544069042517e-07,4.183504487276224e-09
1882,3.4009017646496886e-07,6.655385131892899e-10
1883,3.444039791133946e-07,5.687405213450347e-09
1884,4.152467312223962e-07,9.902545450302114e-09
1885,3.7706968569750643e-07,7.7347630522695e-09
1886,3.9753338043624353e-07,1.2906927748801422e-09
1887,3.6627267441247113e-07,1.9586774424595887e-09
1888,3.734621962792062e-07,4.4384300679212174e-09
1889,3.35811327190072e-07,4.385595886446936e-09
1890,3.480379096032493e-07,3.9326319978272295e-09
1891,3.2189810639238203e-07,4.461953917456185e-09
1892,2.9336638940336e-07,3.1342561879199593e-09
1893,2.6542775843907407e-07,4.926733243593162e-09
1894,2.671852543656428e-07,6.301539290376468e-10
1895,3.3403309451784935e-07,4.213029924926559e-09
1896,2.8836471965831834e-07,1.4152869098893461e-08
1897,2.3656457681653364e-07,5.2440420894583895e-09
1898,2.6028431676650143e-07,8.487532454637403e-09
1899,2.758261761215408e-07,1.1055156790007459e-08
1900,2.797977547430719e-07,3.114631885736685e-09
1901,2.425512741766056e-07,2.235495566438317e-09
1902,2.587719691860002e-07,1.0311596021495006e-08
1903,2.5381036650173883e-07,3.2401321625741275e-09
1904,2.98829173850379e-07,3.2247751136083025e-09
1905,2.332663022741599e-07,1.393404985838842e-08
1906,2.9270411161519405e-07,8.745113744268451e-09
1907,3.162848578597277e-07,5.1428433733846646e-09
1908,4.066630143739758e-07,3.437972351250096e-09
1909,3.762672777796183e-07,4.950885035270858e-09
1910,3.270620183570827e-07,1.4429207162436342e-08
1911,2.803837286791122e-07,5.3203741412488625e-09
1912,2.906857154982845e-07,8.335073686804861e-09
1913,3.399216428334739e-07,7.424185488602575e-09
1914,3.127379333278668e-07,6.6967436596065966e-09
1915,2.155879403886729e-07,3.534228465440492e-09
1916,1.8678684909900767e-07,8.789969641043172e-09
1917,1.9849227905766043e-07,0.0
1918,2.802675931334875e-07,0.0
1919,3.020174208501203e-07,6.4454939163738345e-09
1920,3.150048288880214e-07,1.0601124422748853e-08
1921,3.5819095334233e-07,6.815472630705699e-09
1922,4.124265977623054e-07,1.2542490601674672e-08
1923,3.290944050604594e-07,9.554353752605493e-09
1924,3.3518223752082577e-07,7.734974438733389e-09
1925,3.4534278370301763e-07,1.0998177923937646e-09
1926,3.1655033794208975e-07,4.458455382660986e-09
1927,4.5934807424430346e-07,1.1149224654616319e-08
1928,3.462090392147843e-07,3.4278122562625413e-09
1929,4.3558989482050947e-07,3.342121912552898e-09
1930,3.256117029337702e-07,8.402882833991043e-09
1931,3.0110142468231516e-07,6.843213995466613e-09
1932,3.1015487511609763e-07,2.1919073223131136e-09
1933,3.131490657892755e-07,3.4411986593596566e-09
1934,3.6783452550537277e-07,2.3963160344919743e-09
1935,3.0638806425287157e-07,1.196828414151696e-09
1936,4.510393734058482e-07,4.849885826274658e-09
1937,2.8455927836290584e-07,3.777335333410292e-09
1938,2.917173134164841e-07,2.5930428915188486e-09
1939,2.309401638811437e-07,6.117620188206274e-09
1940,2.535782828161359e-07,2.5357829169792012e-09
1941,3.128592642731576e-07,0.0
1942,3.0948960283438964e-07,3.034211770724937e-09
1943,3.01936453617202e-07,8.709705845433291e-09
1944,3.148922420592726e-07,3.2131861615880553e-09
1945,3.2895411239408645e-07,6.535512131478072e-09
1946,4.051041377906017e-07,1.3921104269343232e-09
1947,3.540498747511833e-07,3.5762612871081956e-09
1948,4.163933002843123e-07,2.174377566888097e-09
1949,3.1218087470641365e-07,6.8719057111366055e-09
1950,2.690746514488751e-07,4.2541445921528975e-09
1951,2.825271465667356e-07,3.1984206394497505e-09
1952,2.0878712359007068e-07,7.381362632230548e-09
1953,3.2429219665175424e-07,4.3095309543161875e-09
1954,3.1369841035910895e-07,1.9545072227344917e-09
1955,2.778139780446054e-07,4.6928039232341234e-09
1956,3.4622931632810605e-07,2.616342476002842e-09
1957,2.783037000853028e-07,5.301022731885041e-09
1958,3.217902624363944e-07,4.9633461784992505e-09
1959,2.8212721403519936e-07,2.3252243464000344e-09
1960,3.335841540774709e-07,3.4604166754270693e-09
1961,2.4596482628425065e-07,6.948159270159238e-10
1962,3.0060874589565856e-07,3.805173953708163e-09
1963,2.7933350033038096e-07,6.466053248388448e-10
1964,2.895968895799683e-07,1.2167936658258327e-09
1965,2.746965828137604e-07,6.0192477668863376e-09
1966,2.980022166809704e-07,2.7695373772118614e-09
1967,3.2096484048338425e-07,4.437302081328198e-09
1968,3.876091945187454e-07,3.1439910674890825e-09
1969,2.529759104419327e-07,4.541757636644661e-09
1970,2.441923028229098e-07,5.058597457585634e-09
1971,3.088176994126002e-07,4.1107179882260425e-09
1972,4.022035220430098e-07,4.617132176587546e-09
1973,2.558126541707395e-07,9.372446430067072e-09
1974,2.0533337030670396e-07,1.6876715580593782e-09
1975,1.7591359346980084e-07,6.8537762132336866e-09
1976,2.2968377733079137e-07,2.856763492431469e-09
1977,2.1685324647080506e-07,5.876781838942691e-10
1978,2.697028369524901e-07,2.9702956760857546e-09
1979,2.574868407378972e-07,4.096381456264453e-09
1980,2.8084645453674284e-07,1.4212876486840997e-08
1981,2.4732899239765516e-07,2.5302198114474095e-09
1982,2.5140385639943474e-07,3.1037510339615437e-09
1983,2.911360601487445e-07,4.4207211225000265e-09
1984,2.8183180766916394e-07,4.059305780401701e-09
1985,2.424270011402996e-07,7.820225356169885e-09
