year,ses_DET airs_NOUN,ses_DET cerfs_NOUN
1986,2.649562569345676e-07,1.7983456390702202e-09
1987,3.0126327388302343e-07,7.944062296871834e-09
1988,2.758414856529612e-07,9.594485983477341e-09
1989,2.820894806632168e-07,6.036934507847036e-09
1990,2.838747201749925e-07,5.448650919337439e-09
1991,3.2062213728423217e-07,4.103025585955322e-09
1992,2.6833428190542463e-07,1.1019888335184191e-09
1993,3.22381882966738e-07,3.3235245111562506e-09
1994,3.048907606384432e-07,5.802419378309054e-09
1995,3.399876735699081e-07,2.7112254108452305e-09
1996,2.807836549933995e-07,3.2028553142993132e-09
1997,3.342041541287699e-07,1.917957792585412e-09
1998,2.9610082297182316e-07,4.7681290027412615e-09
1999,2.883796819119766e-07,1.8280804647829996e-09
2000,3.4593186448717006e-07,3.534425307982758e-09
2001,2.9704614989967126e-07,3.5049695090716426e-09
2002,3.2552475470737363e-07,7.00995456126563e-09
2003,3.55021846143444e-07,5.833692029444393e-09
2004,3.470975600272652e-07,6.6071867144135155e-09
2005,3.2607145872276533e-07,4.503749595485829e-09
2006,3.6525684521393487e-07,5.353256671281059e-09
2007,4.809353253421023e-07,5.991719037590215e-09
2008,5.20259151315372e-07,4.257439734089985e-09
2009,5.163952465636612e-07,6.198650037703146e-09
2010,6.608586202716538e-07,4.723792912386671e-09
2011,6.611647318521818e-07,1.9502257586623273e-08
2012,8.180419168724029e-07,1.4297861172796189e-08
2013,7.829073780385443e-07,1.6734750085678485e-08
2014,9.523628090590819e-07,5.630157590141849e-09
2015,9.234253326440012e-07,8.422986752520956e-09
2016,9.399741180970977e-07,8.492493819289848e-09
2017,8.636093760117092e-07,9.307762255383878e-09
2018,9.961880245157317e-07,7.228106835288628e-09
2019,1.0020280143407945e-06,7.397864543179367e-09
