year,tes_DET heures_NOUN,tes_DET soeurs_NOUN
1839,1.328380283549535e-08,9.088918062616358e-09
1840,8.917564464638872e-09,3.1848443882154243e-09
1841,2.3113975622379712e-08,1.2841097074556274e-09
1842,1.677066219230028e-08,2.0124795163667386e-09
1843,1.9492807368237663e-08,1.1813822142769936e-09
1844,1.0428266361550698e-08,3.2931368743049916e-09
1845,1.6182660544927785e-08,2.2320911785556063e-09
1846,2.5174356377277718e-08,1.1709002656346001e-09
1847,2.0494250740910047e-08,2.1572894581822766e-09
1848,4.827132860096839e-09,8.045221711050488e-10
1849,1.3407064125559032e-08,8.379414939696517e-10
1850,1.1541293254424545e-08,2.0366988096043315e-09
1851,5.8044946626978344e-09,1.2898877521649865e-09
1852,1.1067927463415117e-08,6.510545436100301e-10
1853,1.4332635966951557e-08,1.1943863675867306e-09
1854,1.5586993307170616e-08,1.558699391779328e-09
1855,1.8043586180738203e-08,1.0613874223963649e-09
1856,1.2425254325432178e-08,1.5531567143511893e-09
1857,3.368241197065913e-08,4.881509085841174e-10
1858,2.104280705239603e-08,2.446837954472869e-09
1859,3.0553040319958313e-08,1.5276520048956854e-09
1860,2.2428201018609428e-08,2.288591982591015e-09
1861,2.5466203923407704e-08,1.8863854922557266e-09
1862,2.1234535907410645e-08,9.035972525772706e-10
1863,2.7470414054597825e-08,4.994620828036034e-10
1864,3.404256776473602e-08,2.3973640850272204e-09
1865,2.7299697724636474e-08,9.41368871743009e-10
1866,1.0704348518686402e-08,2.4328064562872953e-09
1867,1.3102591012170706e-08,1.94112459439566e-09
1868,6.915823802522425e-09,1.4819622196071691e-09
1869,1.2697149442963962e-08,9.767038289254515e-10
1870,2.3509600044491208e-08,5.734048791339319e-10
1871,7.434824311758348e-09,1.0621177271019633e-09
1872,2.4189356961912267e-08,1.8142017887967654e-09
1873,1.9155214636690232e-08,5.986004469882289e-10
1874,1.732636717433067e-08,1.792382742227261e-09
1875,2.1741802469499305e-08,5.721527140956084e-10
1876,6.04601479992084e-09,3.02300739996042e-09
1877,1.669900340228736e-08,6.184815992682502e-10
1878,2.8987625577681086e-08,2.4156354694326865e-09
1879,1.7717043832021773e-08,6.10932526790009e-10
1880,1.2835692064783188e-08,1.2835692508872398e-09
1881,1.882577094214355e-08,1.3945015142624584e-09
1882,2.6621540305526992e-08,2.6621540527571597e-09
1883,2.2749619355000306e-08,1.8958017378167824e-09
1884,2.178560087884307e-08,2.6406787867472303e-09
1885,1.353583467533781e-08,1.2891271383708158e-09
1886,1.3552274580330703e-08,6.453463874400711e-10
1887,1.8933882017790893e-08,3.264462256069578e-09
1888,1.2047167707862627e-08,1.268122939990235e-09
1889,1.3156787381785051e-08,1.8795409673089125e-09
1890,1.5075088732885433e-08,6.554386478008212e-10
1891,1.2748439970344805e-08,1.2748440081367107e-09
1892,7.522214628963297e-09,2.5074049503359674e-09
1893,2.155445777418663e-08,2.463366621796581e-09
1894,1.4493540811955086e-08,3.780923574225881e-09
1895,1.6852119699706236e-08,1.2037228991346183e-09
1896,2.3588115738437665e-08,1.179405795248556e-09
1897,2.4472196047398143e-08,1.7480140668268973e-09
1898,1.6975064021096387e-08,1.6975064687230201e-09
1899,2.7085134135518274e-08,3.3165470370022376e-09
1900,1.5054053892349373e-08,1.038210628578895e-09
1901,1.8442838478627266e-08,1.6766216748287377e-09
1902,1.1293652624200234e-08,9.820567692386817e-10
1903,2.2140903110923205e-08,0.0
1904,2.6873125946735854e-08,5.912087708281888e-09
1905,2.4771643791776654e-08,0.0
1906,3.652371088902484e-08,1.0288369045596824e-09
1907,2.828563872014911e-08,1.028568674676933e-09
1908,2.3083529532286207e-08,9.822778146428846e-10
1909,1.3752459171456621e-08,1.6502950117569526e-09
1910,6.466422186601761e-08,1.068830135508847e-09
1911,3.8838732452362024e-08,1.5961122423746588e-09
1912,3.1256526922263106e-08,2.6047106693738442e-09
1913,1.909076335904203e-08,2.6514948014977335e-09
1914,2.5447625784380534e-08,6.696743715117748e-10
1915,2.0027295377644805e-08,2.3561523843085297e-09
1916,2.5271162940043723e-08,1.3184954461564757e-08
1917,3.7285843079715164e-08,4.386569774084137e-09
1918,2.756730310693456e-08,8.040463406189247e-09
1919,4.2356102236684734e-08,8.28706359090603e-09
1920,1.817335570919454e-08,7.572231730534895e-09
1921,4.165010941692415e-08,2.2718242842501013e-09
1922,3.762747213809092e-08,2.951174193910333e-09
1923,4.777176476622458e-08,4.246379248229459e-09
1924,5.1566498515676074e-08,3.867487219366694e-09
1925,3.629398781512805e-08,4.399271169575059e-09
1926,4.2355327800613907e-08,3.343841648018042e-09
1927,3.790736458064714e-08,5.574612438330462e-09
1928,2.2852082892654835e-08,4.5704163786908225e-09
1929,1.559656870320225e-08,8.912325100141061e-09
1930,2.5208648724017735e-08,8.402882833991043e-09
1931,2.737285687004487e-08,3.4216069977333063e-09
1932,1.0959536500543265e-08,0.0
1933,2.6382522388956886e-08,3.4411986593596566e-09
1934,1.5576054224197833e-08,2.3963160344919743e-09
1935,2.154291145473053e-08,3.590485242455088e-09
1936,1.9399543749187842e-08,2.424942913137329e-09
1937,3.273690818428321e-08,0.0
1938,2.722695080503712e-08,9.075650231338273e-09
1939,3.976453033516236e-08,3.058810094103137e-09
1940,2.0286263557878215e-08,1.0143131667916805e-08
1941,5.607854847156091e-08,2.066051862925633e-08
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,4.3548528783077245e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,3.7034568745042407e-08,2.178504043826024e-09
1946,2.5057987684817817e-08,8.352662561605939e-09
1947,2.7418002979118228e-08,5.960435700558264e-09
1948,3.152847383169899e-08,4.348755133776194e-09
1949,1.5707213196769487e-08,0.0
1950,2.8715476219076663e-08,2.1270722960764488e-09
1951,2.0256663901818683e-08,2.1322803522849654e-09
1952,2.1089607726842985e-08,9.49032352703938e-09
1953,2.6934568575498474e-08,1.0773827274768166e-08
1954,2.5408594339637602e-08,4.886268278880834e-09
1955,2.2525457943345373e-08,7.508486277174597e-09
1956,2.4419196664737797e-08,6.104798888628693e-09
1957,1.6786571077620493e-08,5.3010225653515874e-09
1958,1.4062814024384807e-08,1.6544486891589827e-09
1959,1.7051645984089703e-08,6.975672928177801e-09
1960,2.353083339290407e-08,3.4604167309382206e-09
1961,2.848745372929784e-08,5.55852741612739e-09
1962,2.4733629588880035e-08,5.0735651235811474e-09
1963,1.8104949428554562e-08,3.879631726988464e-09
1964,3.772060341855621e-08,4.258777774879263e-09
1965,2.5171399187229326e-08,6.5664522708175355e-09
1966,2.6033652011925312e-08,6.0929824519107e-09
1967,2.8102913551819597e-08,5.916402479044791e-09
1968,3.5931325470528463e-08,5.389698881641536e-09
1969,2.3617140909593104e-08,4.9959335557403506e-09
1970,2.6212731901731345e-08,7.357959935783143e-09
1971,3.3399584098425805e-08,6.166076871316761e-09
1972,2.205963145485157e-08,3.5911027485013847e-09
1973,1.488564987939256e-08,1.2680368366435602e-08
1974,1.912694452821384e-08,7.313243399753588e-09
1975,1.599214449754527e-08,1.2565256390928425e-08
1976,1.7140580510499603e-08,4.570821499072508e-09
1977,1.8805701551549703e-08,5.289103488514968e-09
1978,2.5544543369449002e-08,1.3663359665905261e-08
1979,1.8726314388040066e-08,7.607565355449708e-09
1980,1.3644361362974422e-08,1.0801786354264209e-08
1981,1.7711539568310286e-08,1.5813874654213578e-08
1982,1.924325643276603e-08,2.2347007799794483e-08
1983,2.0840542402922324e-08,1.4525226799122493e-08
1984,3.537395087960249e-08,2.029652917956426e-08
1985,2.586689906713957e-08,1.2031116103372597e-08
1986,1.7983455669057236e-08,1.8582905048081244e-08
1987,2.0776777631681398e-08,7.332980112018106e-09
1988,1.3792074093910145e-08,1.2592763276586538e-08
1989,2.359892592451729e-08,9.878620255143744e-09
1990,2.6153525567451652e-08,1.5256222729576052e-08
1991,2.4618154625954958e-08,1.2895223833186975e-08
1992,1.3223866057732181e-08,9.366905251440016e-09
1993,1.7171542965321862e-08,1.0524494165053966e-08
1994,3.7451979240099575e-08,2.0044721216194716e-08
1995,2.0063068539855067e-08,1.1387146947594573e-08
1996,1.7615704450690828e-08,1.8149513225651503e-08
1997,1.5343662340683295e-08,1.726162068838022e-08
1998,1.9549330376733565e-08,1.5258013186247865e-08
1999,2.3765046652801658e-08,1.9651865579284333e-08
2000,2.3415566707818414e-08,2.1206551625851944e-08
2001,1.664860457828432e-08,9.20054432640427e-09
2002,2.1906106872915387e-08,1.2267419968736704e-08
2003,2.4584845825792456e-08,1.7917769490338742e-08
2004,1.8940603224715247e-08,1.0131019578807354e-08
2005,3.062549747134824e-08,7.656374201303606e-09
2006,2.26483944376632e-08,1.5647982021249618e-08
2007,4.114313939540537e-08,1.4380125895607776e-08
2008,3.235654072453187e-08,1.702975849227073e-08
2009,3.3377347330443286e-08,1.0966843211335231e-08
2010,6.046455008901219e-08,5.196172381261022e-09
2011,5.277081427390584e-08,8.795135231220996e-09
2012,7.114888089798654e-08,2.0425516833455504e-09
2013,6.944921282503458e-08,6.414987652192394e-09
2014,8.01214752321755e-08,9.744503315367581e-09
2015,7.292533328595585e-08,8.422986932932197e-09
2016,8.575347854034021e-08,4.97121616094276e-09
2017,7.521678094257744e-08,1.911864622172743e-08
2018,9.396538613870575e-08,8.26069346260283e-09
2019,8.953967356450931e-08,1.4795728808802977e-08
