year,autres_ADJ iles_NOUN,autres_ADJ cils_NOUN
1895,4.4537746823891666e-08,1.2037228991346183e-08
1896,4.2458609073037223e-08,1.6511680911435178e-08
1897,5.302309369348279e-08,2.330685422435863e-09
1898,4.5266837944701876e-08,5.6583546736987955e-09
1899,7.738609575369537e-08,9.39688327150634e-09
1900,5.45060585555035e-08,6.748368974740515e-09
1901,4.806315456740151e-08,8.941982265753268e-09
1902,3.7809184227910464e-08,1.178468167495339e-08
1903,4.158169653045718e-08,3.2401321625741275e-09
1904,3.869730225147805e-08,8.599400302955473e-09
1905,4.076999593483066e-08,9.805441791854719e-09
1906,5.298510008522328e-08,4.629765903985117e-09
1907,3.9599892032171624e-08,5.142843484406967e-09
1908,2.5539223624804208e-08,7.367083831866239e-09
1909,2.585462199888866e-08,8.251475058784763e-09
1910,3.2064904731399224e-08,4.809735720812114e-09
1911,3.6710580797461034e-08,5.320374141248863e-10
1912,2.3963337258958717e-08,2.6047106693738442e-09
1913,3.924212471639876e-08,6.893886794756554e-09
1914,2.879599858562898e-08,1.3393487430235496e-09
1915,2.1205371458776767e-08,3.534228465440492e-09
1916,1.098746227334857e-08,4.394984820521586e-09
1917,2.4126133979507358e-08,3.289927441585405e-09
1918,2.756730399511298e-08,0.0
1919,2.3940406101985445e-08,2.762354567309444e-09
1920,2.2716694747515476e-08,0.0
1921,3.7106461903135823e-08,7.572747429129834e-10
1922,2.6560568577860266e-08,2.2133805899215986e-09
1923,2.2293490609115452e-08,0.0
1924,2.4494086647841584e-08,1.289162443462999e-09
1925,6.048997924779087e-08,0.0
1926,3.009457349989475e-08,0.0
1927,2.7873061858585402e-08,1.1149224876660924e-09
1928,5.827280880055241e-08,5.713020723163709e-09
1929,2.562293466290555e-08,0.0
1930,4.621585647512916e-08,5.2518016602221e-09
1931,2.737285598186645e-08,1.0264820993199919e-08
1932,3.178265617354015e-08,7.6716757391182e-09
1933,4.1294384578449694e-08,6.882397318719313e-09
1934,4.073737258636356e-08,2.3963160344919743e-09
1935,1.6755597798123745e-08,4.787313656606784e-09
1936,2.424942913137329e-08,1.2124714565686645e-09
1937,4.532802544421344e-08,8.813782592653752e-09
1938,7.519824563040345e-08,1.2965214457594243e-09
1939,4.5882152299725476e-08,6.117620188206274e-09
1940,1.775048041885441e-08,2.5357829169792012e-09
1941,8.854507793643052e-09,0.0
1942,1.5171058853624686e-08,9.102635090130207e-09
1943,1.4516176038981143e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,6.099811278303946e-08,4.357008087652048e-09
1946,7.795818213196526e-08,2.7842208538686464e-09
1947,2.5033828343623554e-08,0.0
1948,4.348755200389576e-08,3.2615663503321457e-09
1949,3.3377827390879133e-08,2.945102384188658e-09
1950,1.3825969702452312e-08,4.2541445921528975e-09
1951,2.771964457970455e-08,1.0661401761424827e-09
1952,4.007025466989944e-08,5.272402070488624e-09
1953,3.339886467390585e-08,1.0773827385790469e-09
1954,3.224936895307451e-08,0.0
1955,4.223523575319632e-08,2.815682353940474e-09
1956,8.546718710533696e-08,6.976913269340912e-09
1957,2.4738106174648777e-08,0.0
1958,2.8952852393349104e-08,0.0
1959,4.960478627857867e-08,7.750747821333448e-10
1960,2.9067500184609685e-08,0.0
1961,2.1539293626471334e-08,1.3896318540318475e-09
1962,1.8391673961559718e-08,6.341956404476434e-10
1963,1.8104948984465352e-08,3.2330267352165265e-09
1964,2.737785725903663e-08,6.083968329129164e-10
1965,1.8604948082145967e-08,2.73602163147757e-09
1966,3.0464910705241266e-08,1.6617224263271169e-09
1967,2.3172577523489224e-08,0.0
1968,3.413476046265629e-08,1.3474247273492779e-09
1969,3.042977719802664e-08,4.5417578031781147e-10
1970,3.265094719595574e-08,1.3796175313274261e-09
1971,1.9525910444073702e-08,1.541519245584766e-09
1972,2.6676763686950267e-08,4.6171320100540925e-09
1973,3.9695068176914816e-08,0.0
1974,5.8505943978381936e-08,0.0
1975,3.655347358133554e-08,0.0
1976,3.599521963826291e-08,0.0
1977,3.173462226335744e-08,3.526069214387917e-09
1978,4.990096802437449e-08,0.0
1979,2.984506330960812e-08,0.0
1980,4.604972092536741e-08,0.0
1981,2.2139423072609077e-08,0.0
1982,4.1590264676649724e-08,6.207502289967692e-10
1983,4.673333942051272e-08,0.0
1984,4.291266236799984e-08,5.799008495621649e-10
1985,4.812446330326736e-08,0.0
1986,5.155257420952353e-08,0.0
1987,4.888653482026939e-08,1.2221633705067347e-09
1988,5.2769673297703434e-08,1.1993107618124554e-09
1989,3.6221606158903796e-08,0.0
1990,3.2691906515225355e-08,1.089730194969718e-09
1991,3.985796298566768e-08,0.0
1992,3.250867131043833e-08,0.0
1993,2.880387806047935e-08,0.0
1994,2.32096768471024e-08,6.329911705904578e-09
1995,2.114755837112625e-08,5.422450821690461e-10
1996,2.6156651511399787e-08,5.338092190498855e-10
1997,2.541294086277901e-08,0.0
1998,2.4794272857064925e-08,0.0
1999,1.6909744382509473e-08,0.0
2000,1.3254094599624011e-08,4.4180314962005696e-10
2001,4.381211782256145e-09,8.762423564512289e-10
2002,1.0953053741769025e-08,0.0
2003,7.083768904792009e-09,4.1669229178253886e-10
2004,2.554778888441689e-08,1.3214374039449694e-09
2005,5.854874474131577e-09,1.3511248786457486e-09
2006,1.2353669642806153e-08,4.1178899179428186e-10
2007,6.790615098006825e-09,0.0
2008,6.3861596011349775e-09,4.257439678578834e-10
2009,8.105927262747059e-09,4.76819250749827e-10
2010,0.0,0.0
2011,2.2943831556876404e-09,7.64794394481072e-10
2012,6.808505315092361e-09,0.0
2013,1.6734749697100426e-09,0.0
2014,1.5158116567492996e-09,2.1654451842767486e-10
2015,2.2165753260638965e-09,2.2165753954528356e-10
2016,3.107010093650331e-09,8.285360175719347e-10
2017,3.2702948127294462e-09,1.2578056374223934e-09
2018,7.744400121190154e-10,5.162933414126769e-10
2019,1.275493877184175e-09,2.55098775436835e-10
