year,nos_DET antennes_NOUN,nos_DET centaines_NOUN
1800,0.0,0.0
1801,0.0,3.095537337571841e-08
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,1.2535384286138651e-08,0.0
1812,8.00162425207418e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,9.023054303725075e-09,0.0
1823,1.680056804787e-08,0.0
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,8.807984341885344e-10,0.0
1827,1.8434546111834038e-09,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,1.5591206103948707e-09,0.0
1832,9.470978667991403e-09,1.0823975493678972e-08
1833,0.0,0.0
1834,3.733812370398937e-09,0.0
1835,3.781543966852041e-09,0.0
1836,2.016224964762614e-09,6.720750067579218e-10
1837,6.957890930081589e-10,0.0
1838,1.8936485712828244e-09,1.2624323808552163e-09
1839,0.0,0.0
1840,6.369688665408546e-10,6.369688665408546e-10
1841,1.2841097074556274e-09,6.420548537278137e-10
1842,1.1404051036834062e-08,0.0
1843,8.860366662588604e-09,0.0
1844,1.6465684371524958e-09,0.0
1845,0.0,0.0
1846,2.3418005312692003e-09,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,1.9348316282474798e-09,0.0
1852,2.6042181744401205e-09,0.0
1853,0.0,0.0
1854,5.195664454227256e-10,0.0
1855,1.0613874223963649e-09,0.0
1856,5.177189232874468e-10,5.177189232874468e-10
1857,6.345961978126979e-09,4.881509085841174e-10
1858,1.468102750479261e-09,0.0
1859,3.5645213447565993e-09,0.0
1860,1.8308735638683515e-09,0.0
1861,5.187560159214399e-09,9.431927461278633e-10
1862,1.3553959066214816e-09,4.517986262886353e-10
1863,4.994620828036034e-10,0.0
1864,4.794727948009836e-10,4.794727948009836e-10
1865,3.765475486972036e-09,0.0
1866,4.865612912574591e-10,9.731225825149181e-10
1867,2.426405742994575e-09,9.7056229719783e-10
1868,1.975949626142892e-09,1.0867722721741302e-08
1869,2.441759683335931e-09,6.348574999037737e-09
1870,0.0,1.7202146374017957e-09
1871,0.0,1.0621177271019633e-09
1872,1.8142017887967654e-09,6.047339295989218e-10
1873,0.0,2.3944017879529156e-09
1874,0.0,2.9873046258899194e-09
1875,2.8607636259891933e-09,5.721527140956084e-10
1876,6.04601479992084e-10,0.0
1877,4.9478527941460015e-09,6.184815992682502e-10
1878,4.22736201599605e-09,4.22736201599605e-09
1879,7.331190321480108e-09,4.27652757650776e-09
1880,6.417846254436199e-09,1.2835692508872398e-09
1881,1.3945015142624584e-09,1.3945015142624584e-09
1882,6.655385131892899e-10,0.0
1883,1.2638677882037541e-09,0.0
1884,1.9805090900604227e-09,3.9610181801208455e-09
1885,1.2891271383708158e-09,1.933690763067375e-09
1886,0.0,0.0
1887,6.528924623161458e-10,1.3057849246322917e-09
1888,1.268122939990235e-09,6.340614699951175e-10
1889,0.0,3.759081934617825e-09
1890,0.0,7.865263995654459e-09
1891,0.0,6.374220040683554e-10
1892,3.761107425503951e-09,2.5074049503359674e-09
1893,0.0,1.847525021858587e-09
1894,6.301539290376468e-10,1.2603078580752936e-09
1895,0.0,1.2037228991346183e-09
1896,2.358811590497112e-09,1.7691086373616827e-09
1897,3.4960281336537946e-09,1.7480140668268973e-09
1898,0.0,1.13167097914868e-09
1899,0.0,2.2110313580014918e-09
1900,0.0,4.15284251431558e-09
1901,5.588738916095792e-10,2.794369402536745e-09
1902,0.0,5.4013122863239005e-09
1903,3.7801539676252105e-09,3.7801539676252105e-09
1904,1.0749250378694342e-09,6.987012746151322e-09
1905,1.5482277682110634e-09,2.0643036169332163e-09
1906,4.115347618238729e-09,2.572092316910357e-09
1907,0.0,2.057137349353866e-09
1908,3.929111258571538e-09,6.875944702500192e-09
1909,8.251475058784763e-09,6.0510818578052294e-09
1910,1.6032452032632705e-09,2.67207544979442e-09
1911,3.7242617878519013e-09,0.0
1912,3.646594803896619e-09,2.6047106693738442e-09
1913,2.6514948014977335e-09,8.484783153850373e-09
1914,5.3573948055607445e-09,6.696743715117748e-10
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,2.197492410260793e-09,1.648119329900055e-08
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,2.2972752589112133e-09,2.06754764420225e-08
1919,2.6702760114183377e-08,1.8415696745321952e-09
1920,3.786115865267448e-09,2.2716695191604686e-09
1921,9.844571380313027e-09,2.2718242842501013e-09
