year,aux_ADP âges_NOUN,aux_ADP ages_NOUN,aux_ADP sages_NOUN
1828,2.7608625430275424e-07,4.586150570418113e-09,7.337840814969354e-07
1829,2.8977333954571804e-07,1.628903412154159e-08,5.281076527197115e-07
1830,4.23735525778568e-07,1.6698936899928185e-08,6.523022437754378e-07
1831,2.1671776551102084e-07,1.5591206103948707e-09,6.423576954794896e-07
1832,4.3160601137515187e-07,0.0,5.547287484919394e-07
1833,4.7377039891216555e-07,9.266902467608418e-09,6.023486589512572e-07
1834,3.173740541484449e-07,1.8669061851994684e-09,6.384819062343894e-07
1835,3.9781843952368945e-07,3.025235173481633e-09,7.222748834578852e-07
1836,4.213910291817058e-07,4.032449985036379e-09,6.633380418286094e-07
1837,2.8736090484926535e-07,4.174734669071256e-09,5.747218074780847e-07
1838,3.2128903160177913e-07,2.5248647617104325e-09,6.078612055926413e-07
1839,3.2230699575919175e-07,2.0974426639952526e-09,5.998685577157659e-07
1840,4.0829705055811516e-07,2.5478754661634184e-09,7.306032954179642e-07
1841,4.783308549249909e-07,8.988767952189392e-09,6.65168828462015e-07
1842,3.944459776583642e-07,1.0062397581833693e-08,6.144770638982777e-07
1843,4.6723666224934846e-07,4.7255288571079745e-09,8.482324438396915e-07
1844,3.6444047024630777e-07,1.6465683816413446e-09,7.815711189351759e-07
1845,2.9519405586597713e-07,2.2320912340667576e-09,6.46748403942965e-07
1846,3.7585898526870665e-07,4.6836010625384006e-09,6.697549430612071e-07
1847,3.111890043427934e-07,3.235934187273415e-09,7.01119061474742e-07
1848,3.6525307933743534e-07,4.8271330266302925e-09,5.148941690791276e-07
1849,3.603148508446452e-07,5.027648741773305e-09,5.505275457728942e-07
1850,3.951195681750619e-07,1.1541293254424545e-08,6.225509183721556e-07
1851,3.8696631565748874e-07,4.514607132577453e-09,5.507820823869025e-07
1852,3.834711153061221e-07,3.2552727180501506e-09,6.901177904694578e-07
1853,3.565243185121858e-07,8.360704573107114e-09,7.142430302753411e-07
1854,3.901944118922529e-07,9.871762740587542e-09,8.094845004302798e-07
1855,4.2667774735605235e-07,1.3798036491152743e-08,7.116602596113353e-07
1856,3.9553726494112595e-07,9.836659264905734e-09,6.849421536614386e-07
1857,4.969376092844868e-07,5.369659994425291e-09,6.048189855611952e-07
1858,4.810483464900983e-07,4.893676130990343e-09,6.317735574690175e-07
1859,5.143095309634305e-07,6.110608019582742e-09,5.255123167735576e-07
1860,4.2018548818134605e-07,4.577183854159728e-09,5.968647780463243e-07
1861,4.206639623305364e-07,6.602349389428497e-09,6.404278729554846e-07
1862,4.337266760190417e-07,9.487771346350371e-09,6.153497422722864e-07
1863,4.869755190206604e-07,1.0488703905409125e-08,6.632856486277205e-07
1864,5.485168612651137e-07,1.1027874391444925e-08,6.520829844980369e-07
1865,5.186942644286319e-07,5.177528739075399e-09,6.330705764057143e-07
1866,6.082016126285339e-07,1.4645495438614375e-07,6.92863272977462e-07
1867,5.289564555255311e-07,6.79393608038481e-09,5.619555807356846e-07
1868,5.661095769937674e-07,1.333765986544222e-08,5.2708453690542e-07
1869,7.173889535749822e-07,1.4162205408396744e-08,6.260671674418461e-07
1870,6.536815781998939e-07,3.899153133701816e-08,6.812050177273932e-07
1871,4.004183846717524e-07,4.248470908407853e-09,5.055680201149215e-07
1872,5.986865883045311e-07,6.65207322558814e-09,7.202381104853828e-07
1873,5.584942037728524e-07,1.3767810613796172e-08,5.626844172823553e-07
1874,5.938761358237343e-07,1.0754296564385868e-08,3.9133690288295497e-07
1875,5.355349337321513e-07,7.437985116709456e-09,5.052108398295729e-07
1876,6.269717189866242e-07,8.464420719889176e-09,5.532103335426086e-07
1877,6.085859070026345e-07,8.040260790487253e-09,5.788987829102865e-07
1878,6.685271021211747e-07,7.2469064082980594e-09,6.16590962287944e-07
1879,7.94212306587383e-07,2.565916623620268e-08,6.646945855948161e-07
1880,5.69262962102357e-07,8.343200130767059e-09,4.4283139644107905e-07
1881,6.038191777690827e-07,8.36700908557475e-09,4.922590515210601e-07
1882,5.324308265386435e-07,1.0648615988984034e-08,4.186237365644274e-07
1883,4.7458236540620646e-07,7.58320650717792e-09,4.278192502482625e-07
1884,5.109713470119459e-07,1.3203393933736152e-09,4.370323383184882e-07
1885,4.473271086880004e-07,9.66845359329227e-09,3.738468628555758e-07
1886,4.975620457869923e-07,1.419762030163696e-08,5.214398535180464e-07
1887,4.459255436017884e-07,5.876032327378766e-09,3.963057260136793e-07
1888,4.501836485815147e-07,1.141310623786751e-08,3.4936786108552553e-07
1889,4.3855956111116257e-07,7.518164202302557e-09,3.6713701806467824e-07
1890,4.247242522126271e-07,8.520702476921826e-09,5.676098666640428e-07
1891,4.914523685783934e-07,1.3385862085435463e-08,4.7424195992462614e-07
1892,4.626162173337889e-07,2.4447198931909497e-08,4.6888472216011223e-07
1893,5.179228459439855e-07,2.3401983073600974e-08,4.347842006424685e-07
1894,4.2157298096867635e-07,8.822155006527055e-09,3.2137850713986893e-07
1895,4.7426682847628854e-07,1.2037228991346183e-08,3.412554470116902e-07
1896,4.410977627600232e-07,1.2973463636711813e-08,3.3082332295819583e-07
1897,3.9621652803134566e-07,1.6897469312660007e-08,2.959970518690014e-07
1898,4.198499201635286e-07,2.0370077291609334e-08,3.774122809829805e-07
1899,4.51050400585018e-07,6.743645286633182e-08,3.266798866974341e-07
1900,5.11837836114637e-07,1.245852754294674e-08,3.13020499076444e-07
1901,4.437458773765002e-07,1.2295225781944197e-08,3.191169972716068e-07
1902,3.776008252742713e-07,1.325776671778911e-08,2.504244729917282e-07
1903,3.898959004544622e-07,1.0800440541913758e-08,3.3103349572627394e-07
1904,4.697422362198722e-07,2.042357571951925e-08,2.880798994908673e-07
1905,5.465243972935241e-07,1.3417973510065906e-08,3.452547746030099e-07
1906,5.072166100461573e-07,1.8519064393096585e-08,3.395161713992678e-07
1907,7.421123005002528e-07,4.062846120644892e-08,2.8697066650762437e-07
1908,4.955591652588964e-07,2.1118973014822018e-08,3.1334663441739963e-07
1909,4.81886155867528e-07,1.8153246017504898e-08,4.2632623031835237e-07
1910,4.120340300062253e-07,1.0153886287334046e-08,3.0141008533490776e-07
1911,4.564880971003049e-07,6.916486272601219e-09,3.154981893516151e-07
1912,4.7614109899285495e-07,1.302355329135807e-08,3.3027729617884916e-07
1913,4.640116131326977e-07,1.37877732564462e-08,2.6090708082904257e-07
1914,4.205554970937442e-07,8.036092680185902e-09,3.194346689383565e-07
1915,5.324904588377422e-07,1.5314990609027745e-08,2.697794512229734e-07
1916,4.2741227002096593e-07,9.888715624128963e-09,4.1422732266482853e-07
1917,4.134341953232479e-07,1.6449636319748606e-08,3.947912828872191e-07
1918,3.0324033417628016e-07,1.4932289182922887e-08,2.423625540259877e-07
1919,4.2816493639463715e-07,1.1970203050992723e-08,2.6610681175265327e-07
1920,4.3691777573684476e-07,6.057785384427916e-09,3.3393541842841046e-07
1921,4.490639327059398e-07,6.81547268621685e-09,2.8094892456920206e-07
1922,4.0062189654577196e-07,1.1804696553596727e-08,3.1798901112267686e-07
1923,4.564857700728453e-07,1.2739137744688378e-08,4.0340603391086916e-07
1924,4.524960157681335e-07,1.2891624323607687e-08,3.351822301933538e-07
1925,4.0033368087222243e-07,6.818870357250262e-08,3.5304150247661426e-07
1926,3.834271566915959e-07,1.0477370127048857e-07,3.1320649696020553e-07
1927,3.9356764958142776e-07,1.1149224987683226e-08,2.486277149715832e-07
1928,4.3304696006885024e-07,1.3711249469139375e-08,2.913640375634685e-07
1929,3.631772429457669e-07,6.684243603061191e-09,2.640276304255451e-07
1930,4.4430243661963686e-07,1.57554050916886e-08,3.0040305487588626e-07
1931,4.641980186903538e-07,1.3686427990933225e-08,2.908366072418289e-07
1932,5.140022594218863e-07,7.671675850140502e-09,2.400138541247543e-07
1933,4.6341476434008655e-07,2.1794257509810677e-08,2.55795761461286e-07
1934,4.768668961929734e-07,1.5576054224197833e-08,2.2765001794766704e-07
1935,4.380391924740934e-07,1.9149254626427137e-08,2.2979105729348248e-07
1936,5.407622865050143e-07,1.6974600391961303e-08,2.170323889494341e-07
1937,5.099402908825823e-07,2.51822364072396e-08,2.127899030313074e-07
1938,4.861955282819963e-07,2.5930428360076974e-08,2.6967645216924296e-07
1939,4.695273618793294e-07,7.647025235257843e-09,2.3705778051663629e-07
1940,4.488335765273632e-07,1.0143131667916805e-08,2.687929883116169e-07
1941,5.578339639100705e-07,2.3612020783048138e-08,3.010532720892911e-07
1942,3.7624226578714115e-07,1.517105907566929e-08,2.6094220606509566e-07
1943,5.341952835635766e-07,1.7419411246777372e-08,2.9903323461866194e-07
1944,4.884043001140981e-07,9.639558484764166e-09,3.18105435326288e-07
1945,3.4202513976566706e-07,6.535512131478072e-09,2.853840381789041e-07
1946,4.96983442843657e-07,9.744772988540262e-09,2.5475619569448327e-07
1947,3.409369178086763e-07,4.7683483828109274e-09,2.1457567855875936e-07
1948,4.7292713034607914e-07,8.697510267552389e-09,2.489662338511778e-07
1949,4.888869877817115e-07,7.853606653895895e-09,2.532788043740908e-07
1950,5.147515196313179e-07,7.444753036267571e-09,2.988536498271799e-07
1951,5.30937782627916e-07,2.3455083209000804e-08,2.5160908301291585e-07
1952,4.281190459920481e-07,7.381362632230548e-09,2.520208107759103e-07
1953,4.061732798987805e-07,4.094054306680306e-08,2.391789682976153e-07
1954,5.570345571470625e-07,2.0522325616667558e-08,2.8828980624950873e-07
1955,5.518737697940423e-07,9.385607846468247e-09,2.58104216221966e-07
1956,4.5960415562262824e-07,1.657016923672927e-08,2.4331984715963983e-07
1957,4.3203335309272006e-07,4.417518795207798e-09,1.926038279975728e-07
1958,5.137062970561601e-07,1.1581140768601728e-08,2.2500502194766625e-07
1959,4.4644308516694764e-07,1.3176271185244559e-08,2.5809990855663045e-07
1960,4.367045747244447e-07,5.536666736194462e-09,2.6922040508026157e-07
1961,5.475149542633062e-07,2.014966149488373e-08,2.702833863388321e-07
1962,4.528156836158814e-07,1.775747815457862e-08,3.0060874456339093e-07
1963,4.351653934975275e-07,1.4225316924409981e-08,2.8773936966430824e-07
1964,4.033671139325179e-07,1.216793676928063e-08,2.816877411326857e-07
1965,4.3940507765682923e-07,1.7510538796727815e-08,2.9932075884531173e-07
1966,5.040558068714063e-07,2.1048483955787844e-08,2.5922869573147267e-07
1967,5.132479419245328e-07,1.1832805402178792e-08,3.2540215166854125e-07
1968,4.5542957316513366e-07,2.2457079640325617e-08,2.8700147969296097e-07
1969,6.167706878557055e-07,1.7712854932794286e-08,2.8204316238067406e-07
1970,4.6263174802163576e-07,1.3336302562283464e-08,2.9339864937583116e-07
1971,4.871200882661242e-07,2.3122788572749187e-08,2.95457841525959e-07
1972,5.243009919553288e-07,3.026786643545165e-08,2.7702792149142397e-07
1973,5.132792431083999e-07,1.598829157956061e-08,2.3761908307662338e-07
1974,5.473681259360319e-07,3.4315987607058673e-08,2.2952332040526713e-07
1975,4.763374370497786e-07,3.198428943917975e-08,2.484493943910593e-07
1976,5.679245838052793e-07,3.599522002684097e-08,2.513951764537836e-07
1977,4.965880382457044e-07,2.2919448339209225e-08,2.2214235606554666e-07
1978,5.08514593988707e-07,3.0297016673230814e-08,2.1683157802598885e-07
1979,5.500854971529634e-07,2.3993090403351403e-08,1.9545590923542022e-07
1980,5.457744709502776e-07,1.9329512601640175e-08,2.0750799678559417e-07
1981,5.35774059784444e-07,2.9097528664312478e-08,2.391057672967989e-07
1982,6.710309925495039e-07,2.3588508479832626e-08,2.6443959955102514e-07
1983,5.49432506602443e-07,6.252162965125763e-08,2.1282615358941825e-07
1984,6.152748266430308e-07,6.262929064249079e-08,2.545764696826325e-07
1985,5.510251348539441e-07,3.8499570864658494e-08,2.574658901632887e-07
1986,5.802661888765215e-07,5.215202425468135e-08,2.4097830886304905e-07
1987,5.762500272510351e-07,2.2610022409885744e-08,2.3587753572584802e-07
1988,6.026536834013996e-07,5.1570362868957886e-08,2.0808041861775095e-07
1989,4.2917114484453123e-07,2.140367616476624e-08,2.9690739544729894e-07
1990,5.584867324159859e-07,4.304434275681501e-08,2.419201041714558e-07
1991,6.107646939312872e-07,3.341035270665316e-08,2.520430044672395e-07
1992,6.997629213856271e-07,2.9202703977215805e-08,2.699872694300609e-07
1993,6.425480414407048e-07,4.209797754839428e-08,2.470486433203689e-07
1994,5.99231665177058e-07,1.9517228277976528e-08,2.431741097375095e-07
1995,5.422450612968532e-07,1.626735285364944e-08,2.6298886712794456e-07
1996,5.103216089707985e-07,2.6156651511399787e-08,2.1886177981045307e-07
1997,5.178486262025217e-07,1.8220599029561413e-08,2.3782677049943857e-07
1998,5.411826524692742e-07,9.53625878263864e-09,2.3888327127519204e-07
1999,5.150616875226888e-07,1.508166405650435e-08,2.6141550063529806e-07
2000,4.3915232694757833e-07,5.301637906462986e-09,2.3283025729625706e-07
2001,6.159983527709301e-07,1.489612019844877e-08,2.619964772909711e-07
2002,7.031860480566365e-07,1.3581786695304743e-08,2.6988323842402906e-07
2003,5.091979673466085e-07,1.1250691600572793e-08,2.604326891919584e-07
2004,5.043486090983151e-07,7.047666034099009e-09,2.84549516060828e-07
2005,7.359127067729787e-07,8.557124342445377e-09,2.711257347520757e-07
2006,5.316195732518736e-07,1.4412615101377924e-08,2.4213193228206364e-07
2007,5.045027666739088e-07,1.2382886493966794e-08,2.7362183607770874e-07
2008,3.3420901957015303e-07,6.386159490112675e-09,2.3671364646205006e-07
2009,3.62382642116188e-07,7.629107789952627e-09,2.679724189214028e-07
2010,3.240522117309297e-07,3.779034529749481e-09,2.2154588674716535e-07
2011,2.5391174496292024e-07,9.559929570190917e-09,2.856506930992708e-07
2012,2.5838277029066603e-07,3.404252713057332e-10,2.454466233592356e-07
2013,1.849189956715236e-07,5.578250084070646e-10,2.499056022120527e-07
2014,2.1091436286369003e-07,8.661780737106994e-10,2.8042515376469623e-07
2015,1.946153220799829e-07,1.10828768384863e-09,2.9125800793394774e-07
2016,2.3613276312062226e-07,7.249690014976551e-09,3.223005229369136e-07
2017,1.8087245923226192e-07,7.546833991067814e-10,4.1859772759167413e-07
2018,1.809608205505242e-07,2.0651733656507076e-09,2.473045179751665e-07
2019,1.81375222840785e-07,5.1019755087367e-10,2.655578248411672e-07
