year,grandes_ADJ orties_NOUN,grandes_ADJ sorties_NOUN
1899,2.2110313580014918e-09,2.1004797901014172e-08
1900,1.5573159428683425e-09,1.4015843596837385e-08
1901,2.794369402536745e-09,9.500856101851696e-09
1902,2.9461704187383475e-09,1.2275709337927765e-08
1903,0.0,1.0800440541913758e-08
1904,2.6873125946735854e-09,1.1824175416563776e-08
1905,3.096455536422127e-09,1.5482276793932215e-08
1906,3.0865106026567446e-09,2.0062319527891503e-08
1907,4.1142746431965804e-09,1.3885677496716653e-08
1908,4.4202501658929805e-09,9.331639461152008e-09
1909,2.7504918342913243e-09,8.251475058784763e-09
1910,2.0842188419578633e-08,1.336037680488289e-08
1911,1.0640748282497725e-09,1.8621308939259507e-08
1912,1.0418842455450772e-09,4.688478938419394e-09
1913,3.71209285532359e-09,1.2727175757731857e-08
1914,5.357394972094198e-09,1.1384464038144415e-08
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,1.0987462051303964e-09,1.2086208478478966e-08
1917,0.0,1.315970976634162e-08
1918,5.743188147278033e-09,1.722956355365568e-08
1919,4.603924352863942e-09,1.1970202606903513e-08
1920,3.028892692213958e-09,9.086678076641874e-09
1921,8.330022005509363e-09,9.087297137000405e-09
1922,1.4755870969551665e-09,1.2542490601674672e-08
1923,7.431163684401554e-09,3.1847844361720945e-09
1924,1.0313299547703991e-08,7.734974438733389e-09
1925,1.0998178368026856e-08,2.3096174528447477e-08
1926,1.1146138456652466e-09,1.2260752413340015e-08
1927,1.4493992672726108e-08,5.574612327308159e-09
1928,6.85562484559199e-09,1.1426041446327417e-08
1929,3.342121912552898e-09,1.3368487650211591e-08
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,5.735331320977366e-09,8.02946331646126e-09
1934,7.188948103475923e-09,2.2765002327673756e-08
1935,2.393656828303392e-09,1.555876849579363e-08
1936,8.487299751891442e-09,1.6974599503782883e-08
1937,0.0,8.813782592653752e-09
1938,0.0,9.075650453382877e-09
1939,3.058810094103137e-09,1.3764645423464117e-08
1940,0.0,0.0
1941,0.0,2.066051862925633e-08
1942,0.0,0.0
1943,1.1612940831184915e-08,1.4516175816936538e-08
1944,6.4263723231761105e-09,0.0
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-08,2.0881657292193267e-08
1947,3.5762612871081956e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,1.6307831529616124e-08
1949,4.908504158684934e-09,1.47255123650325e-08
1950,1.0635361480382244e-09,2.5524867552917385e-08
1951,9.595261474260042e-09,2.0256663901818683e-08
1952,3.1634410646574906e-09,1.1599284199803606e-08
1953,4.3095309543161875e-09,1.508335856215126e-08
1954,1.9545072227344917e-09,1.6613311615287785e-08
1955,0.0,1.1262729415761896e-08
1956,8.72114158667614e-10,2.0058624983221307e-08
1957,2.6505113659425206e-09,1.501956425897788e-08
1958,8.272243445794913e-10,5.790570245522986e-09
1959,2.325224457422337e-09,9.300897829689347e-09
1960,1.3841666701708277e-09,8.997083078554624e-09
1961,4.86371165564492e-09,1.528595028332802e-08
1962,3.805173953708163e-09,1.3952304200870458e-08
1963,3.2330267352165265e-09,8.405868889838075e-09
1964,1.034274621503073e-08,1.520992043424485e-08
1965,2.73602163147757e-09,1.7510538796727815e-08
1966,1.1078149508847446e-09,3.8773522170743036e-09
1967,1.4791006197611978e-09,8.874604162656397e-09
1968,1.7965663401398047e-09,1.0330256650092906e-08
1969,9.083515606356229e-10,1.3625273354023193e-08
1970,9.197450023812337e-10,1.2876429700270364e-08
1971,9.762954888969944e-09,1.1818314327172175e-08
1972,3.5911026929902334e-09,1.0773308467548759e-08
1973,4.9618833486420044e-09,1.1577728109557484e-08
1974,1.1251143350321513e-09,5.625571564138454e-09
1975,1.7134440533084216e-09,5.711480177694739e-09
1976,1.7140580066410394e-09,8.570290255249802e-09
1977,2.3507127355770763e-09,8.22749424145286e-09
1978,1.1881182704343018e-09,7.128709622605811e-09
1979,1.7555920051037788e-09,1.111874914361266e-08
1980,3.411090521154847e-09,1.0801786132219604e-08
1981,2.5302198114474095e-09,1.4548763971333756e-08
1982,1.2415004579935385e-09,1.6760255405756652e-08
1983,1.89459470334441e-09,6.315316269933646e-09
1984,2.8995041922996734e-09,4.291266364475632e-08
1985,1.8046674155058895e-09,6.015557829641693e-09
1986,3.5966913891627428e-09,7.792831269171074e-09
1987,1.2221633705067347e-09,9.777306964053878e-09
1988,1.798966087207532e-09,5.99655392008458e-09
1989,3.2928733073589456e-09,4.9941910162942804e-08
1990,0.0,1.1442167213715493e-08
1991,5.861465202094962e-10,1.1722930182145319e-08
1992,1.1019888335184191e-09,9.91789939064347e-09
1993,1.661762283333701e-09,1.2186256448387667e-08
1994,1.5824779264761446e-09,1.002236071911966e-08
1995,0.0,8.675921314704738e-09
1996,1.6014276571496566e-09,1.3345230698291743e-08
1997,4.79489448146353e-10,1.4384683666435194e-08
1998,2.3840645013706308e-09,1.382757464085671e-08
1999,4.570201161957499e-10,1.5995704316651427e-08
2000,1.3254094488601709e-09,1.0161472552283612e-08
2001,1.3143635069212678e-09,7.886181485616817e-09
2002,4.38122149670761e-10,1.445803121669087e-08
2003,2.5001538617175356e-09,1.1667384391955693e-08
2004,1.3214374039449694e-09,9.250062049659391e-09
2005,4.5037495954858286e-10,1.4862373554080932e-08
2006,8.235779835885637e-10,1.6059770402421236e-08
2007,2.7961355453243186e-09,1.7176262190332636e-08
2008,1.2772318758180745e-09,1.4901038791759191e-08
2009,3.337734755248789e-09,1.2874119548200724e-08
2010,2.8342759250676863e-09,9.919965293647692e-09
2011,1.529588788962144e-09,1.1471915861704929e-08
2012,8.851056776393307e-09,1.2595735121578855e-08
2013,5.857162754807632e-09,1.561910067948702e-08
2014,5.846701789380404e-09,1.104377074512275e-08
2015,3.103205470367243e-09,1.0639562120218216e-08
2016,4.556948152156792e-09,1.4292246497404903e-08
2017,2.5156112748447867e-09,8.804639684001359e-09
2018,7.486253394972664e-09,9.809573597863164e-09
2019,4.08158040698936e-09,9.693753355577428e-09
