year,grands_ADJ yeux_NOUN,grands_ADJ cieux_NOUN
1800,1.2953958048456116e-06,3.144164484325529e-09
1801,1.37156121127191e-06,0.0
1802,1.2688553852058249e-06,0.0
1803,1.4978604667703621e-06,0.0
1804,1.1568262152650277e-06,0.0
1805,1.0888221595450887e-06,0.0
1806,9.307791515311692e-07,0.0
1807,8.654743623992545e-07,0.0
1808,8.86034911218303e-07,0.0
1809,7.183717229963804e-07,0.0
1810,1.1162404689457617e-06,0.0
1811,9.777598961591139e-07,0.0
1812,1.24558619063464e-06,0.0
1813,9.83503696261323e-07,0.0
1814,7.048556653899141e-07,0.0
1815,5.556280484597664e-07,0.0
1816,7.369980608018523e-07,0.0
1817,1.138074480877549e-06,0.0
1818,9.393887694386649e-07,8.344824387052086e-09
1819,7.514862545576761e-07,1.035105001712111e-09
1820,1.0406904493720504e-06,0.0
1821,1.025594769998861e-06,4.930744257336528e-09
1822,1.0075743830384454e-06,3.0076847679083585e-09
1823,1.0317525038772146e-06,0.0
1824,8.303217100547045e-07,1.2631669044083083e-08
1825,9.782846746020368e-07,0.0
1826,9.23076754588692e-07,0.0
1827,6.82999939272122e-07,9.217273055917019e-10
1828,9.465815082876361e-07,1.8344602503717056e-09
1829,1.357991095574107e-06,0.0
1830,1.4976859574744594e-06,0.0
1831,1.7633653897064505e-06,1.5591206103948707e-09
1832,2.0673792278103065e-06,0.0
1833,2.002809424084262e-06,0.0
1834,1.4356508017954184e-06,0.0
1835,1.9943863662774675e-06,0.0
1836,1.5955060916894581e-06,7.392825018825988e-09
1837,1.7485180023868452e-06,6.957890930081589e-10
1838,1.3842570751876337e-06,6.312161904276081e-10
1839,1.3102024922773126e-06,0.0
1840,1.3936878531239927e-06,3.1848443882154243e-09
1841,1.3406105381363886e-06,0.0
1842,1.6220584484472056e-06,1.341653010911159e-09
1843,1.664567548687046e-06,5.906911071384968e-10
1844,1.8145183275919408e-06,3.2931368743049916e-09
1845,1.7421472193746013e-06,5.580227835366713e-09
1846,1.5731045550637646e-06,2.9272506640865004e-09
1847,1.050599962582055e-06,8.089835468183537e-09
1848,1.3451610811898718e-06,0.0
1849,1.2543983984869556e-06,0.0
1850,1.3876707498639007e-06,4.073397619208663e-09
1851,1.2989169135835255e-06,2.579775504329973e-09
1852,1.4498984910460422e-06,0.0
1853,1.8292026879862533e-06,0.0
1854,1.3991924561196356e-06,1.558699391779328e-09
1855,1.6976891856756993e-06,2.653468555990912e-09
1856,1.6753384670664673e-06,2.6403665032148638e-08
1857,1.9540680114005227e-06,2.2943092758964667e-08
1858,2.129238509951392e-06,1.1744822003834088e-08
1859,2.3637869617232354e-06,4.073738679721828e-09
1860,2.371438995396602e-06,6.408057640072684e-09
1861,2.1627408841595752e-06,2.8295783494058924e-09
1862,2.0733039036713308e-06,6.776979422085105e-09
1863,2.3190025331132347e-06,7.491931519609807e-09
1864,2.1691348592867143e-06,1.102787461348953e-08
1865,2.231514827144565e-06,1.553258677233771e-08
1866,2.252778813272016e-06,1.9462451650298362e-09
1867,2.4996832053147955e-06,4.85281148598915e-09
1868,2.189846100009163e-06,5.433861360870651e-09
1869,2.470572326274123e-06,5.860222973552709e-09
1870,1.9272138160886243e-06,4.013834153937523e-09
1871,2.0382040020194836e-06,2.1242354542039266e-09
1872,2.4388918973272666e-06,2.116568786902917e-08
1873,2.2232020455703605e-06,5.986004469882289e-10
1874,2.3151610548666213e-06,3.5847653734322193e-09
1875,2.298337449246901e-06,1.0870901512305409e-08
1876,2.437753209960647e-06,1.5719638923883394e-08
1877,2.381772674198146e-06,5.566334504436554e-09
1878,1.952437287400244e-06,4.831270938865373e-09
1879,2.2518972855323227e-06,1.649517855639715e-08
1880,2.3399468318530126e-06,1.2835692064783188e-08
1881,2.620965688038268e-06,1.673401861523871e-08
1882,2.832531890817336e-06,1.6638463051776853e-08
1883,2.5252079467463773e-06,8.847074461915128e-09
1884,2.8466517960623605e-06,7.2618666635548834e-09
1885,2.71812450591824e-06,1.2246707647989297e-08
1886,2.5794495286390884e-06,1.097088819790315e-08
1887,2.6337681902077748e-06,2.546280519766242e-08
1888,2.6541813440417172e-06,3.297119732792453e-08
1889,2.29554621000716e-06,1.50363277384713e-08
1890,2.454617742841947e-06,1.7696843102044113e-08
1891,2.362923396503902e-06,2.8046568956163753e-08
1892,2.5475235361227533e-06,1.6298132399228393e-08
1893,2.4738358206377598e-06,1.4780200174868696e-08
1894,2.531328391341958e-06,3.465846520889215e-08
1895,2.2834624360257294e-06,1.5648398132839247e-08
1896,2.1636199107888388e-06,1.0024948871034667e-08
1897,2.183269543820643e-06,1.5149455023788505e-08
1898,2.2967262793827103e-06,6.2241901632731356e-09
1899,2.2712820282322355e-06,1.492446166651007e-08
1900,2.243054041173309e-06,1.349673794948103e-08
1901,2.0885117919533513e-06,2.738482152153665e-08
1902,1.97982649297046e-06,4.2228439411928775e-08
1903,2.2605322556046303e-06,1.2420506401156217e-08
1904,2.000972926907707e-06,8.599400302955473e-09
1905,1.8712912606133614e-06,3.044847929345451e-08
1906,2.212513663835125e-06,1.1317205839134203e-08
1907,2.1131943412910914e-06,2.7257069490360664e-08
1908,2.2459782940131845e-06,1.5716445034286153e-08
1909,2.2510025701194536e-06,1.1552065692921332e-08
1910,2.671540869414457e-06,1.4963621897123858e-08
1911,2.0111015146540012e-06,2.4473720827700163e-08
1912,1.908211061163456e-06,2.6568049094066737e-08
1913,2.048544956778642e-06,1.0605979205990934e-08
1914,1.8945088413602207e-06,1.808120764223986e-08
1915,1.869606876425678e-06,3.534228465440492e-09
1916,2.1238763565634144e-06,3.076489463182952e-08
1917,2.181221816499601e-06,1.096642476827725e-08
1918,1.8630902332006372e-06,9.189101035644853e-09
1919,2.1325377019820735e-06,1.3811772170413406e-08
1920,2.1800456124765333e-06,2.0445026116533427e-08
1921,1.9878461898770183e-06,1.438822039290244e-08
1922,2.5719482437125407e-06,9.591316185719734e-09
1923,2.4416681299044285e-06,1.6985516992917837e-08
1924,2.3630348096048692e-06,1.675911143195208e-08
1925,2.492187149982783e-06,1.8696902470694e-08
1926,2.4042219592956826e-06,5.57306911730393e-09
1927,3.1619201763533056e-06,1.5608915049369898e-08
1928,2.6337024792155717e-06,1.3711249025050165e-08
1929,2.2993799575488083e-06,7.798284684668033e-09
1930,2.1112243757670512e-06,5.2518016602221e-09
1931,1.8009058067036676e-06,4.5621426636444085e-09
1932,1.9244946543039987e-06,8.767629289252454e-09
1933,1.736658305162564e-06,6.882397318719313e-09
1934,1.8942878341476899e-06,4.7926320689839486e-09
1935,1.7354011561110383e-06,4.787313656606784e-09
1936,1.7471713817940326e-06,7.274828739411987e-09
1937,1.7715702824716573e-06,6.295559185076627e-09
1938,1.8436535356158856e-06,9.075650453382877e-09
1939,1.989755901377066e-06,1.5294050470515685e-09
1940,1.4022879213371198e-06,0.0
1941,2.31397802963329e-06,5.9030051957620344e-09
1942,1.71432964179985e-06,3.034211770724937e-09
1943,2.0845229755650507e-06,8.709705845433291e-09
1944,2.345625944144558e-06,3.2131861615880553e-09
1945,2.2700012323184637e-06,4.357008087652048e-09
1946,2.1466341877385275e-06,2.7842208538686464e-09
1947,1.937141632879502e-06,4.7683483828109274e-09
1948,2.0852280613326e-06,4.348755133776194e-09
1949,1.825963522605889e-06,4.908504158684934e-09
1950,1.804820840334287e-06,8.508289184305795e-09
1951,1.812438313208986e-06,3.1984206394497505e-09
1952,1.903337079056655e-06,6.326882462381889e-09
1953,1.5406573083964759e-06,7.54167928107563e-09
1954,1.8988038164025056e-06,9.772536113672459e-10
1955,1.5983690673238016e-06,9.385607846468247e-09
1956,1.8314397038921015e-06,4.36057079333807e-09
1957,1.8836300341718015e-06,7.951533653738352e-09
1958,1.9175060970155755e-06,8.272243445794913e-10
1959,1.7803467926569283e-06,3.8753740216890264e-09
1960,1.9869712559739128e-06,1.2457500420115508e-08
1961,1.8919837430075859e-06,4.168895506584391e-09
1962,2.0205472992529394e-06,1.1415521361524128e-08
1963,1.8732156377154752e-06,4.526237384894216e-09
1964,1.8355332258579438e-06,7.300761772910391e-09
1965,1.5770428944961168e-06,5.47204326295514e-09
1966,2.011237938859267e-06,6.092982118843793e-09
1967,1.9573433291952824e-06,6.409436092980059e-09
1968,1.93804589798674e-06,1.122853987567396e-08
1969,1.5078635442478117e-06,9.083515273289322e-09
1970,1.4909066976542817e-06,1.287643042191533e-08
1971,1.7645256775722373e-06,1.3873672877195986e-08
1972,1.5595646800647955e-06,2.667676390899487e-08
1973,1.4637555523222545e-06,7.718485406371656e-09
1974,1.1386157439119415e-06,3.937900117101378e-09
1975,1.1554324146345607e-06,6.8537762132336866e-09
