year,grands_ADJ yeux_NOUN,grands_ADJ cieux_NOUN
1976,1.1027107120753499e-06,2.285410749536254e-09
1977,1.258806719306449e-06,9.402850942308305e-09
1978,1.327128074990469e-06,4.752473081737207e-09
1979,1.5654028402423137e-06,7.022368020415115e-09
1980,1.4229932503440068e-06,2.8425752862659692e-09
1981,1.447285740141524e-06,8.223214220670627e-09
1982,1.3935842844148283e-06,1.4277254933858785e-08
1983,1.5175704675129964e-06,3.157658134966823e-09
1984,1.4033601019036723e-06,6.3789091786503604e-09
1985,1.4822335288044997e-06,9.624892882698077e-09
1986,1.446469354959845e-06,6.593934065435292e-09
1987,1.4140430266706971e-06,3.0554083707556856e-09
1988,1.3072486808596295e-06,3.597932174415064e-09
1989,1.5042943459775415e-06,2.7440609784434855e-09
1990,1.3741497468799935e-06,2.724325487424295e-09
1991,1.3991317473482923e-06,5.861465368628416e-09
1992,1.4766650338060572e-06,6.61193322315512e-09
1993,1.5471006236111862e-06,5.539207315052863e-09
1994,1.4057679891266162e-06,8.43988251508776e-09
1995,1.4917162616256974e-06,4.880205572987961e-09
1996,1.3868364021618618e-06,9.074756723848054e-09
1997,1.4140143775875913e-06,5.27438381858758e-09
1998,1.4943317410143209e-06,2.3840645013706308e-09
1999,1.3596348935607239e-06,1.3710603763428253e-09
2000,1.3969815881864633e-06,1.0161472552283612e-08
2001,1.3993590073368978e-06,4.381211837767296e-09
2002,1.6688072719261982e-06,4.381221607729913e-09
2003,1.6401008906541392e-06,4.166922806803086e-09
2004,1.7337258668703726e-06,3.0833537945085254e-09
2005,1.582617642270634e-06,2.702249757291497e-09
2006,1.965056981134694e-06,2.4707338397433887e-09
2007,3.0162314033077564e-06,7.190063211481856e-09
2008,3.3884962249430828e-06,2.554463751636149e-09
2009,3.812646809819853e-06,6.675469510497578e-09
2010,5.382289600674994e-06,6.140930874920514e-09
2011,5.742458597524092e-06,6.500752380844688e-09
2012,7.177186034823535e-06,1.1234033758800166e-08
2013,8.037142833927646e-06,8.088462843947042e-09
2014,8.458228876406793e-06,5.84670206693616e-09
2015,9.086628779186867e-06,9.974589376682275e-09
2016,9.488187060924247e-06,1.9884864865815643e-08
2017,8.571190846851096e-06,5.0312226884674516e-09
2018,1.0049649972643238e-05,8.002546625363038e-09
2019,9.264932486985344e-06,9.69375341108858e-09
