year,étions_VERB avant_ADP,étions_VERB savants_ADJ
1800,9.432493186523061e-08,0.0
1801,1.2382149350287364e-07,0.0
1802,5.594600338554301e-08,0.0
1803,2.9255089017965474e-08,0.0
1804,1.3842365831351344e-07,0.0
1805,1.1371510844071508e-08,0.0
1806,1.4408345627714425e-08,2.881669125542885e-09
1807,5.4092147649953404e-08,0.0
1808,3.852325747288887e-08,0.0
1809,2.9367397402779716e-08,0.0
1810,6.552355102940055e-08,0.0
1811,1.2535384286138651e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,6.901780125190271e-08,0.0
1814,4.405347908686963e-08,0.0
1815,6.74305908887618e-08,0.0
1816,2.0858434979231788e-08,0.0
1817,1.0119676829845048e-07,0.0
1818,5.2453181353939726e-08,0.0
1819,4.7614829412623294e-08,0.0
1820,2.1359666035891678e-08,0.0
1821,7.198886464721e-08,0.0
1822,5.413832582235045e-08,0.0
1823,3.4589405117912975e-08,0.0
1824,3.536867154707579e-08,0.0
1825,3.874394849390228e-08,0.0
1826,5.549030035467695e-08,0.0
1827,5.530363722527909e-08,0.0
1828,1.834460228167245e-08,0.0
1829,2.743416338546467e-08,0.0
1830,4.5922078584226256e-08,0.0
1831,8.575163690238696e-08,0.0
1832,8.38858085216998e-08,0.0
1833,4.054269808762001e-08,0.0
1834,2.240287422239362e-08,0.0
1835,3.100866052818674e-08,0.0
1836,2.2850549896702432e-08,0.0
1837,1.6698937344017395e-08,0.0
1838,3.092959488526503e-08,0.0
1839,3.4957377437194737e-08,0.0
1840,2.0383003729307347e-08,0.0
1841,2.632424944692957e-08,0.0
1842,3.5553803456878086e-08,0.0
1843,4.6073907356003474e-08,0.0
1844,4.006649589882727e-08,0.0
1845,3.961961780873935e-08,1.1160455892778032e-09
1846,2.4588905134237393e-08,0.0
1847,2.8044762956369595e-08,0.0
1848,5.792559676365272e-08,0.0
1849,2.8490010350878947e-08,0.0
1850,1.6972489191857676e-08,0.0
1851,1.9348316726564008e-08,0.0
1852,2.3437962681782665e-08,1.3021090872200602e-09
1853,4.359510086260343e-08,0.0
1854,2.234135720868835e-08,0.0
1855,3.343370380548549e-08,0.0
1856,3.31340110903966e-08,0.0
1857,2.5871997877402464e-08,0.0
1858,2.838332058274773e-08,1.468102750479261e-09
1859,3.0043821652725455e-08,2.5460866748261424e-09
1860,3.158256944857385e-08,0.0
1861,1.650587222457034e-08,0.0
1862,1.8071945717679228e-08,0.0
1863,2.3974180862751382e-08,0.0
1864,2.4932585773740357e-08,1.4384183844029508e-09
1865,3.2006543193574544e-08,0.0
1866,2.919367680931373e-08,0.0
1867,4.173417877950669e-08,0.0
1868,2.3711395513714706e-08,0.0
1869,3.90681549333749e-08,0.0
1870,3.4977698959437475e-08,0.0
1871,4.5671061599250606e-08,0.0
1872,3.749350341308855e-08,0.0
1873,3.112722168907567e-08,0.0
1874,3.0470506118263074e-08,1.7923826867161097e-09
1875,4.062284375550007e-08,0.0
1876,3.264847947548333e-08,0.0
1877,3.587193120324628e-08,0.0
1878,1.0870359723469392e-08,0.0
1879,4.154341226580982e-08,0.0
1880,1.3477476912271413e-08,0.0
1881,2.1614773970668466e-08,0.0
1882,9.983077475794744e-09,1.3310770263785798e-09
1883,1.8958017378167824e-08,0.0
1884,2.2445769687351458e-08,0.0
1885,1.2891271161663553e-08,0.0
1886,9.680196200179125e-09,0.0
1887,1.697520346510828e-08,0.0
1888,1.3315291091942072e-08,0.0
1889,6.891650361495749e-09,0.0
1890,1.8352281472289178e-08,6.554386478008212e-10
1891,3.6970476458009216e-08,1.2748440081367107e-09
1892,3.384996816180319e-08,0.0
1893,1.2932674486876294e-08,0.0
1894,1.449354058991048e-08,0.0
1895,2.467631965430428e-08,6.018614495673091e-10
1896,1.7101383420481397e-08,0.0
1897,1.806281169081103e-08,5.826713556089658e-10
1898,2.3765091228256097e-08,0.0
1899,1.6029977345510815e-08,0.0
1900,1.349673794948103e-08,0.0
1901,2.6267072072982955e-08,5.588738916095792e-10
1902,1.4239823542538943e-08,0.0
1903,1.7280704867062013e-08,0.0
1904,5.374625189347171e-09,0.0
1905,1.5482276793932215e-08,0.0
1906,1.594697174311932e-08,0.0
1907,1.5942815068115124e-08,0.0
1908,1.7680999775393502e-08,0.0
1909,6.0510818578052294e-09,0.0
1910,1.2825961626106164e-08,0.0
1911,1.649316061502759e-08,0.0
1912,2.6047105805560022e-08,0.0
1913,1.2727175757731857e-08,0.0
1914,2.6117300322425763e-08,0.0
1915,3.7698438148936475e-08,0.0
1916,7.471474106068854e-08,0.0
1917,6.68951898319392e-08,0.0
1918,6.432370724951397e-08,0.0
1919,5.524708868165362e-08,0.0
1920,5.6791737534922504e-08,0.0
1921,3.256281289054641e-08,0.0
1922,1.9920426197472807e-08,0.0
1923,3.290944050604594e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,2.5295809891190402e-08,0.0
1926,1.671920735191179e-08,0.0
1927,1.8953683067479687e-08,2.2298449753321847e-09
1928,3.427812345080383e-08,0.0
1929,2.1166771446701205e-08,0.0
1930,1.470504518152893e-08,0.0
1931,1.596749932275543e-08,0.0
1932,1.53433514782364e-08,0.0
1933,1.9500125958415992e-08,0.0
1934,2.3963160344919743e-08,3.5944740517379614e-09
1935,1.9149254626427137e-08,0.0
1936,2.5461901032031165e-08,0.0
1937,1.888667711114067e-08,0.0
1938,6.482607339819424e-09,0.0
1939,1.8352860564618823e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.9606536838523425e-08,0.0
1946,3.897909195416105e-08,0.0
1947,3.099426493236024e-08,0.0
1948,2.0656587551570738e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,2.7651939404904624e-08,0.0
1951,2.6653504292539765e-08,0.0
1952,8.435843135146115e-09,0.0
1953,2.0470272588113403e-08,0.0
1954,1.9545073115523337e-08,0.0
1955,1.6894095011821264e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,2.297109880089465e-08,0.0
1958,3.22617488279775e-08,0.0
1959,1.6276571201956358e-08,0.0
1960,2.629916728835724e-08,0.0
1961,1.598076693198891e-08,0.0
1962,4.058852098864918e-08,0.0
1963,1.1638896069143811e-08,0.0
1964,2.5552667537454e-08,0.0
1965,1.4774516721161035e-08,0.0
1966,1.9386762417639147e-08,0.0
1967,1.7256175155466735e-08,9.860671168482327e-10
1968,1.4372530721118437e-08,0.0
1969,1.9075383050903838e-08,0.0
1970,1.4256047897731605e-08,0.0
1971,1.4387513402880359e-08,1.0276794970565106e-09
1972,1.2825367434743384e-08,0.0
1973,1.1577728109557484e-08,0.0
1974,1.406392957647995e-08,1.1251143350321513e-09
1975,1.0851811893530794e-08,0.0
1976,1.7711933253394818e-08,0.0
1977,2.2331770210826107e-08,0.0
1978,1.0099005187669263e-08,0.0
1979,1.521513048885481e-08,0.0
1980,2.21720881654619e-08,0.0
1981,1.5181319312773667e-08,0.0
1982,1.8001756529884005e-08,0.0
1983,2.462973291983417e-08,0.0
1984,1.333771937339634e-08,0.0
1985,1.3835783185811579e-08,0.0
1986,1.498621315931814e-08,5.994485463567401e-10
1987,2.0776777631681398e-08,0.0
1988,9.594486094499644e-09,0.0
1989,1.0427432250992297e-08,0.0
1990,1.961514328741032e-08,0.0
1991,1.582595565707834e-08,0.0
1992,1.8733810946969243e-08,0.0
1993,1.717154241021035e-08,5.539207426075166e-10
1994,1.7407257857371405e-08,0.0
1995,1.9520822291951845e-08,0.0
1996,1.6548085568501847e-08,5.338092190498855e-10
1997,1.5823152565985765e-08,4.79489448146353e-10
1998,2.6701524546979272e-08,0.0
1999,1.7823785114501334e-08,0.0
2000,1.8555732950176207e-08,0.0
2001,1.5334240544007116e-08,0.0
2002,1.8839251936242363e-08,0.0
2003,2.2918076325595393e-08,0.0
2004,2.7750184372621334e-08,0.0
2005,2.1167622321627277e-08,0.0
2006,1.523619275189958e-08,8.235779835885637e-10
2007,2.1170741604237264e-08,0.0
2008,2.2138685551453818e-08,4.257439678578834e-10
2009,3.099325240896178e-08,0.0
2010,2.0312310056169736e-08,0.0
2011,2.600300952337875e-08,0.0
2012,2.7234021260369445e-08,0.0
2013,2.5381037715987986e-08,0.0
2014,3.334785603215096e-08,0.0
2015,2.9480453633823345e-08,0.0
2016,3.3762841411544287e-08,0.0
2017,3.0438897624662786e-08,2.515611330355938e-10
2018,3.484980126700066e-08,2.5814667070633845e-10
2019,3.4948531180134523e-08,0.0
