year,vous_PRON ôtez_VERB,vous_PRON otez_VERB,vous_PRON sautez_VERB
1865,1.5438448830451534e-07,2.3534221238463715e-09,1.0825741691977697e-08
1866,1.2212688460522259e-07,3.4059290943133647e-09,2.0435574343835583e-08
1867,1.188938778540205e-07,2.91168689159349e-09,2.329349513274792e-08
1868,1.1262912957832327e-07,3.457911734727759e-09,9.879748352759066e-09
1869,1.4845898199666863e-07,0.0,1.3185501579471293e-08
1870,1.691544393445099e-07,1.7202146374017957e-09,9.747882501187632e-09
1871,1.720630651291799e-07,2.1242354542039266e-09,2.1242353653860846e-08
1872,1.0824737639580917e-07,2.4189357183956872e-09,2.116568698085075e-08
1873,2.1130595939666819e-07,5.986004469882289e-10,1.9155213859534115e-08
1874,9.380136312131526e-08,1.1949218281515073e-09,2.0911132381229436e-08
1875,1.458989427050028e-07,1.716458086775674e-09,1.4875970399952365e-08
1876,7.678439128966374e-08,4.232210137899983e-09,4.715891388507032e-08
1877,1.1936695010206222e-07,6.184816103704804e-09,1.3606595627990714e-08
1878,6.824170273311836e-08,6.039088673581716e-10,1.0870359723469392e-08
1879,1.2279743444310043e-07,6.10932526790009e-10,1.4051447894125602e-08
1880,9.819304658265082e-08,1.9253538763308597e-09,7.701415505323439e-09
1881,1.1644087827278327e-07,0.0,1.6036767913618633e-08
1882,9.384093058173448e-08,3.9932310791357395e-09,1.8635077481121698e-08
1883,9.668588285549617e-08,1.2638677882037541e-09,1.5798347796636136e-08
1884,6.271611940888988e-08,2.6406787867472303e-09,9.902545450302114e-09
1885,9.797366162800358e-08,3.2228177904158883e-09,1.2246707703500448e-08
1886,7.873226248733545e-08,6.453463874400711e-10,7.744156815814307e-09
1887,4.504957962225831e-08,1.9586773869484375e-09,1.6975204464309e-08
1888,7.228300713535418e-08,1.268122939990235e-09,1.5217475501927424e-08
1889,6.202485369755095e-08,0.0,1.0024218788373673e-08
1890,7.209824914866658e-08,1.3108772956016423e-09,1.2453334363726754e-08
1891,8.413970675746896e-08,1.2748440081367107e-09,1.2748440525456317e-08
1892,7.89832572678506e-08,1.2537024751679837e-09,7.522214628963297e-09
1893,5.296238120289232e-08,0.0,1.1085149798084615e-08
1894,7.813908586840057e-08,2.520615716150587e-09,1.3233232509790582e-08
1895,5.4769393464937366e-08,2.4074457982692365e-09,1.5648397910794642e-08
1896,4.363801270335088e-08,5.89702897624278e-10,1.887049205784308e-08
1897,2.8550895758705508e-08,5.826713556089658e-10,8.157398867503218e-09
1898,5.997856078465702e-08,5.6583548957434e-10,2.3765090784166887e-08
1899,3.371822643316591e-08,5.527578395003729e-10,9.949641111006713e-09
1900,4.9315003192162976e-08,2.07642125715779e-09,1.2458527764991345e-08
1901,2.4590450786732276e-08,0.0,7.824234704578714e-09
1902,4.419255539289679e-08,9.820567692386817e-10,1.4239822876405128e-08
1903,4.10416749474507e-08,0.0,4.3201759947208984e-09
1904,3.547252713786975e-08,5.374625189347171e-10,9.13686282189019e-09
1905,3.7157464216619474e-08,0.0,9.805442235943929e-09
1906,3.961022176923734e-08,5.144184522798412e-10,1.2346043076760793e-08
1907,3.75427564591746e-08,5.142843373384665e-10,9.257118349648152e-09
1908,5.942780623158228e-08,4.911389073214423e-10,2.1118972348688203e-08
1909,5.5009836685826485e-08,2.7504918342913243e-09,8.251475058784763e-09
1910,4.916618712158538e-08,3.206490406526541e-09,2.1911018333042875e-08
1911,3.032613360431924e-08,0.0,7.980561544940201e-09
1912,7.189001105523118e-08,1.0418842455450772e-09,8.335073964360618e-09
1913,4.083302140855949e-08,0.0,2.227255713194154e-08
1914,3.549274252279133e-08,6.696743715117748e-10,1.0714789944188396e-08
1915,2.1205371236732162e-08,0.0,1.0602685840410686e-08
1916,4.0653610255958483e-08,2.197492410260793e-09,6.592477008737774e-09
1917,2.8512704197680705e-08,0.0,2.3029491202919417e-08
1918,1.72295644418341e-08,5.743188147278033e-09,1.1486376294556067e-08
1919,2.3019620210007474e-08,0.0,4.603924352863942e-09
1920,2.953170330499688e-08,0.0,4.543339038320937e-09
1921,3.7106462902336546e-08,0.0,2.650461605746557e-08
1922,3.098732959117001e-08,7.377935484775833e-10,3.172512208493572e-08
1923,3.503262746562541e-08,0.0,1.1677542932631013e-08
1924,2.707241186783449e-08,0.0,6.445812328337297e-09
1925,3.189471575737457e-08,0.0,1.0998178368026856e-08
1926,5.2386851856489614e-08,0.0,7.802297030679028e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09,2.0068604555945058e-08
1928,2.5137290915466792e-08,0.0,1.713906150335731e-08
1929,3.2307179376189765e-08,0.0,1.893869061575515e-08
1930,2.3107928015519974e-08,0.0,1.6805765667982087e-08
1931,1.1405356659111021e-08,0.0,1.596749932275543e-08
1932,2.7398840973802407e-08,0.0,2.6302887867757363e-08
1933,2.5235457723482568e-08,0.0,1.4911861079269784e-08
1934,2.7557634396657704e-08,1.1981580172459871e-09,1.3179738189705859e-08
1935,1.9149255514605557e-08,0.0,1.0771455727365264e-08
1936,3.15242587589637e-08,0.0,2.0612014317578087e-08
1937,3.5255132035949543e-08,0.0,2.2664012666595568e-08
1938,5.056433738381827e-08,0.0,1.1668693011834819e-08
1939,4.8940961505650193e-08,1.5294050470515685e-09,1.2235240376412548e-08
1940,3.0429395447839624e-08,2.5357829169792012e-09,7.607348528892999e-09
1941,3.836953554881006e-08,0.0,1.7709015143196893e-08
1942,2.730790527039062e-08,0.0,1.517105863158008e-08
1943,7.548411695701418e-08,0.0,3.193558706371391e-08
1944,3.213186161588055e-08,0.0,1.2852744646352221e-08
1945,1.5249527862692958e-08,0.0,2.6142049414090707e-08
1946,1.6705326011390298e-08,0.0,2.9234318077442367e-08
1947,3.337843779149807e-08,0.0,2.7418003867296648e-08
1948,1.8482209318548826e-08,0.0,3.587723051978742e-08
1949,3.141442661558358e-08,0.0,1.472551192094329e-08
1950,3.190608488523594e-08,0.0,2.5524867552917385e-08
1951,2.4521223385143287e-08,0.0,2.8785785310958545e-08
1952,2.8470970803162743e-08,0.0,1.2653764702719172e-08
1953,2.477980265425117e-08,0.0,1.831550577868768e-08
1954,4.9839933069506515e-08,0.0,1.172704333640695e-08
1955,2.7218263642936336e-08,9.385607846468247e-10,1.9709776921672528e-08
1956,3.139611037816792e-08,0.0,2.0930739808022736e-08
1957,4.1524677474313876e-08,8.835037701437898e-10,1.76700756249204e-08
1958,2.9780076626906293e-08,0.0,1.9026159758794847e-08
1959,3.410328908159954e-08,3.100299128533379e-09,1.9376869442311317e-08
1960,2.353083417006019e-08,0.0,1.730208309957959e-08
1961,4.168895584300003e-08,0.0,2.570818935510033e-08
1962,4.8198869340154715e-08,0.0,2.663621678777872e-08
1963,2.9743845164631466e-08,0.0,2.133797494252576e-08
1964,5.110533463081879e-08,4.8671746077921796e-09,2.1902285318731174e-08
1965,3.337946569148542e-08,1.0944086747954884e-09,1.9699356812452606e-08
1966,2.9911004117977313e-08,5.539074754423723e-10,3.268054005189924e-08
1967,4.141481912967038e-08,4.930335584241163e-10,2.8102912885685782e-08
1968,3.0541628115443586e-08,3.143991039733507e-09,2.7397637047954504e-08
1969,5.722614682124316e-08,4.5417578031781147e-10,1.816703121271246e-08
1970,2.8971967491742134e-08,9.197450023812337e-10,3.0351585245114165e-08
1971,4.881477755347419e-08,5.138397485282553e-10,2.5178147566862208e-08
1972,3.4884999333684164e-08,5.130146862875051e-10,1.487742551375959e-08
1973,3.418186467207818e-08,4.961883404153156e-09,1.6539611458199488e-08
1974,2.4189957814613194e-08,0.0,1.9689500252439984e-08
1975,2.1132477101559743e-08,5.711480177694739e-10,3.940921367018291e-08
1976,1.9997343780886467e-08,0.0,1.199840626853188e-08
1977,1.1753563289307323e-08,0.0,1.9393379790955123e-08
1978,3.9207904478644195e-08,1.1881182704343018e-09,1.900989188285962e-08
1979,2.4578287183274483e-08,1.7555920051037788e-09,1.3459539038862545e-08
1980,1.6486937204351904e-08,0.0,1.7623967396573903e-08
1981,3.099519285676422e-08,0.0,2.6567307909175497e-08
1982,2.296775747367974e-08,0.0,2.0484757445871082e-08
1983,2.0209010909155722e-08,6.315316047889041e-10,2.5261264191556165e-08
1984,2.145633226646737e-08,0.0,2.7255340206977507e-08
1985,1.7445119127046382e-08,6.015558051686298e-10,3.669490400426412e-08
1986,1.7384007122700496e-08,5.994485463567401e-10,2.9972427428859305e-08
1987,2.1998941002188133e-08,0.0,2.261002318704186e-08
1988,2.2786904696481258e-08,0.0,2.2187248926996972e-08
1989,3.567279316385452e-08,5.488122178931576e-10,2.1952489159815514e-08
1990,3.160217509901031e-08,0.0,2.0160008773473237e-08
1991,1.758439494015107e-08,0.0,2.6376593353916178e-08
1992,1.9835799447420754e-08,0.0,1.7631821780383916e-08
1993,1.661762283333701e-08,1.1078414852150331e-09,2.3264670634404183e-08
1994,2.4792155661756965e-08,0.0,2.0572214154412904e-08
1995,2.2232048202397436e-08,0.0,1.5182862078688686e-08
1996,1.7615703340467803e-08,0.0,1.4946658133396795e-08
1997,1.8700089254863883e-08,0.0,2.061804682540469e-08
1998,2.4794272857064925e-08,4.768129224785866e-10,2.1456580956424887e-08
1999,3.290544903222781e-08,4.570201161957499e-10,1.782378444836752e-08
2000,3.269343373801803e-08,0.0,1.1486882001143783e-08
2001,2.5411027726462976e-08,0.0,2.015357480900093e-08
2002,3.2859161169795925e-08,1.752488598683044e-09,1.62105191492401e-08
2003,3.1251922383290776e-08,8.333845835650777e-10,1.6667691227212345e-08
2004,2.246443497888606e-08,4.404791253964646e-10,2.4226351813538827e-08
2005,2.2068372018679838e-08,4.5037495954858286e-10,2.8373622118493813e-08
2006,2.8001650997921956e-08,1.2353669198716943e-09,2.4707338397433887e-08
2007,2.9958595382240105e-08,3.994479469415779e-10,2.915969998795731e-08
2008,2.0861455118925676e-08,0.0,4.3000142113669426e-08
2009,3.194688891205999e-08,2.384096253749135e-09,4.1483276369547184e-08
2010,2.5508482881519967e-08,0.0,3.873510312502049e-08
2011,3.4415747141025577e-08,3.82397197240536e-10,7.95386174701207e-08
2012,3.98297563819483e-08,6.808505426114664e-10,7.999993911766978e-08
2013,4.155796418103819e-08,0.0,7.642202604074555e-08
2014,7.514095035077162e-08,4.330890368553497e-10,9.159833069816159e-08
2015,8.112665961235166e-08,0.0,8.223494596393266e-08
2016,6.379727279792746e-08,0.0,7.291116865815184e-08
2017,6.66637012258775e-08,5.031222660711876e-10,8.100268455990545e-08
2018,5.188748253281972e-08,5.162933414126769e-10,8.131620354845381e-08
2019,9.183556004543902e-08,0.0,8.698868114720426e-08
