year,autres_ADJ yeux_NOUN,autres_ADJ cieux_NOUN
1985,1.726465228557572e-07,1.1429560553555262e-07
1986,1.7084283854273963e-07,1.612516531412922e-07
1987,1.478817637234897e-07,1.4543744275563597e-07
1988,1.876921373877849e-07,1.4271797960097032e-07
1989,1.5531385599842906e-07,1.4214235799503427e-07
1990,1.329470791233689e-07,1.7054278234063247e-07
1991,1.5005350917363103e-07,1.5357039373498083e-07
1992,1.3003467813632597e-07,1.6309435180161813e-07
1993,1.5177428736024012e-07,1.4457330976824778e-07
1994,1.339831356972354e-07,1.6141275688275059e-07
1995,1.5237087325203902e-07,1.859900621847821e-07
1996,1.5747372117402847e-07,1.8416418545719182e-07
1997,1.4912122026089492e-07,1.8652139133212842e-07
1998,1.2730905041280494e-07,2.0645999720958486e-07
1999,1.371060278643199e-07,2.120573270314452e-07
2000,1.2944832405992202e-07,2.0985649673566087e-07
2001,1.3275071353291423e-07,2.0065950021019852e-07
2002,1.3976097079648753e-07,2.208135627124186e-07
2003,1.8167783366607182e-07,1.9501199233218358e-07
2004,1.277389429787945e-07,2.008584795432089e-07
2005,1.3781473739982175e-07,2.0627172547804662e-07
2006,1.5647981399524724e-07,2.1783637504935172e-07
2007,1.7176262190332636e-07,1.9333280365518846e-07
2008,1.3921827246576868e-07,2.460800110348771e-07
2009,1.5973445499639638e-07,2.2935005250523943e-07
2010,1.7147368680525688e-07,2.5461243746693896e-07
2011,1.5984203116659046e-07,2.2140797015235414e-07
2012,2.0221261820552172e-07,2.2434025337414454e-07
2013,2.3344976796124683e-07,2.2647695235855636e-07
2014,2.3451771369309427e-07,2.3603352823642343e-07
2015,2.4847810209394083e-07,2.1633776051133147e-07
2016,2.6306017275601334e-07,2.2453325643212452e-07
2017,1.899286559137181e-07,1.8414275260170143e-07
2018,2.207154068400996e-07,2.137454438444486e-07
2019,2.0918099608024932e-07,1.7729365542340503e-07
