year,autres_ADJ yeux_NOUN,autres_ADJ cieux_NOUN
1800,3.018398047061055e-07,9.432493364158745e-08
1801,5.738650088460417e-07,8.334138801302515e-08
1802,2.2602185367759375e-07,2.6854081625060644e-08
1803,3.8031615190448065e-07,7.80135707145746e-08
1804,4.0291169511874614e-07,5.9324422263529186e-08
1805,3.894742519605643e-07,1.2792949255491237e-07
1806,2.507052272449073e-07,6.627838899930794e-08
1807,1.8505208743135881e-07,7.402083435081863e-08
1808,2.4020383193601447e-07,1.2690014727922971e-07
1809,1.4457795316502597e-07,2.0331274663831778e-08
1810,3.8378078670575633e-07,1.2168659679900884e-07
1811,1.5293167621166504e-07,1.3788922714752516e-07
1812,1.2802598803318688e-07,9.601949946258515e-08
1813,2.7894694198948855e-07,1.1790540810352468e-07
1814,1.321604372606089e-07,1.5733386149463513e-08
1815,2.454473531088297e-07,2.6972236000233352e-08
1816,2.201723674488676e-07,3.244645441213834e-08
1817,5.184388669476903e-07,2.80237220096069e-08
1818,2.8491612624748086e-07,5.2453181353939726e-08
1819,3.5711121881831787e-07,2.794783426907088e-08
1820,3.35821425778704e-07,4.034603762193001e-08
1821,3.717780998613307e-07,2.2681422962023134e-08
1822,2.7770954602601705e-07,8.120748873352568e-08
1823,2.480554428530013e-07,5.830785099192326e-08
1824,3.4273929827577376e-07,8.421112962508914e-08
1825,2.6944655928673455e-07,6.33991930065747e-08
1826,2.8714029554066656e-07,5.0205510859768765e-08
1827,2.0278000079088088e-07,8.019027575301152e-08
1828,1.990389364436851e-07,2.5682443949293088e-08
1829,2.7434163030193304e-07,3.429270378774163e-08
1830,1.847319879288989e-07,5.635891398014792e-08
1831,1.980083226271745e-07,2.9623292263636358e-08
1832,2.9495333819795633e-07,1.1229874274931717e-07
1833,2.2703912350152677e-07,7.876867158529421e-08
1834,1.8295681059044e-07,7.094243414940138e-08
1835,2.821031728217349e-07,6.579886502322552e-08
1836,2.130477838591105e-07,5.5782226837663984e-08
1837,1.746430626781148e-07,5.98378635530139e-08
1838,2.0072674544735492e-07,3.471689002942924e-08
1839,1.3423633049569617e-07,5.453350482298447e-08
1840,1.3057861281140504e-07,5.86011346115356e-08
1841,1.6308193551139993e-07,7.191014450569355e-08
1842,1.8179397898165917e-07,5.903273381235863e-08
1843,1.9374668625005143e-07,4.4892522643724675e-08
1844,1.5807056286121224e-07,6.366730787021879e-08
1845,1.5401428754557855e-07,8.426144210149644e-08
1846,1.5631518124337163e-07,6.322861567653604e-08
1847,1.0301057074002529e-07,5.177494699637464e-08
1848,1.3515972341338056e-07,7.240699773092274e-08
1849,1.349085749779988e-07,7.541473778793772e-08
1850,1.262753244191117e-07,6.653215933738466e-08
1851,9.158203084780325e-08,3.998652076120379e-08
1852,1.9271215023763943e-07,8.789236560780012e-08
1853,1.7736637403231725e-07,6.748282999069488e-08
1854,2.1250266968309006e-07,4.883924664689232e-08
1855,1.772517066456203e-07,9.977042125797198e-08
1856,1.8586109717944055e-07,7.558696069054349e-08
1857,1.9867742651058506e-07,1.3326519976430973e-07
1858,2.0210882212268189e-07,5.921347939752408e-08
1859,1.6193111207485344e-07,9.573285542074927e-08
1860,1.6157459015175846e-07,9.200139405862728e-08
1861,1.5185403867690184e-07,8.064298084864419e-08
1862,2.706273676267301e-07,1.0255828900018749e-07
1863,1.7531118601255002e-07,7.04241527316185e-08
1864,2.1911907310823153e-07,8.678457819044638e-08
1865,1.882737734604234e-07,6.77785609859427e-08
1866,1.7078301084438863e-07,6.568577382015661e-08
1867,1.5917221674044413e-07,9.462982397678843e-08
1868,1.975949572852187e-07,5.878450082263953e-08
1869,2.0901461539324373e-07,6.299739396808945e-08
1870,1.4392462333034928e-07,9.17447806614291e-08
1871,1.5719342627562582e-07,5.3105885911008954e-08
1872,1.6388290191571286e-07,6.289232601375261e-08
1873,1.436641099417102e-07,6.524744833313889e-08
1874,1.3980584867567813e-07,4.421210775262807e-08
1875,2.0883574336494348e-07,4.4627910256167524e-08
1876,2.15238131318074e-07,5.864634267105373e-08
1877,2.0533589406568353e-07,5.257093604882357e-08
1878,1.7392575557551027e-07,5.918306994479039e-08
1879,1.7900323712183308e-07,6.659164675237861e-08
1880,1.5659544772006484e-07,4.428314070992201e-08
1881,1.6455118156954995e-07,5.856906426515707e-08
1882,1.9167509890394285e-07,4.8584313239175e-08
1883,1.7314988554062438e-07,6.0033718718433e-08
1884,1.2609241650807235e-07,6.139578090369469e-08
1885,1.3987029490181158e-07,6.058897428218302e-08
1886,1.3681344057658862e-07,6.905206162421962e-08
1887,1.2992559561553207e-07,6.07189984958012e-08
1888,1.3759134276369878e-07,6.467426771905593e-08
1889,1.4597767972190923e-07,6.578393624279144e-08
1890,1.3043229785125732e-07,4.4569826940232815e-08
1891,1.4150768379295187e-07,5.609313546983685e-08
1892,1.2850451014401187e-07,5.0774950466347946e-08
1893,1.2932675019783346e-07,9.176040560721077e-08
1894,1.506067945911127e-07,5.860431717685799e-08
1895,1.5828956634322822e-07,6.620476256102847e-08
1896,1.9224314939947362e-07,9.848038690085659e-08
1897,1.2877036681402387e-07,6.23458333848248e-08
1898,1.5390725138786365e-07,6.50710811900268e-08
1899,1.7190768630825914e-07,6.301439547939935e-08
1900,1.4586859720111534e-07,5.502516486899367e-08
1901,1.2462888321351784e-07,7.768347398684483e-08
1902,1.3405075094397034e-07,6.334266233753993e-08
1903,1.0746438050546203e-07,6.588268552931709e-08
1904,1.2737861254663585e-07,6.234565042007034e-08
1905,1.6824074577925785e-07,8.20560686065619e-08
1906,1.7798878104713367e-07,6.996091173050445e-08
1907,1.5325673530242057e-07,6.839981381290272e-08
1908,1.2867839416230709e-07,7.072400354246611e-08
1909,1.6667979707563063e-07,8.636544102103016e-08
1910,1.7689139042431634e-07,7.32148635051999e-08
1911,1.4205399168076838e-07,6.86328296417571e-08
1912,1.8701821602462587e-07,1.1304444375026534e-07
1913,1.9515002236403234e-07,1.0818099088760746e-07
1914,1.553644608520699e-07,7.835190096727729e-08
1915,1.4843760709482012e-07,7.068457452685806e-08
1916,1.5052823698624707e-07,6.59247731960022e-08
1917,1.6997957175135525e-07,5.04455535121906e-08
1918,1.7689019671252026e-07,1.286474171635632e-07
1919,1.1233574781499556e-07,1.1601888760814916e-07
1920,2.2338083738304704e-07,8.10228804049018e-08
1921,2.05221454052662e-07,8.935842288337881e-08
1922,1.5788782548042946e-07,9.00108148016443e-08
1923,2.1338055944397638e-07,1.1996021953564195e-07
1924,1.7790441120268952e-07,1.0957880625106498e-07
1925,2.1666410532361624e-07,1.1108159858608246e-07
1926,1.972866527921724e-07,1.1703445290667247e-07
1927,2.0291589919452235e-07,9.922810151330452e-08
1928,1.5653677110094577e-07,1.1768822694158132e-07
1929,1.7044821731815318e-07,7.686880310053823e-08
1930,1.7541017882649612e-07,5.356837928793823e-08
1931,1.6309660111346602e-07,9.466445849426464e-08
1932,1.8302425530691835e-07,1.0082773749253704e-07
1933,1.7435407073662645e-07,6.882397229901471e-08
1934,1.6894027510261367e-07,8.267290496632995e-08
1935,1.48406726907524e-07,1.077145554972958e-07
1936,1.7095847226755723e-07,1.0063512956293152e-07
1937,1.3346584637474734e-07,5.5400921183945684e-08
1938,1.5947213682920847e-07,1.089077995564125e-07
1939,1.8046979732844193e-07,1.1470537852886764e-07
1940,9.889553354014424e-08,1.3439649904078976e-07
1941,1.682356440824151e-07,1.2986610897769424e-07
1942,1.9722376976005762e-07,1.153000468434584e-07
1943,2.0032322822771675e-07,1.3064558856967778e-07
1944,2.4098895323731995e-07,1.3174063262511027e-07
1945,1.5903079031431844e-07,1.176392188106945e-07
1946,2.7285364012641367e-07,1.1972149138728128e-07
1947,2.6583541057334514e-07,1.0371157577182544e-07
1948,2.0874024642125732e-07,1.3154983768970396e-07
1949,2.2775459740387305e-07,1.0504199188243746e-07
1950,2.605663667054614e-07,1.0422654539432585e-07
1951,2.526752211906569e-07,1.0341559986137838e-07
1952,1.8664303524928982e-07,9.490323438221537e-08
1953,1.8746459318208508e-07,1.1420257295391423e-07
1954,2.0717776294532086e-07,1.348609970364123e-07
1955,1.9428208020144666e-07,1.2482857902895717e-07
1956,2.0145837709151238e-07,9.069987072507502e-08
1957,2.0408937473348487e-07,1.1308848257840509e-07
1958,2.1425110219297494e-07,9.926692340345156e-08
1959,1.852428681559104e-07,1.077353979361817e-07
1960,1.972437502217872e-07,8.92787528350425e-08
1961,2.0774996301042847e-07,1.4521652191845646e-07
1962,2.2577364688913804e-07,9.703193060150994e-08
1963,2.444168103465927e-07,8.858493039110016e-08
1964,2.1537248073855153e-07,1.0221066815141455e-07
1965,2.0629603625366144e-07,1.0178000664495812e-07
1966,1.8057383499581192e-07,9.416426849373494e-08
1967,2.03129829401405e-07,1.0156491625501474e-07
1968,1.8774117904740706e-07,9.926029187479202e-08
1969,1.594157055251344e-07,1.0037284509101241e-07
1970,1.8486873898382328e-07,9.749297336103524e-08
1971,2.1272965966545598e-07,1.0533714711602471e-07
1972,1.7493800896772882e-07,9.695977354340357e-08
1973,1.6649875078655896e-07,9.151918578531593e-08
1974,1.3501372109203658e-07,7.369499060994045e-08
1975,1.2108337443805794e-07,1.0737582512021504e-07
1976,1.6226415766595892e-07,9.827265912143446e-08
1977,1.7218971493093704e-07,1.1400956623219827e-07
1978,1.5089102589627146e-07,1.3128707210263713e-07
1979,1.8024077519385173e-07,1.2991380371474293e-07
1980,1.4610837695272494e-07,1.2564182416685554e-07
1981,1.4865041464418027e-07,1.328365356600969e-07
1982,1.5518756413257506e-07,1.2477079625039522e-07
1983,1.5914596929178515e-07,1.3262163989224973e-07
1984,1.5889283133674326e-07,1.2003947302829943e-07
