year,plusieurs_DET ondes_NOUN,plusieurs_DET sondes_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,4.475680270843441e-09
1803,1.755305234496518e-08,0.0
1804,0.0,0.0
1805,0.0,8.528632911009026e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,4.5321479902327155e-09
1809,4.969867006821005e-08,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,2.6672083208723052e-08,5.3344164641089264e-09
1813,2.8757416004054903e-08,1.4378708002027452e-08
1814,0.0,6.293354282149721e-09
1815,0.0,2.4275012222574333e-08
1816,0.0,0.0
1817,0.0,3.269434145636296e-08
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,3.5599443393152796e-09
1821,0.0,1.3806083387635226e-08
1822,1.1028177482330648e-08,0.0
1823,1.9765373782121287e-09,9.882686891060644e-10
1824,0.0,5.052667617633233e-09
1825,3.522177216552791e-09,1.0566531649658373e-08
1826,8.807984341885344e-10,6.1655889282974385e-09
1827,3.6869092223668076e-09,6.452091028119611e-09
1828,4.586150570418113e-09,9.172301251858528e-10
1829,8.573175946935407e-09,5.143905745796928e-09
1830,1.5655253093882493e-08,1.0436835840010872e-09
1831,2.0268567268999504e-08,0.0
1832,1.0823975493678972e-08,2.570694235259907e-08
1833,0.0,0.0
1834,9.334530925997342e-10,1.8669061851994684e-09
1835,0.0,0.0
1836,3.36037508930076e-09,3.36037508930076e-09
1837,9.045257876039159e-09,7.653680356156656e-09
1838,6.312161904276081e-09,5.049729523420865e-09
1839,2.7965900706306e-09,6.29232765891885e-09
1840,1.7835128929277744e-08,5.095750932326837e-09
1841,3.852329122366882e-09,0.0
1842,3.3541325272778977e-09,5.366612043644636e-09
1843,1.4767278067040479e-08,3.5441467538532834e-09
1844,2.7442805805577564e-09,2.195424508855126e-09
1845,1.1718478631905782e-08,8.928364714222425e-09
1846,5.854501328173001e-10,3.5127007969038004e-09
1847,8.629157832729106e-09,4.853901280910122e-09
1848,1.528592186161859e-08,1.609044275596716e-08
1849,2.011059585527164e-08,0.0
1850,1.3577992064028876e-09,6.788996032014438e-10
1851,2.902247508984601e-08,1.2898877521649865e-08
1852,1.3021090872200602e-09,0.0
1853,8.957897534855874e-09,4.777545470346922e-09
1854,7.27393034694046e-09,6.234797567117312e-09
1855,3.767925349507095e-08,8.491099379170919e-09
1856,4.504154560436291e-08,8.283502550554545e-09
1857,1.8549734193129552e-08,2.4407544874094356e-09
1858,9.29798454896158e-09,4.404308473482388e-09
1859,8.147477359443656e-09,1.018434669930457e-09
1860,9.15436793036406e-09,4.577184048448757e-09
1861,9.903524222920623e-09,6.13075279431996e-09
1862,8.132375661773494e-09,4.517986262886353e-10
1863,2.4973103585068657e-09,0.0
1864,1.4384183844029508e-09,4.315255264231155e-09
1865,7.0602665935837194e-09,1.0355057755706554e-08
1866,7.784980660119345e-09,2.432806400776144e-09
1867,6.308654931785895e-09,5.82337378318698e-09
1868,1.778354707937524e-08,5.4338614718929534e-09
1869,1.5138908793232986e-08,1.953407657850903e-09
1870,1.9495765446464475e-08,3.4404292748035914e-09
1871,1.6993883633631413e-08,4.248470908407853e-09
1872,1.814201766592305e-08,1.0885210510735988e-08
1873,2.3944017879529156e-09,1.2570609442263958e-08
1874,1.0754296120296658e-08,7.766991660940192e-09
1875,1.716458086775674e-09,2.2886108008712824e-09
1876,9.673623679873344e-09,9.069021977836655e-09
1877,2.040989244278535e-08,1.8554447978047506e-09
1878,1.9325083755461492e-08,3.6234530931267273e-09
1879,1.221865097988939e-08,4.887460214320072e-09
1880,1.1552122813895949e-08,6.417846254436199e-10
1881,1.3945014920579979e-08,6.972507571312292e-10
1882,1.7304001787010748e-08,3.9932310791357395e-09
1883,2.9700892412165558e-08,1.2638677882037541e-09
1884,4.621187876807653e-09,3.300848483434038e-09
1885,9.668453648803421e-09,1.2891271383708158e-09
1886,1.7424351739236954e-08,1.936039106809062e-09
1887,4.570247291724172e-09,3.9173548849191775e-09
1888,6.974675947901687e-09,6.340614699951175e-10
1889,1.50363277384713e-08,1.8795409673089125e-09
1890,1.9007721618891082e-08,3.9326319978272295e-09
1891,8.286486163910922e-09,3.824531802365527e-09
1892,4.387958441043338e-09,0.0
1893,2.771287377356657e-08,0.0
1894,2.3945849747519787e-08,2.520615716150587e-09
1895,1.5648398132839247e-08,0.0
1896,1.0024948871034667e-08,0.0
1897,0.0,2.913356778044829e-09
1898,1.3014216371232123e-08,2.8291774478717002e-09
1899,7.185851913504848e-09,1.6582735185011188e-09
1900,7.267474400052265e-09,2.595526460424935e-09
1901,2.1237207603608255e-08,2.794369402536745e-09
1902,2.0132164380015638e-08,9.820567692386817e-10
1903,1.0800440541913758e-08,1.6200660812870638e-09
1904,8.599400302955473e-09,3.7622376325430196e-09
1905,6.708986699521802e-09,2.580379465655369e-09
1906,9.773950537805831e-09,5.144184411776109e-09
1907,1.3885677496716653e-08,3.08570607954195e-09
1908,1.1296195090437777e-08,1.964555629285769e-09
1909,8.801573692096554e-09,1.6502950672681038e-09
1910,9.085056262847502e-09,2.137660271017694e-09
1911,6.916486494645824e-09,1.5961122423746588e-09
1912,2.135862686714063e-08,8.856016364688912e-09
1913,6.363587878865928e-09,1.590896969716482e-09
1914,2.0090231700464756e-08,4.0180461735594974e-09
1915,1.295883844676382e-08,8.246533234057551e-09
1916,3.2962386153911893e-09,3.2962386153911893e-09
1917,7.676496771580332e-09,2.1932848870420685e-09
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,1.3811772170413406e-08,0.0
1920,1.514446346106979e-08,7.572231730534895e-10
1921,2.4232791773215467e-08,3.0290989716519334e-09
1922,8.853522359686394e-09,4.426761179843197e-09
1923,1.3800733000834953e-08,2.1231896241147297e-09
1924,1.5469948877466777e-08,0.0
1925,2.859526304632709e-08,0.0
1926,2.0063049888108253e-08,0.0
1927,3.0102906833917586e-08,1.1149224876660924e-09
1928,1.9424270192303084e-08,5.713020723163709e-09
1929,1.2254447234738564e-08,0.0
1930,2.6259009189288918e-08,3.1510810627466412e-09
1931,3.193499864551086e-08,3.4216069977333063e-09
1932,2.301502632917618e-08,2.1919073223131136e-09
1933,4.817677989876756e-08,5.735331320977366e-09
1934,6.470052937856963e-08,2.3963160344919743e-09
1935,2.2739740757060645e-08,4.787313656606784e-09
1936,6.911087524485993e-08,0.0
1937,6.169647726039784e-08,8.813782481631449e-09
1938,4.2785206488815675e-08,3.889564337278273e-09
1939,2.5999884911698246e-08,9.176430282309411e-09
1940,2.2822046474857416e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,0.0
1942,3.034211770724937e-09,0.0
1943,4.064529335323641e-08,2.6129117536299873e-08
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,3.485606470121638e-08,0.0
1946,2.227376771912759e-08,2.7842208538686464e-09
1947,3.814678706248742e-08,2.3841741914054637e-09
1948,2.717971980814582e-08,2.174377566888097e-09
1949,1.6688914139528777e-08,1.9634016634739737e-09
1950,5.849448858619155e-08,0.0
1951,3.411648485940333e-08,3.1984206394497505e-09
1952,3.268889159357968e-08,2.1089607837865287e-09
1953,2.908933460776808e-08,7.54167928107563e-09
1954,2.834035517373934e-08,9.772536113672459e-10
1955,2.7218263198847126e-08,6.569925492527773e-09
1956,2.9651880950609666e-08,8.72114114258693e-09
1957,4.417518939536791e-08,1.7670075402875796e-09
1958,5.0460683853614796e-08,4.9633461784992505e-09
1959,3.3328214188443894e-08,6.975672928177801e-09
1960,2.6991250123842292e-08,5.536666680683311e-09
1961,1.9454845179289748e-08,2.08444772553662e-09
1962,1.7123282347597524e-08,6.976152100435229e-09
1963,2.392439668597035e-08,5.819447923549603e-09
1964,2.0685492374550307e-08,1.216793682479178e-08
1965,1.6963333848707407e-08,7.660860834590721e-09
1966,3.212663202134536e-08,1.883285383197375e-08
1967,1.1339771788243524e-08,7.88853687927471e-09
1968,1.976222918642634e-08,9.88111459321317e-09
1969,2.0892086283197386e-08,1.3625273298512042e-08
1970,2.345349692234322e-08,1.5175792539290356e-08
1971,1.9525909777939887e-08,6.166076982339064e-09
1972,1.7955514408640738e-08,7.69522001675682e-09
1973,1.268036875501366e-08,7.71848518432705e-09
1974,1.5751600912494723e-08,9.000914902301815e-09
1975,1.9419032160072902e-08,1.1422960355389478e-08
1976,3.370980805605939e-08,6.28487961673585e-09
1977,2.056873604772136e-08,7.052138428775834e-09
1978,1.0099005187669263e-08,2.970295565063452e-09
1979,1.345953837272873e-08,5.266775904289034e-09
1980,5.6851505725319385e-09,6.2536656408873625e-09
1981,1.0753434587229549e-08,5.060439622894819e-09
1982,1.2415004913002292e-08,5.586752171993226e-09
1983,8.84144257806696e-09,6.946847541655643e-09
1984,6.378909400694965e-09,6.378909511717268e-09
1985,1.3234227935754461e-08,1.1429560076159362e-08
1986,4.7955883708539204e-09,1.1988970705090196e-08
1987,6.721898593298192e-09,6.721898593298192e-09
1988,4.197587610832443e-09,5.996553809062277e-09
1989,5.488121956886971e-09,4.390497632122958e-09
1990,1.1442167213715493e-08,8.717841670780047e-09
1991,3.5168792322792797e-09,1.0550637030704024e-08
1992,1.8733810946969243e-08,6.060938473329003e-09
1993,9.970573089379542e-09,9.416652346772025e-09
1994,1.2132331583813993e-08,8.439882570598911e-09
1995,7.049185846152994e-09,6.506940930517402e-09
1996,4.270473752399084e-09,3.736664311304594e-09
1997,1.4384683777457496e-08,5.274384040632185e-09
1998,8.582632937681467e-09,4.291316191284977e-09
1999,6.398281460207045e-09,5.484241422104574e-09
2000,3.534425307982758e-09,5.301637684418381e-09
2001,1.0076787043677982e-08,5.695575344688564e-09
2002,4.819343757400674e-09,8.762443215459825e-09
2003,8.750538071922165e-09,7.917153710401692e-09
2004,8.809582230373536e-09,1.2333415899679068e-08
2005,9.007498746882447e-09,4.503749484463526e-09
2006,8.235780057930242e-09,7.000413027036245e-09
2007,7.190063211481856e-09,5.1928234212628155e-09
2008,1.2346575400945525e-08,8.51487946817997e-09
2009,1.0966842545201416e-08,7.629108011997232e-09
2010,1.369900015646408e-08,8.975207077543956e-09
2011,9.942326961720482e-09,1.4531093217584612e-08
2012,1.6680838044180746e-08,1.2255309433939487e-08
2013,1.2829975526429394e-08,6.972812771621761e-09
2014,8.878325463701486e-09,6.063246307808079e-09
2015,6.871383573248124e-09,6.649726325136385e-09
2016,6.4211539696490405e-09,5.59261836841074e-09
2017,8.049956534694758e-09,8.804639906045963e-09
2018,1.2391040193904246e-08,5.162933303104467e-09
2019,1.0969247454806208e-08,7.14276571223138e-09
