year,étiez_VERB en_PRON,étiez_VERB sans_ADP
1869,1.4650557433881772e-09,2.3440891894210836e-08
1870,1.1468097582678638e-09,2.1789386295267832e-08
1871,0.0,2.3366590440332402e-08
1872,1.2094678591978436e-09,2.963196266136947e-08
1873,5.986004469882289e-10,3.412022664406322e-08
1874,5.974609140757536e-10,2.9873046258899194e-08
1875,5.721527140956084e-10,4.405575992905142e-08
1876,0.0,2.478866001354163e-08
1877,0.0,1.793596560162314e-08
1878,1.8117265465633636e-09,1.7513357875031943e-08
1879,0.0,4.032154521382836e-08
1880,1.2835692508872398e-09,1.4119262203848848e-08
1881,0.0,2.1614773970668466e-08
1882,0.0,2.5956001792337702e-08
1883,6.319338941018771e-10,1.2638677659992936e-08
1884,6.601696966868076e-10,1.0562715146988921e-08
1885,0.0,1.740321664556177e-08
1886,6.453463874400711e-10,9.680196200179125e-09
1887,0.0,1.9586773092328258e-08
1888,0.0,1.0779045211961602e-08
1889,1.2530273485467092e-09,1.8795409673089125e-08
1890,0.0,2.1629475099871343e-08
1891,0.0,6.3742202627281586e-09
1892,6.268512375839919e-10,1.191017329205124e-08
1893,0.0,7.390100087434348e-09
1894,0.0,1.5753848003896564e-08
1895,0.0,8.426059849853118e-09
1896,0.0,1.8280790214930676e-08
1897,0.0,1.806281169081103e-08
1898,5.6583548957434e-10,3.281845906144554e-08
1899,0.0,1.7688250864011934e-08
1900,0.0,2.491705508589348e-08
1901,5.588738916095792e-10,2.179608138419553e-08
1902,4.910283846193408e-10,9.329538919189417e-09
1903,0.0,1.7820726228023887e-08
1904,1.0749250378694342e-09,8.599400302955473e-09
1905,0.0,2.580379465655369e-08
1906,1.0288369045596824e-09,8.230695236477459e-09
1907,2.057137349353866e-09,1.4399961223432456e-08
1908,0.0,1.964555629285769e-08
1909,0.0,1.2102163715610459e-08
1910,5.344150677544235e-10,9.085056262847502e-09
1911,0.0,1.702519725199636e-08
1912,0.0,1.3544495303108306e-08
1913,0.0,1.1666577037772186e-08
1914,0.0,1.6072185360371805e-08
1915,0.0,1.5314990164938536e-08
1916,1.0987462051303964e-09,2.307367097387214e-08
1917,2.1932848870420685e-09,1.315970976634162e-08
1918,2.2972752589112133e-09,6.89182577673364e-09
1919,0.0,1.1049418269237776e-08
1920,7.572231730534895e-10,1.590168707821249e-08
1921,0.0,2.3475516641724425e-08
1922,7.377935484775833e-10,8.115729421831475e-09
1923,1.0615948120573648e-09,1.6985516992917837e-08
1924,1.289162443462999e-09,1.933743654092268e-08
1925,1.0998177923937646e-09,2.3096173862313663e-08
1926,0.0,2.0063049888108253e-08
1927,0.0,1.8953683067479687e-08
1928,0.0,1.3711249025050165e-08
1929,0.0,1.7824650200282122e-08
1930,0.0,1.7856125467119455e-08
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,1.53433514782364e-08
1933,0.0,2.064719240024715e-08
1934,1.1981580172459871e-09,1.7972370258689807e-08
1935,0.0,2.393656828303392e-08
1936,0.0,2.5461901032031165e-08
1937,2.5182236296217297e-09,1.510934133364117e-08
1938,0.0,1.2965214679638848e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,1.2678914806940611e-08
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,2.2492303131116387e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,0.0,1.2528993842408909e-08
1947,0.0,2.1457568166738383e-08
1948,0.0,1.3046265401328583e-08
1949,0.0,1.3743811422273211e-08
1950,3.190608444114673e-09,1.808011518278363e-08
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,0.0,1.687168627029223e-08
1953,1.0773827385790469e-09,2.8011951869189033e-08
1954,0.0,3.224936762080688e-08
1955,0.0,1.783265446420046e-08
1956,0.0,1.3081712602058815e-08
1957,8.835037701437898e-10,1.0602045463770082e-08
1958,0.0,1.3235589513271862e-08
1959,0.0,1.1626121398933265e-08
1960,1.3841666701708277e-09,1.7302083321624195e-08
1961,6.948159270159238e-10,2.431855783413539e-08
1962,0.0,2.029426049432459e-08
1963,3.2330267352165265e-09,2.0044765847160306e-08
1964,0.0,1.6426714211092985e-08
1965,0.0,1.641613067704384e-08
1966,1.6617224263271169e-09,9.416426749453422e-09
1967,0.0,2.7609878827661305e-08
1968,8.982831700699023e-10,2.649935382237345e-08
1969,0.0,1.725867981861029e-08
1970,0.0,1.7935027685211935e-08
1971,1.0276794970565106e-09,1.4387513402880359e-08
1972,5.130146862875051e-10,1.2825367434743384e-08
1973,0.0,6.064523994098181e-09
1974,0.0,1.518904291231138e-08
1975,0.0,1.4849848462006321e-08
1976,0.0,1.8283285996290033e-08
1977,2.3507127355770763e-09,1.5867311020656416e-08
1978,0.0,1.0693064211864112e-08
1979,0.0,8.777959692451986e-09
1980,1.1370301367108482e-09,1.0801786132219604e-08
1981,0.0,9.488323904349727e-09
1982,0.0,1.1794254461960918e-08
1983,0.0,1.1999100379966876e-08
1984,5.799008495621649e-10,1.275781880138993e-08
1985,0.0,1.3234227935754461e-08
1986,1.1988970927134801e-09,1.0790073723399018e-08
1987,1.2221633705067347e-09,9.166225112267057e-09
1988,5.996553809062277e-10,8.994830658082265e-09
1989,1.0976244357863152e-09,6.036934507847036e-09
1990,0.0,1.4166492867673242e-08
1991,0.0,2.1101275393675678e-08
1992,1.65298330578878e-09,9.366905473484621e-09
1993,0.0,7.754890063438324e-09
1994,0.0,1.0549853435293244e-08
1995,0.0,1.0302656505700725e-08
1996,5.338092190498855e-10,9.074756945892659e-09
1997,0.0,1.1987236092636522e-08
1998,4.768129224785866e-10,1.8118891276230897e-08
1999,0.0,1.1882523409667556e-08
2000,1.7672125984802278e-09,9.719669513685858e-09
2001,0.0,9.20054432640427e-09
2002,4.38122149670761e-10,1.1391176002462089e-08
2003,1.2500769308587678e-09,7.083769126836614e-09
2004,4.404791253964646e-10,1.3214373595360485e-08
2005,0.0,1.5763124139311913e-08
2006,0.0,1.1530091548195287e-08
2007,1.1983438685803094e-09,2.236908436259455e-08
2008,4.257439678578834e-10,1.830699147831183e-08
2009,9.53638501499654e-10,2.9562793102400065e-08
2010,9.447586046817946e-10,2.4563723499682055e-08
2011,1.529588788962144e-09,3.21213633469597e-08
2012,1.7021263287730903e-09,4.0510606424959406e-08
2013,1.6734750252211938e-09,3.960557393156705e-08
2014,6.496335691608124e-10,4.092691341384125e-08
2015,2.21657536769726e-09,3.812509774547834e-08
2016,1.4499380585064614e-09,5.737611985523472e-08
2017,5.0312225496895735e-09,3.245138557872451e-08
2018,4.64663996169179e-09,4.104532180804199e-08
2019,4.591778068885333e-09,4.61728788536675e-08
