year,aux_ADP yeux_NOUN,aux_ADP cieux_NOUN
1891,2.3143518092183513e-05,7.470585612345815e-07
1892,2.3080663027030823e-05,6.958048981431375e-07
1893,2.2561358377970464e-05,5.468673998088036e-07
1894,2.260362168726715e-05,6.572505428792397e-07
1895,2.34569481563085e-05,7.041778786742725e-07
1896,2.343597202525416e-05,6.710818762911686e-07
1897,2.288674795636325e-05,6.287023815998438e-07
1898,2.338428316761565e-05,6.359990658566517e-07
1899,2.360607686568983e-05,6.80444912859457e-07
1900,2.36997528872962e-05,5.839934815732306e-07
1901,2.342296306778735e-05,5.426665448116097e-07
1902,1.994950139305729e-05,5.08705381818686e-07
1903,2.2685244971398788e-05,5.789035855130464e-07
1904,2.2075198558013653e-05,5.670229707988028e-07
1905,2.244930112738075e-05,5.712960429171687e-07
1906,2.2909625499778485e-05,6.250183965939016e-07
1907,2.208645469181647e-05,6.433696952967694e-07
1908,2.2727452346771315e-05,6.320957730565624e-07
1909,2.303976884832082e-05,7.145777789485663e-07
1910,2.28467791885123e-05,7.102376216039374e-07
1911,2.2669582676826394e-05,6.895204949231015e-07
1912,2.3243916643878038e-05,7.782875446338267e-07
1913,2.2886112105879874e-05,6.814341899641363e-07
1914,2.260017117805546e-05,7.600804154961338e-07
1915,2.2438816813519225e-05,4.6298395472987863e-07
1916,2.4620704948574712e-05,8.097759449654518e-07
1917,2.5796319619075803e-05,6.985612399645902e-07
1918,2.5110367914749077e-05,6.133725083401487e-07
1919,2.4684399136276625e-05,7.771423722324755e-07
1920,2.419858083158033e-05,5.747323719162978e-07
1921,2.313171489731758e-05,4.990440590213474e-07
1922,2.4495483671671536e-05,5.326869372268561e-07
1923,2.5159797814922058e-05,9.023555787024407e-07
1924,2.492208807325369e-05,7.915457471696641e-07
1925,2.5588360585970804e-05,6.345948575514626e-07
1926,2.4676436396475765e-05,6.119229949419491e-07
1927,2.7008997903976706e-05,6.488849040309219e-07
1928,2.3616484327249054e-05,6.192914563385443e-07
1929,2.4935570650086447e-05,5.302833301357168e-07
1930,2.3326403606915846e-05,4.768636092666867e-07
1931,2.3000042347121052e-05,4.5963588668485045e-07
1932,2.3626568577128637e-05,5.118103474366364e-07
1933,2.313632637651608e-05,4.2785570442127607e-07
1934,2.2342052034218796e-05,5.451619173868494e-07
1935,2.227656659670174e-05,5.852490687630052e-07
1936,2.25265067683722e-05,4.668015134434711e-07
1937,2.2687935143039795e-05,4.054339965975373e-07
1938,2.2296279780675832e-05,7.001215642787884e-07
1939,2.2603077127314464e-05,6.010561879321585e-07
1940,2.1412150204014324e-05,5.147639177138785e-07
1941,2.17702823874788e-05,6.817970952255337e-07
1942,2.383373407610634e-05,7.676555853208811e-07
1943,2.554556567702093e-05,1.0103258496485523e-06
1944,2.6084646037816128e-05,8.482811271193214e-07
1945,2.9313950903997466e-05,6.426586942609447e-07
1946,2.7179563858226174e-05,6.835262471582837e-07
1947,2.92228234002323e-05,5.76970128562948e-07
1948,2.5893574957081e-05,6.327438901720939e-07
1949,2.426960861612315e-05,5.4975247287814e-07
1950,2.5678016754682176e-05,9.848344619811655e-07
1951,2.5348548319925612e-05,5.096150088590434e-07
1952,2.4660077883709164e-05,5.652015122592502e-07
1953,2.509439889308851e-05,4.0617329233327837e-07
1954,2.5673429036032758e-05,5.922156676163581e-07
1955,2.4343450490960095e-05,5.781534384574627e-07
1956,2.5293054022768047e-05,5.433271113020055e-07
1957,2.3808659875612648e-05,5.301022625303631e-07
1958,2.4038311721596983e-05,5.42659162938719e-07
1959,2.3967637503119477e-05,4.867469574065808e-07
1960,2.4468606511618418e-05,5.938074805200699e-07
1961,2.5465003091085237e-05,5.68359405317409e-07
1962,2.6243650268042984e-05,5.917045537984222e-07
1963,2.5953443810067256e-05,6.194479276189213e-07
1964,2.541091043894994e-05,6.570685577855784e-07
1965,2.6164575388065714e-05,6.982327107607489e-07
1966,2.6143879495066358e-05,6.71889738512732e-07
1967,2.7533952106750803e-05,6.15305888906903e-07
1968,2.820429517669254e-05,7.060505806677497e-07
1969,2.528668983359239e-05,5.395608209113334e-07
1970,2.5275052394135855e-05,6.157692720165642e-07
1971,2.5303010147581517e-05,7.101265264708445e-07
1972,2.4767323679952824e-05,5.617510949740279e-07
1973,2.397196055881068e-05,5.011502377527677e-07
1974,2.2268262796387717e-05,3.696000532293908e-07
1975,2.247010502287594e-05,5.117486110428615e-07
1976,2.3097503913049877e-05,3.7823547471838026e-07
1977,2.3405458136949164e-05,3.9021831388375006e-07
1978,2.5308701992798888e-05,4.598017691037626e-07
1979,2.5209715886376216e-05,4.4709076618687504e-07
1980,2.4442169205940445e-05,4.184270929741274e-07
1981,2.5263611632908578e-05,4.4595122705715085e-07
1982,2.6062198458021157e-05,4.4880241922840014e-07
1983,2.521074156902614e-05,4.787009451057145e-07
1984,2.5814865466600168e-05,5.190112473130171e-07
1985,2.6186926788795972e-05,4.812446314783614e-07
1986,2.6982378813045216e-05,5.023378881752194e-07
1987,2.6681660074245883e-05,5.230859345672911e-07
1988,2.650416899996344e-05,4.005697991082968e-07
1989,2.6783134217112092e-05,4.467331518043238e-07
1990,2.6650441441233852e-05,4.102834236796582e-07
1991,2.708290071495867e-05,4.431267726090482e-07
1992,2.7523273956830963e-05,5.069148585334915e-07
1993,2.807602686516475e-05,4.3427386042793614e-07
1994,2.7429619194663246e-05,5.770769559987343e-07
1995,2.830573589562846e-05,5.78033256815047e-07
1996,2.8444558438422973e-05,6.30962491143805e-07
1997,2.932077973127889e-05,5.250409591539551e-07
1998,2.9665870215467294e-05,5.273550844897557e-07
1999,2.8829285156461992e-05,5.301433301241332e-07
2000,3.0417263815252227e-05,5.579973647584779e-07
2001,2.990352368215099e-05,5.047156061976921e-07
2002,3.063656754420663e-05,4.898205521186583e-07
2003,3.1162332561507355e-05,4.54611288169815e-07
2004,3.165811517646944e-05,5.153605657781668e-07
2005,3.170999934809515e-05,5.454040827856943e-07
2006,3.1874115620667e-05,4.5749757648927414e-07
2007,3.251626048950129e-05,5.468442374478855e-07
2008,3.320419637020677e-05,5.151501945022119e-07
2009,3.30020902765682e-05,6.198650042144038e-07
2010,3.5001417018065695e-05,5.668551406046163e-07
2011,3.2876600926101673e-05,7.032284470298578e-07
2012,3.491844086056517e-05,6.028931398560644e-07
2013,3.7968918377373484e-05,7.65614840858575e-07
2014,4.0067881855065934e-05,7.226090712464384e-07
2015,3.892239942615561e-05,7.713682146359702e-07
2016,3.904662344211829e-05,1.0068783833361294e-06
2017,3.886644662998151e-05,1.1345406782936607e-06
2018,3.941280010621995e-05,7.398483568010761e-07
2019,3.916148966709443e-05,7.408068469771933e-07
