year,as_VERB ôté_VERB,as_VERB sauté_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,1.421438877713399e-08,0.0
1806,5.76333825108577e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,1.8072244145628247e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,7.784366928831332e-09,0.0
1818,1.3113295338484932e-08,0.0
1819,1.3456364911235141e-08,0.0
1820,1.4239777357261119e-08,0.0
1821,1.97229765852569e-09,0.0
1822,5.012807946513931e-09,2.0051231786055723e-09
1823,2.9648061783404955e-09,0.0
1824,8.421112696055388e-10,0.0
1825,2.641632912414593e-09,0.0
1826,1.7615968683770689e-09,8.807984341885344e-10
1827,1.8434546111834038e-09,0.0
1828,6.420610709767516e-09,9.172301251858528e-10
1829,1.714635211591542e-09,0.0
1830,7.305785310052215e-09,0.0
1831,0.0,0.0
1832,8.117981842303834e-09,1.3529969367098715e-09
1833,8.108539617524002e-09,0.0
1834,8.401078055442213e-09,0.0
1835,8.31939672707449e-09,0.0
1836,4.704525213838906e-09,2.016224964762614e-09
1837,4.174734336004349e-09,0.0
1838,1.2624323808552163e-09,0.0
1839,1.3982950353153e-09,0.0
1840,6.3696887764308485e-09,0.0
1841,4.494383976094696e-09,0.0
1842,1.0062397137744483e-08,6.708265054555795e-10
1843,6.497602011990011e-09,5.906911071384968e-10
1844,8.781698035420504e-09,0.0
1845,1.674068439427856e-09,0.0
1846,1.7563503984519002e-09,5.269050973311096e-09
1847,5.3932236454556914e-09,1.0786447290911383e-09
1848,8.045221711050488e-10,0.0
1849,2.513824481908955e-09,0.0
1850,1.6972489191857676e-08,0.0
1851,6.449438760824933e-10,0.0
1852,1.9531636308300904e-09,0.0
1853,4.180352064508952e-09,5.971931837933653e-10
1854,3.63696517347023e-09,0.0
1855,1.0083180512765466e-08,4.776243400783642e-09
1856,3.6240324075009767e-09,0.0
1857,3.905207268672939e-09,0.0
1858,6.8511463169329545e-09,9.787352039936081e-10
1859,5.601390462572908e-09,0.0
1860,2.288591982591015e-09,4.577183909670879e-10
1861,4.715963619617014e-09,3.772770984511453e-09
1862,9.939570055905733e-09,0.0
1863,3.995696662428827e-09,9.989241656072068e-10
1864,9.589456340108882e-09,3.835782358407869e-09
1865,6.118897832863013e-09,0.0
1866,4.379051787850585e-09,0.0
1867,6.79393608038481e-09,2.426405742994575e-09
1868,2.9639244392143382e-09,4.93987406535723e-10
1869,9.767038289254515e-10,0.0
1870,1.7202146374017957e-09,4.013834153937523e-09
1871,1.0621177271019633e-09,0.0
1872,5.442605477412599e-09,4.23313739617015e-09
1873,1.7958012854535355e-09,0.0
1874,5.974609140757536e-10,1.1949218281515073e-09
1875,1.716458086775674e-09,4.005069165202713e-09
1876,3.02300739996042e-09,6.04601479992084e-10
1877,3.0924081073635534e-09,1.2369631985365004e-09
1878,1.8117265465633636e-09,1.2078177347163432e-09
1879,1.221865053580018e-09,4.887460214320072e-09
1880,0.0,6.417846254436199e-10
1881,6.2752567586699115e-09,2.091752326904839e-09
1882,1.3310770263785798e-09,7.320923423037584e-09
1883,1.8958017378167824e-09,6.319338941018771e-10
1884,1.3203393933736152e-09,1.9805090900604227e-09
1885,6.445635691854079e-10,1.2891271383708158e-09
1886,1.2906927748801422e-09,2.5813855497602844e-09
1887,1.9586774424595887e-09,6.528924623161458e-10
1888,6.340614699951175e-09,6.340614699951175e-10
1889,0.0,6.265136742733546e-10
1890,3.9326319978272295e-09,2.6217545912032847e-09
1891,0.0,0.0
1892,2.5074049503359674e-09,1.8805537127519756e-09
1893,1.2316833108982905e-09,6.158416554491453e-10
1894,2.520615716150587e-09,1.8904617871129403e-09
1895,6.018614495673091e-10,0.0
1896,1.7691086373616827e-09,0.0
1897,1.1653427112179315e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,1.13167097914868e-09
1899,2.2110313580014918e-09,2.2110313580014918e-09
1900,1.038210628578895e-09,3.633737311048435e-09
1901,8.941982265753268e-09,1.1177477832191585e-09
1902,3.437198747846537e-09,2.455141867585553e-09
1903,4.320176216765503e-09,1.0800440541913758e-09
1904,6.987012746151322e-09,1.6123875568041512e-09
1905,1.0321518084666081e-09,5.160759042333041e-10
1906,0.0,3.0865106026567446e-09
1907,3.0857059130084963e-09,0.0
1908,2.4556945366072114e-09,2.9468334439286537e-09
1909,7.701377313651392e-09,2.2003934230241384e-09
1910,5.344150677544235e-10,7.481810726517324e-09
1911,2.6601871816467337e-09,0.0
1912,1.0418842455450772e-09,1.5628263128064646e-09
1913,0.0,1.060597942803554e-09
1914,6.696743715117748e-10,0.0
1915,0.0,0.0
1916,2.197492410260793e-09,6.592477230782379e-09
1917,0.0,2.1932848870420685e-09
1918,0.0,1.1486376294556067e-09
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,8.329454459499175e-09,5.300562211374427e-09
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,0.0,7.377935484775833e-10
1923,0.0,1.0615948120573648e-09
1924,1.289162443462999e-09,5.156649773851996e-09
1925,3.299453377181294e-09,6.598906754362588e-09
1926,0.0,1.0031524944054127e-08
1927,2.2298449753321847e-09,1.1149224654616319e-08
1928,0.0,7.998228745975666e-09
1929,1.1140406375176326e-09,8.912325100141061e-09
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,0.0
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,2.3963160344919743e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,0.0,5.186085783037697e-09
1939,0.0,6.117620188206274e-09
1940,7.607348528892999e-09,0.0
1941,0.0,5.9030051957620344e-09
1942,1.517105907566929e-08,0.0
1943,0.0,1.7419411690866582e-08
1944,0.0,0.0
1945,0.0,1.9606536838523425e-08
1946,2.7842208538686464e-09,1.2528993842408909e-08
1947,3.5762612871081956e-09,9.536696765621855e-09
1948,0.0,4.348755133776194e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,0.0,1.0635361036293034e-08
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,6.326882129314981e-09,6.326882129314981e-09
1953,0.0,1.4005975934594517e-08
1954,9.772536113672459e-10,7.818028890937967e-09
1955,1.8771215692936494e-09,5.631364707880948e-09
1956,2.616342476002842e-09,6.976913269340912e-09
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,1.6544486891589827e-09,5.790570245522986e-09
1959,4.650448914844674e-09,5.425523585955716e-09
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,5.55852741612739e-09,4.86371165564492e-09
1962,1.2683912808952869e-09,8.8787386332001e-09
1963,3.2330267352165265e-09,5.819448034571906e-09
1964,0.0,2.4335873316516654e-09
1965,4.924839203113152e-09,1.3132904541635071e-08
1966,5.539074976468328e-09,7.754704434148607e-09
1967,4.437302081328198e-09,1.035370456037299e-08
1968,2.245707841908029e-09,6.737123747768692e-09
1969,2.7250546263957176e-09,4.541757636644661e-09
1970,1.8394900047624674e-09,7.817832603507213e-09
1971,1.541519245584766e-09,1.541519245584766e-09
1972,3.0780880067027283e-09,5.130146862875051e-10
1973,6.064523994098181e-09,1.6539611902288698e-09
1974,3.937900228123681e-09,3.937900228123681e-09
1975,1.1422960355389478e-09,1.1994108817248161e-08
1976,1.7140580066410394e-09,1.199840671262109e-08
1977,4.11374712072643e-09,9.990529292736028e-09
1978,1.7821774056514528e-09,6.534650598410963e-09
1979,1.1703946700691858e-09,4.096381456264453e-09
1980,1.7055452605774235e-09,3.411090521154847e-09
1981,5.060439622894819e-09,7.590659656386833e-09
1982,1.2415004579935385e-09,4.345251713999687e-09
1983,3.78918940668882e-09,7.57837881337764e-09
1984,4.639206796497319e-09,4.059305780401701e-09
1985,2.4062232206745193e-09,6.617113967877231e-09
1986,4.196139880008332e-09,3.5966913891627428e-09
1987,4.888653482026939e-09,4.888653482026939e-09
1988,4.197587610832443e-09,7.195864348830128e-09
1989,1.0976244357863152e-09,1.6464366536794728e-09
1990,2.724325431913144e-09,5.448650863826288e-09
1991,4.10302547493302e-09,3.5168792322792797e-09
1992,3.30596661157756e-09,7.162927584403178e-09
1993,6.647049133334804e-09,4.985286850001103e-09
1994,3.164955852952289e-09,2.637463358823311e-09
1995,2.1689803286761844e-09,5.4224509327127635e-09
1996,1.6014276571496566e-09,8.540947504798169e-09
1997,5.753873377756236e-09,3.3564262480467733e-09
1998,1.43043876743576e-09,9.059445638115449e-09
1999,2.7421207526856506e-09,3.656160929565999e-09
2000,6.185244316725402e-09,2.2090156370779823e-09
2001,3.943090742808408e-09,7.0099388516098315e-09
2002,7.448076377869484e-09,5.6955880012310445e-09
2003,2.5001538617175356e-09,8.333845613606172e-09
2004,4.404791198453495e-09,6.166707589017051e-09
2005,2.251874686720612e-09,5.404499514582994e-09
2006,4.117890028965121e-09,6.1768350434476815e-09
2007,1.5977917877663117e-09,1.6377365241737607e-08
2008,1.7029758714315335e-09,9.366367237362283e-09
2009,4.76819250749827e-09,2.4794601927169424e-08
2010,5.668551850135373e-09,3.023227534981743e-08
2011,1.1471915861704929e-08,3.785732261007979e-08
2012,1.3957436095779485e-08,4.289358557230116e-08
2013,1.2829975304384789e-08,5.996619023562744e-08
2014,1.3858849179371191e-08,5.846701967016088e-08
2015,1.5072712855612735e-08,5.452775297953849e-08
2016,1.532791671365885e-08,5.737611985523472e-08
2017,2.264050280587071e-08,6.641214156388742e-08
2018,1.1100306451794495e-08,7.950917790822132e-08
2019,1.2754938438774843e-08,6.173390687536084e-08
