year,leurs_DET ondes_NOUN,leurs_DET sondes_NOUN
1954,4.788542695699505e-08,2.9317608341017376e-09
1955,3.003394510869839e-08,7.508486277174597e-09
1956,4.273359266449006e-08,6.976913269340912e-09
1957,3.975767137731623e-08,5.301022731885041e-09
1958,4.053399360604004e-08,3.3088973783179654e-09
1959,3.332821718604606e-08,4.650448914844674e-09
1960,3.39120843073637e-08,4.844583401109048e-09
1961,3.265634873628187e-08,4.86371165564492e-09
1962,4.1856910826254534e-08,5.7077609305622445e-09
1963,5.43148490628198e-08,5.819448034571906e-09
1964,4.258777852594875e-08,2.4335873316516654e-09
1965,5.1984411442163037e-08,4.924839203113152e-09
1966,3.711179985543822e-08,2.215629901769489e-09
1967,5.275459025178009e-08,2.9582014060558492e-09
1968,6.916780559418356e-08,2.6948494546985557e-09
1969,5.086768736783931e-08,4.995933444718048e-09
1970,4.736686776141141e-08,1.8394900047624674e-09
1971,6.988220890846719e-08,2.569198631618974e-09
1972,3.0267867101585466e-08,8.208234980600082e-09
1973,4.3002991001461766e-08,6.064523994098181e-09
1974,3.6003659831251866e-08,2.8127858930915295e-09
1975,3.65534718049787e-08,5.140332159925265e-09
1976,3.6566571992580066e-08,2.285410749536254e-09
1977,2.7620874920586402e-08,2.3507127910882275e-09
1978,2.8514837935311732e-08,4.158414057542359e-09
1979,3.2185852205657284e-08,5.851973350345929e-10
1980,3.9227540327146926e-08,4.548120602354544e-09
1981,3.795329700517769e-08,4.427884614521815e-09
1982,4.096951389254144e-08,3.1037510339615437e-09
1983,3.599730291625747e-08,6.315316269933646e-09
1984,2.6095537508652455e-08,2.3196033982486597e-09
1985,4.331201708396293e-08,4.812446552371341e-09
1986,3.7165810928829757e-08,4.7955883708539204e-09
1987,3.910922652394788e-08,3.6664902225425067e-09
1988,2.1587593712624198e-08,3.5979322854373663e-09
1989,3.622160671401531e-08,3.2928733073589456e-09
1990,3.0512445514663256e-08,2.724325431913144e-09
1991,2.872117887964265e-08,5.861465202094962e-10
1992,2.9202703477615444e-08,5.509944167592096e-10
1993,3.157348393845183e-08,1.661762283333701e-09
1994,3.5869501091578826e-08,5.274926606624319e-10
1995,3.578817486804553e-08,1.626735190995987e-09
1996,2.56228422923499e-08,3.736664533349199e-09
1997,3.356426192535622e-08,1.438468344439059e-09
1998,2.9562401637761582e-08,2.3840645013706308e-09
1999,3.062034892309384e-08,1.8280804925385752e-09
2000,2.4740975601567072e-08,8.836062992401139e-10
2001,2.7601633506568746e-08,2.190605918883648e-09
2002,3.023042882688287e-08,8.76244299341522e-10
2003,3.7502304817138565e-08,2.0834614589126943e-09
2004,2.95121012072741e-08,2.642874807889939e-09
2005,3.377812163307681e-08,2.2518747977429143e-09
2006,3.047238655851103e-08,1.6471559671771274e-09
2007,2.8760251791215552e-08,1.1983438685803094e-09
2008,2.8950589481269162e-08,2.1287198670449925e-09
2009,3.4330986942165964e-08,4.768192729542875e-09
2010,4.204175785282871e-08,2.3618964561933353e-09
2011,4.588766411295353e-08,5.735957903096889e-09
2012,4.5276561833063056e-08,5.4468044519140335e-09
2013,6.693899967658012e-08,1.6734749697100426e-09
2014,6.344754299725253e-08,5.630157590141849e-09
2015,7.935340029519011e-08,3.768178130636457e-09
2016,9.113896037860059e-08,7.2496901815100045e-09
2017,5.5595011261289073e-08,5.282783988036499e-09
2018,6.221334847289484e-08,3.6140533898887384e-09
2019,8.877437585042003e-08,5.101975619759003e-09
