year,leurs_DET ondes_NOUN,leurs_DET sondes_NOUN
1800,4.96778000069753e-07,3.144164484325529e-09
1801,3.4527146874907544e-07,0.0
1802,2.3273537408385891e-07,2.9091921760482364e-08
1803,3.3155766665515785e-07,0.0
1804,4.226865257805912e-07,0.0
1805,3.2977381847487663e-07,0.0
1806,2.362968700708734e-07,0.0
1807,2.391442421867396e-07,0.0
1808,2.923235342677799e-07,6.798221985349073e-09
1809,1.784634093837667e-07,0.0
1810,2.971960952891095e-07,9.360507036149102e-09
1811,3.7606152503144585e-07,0.0
1812,1.440292436427626e-07,5.3344164641089264e-09
1813,2.1280487771946355e-07,0.0
1814,2.611742022651242e-07,0.0
1815,2.481445724455966e-07,0.0
1816,2.3407798721564177e-07,0.0
1817,1.665854512111764e-07,0.0
1818,2.1219695156560192e-07,0.0
1819,1.428444846851562e-07,0.0
1820,1.495176604748849e-07,3.20394981656591e-08
1821,1.7356219927933125e-07,9.861488514673056e-09
1822,1.954995099140433e-07,0.0
1823,1.4725203811849497e-07,0.0
1824,2.1979104758429457e-07,0.0
1825,2.4919402785705813e-07,5.283265824829186e-09
1826,3.1268345468404846e-07,6.1655889282974385e-09
1827,1.2904182256079366e-07,0.0
1828,1.917010952756648e-07,9.172301251858528e-10
1829,1.3031227941162626e-07,1.714635211591542e-09
1830,1.3880991511783236e-07,0.0
1831,1.2784788339104125e-07,1.5591206103948707e-09
1832,2.489514372427948e-07,0.0
1833,1.633291617508803e-07,1.1583628500844156e-09
1834,1.9229133840781287e-07,2.240287422239362e-08
1835,1.9890921976184472e-07,4.5378527602224494e-09
1836,1.8414854707771156e-07,0.0
1837,1.4263675907066897e-07,6.957890930081589e-10
1838,1.5969769506796183e-07,6.312161904276081e-10
1839,1.2165166840549801e-07,4.194885327990505e-09
1840,1.3440043317158867e-07,5.732719632334238e-09
1841,1.9004823359480838e-07,1.733548060656176e-08
1842,1.5630258243248818e-07,7.379091560011375e-09
1843,1.943373746371435e-07,1.7720733769266417e-09
1844,1.0428266250528395e-07,0.0
1845,1.367155897935568e-07,1.1160455670733427e-08
1846,1.1123552212666254e-07,1.7563503984519002e-09
1847,1.10561081179128e-07,3.235934187273415e-09
1848,1.2067832244611054e-07,2.413566457803995e-09
1849,1.592088869628583e-07,8.379414939696517e-10
1850,1.8805519630404888e-07,4.752297222410107e-09
1851,1.3092360351407706e-07,4.514607354622058e-09
1852,1.4127883218861825e-07,1.9531636308300904e-09
1853,1.1107793085329831e-07,6.569124799682413e-09
1854,1.1586331877255773e-07,8.313063126763609e-09
1855,1.6026949367642374e-07,6.8990182455763716e-09
1856,1.0820325585525481e-07,1.0354378465748937e-09
1857,1.5230307703895107e-07,9.763018171682347e-10
1858,1.512145838544754e-07,4.404308473482388e-09
1859,1.629495471888731e-07,1.171199848215565e-08
1860,1.2541484392669666e-07,3.204028820036342e-09
1861,1.3251857416962665e-07,2.357981809808507e-09
1862,1.7123168308263992e-07,1.3553959066214816e-09
1863,1.2586444597673108e-07,4.994620717013731e-09
1864,1.385676440257555e-07,3.3563094525845827e-09
1865,1.228486310456134e-07,9.41368871743009e-10
1866,9.00138375503623e-08,9.731225825149181e-10
1867,1.0967353603064112e-07,2.91168689159349e-09
1868,9.435159142867633e-08,6.421836395986702e-09
1869,9.425191738188232e-08,8.30198221279943e-09
1870,1.5997996349881305e-07,5.734048791339319e-10
1871,8.072094459521395e-08,1.0621177271019633e-09
1872,1.3848406488214948e-07,1.2094678591978436e-09
1873,4.9085237374679735e-08,6.584604861359367e-09
1874,8.902167536462002e-08,5.974609140757536e-10
1875,7.266339707712177e-08,5.721527140956084e-10
1876,8.403960549685507e-08,4.232210137899983e-09
1877,5.133397351642088e-08,1.2369631985365004e-09
1878,8.33394268595633e-08,1.2078177347163432e-09
1879,8.430869036235578e-08,1.832797580370027e-09
1880,7.57305838039457e-08,6.417846254436199e-10
1881,7.669758161910067e-08,6.972507571312292e-10
1882,6.721938916598447e-08,1.5972924316542958e-08
1883,6.382532247162231e-08,3.159669414998234e-09
1884,7.856019568208694e-08,5.281357573494461e-09
1885,5.801071978339678e-08,0.0
1886,6.905206362262106e-08,4.5174246565693466e-09
1887,7.704130911001528e-08,1.0446279397058333e-08
1888,7.16489472196713e-08,0.0
1889,6.57839365203472e-08,0.0
1890,7.930807299771914e-08,2.6217545912032847e-09
1891,5.86428245963333e-08,1.9122659011827636e-09
1892,7.710270089056337e-08,2.5074049503359674e-09
1893,6.34316919545519e-08,6.158416554491453e-10
1894,5.041231432301174e-08,7.561847148451761e-09
1895,5.838056083007359e-08,1.2037228991346183e-09
1896,4.363801486828578e-08,5.89702897624278e-10
1897,6.292850551758988e-08,1.7480140668268973e-09
1898,5.545187775624072e-08,5.6583546736987955e-09
1899,7.959712533534002e-08,5.527578395003729e-10
1900,5.1910532539167775e-08,0.0
1901,5.253414420147706e-08,2.235495566438317e-09
1902,7.169014681895902e-08,4.910283846193408e-10
1903,6.696272958350846e-08,1.6200660812870638e-09
1904,9.67432542964275e-08,0.0
1905,7.689531306143138e-08,2.580379465655369e-09
1906,6.481672443214848e-08,5.144184522798412e-10
1907,7.302837506939497e-08,4.6285588695127444e-09
1908,8.005564433588575e-08,3.929111258571538e-09
1909,7.976425892008976e-08,5.5009836685826485e-09
1910,6.252656437055748e-08,3.206490406526541e-09
1911,7.235708920916295e-08,1.0640748282497725e-09
1912,5.365703970028335e-08,5.209421227725386e-10
1913,8.855992877920826e-08,3.181793939432964e-09
1914,8.571831955350717e-08,0.0
1915,1.2134184768086698e-07,0.0
1916,9.00971883766033e-08,1.0987462051303964e-09
1917,8.115154348509179e-08,1.0966424435210342e-09
1918,6.202643287878118e-08,5.743188147278033e-09
1919,8.287063441025921e-08,7.366278698128781e-09
1920,9.389567212636507e-08,0.0
1921,9.011569446215617e-08,2.2718242842501013e-09
1922,9.001081369142128e-08,0.0
1923,1.040362889170865e-07,5.307974060286824e-09
1924,1.1473545979967525e-07,6.445812328337297e-09
1925,1.077821423223213e-07,1.0998177923937646e-09
1926,6.464760105018286e-08,4.458455382660986e-09
1927,6.355058268514568e-08,0.0
1928,5.827280868953011e-08,1.1426041224282812e-09
1929,7.464072071527994e-08,6.684243825105796e-09
1930,5.8820181281227235e-08,0.0
1931,8.896178460560122e-08,4.5621426636444085e-09
1932,7.452485228931494e-08,4.383814644626227e-09
1933,8.029463227643419e-08,1.1470662197865522e-09
1934,7.668211488010002e-08,7.188948103475923e-09
1935,9.454944649434083e-08,3.590485242455088e-09
1936,4.849885826274658e-08,1.091224355320719e-08
1937,6.1696475484041e-08,1.2591118148108649e-09
1938,6.482606929036905e-08,2.5930428915188486e-09
1939,6.270560959364957e-08,4.588215141154706e-09
1940,7.353770370421842e-08,7.607348528892999e-09
1941,7.67390702094417e-08,5.9030051957620344e-09
1942,6.37184482954467e-08,0.0
1943,7.258088174921795e-08,0.0
1944,4.819779064746399e-08,3.2131861615880553e-09
1945,8.714016086486254e-08,6.535512131478072e-09
1946,6.40370814153357e-08,0.0
1947,8.106191984325051e-08,2.3841741914054637e-09
1948,6.523132767277673e-08,5.435944139264848e-09
1949,4.123143504397575e-08,9.817008317369869e-10
1950,6.062156221453563e-08,1.1698897850465073e-08
1951,6.503454763606697e-08,0.0
1952,3.057992969957013e-08,6.326882351359586e-09
1953,3.770839640537815e-08,6.464296653518886e-09
