year,les_DET eaux_NOUN,les_DET sauts_NOUN
1888,4.3317812469467754e-05,1.2047168063133995e-07
1889,4.0451482846037834e-05,1.6164053207035067e-07
1890,3.9446917980967555e-05,1.9400983752859702e-07
1891,3.9439210240743705e-05,1.8230269915875397e-07
1892,4.236260747347842e-05,1.8742851359832002e-07
1893,3.896676594195014e-05,1.4657031588427571e-07
1894,4.26444084951072e-05,1.688812467648404e-07
1895,3.66443339316902e-05,1.9440124354730415e-07
1896,3.8180903629836394e-05,1.592197760302838e-07
1897,3.748616313714592e-05,1.2877036992264834e-07
1898,3.740908141480759e-05,2.280316966363216e-07
1899,3.880802159983432e-05,1.7356595805040342e-07
1900,3.731225183400966e-05,1.6455638984780308e-07
1901,3.640392628767586e-05,1.7939851382209326e-07
1902,3.319499182907748e-05,1.4927262625974436e-07
1903,4.051623409395688e-05,1.9332788525616706e-07
1904,3.729345053216093e-05,1.7790009820828345e-07
1905,3.7917643567197956e-05,2.70939846558349e-07
1906,3.8181166473805206e-05,1.610129691798079e-07
1907,3.486436298771878e-05,1.2548538030898726e-07
1908,3.541946421137254e-05,1.596201428810673e-07
1909,3.316763081784302e-05,2.0023579772043831e-07
1910,3.7492958654183894e-05,1.3467259751820393e-07
1911,3.4798970318661304e-05,1.5216270554674338e-07
1912,3.2226522080236464e-05,2.0056271043955576e-07
1913,3.2867930485736e-05,2.3121035219730857e-07
1914,3.4012092100965674e-05,1.7009729447181599e-07
1915,3.099282935181691e-05,8.482148650124088e-08
1916,2.7767514666265924e-05,1.1976333880170387e-07
1917,2.699824017327046e-05,1.195340288973057e-07
1918,2.5906372229655972e-05,1.7114700945342065e-07
1919,2.6458752699909382e-05,1.611373452448106e-07
1920,2.6571718080958817e-05,1.9233469039647844e-07
1921,2.8126698907726677e-05,1.9234778392274166e-07
1922,2.753593116722186e-05,1.8739956075819464e-07
1923,2.7326511826686328e-05,1.7834793197835097e-07
1924,2.9176324687796296e-05,1.9982018351072384e-07
1925,3.1013762281872914e-05,1.9026847652980905e-07
1926,2.7692580943039502e-05,2.1846431152994228e-07
1927,2.8461742203944596e-05,1.795025266204675e-07
1928,2.8264598768146243e-05,2.616563428148311e-07
1929,2.93516281999473e-05,1.4928144054238146e-07
1930,2.7889168450201396e-05,2.5523756619350024e-07
1931,2.7529109047463862e-05,2.2582606362675506e-07
1932,2.97343190140964e-05,1.9288784791626767e-07
1933,2.7928768531637616e-05,2.2367791707722517e-07
1934,2.6996897076969617e-05,1.7972370258689807e-07
1935,2.5725827072164975e-05,3.7580413447813044e-07
1936,2.6657397938834038e-05,2.57043936358059e-07
1937,2.650808050930209e-05,2.719681475582547e-07
1938,2.7645727413982968e-05,2.8523470518848626e-07
1939,2.8066112690794398e-05,2.5846944673446615e-07
1940,3.060943595301069e-05,1.7243324279547778e-07
1941,2.800090442178771e-05,1.3872061899178334e-07
1942,2.8175689749332378e-05,2.0025797198286455e-07
1943,3.047816267098824e-05,1.800005833274554e-07
1944,2.251479622827901e-05,1.2852744823987905e-07
1945,2.1432122707665258e-05,2.505279681486172e-07
1946,2.188536768699123e-05,2.47795650665239e-07
1947,2.1142856098776974e-05,3.74315337836606e-07
1948,2.4086668418021873e-05,2.859306640345949e-07
1949,2.523756484151818e-05,2.1695588969805613e-07
1950,2.4971829134301515e-05,2.2440613278718047e-07
1951,2.5193958208546974e-05,2.0256663546547315e-07
1952,2.7510338895808673e-05,2.2354984885453177e-07
1953,2.7471106022858294e-05,1.8961936731898277e-07
1954,2.543204777794017e-05,1.7004213148652525e-07
1955,2.4735770011830027e-05,2.571656523286947e-07
1956,2.3406671971315518e-05,2.0669105271764465e-07
1957,2.666591149136366e-05,2.968572552219939e-07
1958,2.492426960998273e-05,2.043244169414038e-07
1959,2.3949811520651565e-05,2.0849511983556113e-07
1960,2.3416639351125923e-05,2.0001208334008425e-07
1961,2.3215190140035702e-05,2.0358106667117681e-07
1962,2.1953949726594146e-05,2.0421099478085125e-07
1963,2.184103391300596e-05,2.6640138983680117e-07
1964,2.1922363885096274e-05,2.1537248606762205e-07
1965,2.071277936011029e-05,2.610164759886402e-07
1966,2.14644685456733e-05,2.3873411691965885e-07
1967,2.08952558296005e-05,2.450376754836725e-07
1968,2.136027489996195e-05,2.335536244402192e-07
1969,2.1848579194738704e-05,2.1164591146316525e-07
1970,2.304237148109678e-05,2.028037755508194e-07
1971,2.0255562617421674e-05,2.7130739788105984e-07
1972,2.0588305915225646e-05,2.5907242218181636e-07
1973,2.0508015722953132e-05,2.1501494629205808e-07
1974,2.0304938061599387e-05,2.480877050459185e-07
1975,1.9844537064273027e-05,1.941903295943348e-07
1976,1.95579740420726e-05,2.0397291322638011e-07
1977,2.0426518290150852e-05,2.3507127089317237e-07
1978,1.9726921550500265e-05,2.4356424432880885e-07
1979,1.9442010852799285e-05,1.9487070801460504e-07
1980,2.032498196058441e-05,2.3024859885367732e-07
1981,1.960793792932236e-05,2.277197808098208e-07
1982,2.147733721358236e-05,2.1353807966306704e-07
1983,1.769235859683249e-05,2.595594850163252e-07
1984,1.9131507997371955e-05,2.905303269074011e-07
1985,1.9714788777491776e-05,2.0332586636584438e-07
1986,1.7413381215192203e-05,2.7994248341656203e-07
1987,1.8069073917104106e-05,2.4809916965295997e-07
1988,1.697744278317259e-05,2.4465940207107906e-07
1989,1.778974819899304e-05,2.6562510768712855e-07
1990,1.9664726778501063e-05,2.359265920404141e-07
1991,1.7314181832261966e-05,2.526291531523839e-07
1992,1.727147048313782e-05,2.407845673957354e-07
1993,1.6685200307620107e-05,2.2212222461348574e-07
1994,1.7116609683398565e-05,1.9464479628084064e-07
1995,1.5510920434280706e-05,2.42383549675651e-07
1996,1.6415167351624405e-05,2.6530317498441036e-07
1997,1.4807592947363446e-05,2.8673468932538526e-07
1998,1.445076907202747e-05,2.717833762488908e-07
1999,1.5702297332609305e-05,2.8198139645496667e-07
2000,1.5205097611215024e-05,2.8628842940747745e-07
2001,1.502711859302508e-05,2.931030618213981e-07
2002,1.43392993550151e-05,3.0756175917190376e-07
2003,1.465381808429811e-05,2.800172289596503e-07
2004,1.3170325416922424e-05,3.2331168497989893e-07
2005,1.3489631157881377e-05,3.3192634774081853e-07
2006,1.4077830655878643e-05,3.6278611048601306e-07
2007,1.3562456047111482e-05,3.3074290683998697e-07
2008,1.5049197713778995e-05,3.090901294910964e-07
2009,1.572406858940667e-05,3.1470070638306424e-07
2010,1.5020716773506138e-05,4.053014563965007e-07
2011,1.588592635926034e-05,3.586885739537138e-07
2012,1.623828507035796e-05,3.5199973424937525e-07
2013,1.4199435554473894e-05,3.2967458807320327e-07
2014,1.524733295354963e-05,3.146391946984295e-07
2015,1.5495413208554965e-05,3.218467483634413e-07
2016,1.8074306353810243e-05,3.432210462506191e-07
2017,1.6079032775451196e-05,2.92565609072426e-07
2018,1.484988683841948e-05,3.381721391804149e-07
2019,1.3831200817548961e-05,3.974438946841019e-07
