year,nos_DET iles_NOUN,nos_DET cils_NOUN
1863,1.4983863039219614e-08,9.989241656072068e-10
1864,1.1986819759002287e-08,4.794728170054441e-09
1865,9.884373597390805e-09,9.41368871743009e-10
1866,1.8489329178805747e-08,5.838735717134114e-09
1867,1.6014277903764196e-08,0.0
1868,9.87974813071446e-09,9.87974813071446e-10
1869,6.836926691455858e-09,1.953407657850903e-09
1870,5.734048791339319e-09,2.2936195165357276e-09
1871,4.248470908407853e-09,5.3105884134652115e-09
1872,2.4189357183956872e-09,6.047339295989218e-10
1873,1.2570609608797412e-08,1.1972008939764578e-09
1874,1.5533983654947292e-08,5.974609140757536e-10
1875,3.432916173551348e-09,6.293679799540541e-09
1876,9.673623679873344e-09,0.0
1877,1.7317484335421796e-08,6.184815992682502e-10
1878,9.058633121394877e-09,4.22736201599605e-09
1879,9.774920428640144e-09,0.0
1880,1.2835692730917003e-08,1.2835692508872398e-09
1881,1.9523020977629812e-08,6.972507571312292e-10
1882,3.9932310791357395e-09,6.655385131892899e-10
1883,8.847074461915128e-09,1.8958017378167824e-09
1884,1.0562715146988921e-08,0.0
1885,1.2891271161663553e-08,3.86738152613475e-09
1886,3.355801142523873e-08,6.453463874400711e-10
1887,8.487601899087593e-09,0.0
1888,1.521747572397203e-08,0.0
1889,1.3783301056058406e-08,6.265136742733546e-10
1890,1.9007720730712663e-08,1.3108772956016423e-09
1891,2.230977025341474e-08,1.9122659011827636e-09
1892,2.3820346806147086e-08,1.8805537127519756e-09
1893,1.9706933418461858e-08,1.847525021858587e-09
1894,1.827446372004715e-08,6.301539290376468e-10
1895,1.745398225949657e-08,1.2037228991346183e-09
1896,1.1794058341063618e-08,3.5382172747233653e-09
1897,2.388952524690069e-08,2.330685422435863e-09
1898,9.053367611144836e-09,5.6583548957434e-10
1899,2.04520400615138e-08,9.39688327150634e-09
1900,1.0901211600078398e-08,2.595526460424935e-09
1901,1.1736351668290013e-08,7.265360757457984e-09
1902,1.86590785600238e-08,3.928227076954727e-09
1903,2.052083702963614e-08,1.0260418292773466e-08
1904,1.289910045443321e-08,3.2247751136083025e-09
1905,1.3417973898643965e-08,1.0321517862621477e-08
1906,1.7490227210981146e-08,1.0288369045596824e-09
1907,1.0799971361663552e-08,7.199980778249682e-09
1908,8.840500553830566e-09,2.4556945366072114e-09
1909,1.4302557360679202e-08,2.750491778780173e-09
1910,1.4429207051414039e-08,1.068830135508847e-09
1911,1.3832972434180135e-08,9.044636151145369e-09
1912,1.0939784356178706e-08,2.0837684910901544e-09
1913,1.7499866000747488e-08,2.121195941118259e-09
1914,1.607218474974914e-08,7.366418142140674e-09
1915,8.246533234057551e-09,7.068456930880984e-09
1916,2.0876177675432928e-08,0.0
1917,2.4126133979507358e-08,1.0966424435210342e-09
1918,4.479686666059024e-08,1.1486376294556067e-09
1919,1.6574126959767455e-08,9.207848372660976e-10
1920,2.4988364710765154e-08,4.543339038320937e-09
1921,2.650461700115514e-08,6.815472630705699e-09
1922,5.1645547283207804e-09,2.951174193910333e-09
1923,5.307974060286824e-09,1.1677542488541803e-08
1924,7.734974438733389e-09,7.734974438733389e-09
1925,1.979672092922158e-08,5.499089184013428e-09
1926,1.560459372829115e-08,1.1146138456652466e-09
1927,1.44939923396592e-08,1.1149224876660924e-09
1928,3.08503115276082e-08,2.2852082448565625e-09
1929,1.8938690837799754e-08,2.2280812750352652e-09
1930,1.575540553577781e-08,0.0
1931,8.097803405604509e-08,4.5621426636444085e-09
1932,7.671675850140502e-09,4.383814644626227e-09
1933,1.032359597807897e-08,8.02946331646126e-09
1934,3.5944740517379614e-09,0.0
1935,2.0346083040578833e-08,4.787313656606784e-09
1936,2.3036956786626206e-08,3.6374143697059935e-09
1937,1.762756551837441e-08,1.2591118148108649e-09
1938,1.0372171899142302e-08,3.8895642262559704e-09
1939,4.28233404292655e-08,1.070583532936098e-08
1940,1.2678914584896006e-08,2.5357829169792012e-09
1941,6.788455886308498e-08,2.9515025978810172e-09
1942,6.068423519245414e-08,0.0
1943,6.967764720755554e-08,8.709705845433291e-09
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,1.5249528306782167e-08,1.5249527862692958e-08
1946,5.568441707737293e-08,1.2528993842408909e-08
1947,3.337843779149807e-08,9.536696765621855e-09
1948,9.784699050996437e-09,5.435943917220243e-09
1949,2.846932423139492e-08,2.9451024952109606e-09
1950,1.914365066468804e-08,3.190608444114673e-09
1951,2.5587364671508794e-08,2.1322803522849654e-09
1952,1.2653764924763777e-08,2.1089607837865287e-09
1953,1.2928592973970865e-08,1.0773827163745864e-08
1954,2.0522326282801373e-08,1.9545072227344917e-09
1955,1.0324168631115072e-08,1.0324169075204281e-08
1956,1.5698055078061657e-08,5.232684729961079e-09
1957,8.835037590415595e-09,6.184526224473075e-09
1958,1.3235589513271862e-08,4.963346011965797e-09
1959,2.9452842387200917e-08,1.5501495642666896e-09
1960,2.0762500052562416e-09,1.591791587429725e-08
1961,2.779263652552544e-09,9.72742331128984e-09
1962,8.87873907728931e-09,3.8051738426858606e-09
1963,7.759263898066138e-09,5.819448034571906e-09
1964,1.0951142881410192e-08,6.083968440151466e-09
1965,7.1136563306595235e-09,6.0192477668863376e-09
1966,1.0524242144427376e-08,4.985167167959048e-09
1967,8.874604107145245e-09,5.423369253687582e-09
1968,1.8414805180722027e-08,4.491415683816058e-09
1969,3.088395228445506e-08,8.629339853793994e-09
1970,9.657322413980651e-09,1.6555409487750694e-08
1971,1.0276795081587409e-08,7.707596338946132e-09
1972,2.616374938924082e-08,9.747278872929144e-09
1973,1.268036875501366e-08,5.513203671370093e-09
1974,1.0126029126311664e-08,3.3753431161187564e-09
1975,1.770558810676448e-08,3.998036124386317e-09
1976,1.5426522614880867e-08,7.998937512354587e-09
1977,5.876781949964993e-09,6.464460078348111e-09
1978,1.603959642881847e-08,1.485147826940647e-08
1979,1.345953837272873e-08,4.0963813452421505e-09
1980,1.0233271396931087e-08,9.664756106531058e-09
1981,4.427884781055269e-09,1.075343419865149e-08
1982,4.966001831974154e-09,6.2075020679230875e-09
1983,5.052252616266628e-09,9.47297440490047e-09
1984,1.3917620667047714e-08,8.698512410365566e-09
1985,1.0828004715079942e-08,3.609334831011779e-09
1986,9.591176797218992e-09,7.1933827783254856e-09
1987,1.283271516827611e-08,6.721898593298192e-09
1988,7.795519785247507e-09,9.594485872455039e-09
1989,9.329807815205982e-09,6.036934507847036e-09
1990,2.45189291092629e-08,5.448650863826288e-09
1991,3.5168791212569772e-09,1.1136784217047335e-08
1992,5.509944334125549e-09,6.060938473329003e-09
1993,1.6617621612091682e-08,4.985286850001103e-09
1994,3.6924485691258724e-09,1.2659824244476425e-08
1995,3.795715630694474e-09,4.337960657352369e-09
1996,2.6690460952494277e-09,4.804283193493575e-09
1997,2.8769365778558154e-09,1.3905194440333446e-08
1998,4.7681292247858664e-09,1.001307092796111e-08
1999,5.027221139375371e-09,5.484241505371301e-09
2000,2.6508188977203417e-09,5.743441056083043e-09
2001,6.133696495158603e-09,2.6287270138425356e-09
2002,2.190610692842654e-09,1.0076809608960957e-08
2003,4.166923084358842e-09,5.0003075569016175e-09
2004,1.5504865250037803e-07,1.013102030045232e-08
2005,1.3511248786457486e-09,5.854874474131577e-09
2006,1.6471559116659762e-09,7.000412693969338e-09
2007,1.5977917877663117e-09,9.586750948642475e-09
2008,8.514879357157668e-10,7.6633914214419e-09
2009,1.430457752249481e-09,6.198650259747751e-09
2010,9.447586046817946e-10,9.447586268862551e-09
2011,1.147191591721608e-09,1.9119859251404137e-08
2012,2.7234021704458655e-09,1.1234033592266712e-08
2013,8.367375126105969e-10,8.925200134513034e-09
2014,2.1654451842767486e-09,1.0610681056011373e-08
2015,1.773260274728905e-09,1.2856137668326717e-08
2016,3.728412162340433e-09,9.32103016992869e-09
2017,1.0062445321423752e-09,9.05620051172562e-09
2018,1.0325866828253538e-09,9.035133086143787e-09
2019,2.5509878098795014e-09,1.173454405867247e-08
