year,mêmes_ADJ airs_NOUN,mêmes_ADJ serres_NOUN
1866,2.4814625021463144e-08,1.9462451650298362e-09
1867,1.747012134956094e-08,0.0
1868,3.359114231216154e-08,4.93987406535723e-10
1869,1.8069020057964735e-08,5.860222973552709e-09
1870,2.752343419842873e-08,1.7202146374017957e-09
1871,4.991953161948004e-08,3.18635318130589e-09
1872,3.084143074261192e-08,2.4189357183956872e-09
1873,2.8134220286801792e-08,2.9930022904522957e-09
1874,2.8080663128093875e-08,3.5847653734322193e-09
1875,1.716458086775674e-08,4.577221712764867e-09
1876,2.5997863417615008e-08,2.418405919968336e-09
1877,2.8450154232473324e-08,0.0
1878,1.8117265909722846e-08,0.0
1879,2.6270098985037293e-08,6.109325489944695e-09
1880,1.9895322722618403e-08,0.0
1881,2.1614773970668466e-08,6.972507571312292e-10
1882,3.5939081044489285e-08,1.9966155395678697e-09
1883,2.0853818227806187e-08,5.0554711528150165e-09
1884,2.442627788923346e-08,1.3203393933736152e-09
1885,2.7716232864349877e-08,5.156508553483263e-09
1886,4.130216879616455e-08,0.0
1887,1.566941953967671e-08,4.570247291724172e-09
1888,1.9655905347804037e-08,0.0
1889,2.8193115397812107e-08,0.0
1890,2.1629475099871343e-08,7.865263995654459e-09
1891,1.9122660788184476e-08,4.461953917456185e-09
1892,5.014809900671935e-09,7.522214851007902e-09
1893,1.3548516086814288e-08,4.926733243593162e-09
1894,1.5753848003896564e-08,6.301539290376468e-09
1895,1.5046536461227333e-08,0.0
1896,2.240870955461105e-08,0.0
1897,2.3889525024856084e-08,7.574727511894253e-09
1898,1.6975064909274806e-08,0.0
1899,1.9899282222013426e-08,5.527578395003729e-09
1900,1.5054054003371675e-08,7.26747462209687e-09
1901,1.2295225282343836e-08,0.0
1902,1.5712908307818907e-08,4.910283846193408e-10
1903,2.052083658554693e-08,0.0
1904,3.439760121182189e-08,6.449550227216605e-09
1905,2.4255568220610257e-08,2.580379465655369e-09
1906,1.2346042410626978e-08,4.629765903985117e-09
1907,1.697138252154673e-08,2.5714217422034835e-09
1908,1.4734167663732478e-08,1.964555629285769e-09
1909,1.5402754627302784e-08,1.6502950117569526e-09
1910,1.60324518105881e-08,1.6032452032632705e-09
1911,6.916486494645824e-09,0.0
1912,1.927485904218429e-08,2.6047106693738442e-09
1913,6.363587878865928e-09,1.060597942803554e-09
1914,2.0090231700464756e-08,0.0
1915,2.0027295377644805e-08,1.1780762143587253e-08
1916,1.538244731591476e-08,0.0
1917,3.289927441585405e-09,3.289927441585405e-09
1918,1.722956355365568e-08,6.89182577673364e-09
1919,3.222746869369075e-08,0.0
1920,2.1959472462640406e-08,4.543339038320937e-09
1921,2.0446417892117097e-08,7.572747429129834e-10
1922,4.131644004701229e-08,7.377935484775833e-10
1923,2.441668023323018e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,2.8979959765251806e-08,0.0
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,2.170947865920425e-08,1.1426041224282812e-09
1929,1.2254447234738564e-08,0.0
1930,3.2561171536826805e-08,1.0503603542488804e-09
1931,2.737285598186645e-08,1.1405356659111021e-09
1932,3.1782654730250215e-08,0.0
1933,2.523545639121494e-08,0.0
1934,3.2350264689284813e-08,4.7926320689839486e-09
1935,3.111753699158726e-08,2.393656828303392e-09
1936,2.182448710641438e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,2.9819993585533666e-08,1.2965214457594243e-09
1939,1.070583532936098e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,0.0
1943,8.709705845433291e-09,8.709705845433291e-09
1944,1.927911696952833e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.5313215584455975e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,1.1920870957027319e-09
1948,1.6307831529616124e-08,2.174377566888097e-09
1949,2.5524220959027843e-08,0.0
1950,1.701657836861159e-08,0.0
1951,3.4116485636559446e-08,1.0661401761424827e-09
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,2.3702419582605216e-08,2.1547654771580937e-09
1954,1.7590565448699635e-08,9.772536113672459e-10
1955,4.129667274810345e-08,1.8771215692936494e-09
1956,2.3547082506070183e-08,8.72114158667614e-10
1957,1.0602045463770082e-08,1.7670075402875796e-09
1958,2.9780077070995503e-08,0.0
1959,1.6276571201956358e-08,0.0
1960,1.591791587429725e-08,0.0
1961,1.876002997391879e-08,0.0
1962,1.77574772664002e-08,0.0
1963,2.133797494252576e-08,6.466053248388448e-10
1964,2.981144575642247e-08,0.0
1965,2.5718604135249734e-08,1.6416130677043839e-09
1966,1.5509408868297214e-08,5.539074754423723e-10
1967,2.3172576746333107e-08,2.465167847631733e-09
1968,2.380450325745187e-08,8.982831700699023e-10
1969,2.4071315607443466e-08,4.5417578031781147e-10
1970,1.4256047897731605e-08,0.0
1971,2.8775026805760717e-08,0.0
1972,1.846852804021637e-08,5.130146862875051e-10
1973,2.0950174928202614e-08,5.513203782392395e-10
1974,5.06301445213353e-09,5.625571675160757e-10
1975,1.770558810676448e-08,5.711480177694739e-10
1976,1.2569759455516305e-08,0.0
1977,1.3516598507123945e-08,5.876781838942691e-10
1978,1.9603952239322098e-08,0.0
1979,1.404473604083023e-08,0.0
1980,1.6486936260662333e-08,5.685150683554241e-10
1981,1.9609203150139365e-08,1.8976649140967083e-09
1982,1.4277254933858785e-08,0.0
1983,9.47297440490047e-09,0.0
1984,1.275781880138993e-08,2.8995041922996734e-09
1985,1.2632671797518924e-08,0.0
1986,2.038125046510686e-08,5.994485463567401e-10
1987,2.199894133525504e-08,0.0
1988,5.396898483667201e-09,0.0
1989,1.4269117443177493e-08,5.488122178931576e-10
1990,1.4166492867673242e-08,0.0
1991,1.4067516929117119e-08,5.861465202094962e-10
1992,1.4876849085965205e-08,0.0
1993,2.1048988330107932e-08,0.0
1994,1.635227242502424e-08,0.0
1995,1.843633334885908e-08,1.0844901643380922e-09
1996,1.2277611816102763e-08,1.067618438099771e-09
1997,1.8700088588730068e-08,0.0
1998,1.144351013948608e-08,0.0
1999,1.3253583119876566e-08,0.0
2000,1.7230322058026104e-08,4.4180314962005696e-10
2001,1.9277331730904734e-08,1.7524847129024579e-09
2002,1.1829298429688606e-08,4.38122149670761e-10
2003,1.583430631058036e-08,0.0
2004,1.3214373595360485e-08,0.0
2005,1.6663873836364473e-08,0.0
2006,1.4412615101377924e-08,0.0
2007,1.5179022483380322e-08,0.0
2008,1.4901038625225738e-08,0.0
2009,1.8119131084404216e-08,0.0
2010,1.369900015646408e-08,0.0
2011,1.3766299211681599e-08,0.0
2012,1.3617010630184723e-08,1.3617010852229328e-09
2013,1.7292574483462886e-08,2.789125042035323e-10
2014,2.7284610126798725e-08,0.0
2015,1.9727520950141297e-08,1.329945265027277e-09
2016,2.6720286427917017e-08,2.0713400439298368e-10
2017,1.282961736848165e-08,2.515611330355938e-10
2018,1.884470712809616e-08,2.5814667070633845e-10
2019,1.811201322254874e-08,5.1019755087367e-10
