year,vastes_ADJ yeux_NOUN,vastes_ADJ cieux_NOUN
1853,0.0,1.19438634538227e-08
1854,0.0,1.2469595134234623e-08
1855,0.0,2.175844215912548e-08
1856,0.0,2.1744195499717733e-08
1857,4.393358121745905e-09,5.808995912071069e-08
1858,0.0,2.2510910357986802e-08
1859,0.0,2.5970084527315862e-08
1860,0.0,3.844834339794545e-08
1861,3.3011746669586728e-09,1.3676295040898623e-08
1862,4.9697850279528666e-09,4.201727324404381e-08
1863,0.0,1.498386242859695e-08
1864,6.712618905169165e-09,2.972731316663868e-08
1865,1.2708479601997169e-08,1.929806164868708e-08
1866,0.0,1.9462451206209153e-08
1867,3.88224918879132e-09,2.5719900875742496e-08
1868,9.87974813071446e-10,3.754304422898258e-08
1869,2.441759683335931e-09,3.1742874107010266e-08
1870,5.734048791339319e-10,1.0894692703544706e-08
1871,0.0,6.372706140567175e-09
1872,6.047339295989218e-10,1.2094678814023041e-08
1873,4.190203295451056e-09,1.6760813181804224e-08
1874,0.0,2.7483202824640784e-08
1875,0.0,4.233930217534265e-08
1876,0.0,2.1765654167893445e-08
1877,0.0,3.710889728836264e-08
1878,0.0,2.35524461600356e-08
1879,1.221865053580018e-09,2.993569458986656e-08
1880,3.8507077526617195e-09,4.941741682529255e-08
1881,0.0,1.743126887276958e-08
1882,6.655385131892899e-10,2.5290462835059202e-08
1883,0.0,2.211768546089843e-08
1884,1.3203393933736152e-09,2.5086448474098688e-08
1885,0.0,2.513797880965285e-08
1886,1.2906927748801422e-09,2.7104548716572197e-08
1887,1.3057849246322917e-09,2.285123557044244e-08
1888,5.706553452000662e-09,1.8387781963724592e-08
1889,6.265136742733546e-10,2.8819629349641218e-08
1890,1.0487018364813139e-08,2.5562107375254328e-08
1891,1.2748440081367107e-09,1.2748439970344805e-08
1892,5.014809900671935e-09,1.3790726782758611e-08
1893,2.463366621796581e-09,2.6481190573690583e-08
1894,1.8904617871129403e-09,2.2055386850183822e-08
1895,9.629783193076946e-09,1.6852119699706236e-08
1896,1.179405795248556e-09,1.0024949648190784e-08
1897,4.661370844871726e-09,2.2724183423861177e-08
1898,3.3950129374460403e-09,1.2448380992680086e-08
1899,5.527578395003729e-09,1.1055156790007459e-08
1900,2.595526460424935e-09,1.5573159872772635e-08
1901,1.676621730339889e-09,7.824234593556412e-09
1902,3.437198747846537e-09,7.365425602756659e-09
1903,3.2401321625741275e-09,1.5660639007819555e-08
1904,6.987012746151322e-09,9.13686282189019e-09
1905,1.0321518084666081e-09,1.2385822145688508e-08
1906,3.0865106026567446e-09,2.0576738535282857e-08
1907,9.257117739025489e-09,1.697138252154673e-08
1908,1.5225305460830896e-08,1.1787333775714615e-08
1909,8.251475058784763e-09,2.530452380966608e-08
1910,3.740905363258662e-09,1.4429207162436342e-08
1911,4.788336838146279e-09,3.1390207766435196e-08
1912,3.646594803896619e-09,3.125652803248613e-08
1913,6.363587878865928e-09,1.6969567528946072e-08
1914,1.0714789944188396e-08,1.4732836284281348e-08
1915,4.712304768617059e-09,1.0602685618366081e-08
1916,1.4283700444650549e-08,5.493730803607377e-09
1917,0.0,2.0836205649743533e-08
1918,4.594550517822427e-09,1.378365155346728e-08
1919,2.762354567309444e-09,3.6831393490643904e-09
1920,1.9687803387569147e-08,3.9375604998781455e-08
1921,1.2116395886607734e-08,4.543648618460239e-08
1922,1.549366501762961e-08,1.623145884366295e-08
1923,9.554353752605493e-09,2.5478275489376756e-08
1924,1.5469948877466777e-08,1.1602462102189293e-08
1925,1.5397448649423495e-08,1.0998178145982251e-08
1926,1.3375366592072169e-08,2.1177662290483568e-08
1927,1.3379070296082318e-08,1.3379069518926201e-08
1928,2.399468712610542e-08,1.82816659588525e-08
1929,1.3368487650211591e-08,6.684243603061191e-09
1930,9.453243521306831e-09,1.2604324695075775e-08
1931,1.1405356659111021e-08,1.0264820993199919e-08
1932,1.2055489939655217e-08,1.53433514782364e-08
1933,2.1794258842078307e-08,1.0323596200123575e-08
1934,9.585264137967897e-09,8.38710612072191e-09
1935,1.3165112555668657e-08,2.2739740757060645e-08
1936,4.849885826274658e-09,9.699771652549316e-09
1937,1.2591118370153254e-08,1.2591118370153254e-08
1938,2.2040865133021725e-08,6.482607339819424e-09
1939,1.6823456405745674e-08,6.117620188206274e-09
1940,2.5357829169792012e-09,2.7893612752905028e-08
1941,1.4757512545315876e-08,1.7709016475464523e-08
1942,2.4273694165799498e-08,1.517105907566929e-08
1943,1.4516175816936538e-08,1.4516176038981143e-08
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,6.535512131478072e-09,1.5249528750871377e-08
1946,4.1763312808029696e-09,1.1136883415474585e-08
1947,1.7881307101674793e-08,1.0728784083369192e-08
1948,4.348755133776194e-09,8.697510267552389e-09
1949,3.337782672474532e-08,8.835307596655184e-09
1950,3.93508372553697e-08,1.595304155443955e-08
1951,1.4925962688039363e-08,9.595261474260042e-09
1952,6.326882129314981e-09,1.0544804140977249e-08
1953,9.69644453618912e-09,1.0773827385790469e-09
1954,9.772536557761669e-09,1.2704296947774196e-08
1955,5.631364707880948e-09,3.754243138587299e-09
1956,4.360570571293465e-09,5.232684729961079e-09
1957,1.3252556385623393e-08,5.301022731885041e-09
1958,2.4816730004317833e-08,9.926692356998501e-09
1959,5.425523585955716e-09,3.100299128533379e-09
1960,1.3841666479663672e-08,1.3841666979264033e-08
1961,4.86371165564492e-09,2.779263708063695e-09
1962,8.244543714397423e-09,1.0147130247162295e-08
1963,9.69907976156037e-09,1.1638895625054602e-08
1964,1.7035111099517053e-08,2.007709548612624e-08
1965,5.47204326295514e-09,6.566451937750628e-09
1966,1.495550172592175e-08,1.4401594028434772e-08
1967,7.395503320850594e-09,1.0846738118797106e-08
1968,1.122853987567396e-08,1.7516522399230183e-08
1969,1.1354394757745467e-08,7.720988154380493e-09
1970,1.0117195081704722e-08,1.4256047564664698e-08
1971,1.0790635052160269e-08,1.3359833461734638e-08
1972,7.182205497002769e-09,1.128632298730281e-08
1973,8.269805285010534e-09,7.167165139154719e-09
1974,4.500457340128605e-09,5.625571675160757e-10
1975,4.569184142155791e-09,9.138367840222372e-09
1976,4.570821499072508e-09,4.570821499072508e-09
1977,2.3507127355770763e-09,4.11374712072643e-09
1978,2.3762365408686037e-09,3.564354700280603e-09
1979,8.192762912528906e-09,9.363157582598092e-09
1980,9.664756106531058e-09,2.8425753417771205e-09
1981,3.795329828193417e-09,3.162774819820413e-09
1982,5.586751949948621e-09,4.345251713999687e-09
1983,3.78918940668882e-09,5.052252838311233e-09
1984,8.118611560803402e-09,5.219107812592938e-09
1985,3.609334831011779e-09,6.617113745832626e-09
1986,5.994485352545098e-09,3.5966913891627428e-09
1987,6.110816741511371e-09,4.277571630240118e-09
1988,3.597932174415064e-09,4.197587610832443e-09
1989,1.0427432250992297e-08,3.2928733073589456e-09
1990,3.814055737905164e-09,3.2691906959314565e-09
1991,4.10302547493302e-09,2.344586080837985e-09
1992,7.162927584403178e-09,4.958949695321735e-09
1993,7.200969598386564e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,8.967375286772494e-09
1995,8.133675954979935e-09,7.591431483433553e-09
1996,4.270473752399084e-09,3.736664533349199e-09
1997,3.3564262480467733e-09,6.233362714880286e-09
1998,5.2449422582867555e-09,3.814503490850996e-09
1999,3.1991407301035224e-09,6.398281460207045e-09
2000,3.5344251969604557e-09,7.952456804183328e-09
2001,4.8193329327261836e-09,1.7524847129024579e-09
2002,4.381221607729913e-09,6.133709984368352e-09
2003,6.667076668520622e-09,2.5001538617175356e-09
2004,1.0571499231559756e-08,1.7619165015858584e-09
2005,4.053374524914943e-09,4.053374524914943e-09
2006,1.2353669198716943e-09,4.117890028965121e-09
2007,2.3966877371606188e-09,5.592271090648637e-09
2008,5.108927503272298e-09,2.9802077194940324e-09
2009,1.430457752249481e-09,3.337734755248789e-09
2010,8.502827775203059e-09,6.613310343794865e-09
2011,6.883149605840799e-09,2.6767803529281764e-09
2012,5.446804340891731e-09,1.1574459501950685e-08
2013,9.761937924679387e-09,9.204112250138508e-09
2014,1.1260315346817151e-08,1.1909948582911056e-08
2015,9.087958829923082e-09,1.2191165077446442e-08
2016,1.1806638333666797e-08,2.1541936817692786e-08
2017,7.798394818792076e-09,8.301517695485927e-09
2018,1.161660012627408e-08,8.26069346260283e-09
2019,5.3570743396846865e-09,1.5050827695262115e-08
