year,les_DET heures_NOUN,les_DET soeurs_NOUN
1891,7.777186056046048e-06,3.843654772239802e-07
1892,8.042501494998078e-06,1.3163875767219224e-07
1893,7.931424498508477e-06,1.4102773704394167e-07
1894,7.910952341205757e-06,1.424147892947758e-07
1895,8.44351431794621e-06,1.324095184607188e-07
1896,8.466954376729063e-06,1.1145384881672271e-07
1897,8.660244539271389e-06,1.3168372214877877e-07
1898,8.389076981529797e-06,1.3806385901204976e-07
1899,8.628549977629518e-06,1.3100360796158839e-07
1900,8.602613078778631e-06,1.4015843596837385e-07
1901,8.475881422498333e-06,2.380802754942124e-07
1902,8.128974826604463e-06,1.1391858567577628e-07
1903,9.184154357910757e-06,1.1772480057459234e-07
1904,9.30186344305639e-06,1.8327471718038169e-07
1905,9.435415989855755e-06,1.1250454701183799e-07
1906,9.245128438806205e-06,1.3683530664110322e-07
1907,9.666488381299132e-06,1.347424953834775e-07
1908,8.794333183459457e-06,1.6846064143649642e-07
1909,9.188292679596088e-06,1.633792106048304e-07
1910,9.988751671130558e-06,1.651342582675852e-07
1911,1.0086365563211075e-05,2.9900501719026806e-07
1912,9.555641625524913e-06,1.698271328010037e-07
1913,1.0245906679529071e-05,1.728774607911987e-07
1914,9.610497357925851e-06,3.268010884127648e-07
1915,1.0091400923784022e-05,1.9438257004011916e-07
1916,1.0335905209046814e-05,2.5161287875441474e-07
1917,1.1659502192173932e-05,2.5661432978552057e-07
1918,1.0659357542408543e-05,1.6540381952978578e-07
1919,1.2284190660238892e-05,1.675828373848276e-07
1920,1.1409081110969055e-05,1.9384912874897964e-07
1921,1.089869824966172e-05,1.968914293826174e-07
1922,1.0195569231541413e-05,2.4642304197186604e-07
1923,1.074015476376644e-05,2.1231896285556218e-07
1924,1.1317557252255028e-05,2.500975191388477e-07
1925,1.029209504110895e-05,1.4957522331826567e-07
1926,9.986939801365224e-06,1.683066894742069e-07
1927,1.0382158563970734e-05,2.1518004267306878e-07
1928,9.634438114858312e-06,2.1023916296769585e-07
1929,9.462661296311126e-06,2.3506257296190824e-07
1930,9.978423250345259e-06,2.0587063187527121e-07
1931,9.311333059258686e-06,4.1629550828758966e-07
1932,8.580221276588418e-06,1.906959381514639e-07
1933,8.873704217648992e-06,2.477662990330032e-07
1934,8.578811474535541e-06,3.043321346041239e-07
1935,8.996558889862172e-06,3.1476586848100396e-07
1936,8.580660434631682e-06,2.631063096281139e-07
1937,1.2452616132918592e-05,2.1027167340648134e-07
1938,1.0938751245248568e-05,2.28187770900945e-07
1939,1.167853686467879e-05,3.334102984808851e-07
1940,8.322439569496964e-06,3.8036742777691757e-07
1941,9.238203517725196e-06,3.541803046402947e-07
1942,9.06925916410728e-06,4.794054602186293e-07
1943,9.650353860024552e-06,6.50324695650184e-07
1944,8.794490447883163e-06,8.45067955168588e-07
1945,9.742270435708633e-06,4.095587651242738e-07
1946,9.470527288613084e-06,3.341064989115239e-07
1947,8.968071384174436e-06,2.2411237265984596e-07
1948,8.19631607384963e-06,2.717971905319416e-07
1949,8.42790149135908e-06,3.583208001423088e-07
1950,8.238151181672038e-06,2.9991718708544113e-07
1951,8.088805742545446e-06,2.3881540567316506e-07
1952,7.892785497176646e-06,2.467484131463138e-07
1953,8.277531648559489e-06,2.855064240581129e-07
1954,8.289065306144039e-06,3.0392587802019477e-07
1955,7.457804031218984e-06,1.6237101485572225e-07
1956,8.20746654994764e-06,1.8227185671904067e-07
1957,7.509781944747829e-06,2.076233833747665e-07
1958,8.004222777913128e-06,1.7537155888591727e-07
1959,7.83910614643446e-06,1.8214257524462596e-07
1960,8.46694758394051e-06,2.090091660300608e-07
1961,8.1064176455925e-06,2.633352393921484e-07
1962,7.773970118307716e-06,2.2133428001502864e-07
1963,7.82327779802472e-06,1.9074857071643692e-07
1964,8.068558813079107e-06,2.6343583447996366e-07
1965,7.6159898085848e-06,2.134096939165886e-07
1966,7.781292126196604e-06,2.4371928575295243e-07
1967,7.2865429956436856e-06,2.3961431372399034e-07
1968,8.006846911712273e-06,1.845971889791187e-07
1969,7.328580572618648e-06,2.3662558479298212e-07
1970,7.2954172836148246e-06,3.1869164507369874e-07
1971,8.131000001299071e-06,4.1415482687767735e-07
1972,7.384846469449258e-06,3.052437420603127e-07
1973,7.568526370960171e-06,4.44364226304117e-07
1974,7.711533548615535e-06,2.756530141923008e-07
1975,7.482610357101294e-06,5.054659908410031e-07
1976,7.343024542194598e-06,4.4908320884218256e-07
1977,6.815891730127532e-06,4.7601932884333564e-07
1978,6.963561126838158e-06,4.1821762764016057e-07
1979,6.7561033247898195e-06,4.775210200591573e-07
1980,6.786364451727422e-06,8.971167746452124e-07
1981,6.946718599465385e-06,5.933365425647708e-07
1982,6.899018231365517e-06,5.307414285837808e-07
1983,7.699633215452195e-06,5.797460116419018e-07
1984,7.646572562691745e-06,8.379567368876906e-07
1985,7.749241973442622e-06,6.075713603337363e-07
1986,7.350438195885545e-06,9.932862088390948e-07
1987,7.480250744151817e-06,1.3388799473545987e-06
1988,7.402146152912792e-06,6.488271391269507e-07
1989,7.463297507115385e-06,6.119256319436772e-07
1990,7.243436542125892e-06,8.908544337771218e-07
1991,7.261183199602783e-06,8.5225705159786e-07
1992,7.453852404637473e-06,6.573363440232072e-07
1993,7.84185603208698e-06,1.077929786319487e-06
1994,7.930324727567495e-06,9.901037492099363e-07
1995,7.269337629622896e-06,1.0942505808131386e-06
1996,7.264609735102567e-06,9.870132542388887e-07
1997,7.022122858302282e-06,8.323936624421435e-07
1998,7.497406528500505e-06,5.907712211650207e-07
1999,8.051323447944014e-06,8.290344979400288e-07
2000,7.682515089868502e-06,5.257457500462692e-07
2001,6.6305259593946175e-06,4.797426923219827e-07
2002,7.494517404893486e-06,4.7623877952318594e-07
2003,7.223361066621692e-06,3.871071279082372e-07
2004,7.487263985694881e-06,2.986448528474739e-07
2005,7.020445096372896e-06,3.0490384084203015e-07
2006,7.256957587742363e-06,2.2771931201814866e-07
2007,7.5595524009486326e-06,2.2488919029783894e-07
2008,8.048263758553276e-06,2.456542740336687e-07
2009,8.793977684717902e-06,2.2219776951715176e-07
2010,9.431997270326065e-06,1.251805181734511e-07
2011,1.0512098604920084e-05,1.2083751621538852e-07
2012,1.0946714915860412e-05,9.191482619463898e-08
2013,1.0485436376939106e-05,1.2857866416027264e-07
2014,1.0991799534565416e-05,1.375057729902096e-07
2015,1.1103934426159867e-05,1.4097419365199926e-07
2016,1.134742223740659e-05,5.882605558227283e-08
2017,1.0023956878768558e-05,5.3834084301485063e-08
2018,1.1421441691084055e-05,8.49302567718091e-08
2019,1.1706737886640894e-05,1.0484559709311725e-07
