year,mes_DET orties_NOUN,mes_DET sorties_NOUN
1800,0.0,1.8864987794131594e-08
1801,0.0,0.0
1802,0.0,4.475680270843441e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,8.645007376628655e-09
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,1.504245972228091e-08
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,6.952811659743929e-09
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,1.035105001712111e-09
1820,0.0,3.5599443393152796e-09
1821,0.0,1.1833785507064931e-08
1822,0.0,1.0025615893027862e-09
1823,0.0,2.9648060007048116e-08
1824,0.0,0.0
1825,0.0,1.7610886082763955e-09
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,2.7516904310687096e-09
1829,0.0,3.429270378774163e-08
1830,0.0,8.349468672008697e-09
1831,0.0,9.354723218280014e-09
1832,0.0,5.411987746839486e-09
1833,0.0,6.950177322551099e-09
1834,0.0,5.600718555598405e-09
1835,0.0,1.0588323107185715e-08
1836,0.0,1.8146025126952736e-08
1837,0.0,1.3915781860163179e-09
1838,0.0,9.468243078458727e-09
1839,0.0,7.690622361167243e-09
1840,0.0,1.9109065441114126e-09
1841,0.0,4.494383976094696e-09
1842,0.0,1.341653010911159e-09
1843,0.0,5.906910960362666e-09
1844,0.0,1.975882035765153e-08
1845,0.0,1.0602432709561072e-08
1846,0.0,1.7563504428608212e-08
1847,0.0,7.550513103637968e-09
1848,8.04522137798358e-09,4.82713291560799e-09
1849,0.0,8.379414939696517e-10
1850,0.0,5.431196825611551e-09
1851,0.0,3.8696632564949596e-09
1852,0.0,1.9531636308300904e-09
1853,5.971931837933653e-10,4.180352064508952e-09
1854,0.0,1.610655964157104e-08
1855,1.0613874223963649e-09,1.5920811335945473e-09
1856,0.0,3.1063134287023786e-09
1857,0.0,1.3668225662399891e-08
1858,0.0,3.9149408159744326e-09
1859,0.0,3.055304009791371e-09
1860,2.746310290291376e-09,3.661747127736703e-09
1861,1.8863854922557266e-09,5.187560159214399e-09
1862,4.517986262886353e-10,1.3553959066214816e-09
1863,0.0,1.0988165932701577e-08
1864,0.0,2.8768367688059016e-09
1865,0.0,1.1296426905005319e-08
1866,1.9462451650298362e-09,9.244664589402873e-09
1867,4.85281148598915e-10,2.91168689159349e-09
1868,0.0,7.903798504571569e-09
1869,0.0,1.4162205630441349e-08
1870,0.0,4.587239033071455e-09
1871,0.0,5.3105884134652115e-09
1872,0.0,2.4189357183956872e-09
1873,0.0,1.1972008939764578e-09
1874,0.0,7.169530746864439e-09
1875,0.0,3.432916173551348e-09
1876,0.0,3.02300739996042e-09
1877,1.8554447978047506e-09,9.895705588292003e-09
1878,0.0,1.0266450800600069e-08
1879,1.221865053580018e-09,1.7717043832021773e-08
1880,0.0,8.343199908722454e-09
1881,0.0,6.972507571312292e-10
1882,0.0,6.655385131892899e-10
1883,0.0,1.516641390253426e-08
1884,6.601696966868076e-10,6.601696966868076e-09
1885,0.0,1.2891271161663553e-08
1886,6.453463874400711e-10,8.38950331427668e-09
1887,0.0,1.0446279397058333e-08
1888,0.0,1.3315290203763652e-08
1889,0.0,1.1277245803853475e-08
1890,1.3108772956016423e-09,3.277193239004106e-09
1891,0.0,4.461953917456185e-09
1892,3.761107425503951e-09,3.761107425503951e-09
1893,0.0,8.005941354305435e-09
1894,0.0,6.301539290376468e-09
1895,0.0,1.5648397688750038e-08
1896,0.0,2.712633340173909e-08
1897,1.1653427112179315e-09,1.0488084067894476e-08
1898,0.0,8.487532565659706e-09
1899,0.0,1.326618814800895e-08
1900,0.0,1.349673794948103e-08
1901,0.0,1.2295225282343836e-08
1902,0.0,5.4013122863239005e-09
1903,5.400220270956879e-10,8.640352433531007e-09
1904,0.0,5.912087708281888e-09
1905,0.0,7.2250627702885595e-09
1906,0.0,6.6874399351490865e-09
1907,0.0,3.599990305858114e-09
1908,0.0,1.3260750719723546e-08
1909,5.500983557560346e-10,1.4302557083123446e-08
1910,0.0,1.7101282168141552e-08
1911,0.0,1.9685383989553884e-08
1912,0.0,4.688479049441696e-09
1913,0.0,2.598464909908671e-08
1914,0.0,1.339348720819089e-08
1915,0.0,2.8273827723523937e-08
1916,0.0,1.3184954461564757e-08
1917,0.0,1.8642921539857582e-08
1918,0.0,2.8715939848211747e-08
1919,0.0,2.2098836538475553e-08
1920,0.0,2.0445025228355007e-08
1921,0.0,1.3630945261411398e-08
1922,7.377935484775833e-10,2.7298360905092522e-08
1923,0.0,5.307974060286824e-09
1924,0.0,2.5783249202326886e-08
1925,0.0,6.598906754362588e-09
1926,0.0,2.7865346474698072e-08
1927,0.0,2.2298449309232637e-08
1928,0.0,1.942427008128078e-08
1929,4.4561625500705304e-09,1.559656870320225e-08
1930,0.0,3.2561170204559176e-08
1931,0.0,1.3686427990933225e-08
1932,0.0,2.082311922890767e-08
1933,0.0,2.7529589274877253e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,1.9149254626427137e-08
1936,1.2124714565686645e-09,1.8187071404440758e-08
1937,0.0,7.554670666820584e-09
1938,0.0,1.0372171566075394e-08
1939,0.0,2.4470480752825097e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,2.4273694165799498e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,9.639558484764166e-09
1945,0.0,2.832055301382752e-08
1946,0.0,3.897909106598263e-08
1947,0.0,2.8610090296865565e-08
1948,0.0,2.283096534050344e-08
1949,0.0,3.043272522873508e-08
1950,0.0,1.4889506516624351e-08
1951,0.0,1.4925962688039363e-08
1952,0.0,2.4253048791500476e-08
1953,0.0,1.6160740301529586e-08
1954,0.0,3.909014378855602e-08
1955,0.0,2.5341142073642686e-08
1956,0.0,2.9651880950609666e-08
1957,0.0,1.4136059989233729e-08
1958,0.0,3.308897444931347e-08
1959,7.750747821333448e-10,2.402731835715599e-08
1960,0.0,2.28387497802629e-08
1961,0.0,2.223410922042035e-08
1962,0.0,2.473363025501385e-08
1963,0.0,1.939815952312074e-08
1964,6.083968329129164e-10,1.7035111099517053e-08
1965,0.0,2.5171399187229326e-08
1966,1.6617224263271169e-09,2.271020593802575e-08
1967,0.0,1.627010703941778e-08
1968,0.0,1.751652198289655e-08
1969,0.0,2.180043701116574e-08
1970,9.197450023812337e-10,1.5635665207014426e-08
1971,0.0,1.5929032315398217e-08
1972,0.0,2.41116906440908e-08
1973,4.410563025913916e-09,1.6539611236154883e-08
1974,0.0,1.9126943695546572e-08
1975,0.0,2.1703625119329217e-08
1976,3.9994687561772935e-09,1.8854638739185248e-08
1977,5.876781838942691e-10,2.527016240705393e-08
1978,0.0,2.851483915655706e-08
1979,0.0,2.223749862029223e-08
1980,5.685150683554241e-10,1.9898028225107112e-08
1981,0.0,2.024175771442316e-08
1982,0.0,2.2347008354905995e-08
1983,6.315316047889041e-10,2.1472073896688926e-08
1984,0.0,2.7255340651066717e-08
1985,1.2031116103372597e-09,3.007779025843149e-08
1986,1.7983456945813714e-09,2.637573548458505e-08
1987,0.0,2.6887593707058954e-08
1988,0.0,2.938311416400552e-08
1989,0.0,3.2928733517678666e-08
1990,1.089730194969718e-09,3.5416233057361524e-08
1991,1.1722930404189924e-09,2.2859715009815318e-08
1992,0.0,2.093778728173845e-08
1993,5.539207426075166e-10,1.9941146733870596e-08
1994,0.0,2.584714109410413e-08
1995,5.422450821690461e-10,2.6027764554736876e-08
1996,0.0,3.202855203277011e-08
1997,0.0,1.7261619911224102e-08
1998,9.536258449571733e-10,2.479427130275269e-08
1999,0.0,2.6050147372558285e-08
2000,4.4180314962005696e-10,3.18098267726441e-08
2001,0.0,3.2859088117120905e-08
2002,8.76244299341522e-10,3.5487893290664374e-08
2003,4.1669229178253886e-10,4.0835845815934135e-08
2004,8.809582507929292e-10,3.127401770885996e-08
2005,2.251874686720612e-09,4.728936930931127e-08
2006,1.6471559671771274e-09,4.48850014933555e-08
2007,3.994479469415779e-10,4.43387209170254e-08
2008,0.0,3.5336748804848384e-08
2009,0.0,4.863556468670538e-08
2010,0.0,6.04645524759917e-08
2011,0.0,8.374498294827504e-08
2012,3.404252713057332e-10,7.999993689722373e-08
2013,2.789125042035323e-10,9.17622102747373e-08
2014,1.0827225782605865e-09,9.398031819429775e-08
2015,4.433150790905671e-10,9.686434854216941e-08
2016,2.0713400439298368e-10,8.223220104852658e-08
2017,1.0062445321423752e-09,1.0968065078387212e-07
2018,7.744400121190154e-10,1.2494298662346637e-07
2019,7.65296326310505e-10,1.1862092996750562e-07
