year,aux_ADP ondes_NOUN,aux_ADP sondes_NOUN
1911,3.468883961188496e-07,1.8621308939259507e-08
1912,3.0214641988379753e-07,1.927485904218429e-08
1913,2.7257367130051335e-07,4.1363318104004065e-08
1914,3.9778657878741797e-07,3.214437072074361e-08
1915,2.3090292700089776e-07,1.6493066468115103e-08
1916,3.0545144769078547e-07,9.888715624128963e-09
1917,2.588076128962058e-07,3.289927441585405e-09
1918,2.906053335749448e-07,1.033773866510046e-08
1919,3.434527369172713e-07,3.6831393490643904e-09
1920,4.467616583347933e-07,8.329454459499175e-09
1921,3.748510116752257e-07,4.543648302046677e-08
1922,2.9659299283224527e-07,2.6560567079059183e-08
1923,4.416234329340796e-07,1.1677542488541803e-08
1924,5.246890912857793e-07,1.5469948877466777e-08
1925,3.6843896955573996e-07,1.6497267552040284e-08
1926,4.614501275534977e-07,1.3375366592072169e-08
1927,4.4262423948282503e-07,1.1149224654616319e-08
1928,3.8620018028012737e-07,1.2568645679778001e-08
1929,3.743176597570397e-07,1.4482528065684619e-08
1930,5.1572692427726e-07,2.6259009189288918e-08
1931,5.508787239705271e-07,2.2810713318222042e-08
1932,4.6687624877250755e-07,1.0959536389520963e-08
1933,5.345328761841017e-07,5.735331320977366e-09
1934,5.092171839748971e-07,5.990790086229936e-09
1935,4.883060080729251e-07,5.98414207075848e-09
1936,5.310624828780419e-07,1.9399543305098632e-08
1937,5.653412009642977e-07,2.895957251780601e-08
1938,7.156798593754843e-07,7.779128452511941e-09
1939,6.163502348499605e-07,6.117620188206274e-09
1940,6.466246398328934e-07,5.0715658339584024e-09
1941,5.814460100062036e-07,2.9515025978810172e-09
1942,3.9444753952011524e-07,0.0
1943,5.719373636914327e-07,8.709705845433291e-09
1944,4.048614528073813e-07,0.0
1945,4.618428675051689e-07,6.535512131478072e-09
1946,5.888627354622145e-07,1.3921104269343232e-08
1947,3.9577292909598327e-07,1.1920871401116528e-08
1948,6.088257009650988e-07,1.195907639583993e-08
1949,4.908504251943668e-07,8.835307596655184e-09
1950,6.966161478771937e-07,9.571825110299415e-09
1951,4.275222088567787e-07,1.2793682557799002e-08
1952,5.451663844802113e-07,1.370824520563474e-08
1953,5.128341921123436e-07,2.1547654327491728e-08
1954,4.827632631432266e-07,2.052232517257835e-08
1955,4.5426340555820843e-07,9.385607846468247e-09
1956,9.392669468866188e-07,1.657016923672927e-08
1957,4.88577573953819e-07,2.2087593976038988e-08
1958,6.535072323288205e-07,1.9026160202884057e-08
1959,5.123244204430222e-07,2.325224279786653e-08
1960,4.726929074827524e-07,2.2146666722733244e-08
1961,4.822022474648691e-07,9.72742331128984e-09
1962,3.671992800935442e-07,1.4586500007851555e-08
1963,4.513305218445396e-07,4.2029345337368795e-08
1964,3.9910831395317814e-07,2.4335873760605864e-08
1965,5.050696086361661e-07,2.407699106754535e-08
1966,3.212663299834162e-07,2.880318916709257e-08
1967,2.918758679193445e-07,2.9582013283402375e-08
1968,3.274242116324544e-07,2.0660513300185812e-08
1969,2.952142621470699e-07,3.179230390060184e-08
1970,2.699451705778788e-07,2.5292987260172595e-08
1971,3.5660479813515167e-07,3.648262136835001e-08
1972,3.0575675369348687e-07,3.026786643545165e-08
1973,3.462292048617144e-07,2.260413545229767e-08
1974,2.795909052055734e-07,2.4752514704573514e-08
1975,2.752933303540317e-07,3.0270843609514486e-08
1976,2.908185048333678e-07,2.6853577139718254e-08
1977,2.2625609619186804e-07,1.4104276857551667e-08
1978,2.1504941072336692e-07,2.9108898402796513e-08
1979,2.9728025197073293e-07,2.3407892513205297e-08
1980,2.564002994365211e-07,1.4781392110307934e-08
1981,2.466964388325721e-07,3.0995192190630405e-08
1982,2.3340208221700465e-07,1.924325765401136e-08
1983,2.4124506248224264e-07,2.5261265079734585e-08
1984,2.3775934876457683e-07,2.7835241667162336e-08
1985,1.822714029708905e-07,2.285912081845254e-08
1986,2.2838989655049602e-07,3.416856841909066e-08
1987,2.2304480973289742e-07,4.3386798154188e-08
1988,2.2487077439015124e-07,3.597932263232906e-08
1989,1.8110803701176792e-07,2.57941739079115e-08
1990,2.3429198769964188e-07,2.5608660081388734e-08
1991,1.6529332064196822e-07,2.1101275393675678e-08
1992,2.4960047717570433e-07,2.644773289262048e-08
1993,1.6063701063773195e-07,1.717154241021035e-08
1994,2.2049192688333719e-07,2.0572214154412904e-08
1995,1.8436333293347928e-07,1.7894087989134277e-08
1996,1.7455562151269532e-07,1.2277611816102763e-08
1997,1.4720326746431311e-07,1.4384683666435194e-08
1998,1.7069903224253835e-07,2.193339376788117e-08
1999,1.8052293904169403e-07,1.4624643718263997e-08
2000,1.2635570667551832e-07,1.590491294223284e-08
2001,1.3757005543069134e-07,1.1391150245287918e-08
2002,1.476471597205986e-07,1.5772396722013582e-08
2003,1.445922240828068e-07,1.8751153518792307e-08
2004,1.8015596325859917e-07,2.8190664025373735e-08
2005,1.6573798689023533e-07,2.0717248361279417e-08
2006,1.6265665148118558e-07,1.1530091548195287e-08
2007,1.589802884893743e-07,1.5578470069499417e-08
2008,1.6731738225472803e-07,1.5326783397995314e-08
2009,1.7594629797557104e-07,1.5258216023994464e-08
2010,1.9225837544212254e-07,1.747803501928047e-08
2011,1.8890421304984528e-07,1.7972668686638826e-08
2012,2.3012748329165333e-07,1.9404239992582006e-08
2013,2.1281024231711854e-07,1.7013663367038134e-08
2014,2.16111426087906e-07,1.3642305063399363e-08
2015,2.3340538279903456e-07,1.5072712855612735e-08
2016,2.9682301483369145e-07,1.118523584864306e-08
2017,2.178519379336663e-07,1.0817128526241504e-08
2018,2.4807894760670024e-07,1.5488799576246493e-08
2019,2.336704747474272e-07,1.2499840273960672e-08
